instrument,horizon,feature_set,model,quantile,fold,train_rows,test_rows,pinball_loss,baseline_pinball_loss,pinball_skill,calibration,calibration_error
CU,8,F1_DIRECTION,gbr_quantile,0.9,4,2800,450,0.0006995942384616096,0.000710760491548238,0.01571028949893538,0.9333333333333333,0.033333333333333326
CU,8,F2_ACTIVITY,linear_qr,0.1,0,1000,450,0.0007765237342133418,0.0007799613004224983,0.004407354835803234,0.1288888888888889,0.02888888888888888
CU,8,F2_ACTIVITY,linear_qr,0.5,0,1000,450,0.0018006687205277558,0.0018045417207406202,0.0021462514101778796,0.5866666666666667,0.08666666666666667
CU,8,F2_ACTIVITY,linear_qr,0.9,0,1000,450,0.0008505164933414738,0.0008421427699523938,-0.009943353654337628,0.9244444444444444,0.02444444444444438
CU,8,F2_ACTIVITY,linear_qr,0.1,1,1450,450,0.0009243619938719383,0.0008929745397412621,-0.03514932703430773,0.08666666666666667,-0.013333333333333336
CU,8,F2_ACTIVITY,linear_qr,0.5,1,1450,450,0.0016966116149179985,0.0017175984337591496,0.01221869933545483,0.5177777777777778,0.01777777777777778
CU,8,F2_ACTIVITY,linear_qr,0.9,1,1450,450,0.0008110081638949882,0.0007969216913221921,-0.017676106355474897,0.9288888888888889,0.028888888888888853
CU,8,F2_ACTIVITY,linear_qr,0.1,2,1900,450,0.0007556245888909938,0.0007513081027731793,-0.0057452942433093845,0.051111111111111114,-0.04888888888888889
CU,8,F2_ACTIVITY,linear_qr,0.5,2,1900,450,0.0014532276773381978,0.0014372117961337395,-0.011143716776847112,0.48444444444444446,-0.015555555555555545
CU,8,F2_ACTIVITY,linear_qr,0.9,2,1900,450,0.0007848957613063552,0.0007714084992050934,-0.01748394283334953,0.9333333333333333,0.033333333333333326
CU,8,F2_ACTIVITY,linear_qr,0.1,3,2350,450,0.0005686027053683074,0.0005659600470997495,-0.004669337141552932,0.011111111111111112,-0.08888888888888889
CU,8,F2_ACTIVITY,linear_qr,0.5,3,2350,450,0.0011684524137418563,0.001150650960175748,-0.01547076757611121,0.45555555555555555,-0.04444444444444445
CU,8,F2_ACTIVITY,linear_qr,0.9,3,2350,450,0.0006345518630449723,0.0006053262771436123,-0.04828071571461989,0.9511111111111111,0.05111111111111111
CU,8,F2_ACTIVITY,linear_qr,0.1,4,2800,450,0.000863702891439417,0.0008327144660154949,-0.037213746954824156,0.09777777777777778,-0.0022222222222222227
CU,8,F2_ACTIVITY,linear_qr,0.5,4,2800,450,0.0015536565008046892,0.00150622098767951,-0.031493063443670755,0.43333333333333335,-0.06666666666666665
CU,8,F2_ACTIVITY,linear_qr,0.9,4,2800,450,0.0007141342101683599,0.000710760491548238,-0.004746632178123544,0.94,0.039999999999999925
CU,8,F2_ACTIVITY,gbr_quantile,0.1,0,1000,450,0.0008487208149612346,0.0007799613004224983,-0.08815759769297515,0.1688888888888889,0.06888888888888889
CU,8,F2_ACTIVITY,gbr_quantile,0.5,0,1000,450,0.001861009825078293,0.0018045417207406202,-0.03129221324652853,0.5911111111111111,0.09111111111111114
CU,8,F2_ACTIVITY,gbr_quantile,0.9,0,1000,450,0.0008605878165315938,0.0008421427699523938,-0.021902517289607237,0.9222222222222223,0.022222222222222254
CU,8,F2_ACTIVITY,gbr_quantile,0.1,1,1450,450,0.0008868011688465008,0.0008929745397412621,0.006913266414684149,0.09111111111111111,-0.00888888888888889
CU,8,F2_ACTIVITY,gbr_quantile,0.5,1,1450,450,0.001661165601387612,0.0017175984337591496,0.03285566128983253,0.5355555555555556,0.03555555555555556
CU,8,F2_ACTIVITY,gbr_quantile,0.9,1,1450,450,0.0008124873176085071,0.0007969216913221921,-0.01953219049727406,0.9155555555555556,0.015555555555555545
CU,8,F2_ACTIVITY,gbr_quantile,0.1,2,1900,450,0.0007401547691098885,0.0007513081027731793,0.014845219454072578,0.051111111111111114,-0.04888888888888889
CU,8,F2_ACTIVITY,gbr_quantile,0.5,2,1900,450,0.0014406892929174323,0.0014372117961337395,-0.002419613304766699,0.5066666666666667,0.00666666666666671
CU,8,F2_ACTIVITY,gbr_quantile,0.9,2,1900,450,0.0007491701049519473,0.0007714084992050934,0.028828298205246572,0.9244444444444444,0.02444444444444438
CU,8,F2_ACTIVITY,gbr_quantile,0.1,3,2350,450,0.000542632826700717,0.0005659600470997495,0.04121707975425526,0.03111111111111111,-0.06888888888888889
CU,8,F2_ACTIVITY,gbr_quantile,0.5,3,2350,450,0.0011717764443788898,0.001150650960175748,-0.018359593772828475,0.4711111111111111,-0.02888888888888891
CU,8,F2_ACTIVITY,gbr_quantile,0.9,3,2350,450,0.0006281077601775354,0.0006053262771436123,-0.037635047236712404,0.9577777777777777,0.057777777777777706
CU,8,F2_ACTIVITY,gbr_quantile,0.1,4,2800,450,0.0008438984663043129,0.0008327144660154949,-0.013430774587516181,0.08888888888888889,-0.011111111111111113
CU,8,F2_ACTIVITY,gbr_quantile,0.5,4,2800,450,0.0015413555102261314,0.00150622098767951,-0.023326273391496066,0.43333333333333335,-0.06666666666666665
CU,8,F2_ACTIVITY,gbr_quantile,0.9,4,2800,450,0.0006979283730229168,0.000710760491548238,0.018054068392812983,0.9355555555555556,0.03555555555555556
CU,8,F3_VOL,linear_qr,0.1,0,1000,450,0.0007794502178306289,0.0007799613004224983,0.000655266603089899,0.12,0.01999999999999999
CU,8,F3_VOL,linear_qr,0.5,0,1000,450,0.0018039308706538138,0.0018045417207406202,0.0003385070457421202,0.5844444444444444,0.08444444444444443
CU,8,F3_VOL,linear_qr,0.9,0,1000,450,0.0008531226228237848,0.0008421427699523938,-0.013037994581384105,0.9111111111111111,0.011111111111111072
CU,8,F3_VOL,linear_qr,0.1,1,1450,450,0.0009183071572079748,0.0008929745397412621,-0.028368801504746965,0.09111111111111111,-0.00888888888888889
CU,8,F3_VOL,linear_qr,0.5,1,1450,450,0.0017003841773637041,0.0017175984337591496,0.010022282308310038,0.5244444444444445,0.02444444444444449
CU,8,F3_VOL,linear_qr,0.9,1,1450,450,0.0008123197679145964,0.0007969216913221921,-0.01932194437681445,0.9177777777777778,0.01777777777777778
CU,8,F3_VOL,linear_qr,0.1,2,1900,450,0.0007670187734714176,0.0007513081027731793,-0.020911089126083082,0.051111111111111114,-0.04888888888888889
CU,8,F3_VOL,linear_qr,0.5,2,1900,450,0.0014476746116788238,0.0014372117961337395,-0.0072799399317695634,0.49333333333333335,-0.006666666666666654
CU,8,F3_VOL,linear_qr,0.9,2,1900,450,0.0007777071304704123,0.0007714084992050934,-0.008165104833314007,0.9311111111111111,0.03111111111111109
CU,8,F3_VOL,linear_qr,0.1,3,2350,450,0.0005762288512344879,0.0005659600470997495,-0.01814404424368954,0.013333333333333334,-0.08666666666666667
CU,8,F3_VOL,linear_qr,0.5,3,2350,450,0.0011696968254771803,0.001150650960175748,-0.01655225256017112,0.4488888888888889,-0.05111111111111111
CU,8,F3_VOL,linear_qr,0.9,3,2350,450,0.0006304128197878873,0.0006053262771436123,-0.04144300948350099,0.94,0.039999999999999925
CU,8,F3_VOL,linear_qr,0.1,4,2800,450,0.0008685736246594726,0.0008327144660154949,-0.043062970690976865,0.08888888888888889,-0.011111111111111113
CU,8,F3_VOL,linear_qr,0.5,4,2800,450,0.001557981906039113,0.00150622098767951,-0.03436475708610742,0.42444444444444446,-0.07555555555555554
CU,8,F3_VOL,linear_qr,0.9,4,2800,450,0.000732243990577884,0.000710760491548238,-0.030226073740886816,0.9288888888888889,0.028888888888888853
CU,8,F3_VOL,gbr_quantile,0.1,0,1000,450,0.0008491534747102613,0.0007799613004224983,-0.08871231720122807,0.18666666666666668,0.08666666666666667
CU,8,F3_VOL,gbr_quantile,0.5,0,1000,450,0.001847561814911605,0.0018045417207406202,-0.023839900001496384,0.5955555555555555,0.0955555555555555
CU,8,F3_VOL,gbr_quantile,0.9,0,1000,450,0.0008605256946417005,0.0008421427699523938,-0.021828750830866772,0.9222222222222223,0.022222222222222254
CU,8,F3_VOL,gbr_quantile,0.1,1,1450,450,0.0008853960858638582,0.0008929745397412621,0.00848675246620112,0.08444444444444445,-0.015555555555555559
CU,8,F3_VOL,gbr_quantile,0.5,1,1450,450,0.001677802327442899,0.0017175984337591496,0.02316962191747729,0.5466666666666666,0.046666666666666634
CU,8,F3_VOL,gbr_quantile,0.9,1,1450,450,0.0007998045514323273,0.0007969216913221921,-0.0036174948448850497,0.9244444444444444,0.02444444444444438
CU,8,F3_VOL,gbr_quantile,0.1,2,1900,450,0.0007432568063608342,0.0007513081027731793,0.010716371063517971,0.057777777777777775,-0.04222222222222223
CU,8,F3_VOL,gbr_quantile,0.5,2,1900,450,0.0014286903360285564,0.0014372117961337395,0.005929160982470982,0.5022222222222222,0.0022222222222222365
CU,8,F3_VOL,gbr_quantile,0.9,2,1900,450,0.0007408755120558455,0.0007714084992050934,0.039580828031725024,0.9311111111111111,0.03111111111111109
CU,8,F3_VOL,gbr_quantile,0.1,3,2350,450,0.0005369519284816508,0.0005659600470997495,0.05125471094072842,0.03777777777777778,-0.06222222222222223
CU,8,F3_VOL,gbr_quantile,0.5,3,2350,450,0.0011748388645331513,0.001150650960175748,-0.021021061290131815,0.46444444444444444,-0.03555555555555556
CU,8,F3_VOL,gbr_quantile,0.9,3,2350,450,0.0006255232825287391,0.0006053262771436123,-0.03336548593335742,0.9577777777777777,0.057777777777777706
CU,8,F3_VOL,gbr_quantile,0.1,4,2800,450,0.0008482313621133468,0.0008327144660154949,-0.018634113770233496,0.08888888888888889,-0.011111111111111113
CU,8,F3_VOL,gbr_quantile,0.5,4,2800,450,0.0015432047309631525,0.00150622098767951,-0.024553995453628463,0.43555555555555553,-0.06444444444444447
CU,8,F3_VOL,gbr_quantile,0.9,4,2800,450,0.0007141369149277758,0.000710760491548238,-0.004750437622359938,0.9244444444444444,0.02444444444444438
CU,16,F1_DIRECTION,linear_qr,0.1,0,1000,450,0.0011220024169843587,0.0011124110331317322,-0.008622158147446823,0.14,0.04000000000000001
CU,16,F1_DIRECTION,linear_qr,0.5,0,1000,450,0.0028884237529593114,0.002885448887798704,-0.0010309886871282536,0.5911111111111111,0.09111111111111114
CU,16,F1_DIRECTION,linear_qr,0.9,0,1000,450,0.0013940292747254453,0.001243470411470564,-0.12107957042325279,0.9577777777777777,0.057777777777777706
CU,16,F1_DIRECTION,linear_qr,0.1,1,1450,450,0.0013595590160295522,0.0013234126138190892,-0.027313025305200966,0.08888888888888889,-0.011111111111111113
CU,16,F1_DIRECTION,linear_qr,0.5,1,1450,450,0.0025391649397124693,0.002560216964834431,0.008222750419639935,0.52,0.020000000000000018
CU,16,F1_DIRECTION,linear_qr,0.9,1,1450,450,0.001137912576140064,0.0011419880403721187,0.0035687451076340526,0.9577777777777777,0.057777777777777706
CU,16,F1_DIRECTION,linear_qr,0.1,2,1900,450,0.0011431069526678147,0.0011081778692508173,-0.03151938365328588,0.06,-0.04000000000000001
CU,16,F1_DIRECTION,linear_qr,0.5,2,1900,450,0.0022583746204341104,0.0022446035495189997,-0.0061351907413946805,0.5155555555555555,0.015555555555555545
CU,16,F1_DIRECTION,linear_qr,0.9,2,1900,450,0.001122027796490506,0.0011487781268518773,0.02328589806517145,0.9133333333333333,0.013333333333333308
CU,16,F1_DIRECTION,linear_qr,0.1,3,2350,450,0.0009134556563674643,0.0009072699222642898,-0.0068179644793431304,0.008888888888888889,-0.09111111111111111
CU,16,F1_DIRECTION,linear_qr,0.5,3,2350,450,0.0015138169124818157,0.0015068607141717814,-0.004616351229156379,0.4288888888888889,-0.07111111111111112
CU,16,F1_DIRECTION,linear_qr,0.9,3,2350,450,0.0008765767697440848,0.0008960461689427121,0.02172812057396578,0.9822222222222222,0.0822222222222222
CU,16,F1_DIRECTION,linear_qr,0.1,4,2800,450,0.0010517686381500727,0.0010624087721377634,0.010015103665118152,0.10444444444444445,0.004444444444444445
CU,16,F1_DIRECTION,linear_qr,0.5,4,2800,450,0.0021589933640947957,0.002160295257079701,0.0006026458562267134,0.45555555555555555,-0.04444444444444445
CU,16,F1_DIRECTION,linear_qr,0.9,4,2800,450,0.0010756634531588955,0.0010590691425169927,-0.015668769842981822,0.9422222222222222,0.04222222222222216
CU,16,F1_DIRECTION,gbr_quantile,0.1,0,1000,450,0.0011855631391688994,0.0011124110331317322,-0.06575996089433289,0.18,0.07999999999999999
CU,16,F1_DIRECTION,gbr_quantile,0.5,0,1000,450,0.0029627124011572356,0.002885448887798704,-0.026776947491686576,0.5666666666666667,0.06666666666666665
CU,16,F1_DIRECTION,gbr_quantile,0.9,0,1000,450,0.001328622876418461,0.001243470411470564,-0.06847968730288745,0.9511111111111111,0.05111111111111111
CU,16,F1_DIRECTION,gbr_quantile,0.1,1,1450,450,0.0013414724218149857,0.0013234126138190892,-0.013646392521361683,0.1111111111111111,0.0111111111111111
CU,16,F1_DIRECTION,gbr_quantile,0.5,1,1450,450,0.0025325601932961956,0.002560216964834431,0.010802510848928693,0.5177777777777778,0.01777777777777778
CU,16,F1_DIRECTION,gbr_quantile,0.9,1,1450,450,0.0010952376276048296,0.0011419880403721187,0.04093774287868668,0.9666666666666667,0.06666666666666665
CU,16,F1_DIRECTION,gbr_quantile,0.1,2,1900,450,0.0011245350216820544,0.0011081778692508173,-0.014760403438028868,0.05333333333333334,-0.04666666666666667
CU,16,F1_DIRECTION,gbr_quantile,0.5,2,1900,450,0.0022785596042522284,0.0022446035495189997,-0.015127862887192256,0.5088888888888888,0.008888888888888835
CU,16,F1_DIRECTION,gbr_quantile,0.9,2,1900,450,0.0010715845309005863,0.0011487781268518773,0.06719626196473039,0.9088888888888889,0.008888888888888835
CU,16,F1_DIRECTION,gbr_quantile,0.1,3,2350,450,0.000908060447265035,0.0009072699222642898,-0.0008713228349643831,0.006666666666666667,-0.09333333333333334
CU,16,F1_DIRECTION,gbr_quantile,0.5,3,2350,450,0.0015049807922885789,0.0015068607141717814,0.0012475750847588118,0.42444444444444446,-0.07555555555555554
CU,16,F1_DIRECTION,gbr_quantile,0.9,3,2350,450,0.0008539004627438619,0.0008960461689427121,0.0470351949036063,0.9822222222222222,0.0822222222222222
CU,16,F1_DIRECTION,gbr_quantile,0.1,4,2800,450,0.0010310348916849827,0.0010624087721377634,0.02953089364054351,0.09555555555555556,-0.004444444444444445
CU,16,F1_DIRECTION,gbr_quantile,0.5,4,2800,450,0.0021370868679094273,0.002160295257079701,0.010743156100637252,0.49333333333333335,-0.006666666666666654
CU,16,F1_DIRECTION,gbr_quantile,0.9,4,2800,450,0.0010735725914048718,0.0010590691425169927,-0.013694525036779037,0.9333333333333333,0.033333333333333326
CU,16,F2_ACTIVITY,linear_qr,0.1,0,1000,450,0.001111650981200825,0.0011124110331317322,0.0006832473863256361,0.14,0.04000000000000001
CU,16,F2_ACTIVITY,linear_qr,0.5,0,1000,450,0.002879565973183736,0.002885448887798704,0.002038821286990844,0.5911111111111111,0.09111111111111114
CU,16,F2_ACTIVITY,linear_qr,0.9,0,1000,450,0.001390091834328481,0.001243470411470564,-0.11791307738840229,0.9466666666666667,0.046666666666666634
CU,16,F2_ACTIVITY,linear_qr,0.1,1,1450,450,0.0013698895033912048,0.0013234126138190892,-0.0351189712768365,0.09777777777777778,-0.0022222222222222227
CU,16,F2_ACTIVITY,linear_qr,0.5,1,1450,450,0.002551600550160593,0.002560216964834431,0.0033655017493390282,0.5244444444444445,0.02444444444444449
CU,16,F2_ACTIVITY,linear_qr,0.9,1,1450,450,0.0011419687988413537,0.0011419880403721187,1.6849152604692108e-05,0.9533333333333334,0.053333333333333344
CU,16,F2_ACTIVITY,linear_qr,0.1,2,1900,450,0.0011448805923641656,0.0011081778692508173,-0.03311988457066106,0.06,-0.04000000000000001
CU,16,F2_ACTIVITY,linear_qr,0.5,2,1900,450,0.002272421544498116,0.0022446035495189997,-0.012393277639197064,0.5266666666666666,0.026666666666666616
CU,16,F2_ACTIVITY,linear_qr,0.9,2,1900,450,0.0011491040714836282,0.0011487781268518773,-0.00028373157891170564,0.9088888888888889,0.008888888888888835
CU,16,F2_ACTIVITY,linear_qr,0.1,3,2350,450,0.0009119809286533952,0.0009072699222642898,-0.005192508065679169,0.008888888888888889,-0.09111111111111111
CU,16,F2_ACTIVITY,linear_qr,0.5,3,2350,450,0.001510383447389817,0.0015068607141717814,-0.0023377961777786282,0.4288888888888889,-0.07111111111111112
CU,16,F2_ACTIVITY,linear_qr,0.9,3,2350,450,0.0008799681546932899,0.0008960461689427121,0.017943287753122594,0.98,0.07999999999999996
CU,16,F2_ACTIVITY,linear_qr,0.1,4,2800,450,0.0010709495104211245,0.0010624087721377634,-0.008039032157250992,0.09777777777777778,-0.0022222222222222227
CU,16,F2_ACTIVITY,linear_qr,0.5,4,2800,450,0.0021835974671318855,0.002160295257079701,-0.010786585757580403,0.46,-0.03999999999999998
CU,16,F2_ACTIVITY,linear_qr,0.9,4,2800,450,0.001074388799079549,0.0010590691425169927,-0.014465209066659712,0.94,0.039999999999999925
CU,16,F2_ACTIVITY,gbr_quantile,0.1,0,1000,450,0.0012681527923355277,0.0011124110331317322,-0.14000378867633234,0.20444444444444446,0.10444444444444445
CU,16,F2_ACTIVITY,gbr_quantile,0.5,0,1000,450,0.0030305427215889845,0.002885448887798704,-0.050284666071826356,0.5955555555555555,0.0955555555555555
CU,16,F2_ACTIVITY,gbr_quantile,0.9,0,1000,450,0.0013846564651870126,0.001243470411470564,-0.11354194873803047,0.94,0.039999999999999925
CU,16,F2_ACTIVITY,gbr_quantile,0.1,1,1450,450,0.001380565025614993,0.0013234126138190892,-0.04318563326291258,0.10888888888888888,0.008888888888888877
CU,16,F2_ACTIVITY,gbr_quantile,0.5,1,1450,450,0.002551760374235936,0.002560216964834431,0.0033030757606284933,0.49333333333333335,-0.006666666666666654
CU,16,F2_ACTIVITY,gbr_quantile,0.9,1,1450,450,0.0011013492329432866,0.0011419880403721187,0.035586018410131426,0.9666666666666667,0.06666666666666665
CU,16,F2_ACTIVITY,gbr_quantile,0.1,2,1900,450,0.0011402865395384071,0.0011081778692508173,-0.028974293007039353,0.06222222222222222,-0.037777777777777785
CU,16,F2_ACTIVITY,gbr_quantile,0.5,2,1900,450,0.002276629484245895,0.0022446035495189997,-0.014267969385399093,0.5244444444444445,0.02444444444444449
CU,16,F2_ACTIVITY,gbr_quantile,0.9,2,1900,450,0.0010799251505668012,0.0011487781268518773,0.059935835019562456,0.9044444444444445,0.004444444444444473
CU,16,F2_ACTIVITY,gbr_quantile,0.1,3,2350,450,0.0008904718256431784,0.0009072699222642898,0.01851499339820295,0.008888888888888889,-0.09111111111111111
CU,16,F2_ACTIVITY,gbr_quantile,0.5,3,2350,450,0.001497303298083303,0.0015068607141717814,0.006342600877833338,0.4288888888888889,-0.07111111111111112
CU,16,F2_ACTIVITY,gbr_quantile,0.9,3,2350,450,0.0008518885616013609,0.0008960461689427121,0.049280504589908514,0.98,0.07999999999999996
CU,16,F2_ACTIVITY,gbr_quantile,0.1,4,2800,450,0.0010642439487847982,0.0010624087721377634,-0.0017273733944629388,0.09555555555555556,-0.004444444444444445
CU,16,F2_ACTIVITY,gbr_quantile,0.5,4,2800,450,0.0022021378633678926,0.002160295257079701,-0.019368929386418543,0.4622222222222222,-0.0377777777777778
CU,16,F2_ACTIVITY,gbr_quantile,0.9,4,2800,450,0.0010772110956644133,0.0010590691425169927,-0.017130093229139165,0.9311111111111111,0.03111111111111109
CU,16,F3_VOL,linear_qr,0.1,0,1000,450,0.0011430918489818385,0.0011124110331317322,-0.02758046705427919,0.12666666666666668,0.026666666666666672
CU,16,F3_VOL,linear_qr,0.5,0,1000,450,0.002878379318227552,0.002885448887798704,0.002450076173952098,0.5777777777777777,0.07777777777777772
CU,16,F3_VOL,linear_qr,0.9,0,1000,450,0.0013676082761726377,0.001243470411470564,-0.09983178011872806,0.9511111111111111,0.05111111111111111
CU,16,F3_VOL,linear_qr,0.1,1,1450,450,0.0013777534920468787,0.0013234126138190892,-0.041061175978195585,0.09555555555555556,-0.004444444444444445
CU,16,F3_VOL,linear_qr,0.5,1,1450,450,0.002550985353225589,0.002560216964834431,0.00360579268696426,0.52,0.020000000000000018
CU,16,F3_VOL,linear_qr,0.9,1,1450,450,0.0011527606570359101,0.0011419880403721187,-0.00943321320622692,0.9533333333333334,0.053333333333333344
CU,16,F3_VOL,linear_qr,0.1,2,1900,450,0.0011463702123905065,0.0011081778692508173,-0.03446409118917804,0.05555555555555555,-0.04444444444444445
CU,16,F3_VOL,linear_qr,0.5,2,1900,450,0.0022654855337412207,0.0022446035495189997,-0.009303194867840148,0.5288888888888889,0.028888888888888853
CU,16,F3_VOL,linear_qr,0.9,2,1900,450,0.0011341265357211726,0.0011487781268518773,0.012754065200437092,0.9088888888888889,0.008888888888888835
CU,16,F3_VOL,linear_qr,0.1,3,2350,450,0.0009103176703120688,0.0009072699222642898,-0.0033592517210012662,0.011111111111111112,-0.08888888888888889
CU,16,F3_VOL,linear_qr,0.5,3,2350,450,0.0015028703775815551,0.0015068607141717814,0.002648112431824612,0.4266666666666667,-0.0733333333333333
CU,16,F3_VOL,linear_qr,0.9,3,2350,450,0.0008880984417904471,0.0008960461689427121,0.008869774156439747,0.98,0.07999999999999996
CU,16,F3_VOL,linear_qr,0.1,4,2800,450,0.0010642117800505212,0.0010624087721377634,-0.0016970943388672222,0.10444444444444445,0.004444444444444445
CU,16,F3_VOL,linear_qr,0.5,4,2800,450,0.002195827224974384,0.002160295257079701,-0.01644773684441425,0.45555555555555555,-0.04444444444444445
CU,16,F3_VOL,linear_qr,0.9,4,2800,450,0.0010784350150750987,0.0010590691425169927,-0.01828574904191882,0.9377777777777778,0.0377777777777778
CU,16,F3_VOL,gbr_quantile,0.1,0,1000,450,0.0012759192189963683,0.0011124110331317322,-0.1469854046703556,0.20444444444444446,0.10444444444444445
CU,16,F3_VOL,gbr_quantile,0.5,0,1000,450,0.002987864924481724,0.002885448887798704,-0.03549397014658351,0.5866666666666667,0.08666666666666667
CU,16,F3_VOL,gbr_quantile,0.9,0,1000,450,0.00137159851791743,0.001243470411470564,-0.10304073604400288,0.9311111111111111,0.03111111111111109
CU,16,F3_VOL,gbr_quantile,0.1,1,1450,450,0.0013855669920417935,0.0013234126138190892,-0.04696523032475852,0.10444444444444445,0.004444444444444445
CU,16,F3_VOL,gbr_quantile,0.5,1,1450,450,0.0025411213068290343,0.002560216964834431,0.007458609277136596,0.4888888888888889,-0.011111111111111127
CU,16,F3_VOL,gbr_quantile,0.9,1,1450,450,0.0010912872617715814,0.0011419880403721187,0.04439694358271584,0.9644444444444444,0.06444444444444442
CU,16,F3_VOL,gbr_quantile,0.1,2,1900,450,0.0011406011156561528,0.0011081778692508173,-0.029258160900880625,0.06444444444444444,-0.03555555555555556
CU,16,F3_VOL,gbr_quantile,0.5,2,1900,450,0.002230416120945744,0.0022446035495189997,0.0063206834794036215,0.5355555555555556,0.03555555555555556
CU,16,F3_VOL,gbr_quantile,0.9,2,1900,450,0.0010801706353601572,0.0011487781268518773,0.059722142934365285,0.9022222222222223,0.0022222222222222365
CU,16,F3_VOL,gbr_quantile,0.1,3,2350,450,0.000889223543638454,0.0009072699222642898,0.01989085958101333,0.006666666666666667,-0.09333333333333334
CU,16,F3_VOL,gbr_quantile,0.5,3,2350,450,0.0015135884799373262,0.0015068607141717814,-0.004464756232789968,0.4288888888888889,-0.07111111111111112
CU,16,F3_VOL,gbr_quantile,0.9,3,2350,450,0.0008584319642860472,0.0008960461689427121,0.04197797609139686,0.9822222222222222,0.0822222222222222
CU,16,F3_VOL,gbr_quantile,0.1,4,2800,450,0.0010625913205100702,0.0010624087721377634,-0.00017182498591328255,0.09555555555555556,-0.004444444444444445
CU,16,F3_VOL,gbr_quantile,0.5,4,2800,450,0.002205361761301575,0.002160295257079701,-0.02086127073333266,0.46,-0.03999999999999998
CU,16,F3_VOL,gbr_quantile,0.9,4,2800,450,0.0010678270608913492,0.0010590691425169927,-0.008269449106544924,0.9333333333333333,0.033333333333333326
AL,4,F1_DIRECTION,linear_qr,0.1,0,1000,450,0.0004982184925375662,0.0005026659875817012,0.008847813765024526,0.06,-0.04000000000000001
AL,4,F1_DIRECTION,linear_qr,0.5,0,1000,450,0.000954794843251492,0.0009567308467521268,0.002023561283935882,0.5,0.0
AL,4,F1_DIRECTION,linear_qr,0.9,0,1000,450,0.0005168427894857589,0.0005176584624124849,0.0015756970781944935,0.9377777777777778,0.0377777777777778
AL,4,F1_DIRECTION,linear_qr,0.1,1,1450,450,0.0008989010520632426,0.0008960216272125753,-0.0032135662390482267,0.1288888888888889,0.02888888888888888
AL,4,F1_DIRECTION,linear_qr,0.5,1,1450,450,0.0013267670601844245,0.0013290903871187643,0.0017480578874522479,0.49777777777777776,-0.0022222222222222365
AL,4,F1_DIRECTION,linear_qr,0.9,1,1450,450,0.0005801954220255812,0.000581741855878275,0.0026582819115862355,0.8933333333333333,-0.00666666666666671
AL,4,F1_DIRECTION,linear_qr,0.1,2,1900,450,0.00044683345894212773,0.0004434664602930091,-0.0075924538845484335,0.04888888888888889,-0.051111111111111114
AL,4,F1_DIRECTION,linear_qr,0.5,2,1900,450,0.0008558472636191516,0.0008557905582541861,-6.626079759652903e-05,0.43555555555555553,-0.06444444444444447
AL,4,F1_DIRECTION,linear_qr,0.9,2,1900,450,0.0004581323558874092,0.00047179031962685757,0.028949224202502788,0.9311111111111111,0.03111111111111109
AL,4,F1_DIRECTION,linear_qr,0.1,3,2350,450,0.0004347388909041985,0.0004271434989335925,-0.017781827394233174,0.035555555555555556,-0.06444444444444444
AL,4,F1_DIRECTION,linear_qr,0.5,3,2350,450,0.0007915958508656285,0.0007737918047332003,-0.023008832638860666,0.4022222222222222,-0.0977777777777778
AL,4,F1_DIRECTION,linear_qr,0.9,3,2350,450,0.00043664282971233014,0.0004347628945291074,-0.0043240469848717655,0.92,0.020000000000000018
AL,4,F1_DIRECTION,linear_qr,0.1,4,2800,450,0.0004285823012860684,0.00042238330619225056,-0.014676231287882313,0.08888888888888889,-0.011111111111111113
AL,4,F1_DIRECTION,linear_qr,0.5,4,2800,450,0.0008916398148361251,0.0008981163788077381,0.007211274757298991,0.4622222222222222,-0.0377777777777778
AL,4,F1_DIRECTION,linear_qr,0.9,4,2800,450,0.00042216867312436425,0.00041631723003644435,-0.014055250817766263,0.8977777777777778,-0.0022222222222222365
AL,4,F1_DIRECTION,gbr_quantile,0.1,0,1000,450,0.0004919672485525918,0.0005026659875817012,0.021283992339685698,0.07777777777777778,-0.022222222222222227
AL,4,F1_DIRECTION,gbr_quantile,0.5,0,1000,450,0.0009708220660209704,0.0009567308467521268,-0.014728509399148049,0.5022222222222222,0.0022222222222222365
AL,4,F1_DIRECTION,gbr_quantile,0.9,0,1000,450,0.0004913021617665434,0.0005176584624124849,0.050914459165047,0.9266666666666666,0.026666666666666616
AL,4,F1_DIRECTION,gbr_quantile,0.1,1,1450,450,0.000880536721147473,0.0008960216272125753,0.01728184409261868,0.13777777777777778,0.03777777777777777
AL,4,F1_DIRECTION,gbr_quantile,0.5,1,1450,450,0.001355334783885563,0.0013290903871187643,-0.019746133913203456,0.4911111111111111,-0.00888888888888889
AL,4,F1_DIRECTION,gbr_quantile,0.9,1,1450,450,0.0005947277225585452,0.000581741855878275,-0.022322386723686805,0.8688888888888889,-0.03111111111111109
AL,4,F1_DIRECTION,gbr_quantile,0.1,2,1900,450,0.0004247816410495576,0.0004434664602930091,0.0421335566868033,0.05333333333333334,-0.04666666666666667
AL,4,F1_DIRECTION,gbr_quantile,0.5,2,1900,450,0.0008467494392115125,0.0008557905582541861,0.01056463985898315,0.4533333333333333,-0.04666666666666669
AL,4,F1_DIRECTION,gbr_quantile,0.9,2,1900,450,0.00043814464748165495,0.00047179031962685757,0.07131488448472878,0.9288888888888889,0.028888888888888853
