instrument,horizon,quantile,fold,feature,coefficient
CU,16,0.5,2,feat_15m_volume_ratio_32,-0.00046243367507544194
CU,16,0.5,2,feat_15m_oi_log_change_4,0.00022154413008422516
CU,16,0.5,2,feat_5m_1h_rv,0.00024367332699085334
CU,16,0.5,2,feat_5m_rv_rate_ratio_1h_4h,-0.0005281109975365617
CU,16,0.9,2,feat_15m_ret_1,-0.00016057225648378204
CU,16,0.9,2,feat_15m_ret_4,0.0009246013624567667
CU,16,0.9,2,feat_15m_ret_8,-0.00023350675746018843
CU,16,0.9,2,feat_15m_ret_16,-0.0007817982097024318
CU,16,0.9,2,feat_15m_location_32,-0.00013406344152249223
CU,16,0.9,2,feat_time_bars_since_segment_start,-0.0018219128590530674
CU,16,0.9,2,feat_time_after_long_gap,0.0006570144534724076
CU,16,0.9,2,feat_15m_volume_ratio_32,-0.00033520268719496504
CU,16,0.9,2,feat_15m_oi_log_change_4,-0.0003999174450688925
CU,16,0.9,2,feat_5m_1h_rv,-0.00046228527911457623
CU,16,0.9,2,feat_5m_rv_rate_ratio_1h_4h,-0.00020607015378910408
CU,16,0.1,3,feat_15m_ret_1,0.0003924193049566369
CU,16,0.1,3,feat_15m_ret_4,-0.000362115908814783
CU,16,0.1,3,feat_15m_ret_8,-0.0005421381121266033
CU,16,0.1,3,feat_15m_ret_16,0.00010834192899396274
CU,16,0.1,3,feat_15m_location_32,5.5064099626219804e-05
CU,16,0.1,3,feat_time_bars_since_segment_start,-0.0008042724217126346
CU,16,0.1,3,feat_time_after_long_gap,0.0002271695817230539
CU,16,0.1,3,feat_15m_volume_ratio_32,2.9711960428828007e-05
CU,16,0.1,3,feat_15m_oi_log_change_4,0.0006019906527609567
CU,16,0.1,3,feat_5m_1h_rv,-0.00020379646952195388
CU,16,0.1,3,feat_5m_rv_rate_ratio_1h_4h,-0.0004333875978834841
CU,16,0.5,3,feat_15m_ret_1,-6.556436266738667e-06
CU,16,0.5,3,feat_15m_ret_4,0.00027388328866212913
CU,16,0.5,3,feat_15m_ret_8,0.00046713081362452686
CU,16,0.5,3,feat_15m_ret_16,0.000154959674450199
CU,16,0.5,3,feat_15m_location_32,-0.0014127715281882728
CU,16,0.5,3,feat_time_bars_since_segment_start,-0.0007211971836745399
CU,16,0.5,3,feat_time_after_long_gap,0.0003625493242678782
CU,16,0.5,3,feat_15m_volume_ratio_32,-0.00020728389244779508
CU,16,0.5,3,feat_15m_oi_log_change_4,0.00032765727705215804
CU,16,0.5,3,feat_5m_1h_rv,0.000225958686058009
CU,16,0.5,3,feat_5m_rv_rate_ratio_1h_4h,-0.000531127597163863
CU,16,0.9,3,feat_15m_ret_1,-0.00011630707626542468
CU,16,0.9,3,feat_15m_ret_4,0.0010279156100911223
CU,16,0.9,3,feat_15m_ret_8,-0.00027501399166091387
CU,16,0.9,3,feat_15m_ret_16,-0.000867919582371318
CU,16,0.9,3,feat_15m_location_32,0.00016271394058518443
CU,16,0.9,3,feat_time_bars_since_segment_start,-0.0018093023717817435
CU,16,0.9,3,feat_time_after_long_gap,0.0006675038421805538
CU,16,0.9,3,feat_15m_volume_ratio_32,-0.0003787950977410087
CU,16,0.9,3,feat_15m_oi_log_change_4,-0.0002257599887322639
CU,16,0.9,3,feat_5m_1h_rv,-0.0004390601788778841
CU,16,0.9,3,feat_5m_rv_rate_ratio_1h_4h,-0.00027104289646678333
CU,16,0.1,4,feat_15m_ret_1,0.00030556554494411825
CU,16,0.1,4,feat_15m_ret_4,-0.00022700005076475296
CU,16,0.1,4,feat_15m_ret_8,-0.000310917058947216
CU,16,0.1,4,feat_15m_ret_16,-0.00034392951806727434
CU,16,0.1,4,feat_15m_location_32,6.076352780053174e-05
CU,16,0.1,4,feat_time_bars_since_segment_start,-0.0005854349435822903
CU,16,0.1,4,feat_time_after_long_gap,3.0226938447735156e-05
CU,16,0.1,4,feat_15m_volume_ratio_32,-0.00014090618884555795
CU,16,0.1,4,feat_15m_oi_log_change_4,0.0005162274434694715
CU,16,0.1,4,feat_5m_1h_rv,-0.00022064043610666963
CU,16,0.1,4,feat_5m_rv_rate_ratio_1h_4h,-0.0002576240411228441
CU,16,0.5,4,feat_15m_ret_1,-6.860560976523437e-06
CU,16,0.5,4,feat_15m_ret_4,0.00024749164367417556
CU,16,0.5,4,feat_15m_ret_8,0.00037588751757706637
CU,16,0.5,4,feat_15m_ret_16,3.7913843749867196e-05
CU,16,0.5,4,feat_15m_location_32,-0.0011631023237744008
CU,16,0.5,4,feat_time_bars_since_segment_start,-0.000616597978255274
CU,16,0.5,4,feat_time_after_long_gap,0.00020374877337328174
CU,16,0.5,4,feat_15m_volume_ratio_32,-0.00026851766392566067
CU,16,0.5,4,feat_15m_oi_log_change_4,0.00030224066573300627
CU,16,0.5,4,feat_5m_1h_rv,0.00022573496533278317
CU,16,0.5,4,feat_5m_rv_rate_ratio_1h_4h,-0.0005248032963578641
CU,16,0.9,4,feat_15m_ret_1,-3.2428839425778204e-05
CU,16,0.9,4,feat_15m_ret_4,0.0007500857105982666
CU,16,0.9,4,feat_15m_ret_8,-0.00011605629927675994
CU,16,0.9,4,feat_15m_ret_16,-0.0007493304032302528
CU,16,0.9,4,feat_15m_location_32,2.8293500510171836e-05
CU,16,0.9,4,feat_time_bars_since_segment_start,-0.0015358393880384406
CU,16,0.9,4,feat_time_after_long_gap,0.000587303830146052
CU,16,0.9,4,feat_15m_volume_ratio_32,-0.000247020460316243
CU,16,0.9,4,feat_15m_oi_log_change_4,-0.0001602468191091946
CU,16,0.9,4,feat_5m_1h_rv,-0.0003005378272764079
CU,16,0.9,4,feat_5m_rv_rate_ratio_1h_4h,-0.00039804796399640023
AL,4,0.1,0,feat_15m_ret_1,-0.00019070039149528208
AL,4,0.1,0,feat_15m_ret_4,5.948014947287894e-05
AL,4,0.1,0,feat_15m_ret_8,0.00032549936539157483
AL,4,0.1,0,feat_15m_ret_16,-0.00024296388676295266
AL,4,0.1,0,feat_15m_location_32,-8.24642778193225e-05
AL,4,0.1,0,feat_time_bars_since_segment_start,-9.194935776613534e-05
AL,4,0.1,0,feat_time_after_long_gap,-0.00022091447812382282
AL,4,0.1,0,feat_15m_volume_ratio_32,-0.0004167328316624358
AL,4,0.1,0,feat_15m_oi_log_change_4,0.00026057811212402737
AL,4,0.1,0,feat_5m_1h_rv,0.00031688792099873113
AL,4,0.1,0,feat_5m_rv_rate_ratio_1h_4h,-4.1078610538237224e-05
AL,4,0.5,0,feat_15m_ret_1,-4.127310378321287e-05
AL,4,0.5,0,feat_15m_ret_4,-0.0001726544524398622
AL,4,0.5,0,feat_15m_ret_8,-0.00013573844906439357
AL,4,0.5,0,feat_15m_ret_16,0.00019751665810920335
AL,4,0.5,0,feat_15m_location_32,-0.00024810451832514525
AL,4,0.5,0,feat_time_bars_since_segment_start,2.5158856657299455e-05
AL,4,0.5,0,feat_time_after_long_gap,-7.446591440206306e-05
AL,4,0.5,0,feat_15m_volume_ratio_32,-0.00013806498222494165
AL,4,0.5,0,feat_15m_oi_log_change_4,0.00010550440793666848
AL,4,0.5,0,feat_5m_1h_rv,0.00027474479292496874
AL,4,0.5,0,feat_5m_rv_rate_ratio_1h_4h,-0.00015315247285992376
AL,4,0.9,0,feat_15m_ret_1,0.00019934675161121555
AL,4,0.9,0,feat_15m_ret_4,-0.00015981446101661148
AL,4,0.9,0,feat_15m_ret_8,3.151359719910704e-05
AL,4,0.9,0,feat_15m_ret_16,0.00017788010600297845
AL,4,0.9,0,feat_15m_location_32,-0.00036971726546196983
AL,4,0.9,0,feat_time_bars_since_segment_start,8.495324658767663e-05
AL,4,0.9,0,feat_time_after_long_gap,1.389870078148959e-05
AL,4,0.9,0,feat_15m_volume_ratio_32,9.198748933245699e-05
AL,4,0.9,0,feat_15m_oi_log_change_4,-0.00019230570497714584
AL,4,0.9,0,feat_5m_1h_rv,0.0006306358095454585
AL,4,0.9,0,feat_5m_rv_rate_ratio_1h_4h,-0.0003250797077235718
AL,4,0.1,1,feat_15m_ret_1,-0.00021572659624850772
AL,4,0.1,1,feat_15m_ret_4,1.0067224203303437e-05
AL,4,0.1,1,feat_15m_ret_8,0.0002776770428820772
AL,4,0.1,1,feat_15m_ret_16,-2.001564136363957e-05
AL,4,0.1,1,feat_15m_location_32,-0.00031537490727959026
AL,4,0.1,1,feat_time_bars_since_segment_start,8.900854351614806e-05
AL,4,0.1,1,feat_time_after_long_gap,-0.0003428088533920957
AL,4,0.1,1,feat_15m_volume_ratio_32,-0.0004334003550925235
AL,4,0.1,1,feat_15m_oi_log_change_4,0.00020953524157942322
AL,4,0.1,1,feat_5m_1h_rv,0.00044220827705738277
AL,4,0.1,1,feat_5m_rv_rate_ratio_1h_4h,-0.00029044535148673844
AL,4,0.5,1,feat_15m_ret_1,-3.4465319901884696e-05
AL,4,0.5,1,feat_15m_ret_4,-0.00015811795378831804
AL,4,0.5,1,feat_15m_ret_8,-8.676613876545559e-05
AL,4,0.5,1,feat_15m_ret_16,0.00013806134477108048
AL,4,0.5,1,feat_15m_location_32,-0.0001658029394190527
AL,4,0.5,1,feat_time_bars_since_segment_start,8.324974756011474e-05
AL,4,0.5,1,feat_time_after_long_gap,-0.00012261256942768258
AL,4,0.5,1,feat_15m_volume_ratio_32,-0.00010794430855612649
AL,4,0.5,1,feat_15m_oi_log_change_4,6.662231245093498e-05
AL,4,0.5,1,feat_5m_1h_rv,0.0003522468522864073
AL,4,0.5,1,feat_5m_rv_rate_ratio_1h_4h,-0.0002117704295102412
AL,4,0.9,1,feat_15m_ret_1,0.00024145714785688997
AL,4,0.9,1,feat_15m_ret_4,-0.0003457598277293993
AL,4,0.9,1,feat_15m_ret_8,0.00011071218483351211
AL,4,0.9,1,feat_15m_ret_16,0.00024298861023187547
AL,4,0.9,1,feat_15m_location_32,-0.0003504674123888634
AL,4,0.9,1,feat_time_bars_since_segment_start,-0.00010089705676463022
AL,4,0.9,1,feat_time_after_long_gap,0.00031446367076963934
AL,4,0.9,1,feat_15m_volume_ratio_32,0.000112257090638332
AL,4,0.9,1,feat_15m_oi_log_change_4,-0.00013487715629896638
AL,4,0.9,1,feat_5m_1h_rv,0.0005619345259179835
AL,4,0.9,1,feat_5m_rv_rate_ratio_1h_4h,-0.00037032702060334904
AL,4,0.1,2,feat_15m_ret_1,-2.575956073404607e-05
AL,4,0.1,2,feat_15m_ret_4,-0.00017565948089045554
AL,4,0.1,2,feat_15m_ret_8,0.0004919933762930598
AL,4,0.1,2,feat_15m_ret_16,-3.388797806196507e-05
AL,4,0.1,2,feat_15m_location_32,-0.00021638431494760193
AL,4,0.1,2,feat_time_bars_since_segment_start,0.00015411695193933534
AL,4,0.1,2,feat_time_after_long_gap,-0.0003573620559062695
AL,4,0.1,2,feat_15m_volume_ratio_32,-0.00041576806236690055
AL,4,0.1,2,feat_15m_oi_log_change_4,0.00013445375346247536
AL,4,0.1,2,feat_5m_1h_rv,6.894239105159976e-05
AL,4,0.1,2,feat_5m_rv_rate_ratio_1h_4h,5.8316937502934884e-05
AL,4,0.5,2,feat_15m_ret_1,-4.728868899584594e-05
AL,4,0.5,2,feat_15m_ret_4,7.146432433986889e-05
AL,4,0.5,2,feat_15m_ret_8,-5.4507332427675134e-05
AL,4,0.5,2,feat_15m_ret_16,0.00022836364712688515
AL,4,0.5,2,feat_15m_location_32,-0.0003392003482394571
AL,4,0.5,2,feat_time_bars_since_segment_start,-4.6116587954030816e-05
AL,4,0.5,2,feat_time_after_long_gap,-9.307377179189023e-05
AL,4,0.5,2,feat_15m_volume_ratio_32,-0.00018150778058764757
AL,4,0.5,2,feat_15m_oi_log_change_4,-2.0678006263294365e-05
AL,4,0.5,2,feat_5m_1h_rv,0.00018124855976370618
AL,4,0.5,2,feat_5m_rv_rate_ratio_1h_4h,-0.00018814340974221216
AL,4,0.9,2,feat_15m_ret_1,-3.0515909945234154e-05
AL,4,0.9,2,feat_15m_ret_4,5.3525214319544194e-05
AL,4,0.9,2,feat_15m_ret_8,-4.740427718433451e-05
AL,4,0.9,2,feat_15m_ret_16,0.0005201282146098246
AL,4,0.9,2,feat_15m_location_32,-0.000758227773747277
AL,4,0.9,2,feat_time_bars_since_segment_start,-4.96375505452123e-05
AL,4,0.9,2,feat_time_after_long_gap,0.0001305049604912085
AL,4,0.9,2,feat_15m_volume_ratio_32,3.351331964799587e-05
AL,4,0.9,2,feat_15m_oi_log_change_4,-0.0002031954149383564
AL,4,0.9,2,feat_5m_1h_rv,0.0005611754875843215
AL,4,0.9,2,feat_5m_rv_rate_ratio_1h_4h,-0.0004103641397324696
AL,4,0.1,3,feat_15m_ret_1,0.0001901713511555858
AL,4,0.1,3,feat_15m_ret_4,-0.00020670251167846732
AL,4,0.1,3,feat_15m_ret_8,0.00015393886291213511
AL,4,0.1,3,feat_15m_ret_16,0.0001859521603258927
AL,4,0.1,3,feat_15m_location_32,-7.175716327467968e-05
AL,4,0.1,3,feat_time_bars_since_segment_start,9.667864154312168e-05
AL,4,0.1,3,feat_time_after_long_gap,-0.00038050479188040266
AL,4,0.1,3,feat_15m_volume_ratio_32,-0.0004287176952579252
AL,4,0.1,3,feat_15m_oi_log_change_4,0.00018505608128578603
AL,4,0.1,3,feat_5m_1h_rv,-0.00039082136153057985
AL,4,0.1,3,feat_5m_rv_rate_ratio_1h_4h,8.986213078547186e-05
AL,4,0.5,3,feat_15m_ret_1,-0.00012024335167520951
AL,4,0.5,3,feat_15m_ret_4,-3.216265510606741e-05
AL,4,0.5,3,feat_15m_ret_8,1.0883788163970404e-06
AL,4,0.5,3,feat_15m_ret_16,0.0002078166132547143
AL,4,0.5,3,feat_15m_location_32,-0.00028367948366574917
AL,4,0.5,3,feat_time_bars_since_segment_start,-2.1308227785622727e-05
AL,4,0.5,3,feat_time_after_long_gap,-5.078788344608546e-05
AL,4,0.5,3,feat_15m_volume_ratio_32,-0.00018506405322097217
AL,4,0.5,3,feat_15m_oi_log_change_4,4.964575897501011e-06
AL,4,0.5,3,feat_5m_1h_rv,8.153469952318427e-05
AL,4,0.5,3,feat_5m_rv_rate_ratio_1h_4h,-6.612215501737868e-05
AL,4,0.9,3,feat_15m_ret_1,5.7351087986543006e-05
AL,4,0.9,3,feat_15m_ret_4,-5.003724874736649e-05
AL,4,0.9,3,feat_15m_ret_8,-0.00022435414174409965
AL,4,0.9,3,feat_15m_ret_16,0.0004455678624484654
AL,4,0.9,3,feat_15m_location_32,-0.0006004614579398919
AL,4,0.9,3,feat_time_bars_since_segment_start,7.507150171645365e-05
AL,4,0.9,3,feat_time_after_long_gap,0.00014471037907800116
AL,4,0.9,3,feat_15m_volume_ratio_32,0.00011153533302674952
AL,4,0.9,3,feat_15m_oi_log_change_4,-0.0001329589741570726
AL,4,0.9,3,feat_5m_1h_rv,0.00036403861833782665
AL,4,0.9,3,feat_5m_rv_rate_ratio_1h_4h,-0.00020983553160194374
AL,4,0.1,4,feat_15m_ret_1,0.000150334903003489
AL,4,0.1,4,feat_15m_ret_4,-0.00015852076298073701
AL,4,0.1,4,feat_15m_ret_8,-1.2096846128868533e-05
AL,4,0.1,4,feat_15m_ret_16,0.00016498383112542765
AL,4,0.1,4,feat_15m_location_32,5.752880953474636e-05
AL,4,0.1,4,feat_time_bars_since_segment_start,-2.622229000052048e-05
AL,4,0.1,4,feat_time_after_long_gap,-0.00039036344570584226
AL,4,0.1,4,feat_15m_volume_ratio_32,-0.00038618196763902396
AL,4,0.1,4,feat_15m_oi_log_change_4,0.00015699490378315694
AL,4,0.1,4,feat_5m_1h_rv,-0.0004314455509324019
AL,4,0.1,4,feat_5m_rv_rate_ratio_1h_4h,0.00010208562391862152
AL,4,0.5,4,feat_15m_ret_1,-0.000123507045033705
AL,4,0.5,4,feat_15m_ret_4,-2.9369319688517323e-05
AL,4,0.5,4,feat_15m_ret_8,-0.00013060825939813548
AL,4,0.5,4,feat_15m_ret_16,0.00021842233559979832
AL,4,0.5,4,feat_15m_location_32,-0.00015487134721728338
AL,4,0.5,4,feat_time_bars_since_segment_start,2.859434409948319e-05
AL,4,0.5,4,feat_time_after_long_gap,-5.604989936205919e-05
AL,4,0.5,4,feat_15m_volume_ratio_32,-0.00012177522794328928
AL,4,0.5,4,feat_15m_oi_log_change_4,6.197357255711717e-05
AL,4,0.5,4,feat_5m_1h_rv,1.016374023761021e-05
AL,4,0.5,4,feat_5m_rv_rate_ratio_1h_4h,2.98954794423837e-05
AL,4,0.9,4,feat_15m_ret_1,6.093450947323782e-05
AL,4,0.9,4,feat_15m_ret_4,-1.6976643455401986e-05
AL,4,0.9,4,feat_15m_ret_8,-0.00033746807741740794
AL,4,0.9,4,feat_15m_ret_16,0.00033824228256508265
AL,4,0.9,4,feat_15m_location_32,-0.00040936268056700686
AL,4,0.9,4,feat_time_bars_since_segment_start,3.962398406678989e-05
AL,4,0.9,4,feat_time_after_long_gap,0.00014193708153038002
AL,4,0.9,4,feat_15m_volume_ratio_32,7.013639314183747e-05
AL,4,0.9,4,feat_15m_oi_log_change_4,-0.00010893176175941763
AL,4,0.9,4,feat_5m_1h_rv,0.0003168875833542807
AL,4,0.9,4,feat_5m_rv_rate_ratio_1h_4h,-0.00021114837862963373
AL,8,0.1,0,feat_15m_ret_1,4.094466335631926e-05
AL,8,0.1,0,feat_15m_ret_4,0.00026798195916778034
AL,8,0.1,0,feat_15m_ret_8,-7.178444887740376e-05
AL,8,0.1,0,feat_15m_ret_16,-0.0007165288035508269
AL,8,0.1,0,feat_15m_location_32,-0.0006249610196073343
AL,8,0.1,0,feat_time_bars_since_segment_start,-0.0006182880779108902
AL,8,0.1,0,feat_time_after_long_gap,-1.8755260617053748e-05
AL,8,0.1,0,feat_15m_volume_ratio_32,-0.0001732007433998568
AL,8,0.1,0,feat_15m_oi_log_change_4,0.000358085071040904
AL,8,0.1,0,feat_5m_1h_rv,-4.153804876967617e-05
AL,8,0.1,0,feat_5m_rv_rate_ratio_1h_4h,0.00048278537157732095
AL,8,0.5,0,feat_15m_ret_1,-0.0001859933366029049
AL,8,0.5,0,feat_15m_ret_4,0.00014640810765774364
AL,8,0.5,0,feat_15m_ret_8,-5.780314234098666e-05
AL,8,0.5,0,feat_15m_ret_16,0.0001965521857708042
AL,8,0.5,0,feat_15m_location_32,-0.00044728994032105346
AL,8,0.5,0,feat_time_bars_since_segment_start,-0.00047279027505038644
AL,8,0.5,0,feat_time_after_long_gap,0.0001574071572719156
AL,8,0.5,0,feat_15m_volume_ratio_32,-0.00023134322601888732
AL,8,0.5,0,feat_15m_oi_log_change_4,-4.100326604184221e-05
AL,8,0.5,0,feat_5m_1h_rv,0.0005686416844990827
AL,8,0.5,0,feat_5m_rv_rate_ratio_1h_4h,-0.0003646566177992903
AL,8,0.9,0,feat_15m_ret_1,-0.00017183639013633082
AL,8,0.9,0,feat_15m_ret_4,-6.179974014096456e-05
AL,8,0.9,0,feat_15m_ret_8,-0.0002029749738226937
AL,8,0.9,0,feat_15m_ret_16,0.0004347839478693652
AL,8,0.9,0,feat_15m_location_32,-0.0008578035936673256
AL,8,0.9,0,feat_time_bars_since_segment_start,-6.705726524826276e-05
AL,8,0.9,0,feat_time_after_long_gap,0.0001456131362683591
AL,8,0.9,0,feat_15m_volume_ratio_32,0.00021118009365095865
AL,8,0.9,0,feat_15m_oi_log_change_4,0.0018275441790476645
AL,8,0.9,0,feat_5m_1h_rv,-0.0006187972217218654
AL,8,0.9,0,feat_5m_rv_rate_ratio_1h_4h,0.0006760741070141458
AL,8,0.1,1,feat_15m_ret_1,1.7629254638579377e-05
AL,8,0.1,1,feat_15m_ret_4,0.0002576427459710788
AL,8,0.1,1,feat_15m_ret_8,0.00037336090085346777
AL,8,0.1,1,feat_15m_ret_16,-0.000462473108913025
AL,8,0.1,1,feat_15m_location_32,-0.0004953418690764112
AL,8,0.1,1,feat_time_bars_since_segment_start,0.0001263985255304983
AL,8,0.1,1,feat_time_after_long_gap,-0.0001920686825934546
AL,8,0.1,1,feat_15m_volume_ratio_32,-5.023256542379226e-05
AL,8,0.1,1,feat_15m_oi_log_change_4,0.00026371579145048006
AL,8,0.1,1,feat_5m_1h_rv,0.0005976816952334449
AL,8,0.1,1,feat_5m_rv_rate_ratio_1h_4h,-4.2465432271979714e-05
AL,8,0.5,1,feat_15m_ret_1,-6.436843297299901e-05
AL,8,0.5,1,feat_15m_ret_4,0.00013255859523849607
AL,8,0.5,1,feat_15m_ret_8,-0.00011105774131689522
AL,8,0.5,1,feat_15m_ret_16,0.00014268741302184018
AL,8,0.5,1,feat_15m_location_32,-0.0003752994653580484
AL,8,0.5,1,feat_time_bars_since_segment_start,-0.00012099892922698984
AL,8,0.5,1,feat_time_after_long_gap,-0.00011347981177286678
AL,8,0.5,1,feat_15m_volume_ratio_32,-7.63198139363178e-05
AL,8,0.5,1,feat_15m_oi_log_change_4,-1.603719269054183e-05
AL,8,0.5,1,feat_5m_1h_rv,0.00047741062055028515
AL,8,0.5,1,feat_5m_rv_rate_ratio_1h_4h,-0.00033540945871564435
AL,8,0.9,1,feat_15m_ret_1,-7.361609090229109e-05
AL,8,0.9,1,feat_15m_ret_4,-0.00016138816658259003
AL,8,0.9,1,feat_15m_ret_8,-0.0003251148146552776
AL,8,0.9,1,feat_15m_ret_16,0.0010548601051817699
AL,8,0.9,1,feat_15m_location_32,-0.0008140880288236309
AL,8,0.9,1,feat_time_bars_since_segment_start,0.00022295009084559556
AL,8,0.9,1,feat_time_after_long_gap,0.0002184962575558136
AL,8,0.9,1,feat_15m_volume_ratio_32,0.0001354197171635864
AL,8,0.9,1,feat_15m_oi_log_change_4,0.00033519602977038414
AL,8,0.9,1,feat_5m_1h_rv,-0.0004459302689735781
AL,8,0.9,1,feat_5m_rv_rate_ratio_1h_4h,0.000923263564574015
AL,8,0.1,2,feat_15m_ret_1,-6.907571829957994e-05
AL,8,0.1,2,feat_15m_ret_4,2.2525565932201545e-05
AL,8,0.1,2,feat_15m_ret_8,0.0010876900627212074
AL,8,0.1,2,feat_15m_ret_16,-0.0009034502523101947
AL,8,0.1,2,feat_15m_location_32,-4.6598818275209605e-05
AL,8,0.1,2,feat_time_bars_since_segment_start,4.795014519874004e-05
AL,8,0.1,2,feat_time_after_long_gap,-0.00047507178018002614
AL,8,0.1,2,feat_15m_volume_ratio_32,-3.999128738335716e-05
AL,8,0.1,2,feat_15m_oi_log_change_4,0.00015513048620425423
AL,8,0.1,2,feat_5m_1h_rv,1.903078437248978e-05
AL,8,0.1,2,feat_5m_rv_rate_ratio_1h_4h,0.0002089633193660195
AL,8,0.5,2,feat_15m_ret_1,-2.99773157714653e-05
AL,8,0.5,2,feat_15m_ret_4,4.642767772348796e-05
AL,8,0.5,2,feat_15m_ret_8,0.00021235166848337404
AL,8,0.5,2,feat_15m_ret_16,0.00026944438468900236
AL,8,0.5,2,feat_15m_location_32,-0.000593042594807531
AL,8,0.5,2,feat_time_bars_since_segment_start,-0.000156152751194074
AL,8,0.5,2,feat_time_after_long_gap,-0.00013482290097447072
AL,8,0.5,2,feat_15m_volume_ratio_32,-0.00025291891438133826
AL,8,0.5,2,feat_15m_oi_log_change_4,-5.05174324204838e-05
AL,8,0.5,2,feat_5m_1h_rv,0.00019718966961185981
AL,8,0.5,2,feat_5m_rv_rate_ratio_1h_4h,-0.00014909267344266614
AL,8,0.9,2,feat_15m_ret_1,-1.664647141435917e-05
AL,8,0.9,2,feat_15m_ret_4,-5.634067032918715e-05
AL,8,0.9,2,feat_15m_ret_8,-0.00020690295315402705
AL,8,0.9,2,feat_15m_ret_16,0.0009213309112052857
AL,8,0.9,2,feat_15m_location_32,-0.0010340522513523974
AL,8,0.9,2,feat_time_bars_since_segment_start,0.0001393961073588363
AL,8,0.9,2,feat_time_after_long_gap,0.00021242763682129004
AL,8,0.9,2,feat_15m_volume_ratio_32,2.222163481158576e-05
AL,8,0.9,2,feat_15m_oi_log_change_4,8.603753242049042e-05
AL,8,0.9,2,feat_5m_1h_rv,-0.0004027937614214523
AL,8,0.9,2,feat_5m_rv_rate_ratio_1h_4h,0.0004507793632947732
AL,8,0.1,3,feat_15m_ret_1,-6.4402339130753e-05
AL,8,0.1,3,feat_15m_ret_4,3.9160672141546445e-05
AL,8,0.1,3,feat_15m_ret_8,0.0009631400918013045
AL,8,0.1,3,feat_15m_ret_16,-0.0009445251811587203
AL,8,0.1,3,feat_15m_location_32,0.0002490018783726908
AL,8,0.1,3,feat_time_bars_since_segment_start,-0.00014670860059036908
AL,8,0.1,3,feat_time_after_long_gap,-0.00027571714476794023
AL,8,0.1,3,feat_15m_volume_ratio_32,-0.0003054855899955021
AL,8,0.1,3,feat_15m_oi_log_change_4,0.00022216443569252805
AL,8,0.1,3,feat_5m_1h_rv,-0.00010085818554173833
AL,8,0.1,3,feat_5m_rv_rate_ratio_1h_4h,0.00020604825115952925
AL,8,0.5,3,feat_15m_ret_1,-3.1267096605254494e-05
AL,8,0.5,3,feat_15m_ret_4,-1.712476579419548e-05
AL,8,0.5,3,feat_15m_ret_8,0.0001507134554705894
AL,8,0.5,3,feat_15m_ret_16,0.0002803154740135477
AL,8,0.5,3,feat_15m_location_32,-0.0005386479569058531
AL,8,0.5,3,feat_time_bars_since_segment_start,-0.00010022429099824854
AL,8,0.5,3,feat_time_after_long_gap,-4.38858478430661e-05
AL,8,0.5,3,feat_15m_volume_ratio_32,-0.0002455959197941836
AL,8,0.5,3,feat_15m_oi_log_change_4,2.1073324883955567e-05
AL,8,0.5,3,feat_5m_1h_rv,4.453236363561276e-05
AL,8,0.5,3,feat_5m_rv_rate_ratio_1h_4h,1.244724185262037e-05
AL,8,0.9,3,feat_15m_ret_1,5.782923464326988e-06
AL,8,0.9,3,feat_15m_ret_4,-0.0002763835974209952
AL,8,0.9,3,feat_15m_ret_8,-0.00022185201068736422
AL,8,0.9,3,feat_15m_ret_16,0.0007379942531171411
AL,8,0.9,3,feat_15m_location_32,-0.0009939613157690919
AL,8,0.9,3,feat_time_bars_since_segment_start,7.501801352066044e-05
AL,8,0.9,3,feat_time_after_long_gap,0.0001172190474834418
AL,8,0.9,3,feat_15m_volume_ratio_32,-4.152866777865638e-05
AL,8,0.9,3,feat_15m_oi_log_change_4,1.6435002271243965e-05
AL,8,0.9,3,feat_5m_1h_rv,-7.463368702150795e-05
AL,8,0.9,3,feat_5m_rv_rate_ratio_1h_4h,0.0003035634029943926
AL,8,0.1,4,feat_15m_ret_1,1.7539096687029022e-05
AL,8,0.1,4,feat_15m_ret_4,-0.00011101791624317791
AL,8,0.1,4,feat_15m_ret_8,0.0009445678840595635
AL,8,0.1,4,feat_15m_ret_16,-0.0007833759629917382
AL,8,0.1,4,feat_15m_location_32,0.00013841049283422972
AL,8,0.1,4,feat_time_bars_since_segment_start,-0.0003573034906598743
AL,8,0.1,4,feat_time_after_long_gap,-0.00031105261381329807
AL,8,0.1,4,feat_15m_volume_ratio_32,-0.0005078368278687802
AL,8,0.1,4,feat_15m_oi_log_change_4,0.00022234056030848994
AL,8,0.1,4,feat_5m_1h_rv,-0.0001762336412859628
AL,8,0.1,4,feat_5m_rv_rate_ratio_1h_4h,0.0003107825429039753
AL,8,0.5,4,feat_15m_ret_1,-3.993792879819582e-05
AL,8,0.5,4,feat_15m_ret_4,-6.39879310688094e-05
AL,8,0.5,4,feat_15m_ret_8,-2.860515038235675e-05
AL,8,0.5,4,feat_15m_ret_16,0.00033550222939012197
AL,8,0.5,4,feat_15m_location_32,-0.0003176645257741029
AL,8,0.5,4,feat_time_bars_since_segment_start,-5.1538200997683395e-05
AL,8,0.5,4,feat_time_after_long_gap,-7.588327475046843e-05
AL,8,0.5,4,feat_15m_volume_ratio_32,-0.00018723120947662872
AL,8,0.5,4,feat_15m_oi_log_change_4,3.0306735339084017e-05
