contact_id,symbol,cluster
RU|RU|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-10-09 09:00:00|15355.0009765625|1,RU,-1
MA|MA|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-20 13:30:00|2566.0|3,MA,-1
RU|RU|PREV_TRADING_DAY_LOW|TRADING_DAY|2026-07-29 21:00:00|16330.0009765625|3,RU,-1
AL|AL|CONFIRMED_SWING_HIGH|5m|2026-03-25 23:00:00|24030.0|1,AL,-1
RB|RB|CANONICAL_EQL|5m|2026-07-28 11:25:00|3058.0|1,RB,-1
AL|AL|CANONICAL_EQH|5m|2025-09-10 22:55:00|20800.0|1,AL,5
CF|CF|CANONICAL_EQL|5m|2025-12-16 11:20:00|13935.0009765625|1,CF,-1
NI|NI|CONFIRMED_SWING_LOW|1h|2026-02-24 10:00:00|129440.0|1,NI,-1
CU|CU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-05-21 10:30:00|105020.0|1,CU,-1
AU|AU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-04-07 21:00:00|1034.9200439453125|1,AU,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-07-31 13:30:00|722.5|1,I,-1
P|P|CONFIRMED_SWING_HIGH|5m|2025-01-20 22:55:00|8482.0009765625|1,P,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-02-03 13:30:00|14720.0009765625|1,CF,-1
NI|NI|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-04-15 10:30:00|124150.0|1,NI,-1
AG|AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-12-23 09:00:00|16265.0009765625|1,AG,-1
I|I|CANONICAL_EQL|15m|2025-04-28 23:00:00|708.0|1,I,-1
M|M|CANONICAL_EQL|5m|2025-05-30 10:55:00|2973.0|1,M,-1
TA|TA|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-07-03 13:30:00|4740.0|1,TA,-1
AG|AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-03-31 10:30:00|18597.0|1,AG,-1
MA|MA|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-04-14 21:00:00|2371.0|2,MA,-1
P|P|CONFIRMED_SWING_HIGH|5m|2026-07-15 11:20:00|9373.0009765625|1,P,-1
AL|AL|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-12-30 09:00:00|22280.0|1,AL,-1
NI|NI|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-05-25 13:30:00|143660.0|1,NI,-1
AL|AL|CONFIRMED_SWING_HIGH|5m|2025-08-13 21:40:00|20855.0|1,AL,-1
P|P|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-11-25 21:00:00|8424.0009765625|1,P,-1
M|M|CANONICAL_EQL|5m|2025-04-10 15:00:00|3070.0|1,M,-1
M|M|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-01-21 09:00:00|2742.0|3,M,-1
P|P|PREV_TRADING_WEEK_HIGH|TRADING_WEEK|2026-01-05 09:00:00|8678.0009765625|1,P,-1
MA|MA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-01-30 09:00:00|2394.0|1,MA,-1
CF|CF|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-05-23 09:00:00|13400.0009765625|1,CF,-1
AG|AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-03-27 10:30:00|8339.0|1,AG,8
AL|AL|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-06-19 21:00:00|20695.0|1,AL,-1
RB|RB|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-09-22 21:00:00|3192.0|1,RB,-1
SC|SC|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-07-08 13:30:00|458.2000122070313|2,SC,-1
AU|AU|CONFIRMED_SWING_HIGH|5m|2025-12-29 11:05:00|1024.0|1,AU,-1
CF|CF|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-09-08 13:30:00|13900.0009765625|3,CF,-1
AL|AL|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-05-09 13:30:00|19600.0|1,AL,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-07-21 10:30:00|15955.0009765625|5,CF,-1
CU|CU|PREV_TRADING_DAY_LOW|TRADING_DAY|2026-03-20 21:00:00|91820.0|1,CU,-1
MA|MA|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-06-24 21:00:00|2337.0|1,MA,-1
NI|NI|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-07-10 09:00:00|127350.0|1,NI,-1
SN|SN|CANONICAL_EQH|5m|2026-07-28 14:40:00|412369.96875|1,SN,-1
I|I|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-06-03 09:00:00|697.5|1,I,-1
M|M|PREV_TRADING_WEEK_HIGH|TRADING_WEEK|2025-03-28 21:00:00|2878.0|1,M,-1
RB|RB|CANONICAL_EQH|5m|2025-12-18 22:00:00|3117.0|1,RB,-1
RB|RB|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-07-31 10:30:00|3253.0|1,RB,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-05-13 09:00:00|726.5|1,I,-1
MA|MA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-03-03 09:00:00|2461.0|1,MA,-1
CF|CF|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-08-11 13:30:00|16175.0009765625|1,CF,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-07-31 09:00:00|792.5|1,I,-1
TA|TA|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-03-25 09:00:00|4868.0|3,TA,-1
M|M|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-01-14 21:00:00|2744.0|5,M,-1
NI|NI|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-06-24 21:00:00|116970.0|1,NI,-1
RB|RB|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-05-07 09:00:00|3273.0|3,RB,-1
RB|RB|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-11-19 21:00:00|3096.0|1,RB,-1
AL|AL|PREV_TRADING_DAY_HIGH|TRADING_DAY|2026-01-26 21:00:00|24570.0|1,AL,-1
CU|CU|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-12-11 21:00:00|91450.0|2,CU,-1
P|P|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-06-26 09:00:00|9144.0009765625|1,P,-1
P|P|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-27 09:00:00|8338.0|1,P,-1
TA|TA|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-06-05 13:30:00|6270.0|1,TA,-1
TA|TA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-05-29 10:30:00|6160.0|2,TA,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-02-04 21:00:00|14695.0009765625|1,CF,-1
NI|NI|CONFIRMED_SWING_HIGH|15m|2025-09-10 09:45:00|122250.0|1,NI,-1
AL|AL|CONFIRMED_SWING_HIGH|15m|2026-04-02 10:00:00|25180.0|1,AL,-1
NI|NI|PREV_TRADING_DAY_HIGH|TRADING_DAY|2026-09-02 21:00:00|127310.0|1,NI,-1
RU|RU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-10-14 21:00:00|14755.0009765625|1,RU,-1
M|M|PREV_TRADING_DAY_LOW|TRADING_DAY|2026-05-25 21:00:00|2971.0|1,M,7
AL|AL|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-09-16 21:00:00|21095.0|3,AL,-1
RU|RU|CONFIRMED_SWING_HIGH|5m|2025-09-09 10:45:00|16295.0009765625|1,RU,-1
RB|RB|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-12-17 21:00:00|3077.0|2,RB,-1
TA|TA|PREV_TRADING_DAY_LOW|TRADING_DAY|2026-08-21 21:00:00|5694.0|1,TA,-1
MA|MA|CONFIRMED_SWING_LOW|5m|2025-11-25 21:40:00|2055.0|1,MA,-1
AU|AU|CONFIRMED_SWING_LOW|5m|2026-06-30 02:30:00|876.52001953125|1,AU,-1
M|M|PREV_TRADING_DAY_LOW|TRADING_DAY|2026-01-05 09:00:00|2746.0|1,M,-1
CU|CU|CANONICAL_EQL|5m|2026-06-30 13:50:00|102390.0|1,CU,-1
RU|RU|PREV_TRADING_DAY_LOW|TRADING_DAY|2026-06-08 21:00:00|17475.0|1,RU,-1
I|I|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-04-17 21:00:00|705.0|1,I,-1
AL|AL|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-03-20 10:30:00|24305.0|1,AL,-1
CU|CU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-06-15 21:00:00|105440.0|1,CU,-1
SC|SC|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-02-13 10:30:00|594.4000244140625|1,SC,-1
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-07-27 21:00:00|740.5|1,I,-1
AU|AU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-02-27 13:30:00|679.760009765625|1,AU,-1
SN|SN|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-03-23 09:00:00|347910.03125|1,SN,-1
CU|CU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-04-08 21:00:00|73540.0|1,CU,-1
RB|RB|CONFIRMED_SWING_HIGH|5m|2026-05-20 11:30:00|3205.0|1,RB,-1
RB|RB|CANONICAL_EQH|15m|2026-03-13 14:00:00|3150.0|1,RB,-1
AL|AL|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-04-17 13:30:00|19660.0|6,AL,-1
AL|AL|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-27 13:30:00|20150.0|1,AL,-1
RB|RB|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-12-24 09:00:00|3111.0|3,RB,-1
NI|NI|CONFIRMED_SWING_LOW|15m|2026-04-09 11:15:00|131900.0|1,NI,-1
TA|TA|CANONICAL_EQL|5m|2026-03-26 23:00:00|6710.0|1,TA,-1
TA|TA|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-03-31 09:00:00|6710.0|1,TA,-1
AG|AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-07-13 21:00:00|14085.0009765625|1,AG,-1
AG|AG|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-04-08 21:00:00|7745.0|1,AG,-1
SN|SN|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-06-23 09:00:00|262270.0|1,SN,-1
AL|AL|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-06-26 21:00:00|23125.0|1,AL,0
AG|AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-04-14 10:30:00|8059.0|1,AG,-1
AU|AU|PREV_TRADING_WEEK_LOW|TRADING_WEEK|2025-07-25 21:00:00|774.3599853515625|1,AU,-1
TA|TA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-08-19 13:30:00|6006.0|1,TA,-1
TA|TA|CANONICAL_EQL|5m|2025-10-15 09:15:00|4404.0|1,TA,-1
SN|SN|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-06-29 09:00:00|392169.96875|1,SN,6
M|M|CANONICAL_EQL|15m|2026-06-05 21:15:00|2909.0|2,M,-1
RB|RB|PREV_TRADING_WEEK_LOW|TRADING_WEEK|2026-02-06 21:00:00|3074.0|2,RB,-1
AL|AL|CANONICAL_EQH|15m|2026-05-15 09:45:00|24710.0|1,AL,-1
TA|TA|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-07-13 09:00:00|5542.0|1,TA,-1
RB|RB|CANONICAL_EQH|5m|2026-04-27 21:20:00|3195.0|9,RB,-1
NI|NI|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-02-10 21:00:00|133880.0|1,NI,-1
NI|NI|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-02-13 13:30:00|135540.0|1,NI,-1
CF|CF|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-04-21 10:30:00|12875.0009765625|2,CF,-1
I|I|CONFIRMED_SWING_HIGH|5m|2025-10-22 22:50:00|777.5|1,I,-1
TA|TA|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-12-19 21:00:00|4884.0|1,TA,-1
P|P|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-07-02 09:00:00|9238.0|1,P,-1
AL|AL|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-04-18 21:00:00|19780.0|1,AL,-1
TA|TA|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-10 10:30:00|5030.0|1,TA,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-12-15 21:00:00|755.5|6,I,-1
M|M|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-05-14 10:30:00|3049.0|1,M,-1
RB|RB|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-27 09:00:00|3353.0|1,RB,-1
M|M|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-06-19 21:00:00|3078.0|1,M,-1
RU|RU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-04-14 13:30:00|16885.0|1,RU,-1
NI|NI|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-02-06 21:00:00|133640.0|1,NI,-1
MA|MA|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-08-15 21:00:00|2455.0|2,MA,-1
RU|RU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-07-14 21:00:00|17055.0|1,RU,-1
P|P|CANONICAL_EQH|15m|2026-03-09 21:45:00|9788.0009765625|1,P,-1
AU|AU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-03-17 13:30:00|1119.6199951171875|1,AU,-1
I|I|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-09-24 21:00:00|800.5|5,I,-1
P|P|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-01-14 21:00:00|8668.0009765625|1,P,-1
RU|RU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-05-27 10:30:00|17350.0|1,RU,-1
NI|NI|CANONICAL_EQL|5m|2025-09-16 22:20:00|122330.0|1,NI,-1
SN|SN|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-11-17 09:00:00|288230.03125|1,SN,-1
SN|SN|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-05-19 09:00:00|408609.96875|1,SN,-1
SC|SC|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-08-13 21:00:00|493.5|2,SC,8
RU|RU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-08-11 09:00:00|15565.0009765625|1,RU,-1
SC|SC|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-03-17 13:30:00|525.7999877929688|1,SC,-1
NI|NI|CONFIRMED_SWING_LOW|15m|2026-01-20 15:00:00|137700.0|1,NI,-1
CU|CU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-03-13 09:00:00|100560.0|2,CU,-1
M|M|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-08-27 21:00:00|3042.0|2,M,-1
CU|CU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-04-16 21:00:00|75460.0|1,CU,-1
CF|CF|CONFIRMED_SWING_LOW|5m|2025-02-19 14:20:00|13850.0009765625|1,CF,-1
AU|AU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-06-25 13:30:00|874.760009765625|1,AU,6
CU|CU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-08-27 21:00:00|79160.0|1,CU,-1
AL|AL|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-02-25 10:30:00|20435.0|4,AL,-1
AL|AL|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-04-01 21:00:00|20580.0|2,AL,-1
CF|CF|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-07-16 21:00:00|13950.0009765625|1,CF,-1
AL|AL|PREV_TRADING_WEEK_HIGH|TRADING_WEEK|2026-02-24 09:00:00|23795.0|1,AL,-1
TA|TA|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-06-17 09:00:00|4696.0|1,TA,-1
SN|SN|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-02-11 13:30:00|257350.0|1,SN,-1
NI|NI|CANONICAL_EQL|5m|2025-02-18 00:35:00|124250.0|1,NI,-1
CF|CF|CONFIRMED_SWING_LOW|5m|2026-01-19 13:55:00|14505.0009765625|1,CF,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-02-07 13:30:00|825.0|1,I,-1
NI|NI|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-10-30 09:00:00|121770.0|1,NI,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-06-11 09:00:00|771.5|1,I,-1
AL|AL|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-07-06 09:00:00|22830.0|1,AL,-1
I|I|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-03-04 21:00:00|776.0|1,I,-1
RB|RB|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-11-25 13:30:00|3113.0|2,RB,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-03-27 21:00:00|815.0|2,I,-1
RU|RU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-07-24 21:00:00|16720.001953125|1,RU,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-12-23 13:30:00|777.0|3,I,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-08-28 10:30:00|723.5|1,I,-1
NI|NI|PREV_TRADING_DAY_HIGH|TRADING_DAY|2026-03-02 21:00:00|141550.0|1,NI,-1
TA|TA|CONFIRMED_SWING_LOW|15m|2025-02-07 14:15:00|4952.0|1,TA,-1
CF|CF|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-03-09 10:30:00|15350.0009765625|1,CF,-1
CU|CU|CANONICAL_EQL|1h|2026-04-16 11:00:00|101770.0|4,CU,2
RB|RB|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-04-21 10:30:00|3169.0|1,RB,-1
SN|SN|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-04-01 21:00:00|282440.0|1,SN,-1
AG|AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-08-26 13:30:00|9371.0009765625|1,AG,-1
MA|MA|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-04-25 09:00:00|2277.0|2,MA,-1
P|P|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-10-29 21:00:00|8940.0009765625|1,P,-1
RU|RU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-11-11 09:00:00|15045.0009765625|1,RU,-1
CF|CF|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-05-08 21:00:00|12935.0009765625|1,CF,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-12-04 13:30:00|794.5|2,I,-1
TA|TA|CANONICAL_EQL|15m|2025-02-25 09:45:00|5042.0|4,TA,-1
AG|AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-04-21 13:30:00|19540.0|1,AG,-1
AG|AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-05-09 13:30:00|8116.0|2,AG,-1
AU|AU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-02-13 13:30:00|683.9400024414062|1,AU,-1
RU|RU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-05-25 10:30:00|17305.0|1,RU,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-09-02 13:30:00|14115.0009765625|3,CF,-1
AG|AG|CANONICAL_EQH|5m|2025-06-11 23:00:00|8847.0009765625|1,AG,-1
M|M|PREV_TRADING_WEEK_LOW|TRADING_WEEK|2025-08-15 21:00:00|3034.0|1,M,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-06-24 10:30:00|15995.0009765625|1,CF,-1
AL|AL|CONFIRMED_SWING_HIGH|15m|2025-09-16 10:00:00|21140.0|1,AL,-1
CF|CF|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-09-15 09:00:00|13850.0009765625|1,CF,-1
AL|AL|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-02-26 21:00:00|20655.0|1,AL,-1
CU|CU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-03-25 21:00:00|81950.0|1,CU,-1
AU|AU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-08-04 21:00:00|887.5399780273438|1,AU,-1
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-11-17 10:30:00|777.0|1,I,-1
NI|NI|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-02-28 21:00:00|126300.0|1,NI,-1
CF|CF|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-11-21 13:30:00|13445.0009765625|1,CF,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-06-16 09:00:00|13560.0009765625|2,CF,-1
SN|SN|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-07-30 09:00:00|266700.0|2,SN,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-07-14 13:30:00|758.5|1,I,-1
RU|RU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-10-28 09:00:00|15300.0009765625|1,RU,0
P|P|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-08-07 09:00:00|8996.0009765625|3,P,-1
SC|SC|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-12-23 21:00:00|439.7999877929687|2,SC,-1
NI|NI|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-09-08 13:30:00|121670.0|2,NI,-1
RU|RU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-24 13:30:00|17220.0|1,RU,-1
RB|RB|PREV_TRADING_WEEK_HIGH|TRADING_WEEK|2025-05-23 21:00:00|3095.0|2,RB,-1
RB|RB|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-12-24 21:00:00|3133.0|1,RB,-1
NI|NI|PREV_TRADING_DAY_HIGH|TRADING_DAY|2026-08-18 21:00:00|129100.0|1,NI,0
MA|MA|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-09-09 21:00:00|2411.0|2,MA,-1
RU|RU|PREV_TRADING_DAY_HIGH|TRADING_DAY|2026-06-11 21:00:00|17475.0|1,RU,-1
AG|AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-08-11 10:30:00|15940.0009765625|1,AG,-1
NI|NI|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-02-09 09:00:00|131820.0|1,NI,-1
RU|RU|PREV_TRADING_DAY_HIGH|TRADING_DAY|2026-06-17 21:00:00|18150.0|1,RU,-1
RU|RU|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-09-16 21:00:00|15915.0009765625|1,RU,-1
RB|RB|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-06-30 09:00:00|3095.0|1,RB,-1
CF|CF|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-07-10 21:00:00|13920.0009765625|1,CF,-1
CF|CF|CONFIRMED_SWING_HIGH|5m|2026-06-26 13:40:00|15735.0009765625|1,CF,8
SC|SC|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-03-25 13:30:00|538.0|1,SC,-1
CF|CF|CANONICAL_EQL|5m|2025-06-26 10:05:00|13670.0009765625|4,CF,-1
M|M|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-03-31 21:00:00|2855.0|1,M,-1
AG|AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-03-25 09:00:00|8197.0|1,AG,-1
SC|SC|CANONICAL_EQH|5m|2026-08-14 21:55:00|564.7000122070312|1,SC,-1
I|I|PREV_TRADING_WEEK_LOW|TRADING_WEEK|2025-05-16 21:00:00|693.0|1,I,6
AG|AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-07-07 09:00:00|8918.0009765625|1,AG,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-02-12 10:30:00|767.0|2,I,-1
CU|CU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-08-31 21:00:00|108790.0|1,CU,-1
NI|NI|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-01-06 21:00:00|138100.0|1,NI,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-03-20 10:30:00|15210.0009765625|2,CF,5
RU|RU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-07-09 09:00:00|16840.0|3,RU,-1
NI|NI|CANONICAL_EQL|5m|2025-02-25 22:00:00|123910.0|1,NI,-1
SC|SC|CANONICAL_EQH|5m|2025-12-10 10:35:00|443.8999938964844|1,SC,-1
AL|AL|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-04-09 09:00:00|19765.0|1,AL,-1
TA|TA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-01-07 21:00:00|5170.0|1,TA,-1
M|M|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-05-06 21:00:00|2899.0|1,M,-1
P|P|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-06-01 10:30:00|9628.0009765625|1,P,-1
P|P|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-12-18 13:30:00|8452.0009765625|1,P,-1
CU|CU|PREV_TRADING_WEEK_HIGH|TRADING_WEEK|2025-08-15 21:00:00|79510.0|1,CU,-1
AG|AG|CANONICAL_EQL|5m|2026-06-16 01:00:00|16888.0|1,AG,-1
I|I|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-07-28 21:00:00|806.5|1,I,-1
CF|CF|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-09-25 21:00:00|13455.0009765625|3,CF,-1
M|M|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-12-12 13:30:00|2788.0|4,M,-1
M|M|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-01-19 10:30:00|2728.0|2,M,-1
AL|AL|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-12-18 10:30:00|21920.0|1,AL,-1
MA|MA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-08-19 10:30:00|2884.0|1,MA,-1
RB|RB|PREV_TRADING_WEEK_LOW|TRADING_WEEK|2025-03-14 21:00:00|3186.0|1,RB,-1
SC|SC|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-06-11 21:00:00|586.9000244140625|1,SC,-1
CU|CU|CANONICAL_EQL|5m|2025-11-03 13:45:00|86720.0|1,CU,-1
