symbol,fold,stop_atr,target_r,quant_bin,n,n_weighted,n_result,mean_R,mean_R_event,median_R,positive_R_rate_w,positive_R_rate_event,p10_R,p90_R,target_hit_rate_w,target_hit_rate_event,stop_hit_rate_w,stop_hit_rate_event,timeout_rate_w,timeout_rate_event,both_hit_rate_w,both_hit_rate_event,gap_stop_rate_w,gap_stop_rate_event
AG,3,1.25,2.5,HIGH,236,154.0,236,0.074277,0.018106,-1.0,0.454545,0.423729,-1.0,2.5,0.11039,0.088983,0.480519,0.504237,0.409091,0.40678,0.0,0.0,0.0,0.0
AG,3,1.25,3.0,MID,11,8.0,11,0.027917,0.022213,0.140536,0.5,0.545455,-0.880038,1.165438,0.0,0.0,0.125,0.090909,0.875,0.909091,0.0,0.0,0.0,0.0
AG,3,1.25,3.0,HIGH,236,154.0,236,0.088078,0.019262,-1.0,0.454545,0.423729,-1.0,1.981428,0.071429,0.050847,0.480519,0.504237,0.448052,0.444915,0.0,0.0,0.0,0.0
AG,4,0.75,1.5,LOW,13,12.0,13,0.25,0.153846,-1.0,0.5,0.461538,-1.0,1.5,0.5,0.461538,0.5,0.538462,0.0,0.0,0.0,0.0,0.0,0.0
AG,4,0.75,1.5,MID,33,31.0,33,0.304882,0.284159,0.925902,0.548387,0.545455,-1.0,1.5,0.483871,0.454545,0.419355,0.424242,0.064516,0.090909,0.032258,0.030303,0.0,0.0
AG,4,0.75,1.5,HIGH,172,127.0,172,-0.169994,-0.159434,-1.0,0.333333,0.337209,-1.0,1.5,0.317585,0.325581,0.650919,0.651163,0.031496,0.023256,0.0,0.0,0.0,0.0
AG,4,0.75,2.0,LOW,13,12.0,13,-0.25,-0.307692,-1.0,0.25,0.230769,-1.0,2.0,0.25,0.230769,0.75,0.769231,0.0,0.0,0.0,0.0,0.0,0.0
AG,4,0.75,2.0,MID,33,31.0,33,0.425908,0.39785,0.025447,0.516129,0.515152,-1.0,2.0,0.419355,0.393939,0.483871,0.484848,0.096774,0.121212,0.0,0.0,0.0,0.0
AG,4,0.75,2.0,HIGH,172,127.0,172,-0.158886,-0.142944,-1.0,0.293963,0.296512,-1.0,2.0,0.246719,0.255814,0.690289,0.69186,0.062992,0.052326,0.0,0.0,0.0,0.0
AG,4,0.75,2.5,LOW,13,12.0,13,-0.612392,-0.642208,-1.0,0.166667,0.153846,-1.0,0.855905,0.083333,0.076923,0.833333,0.846154,0.083333,0.076923,0.0,0.0,0.0,0.0
AG,4,0.75,2.5,MID,33,31.0,33,0.277472,0.25841,-1.0,0.451613,0.454545,-1.0,2.5,0.290323,0.272727,0.516129,0.515152,0.193548,0.212121,0.0,0.0,0.0,0.0
AG,4,0.75,2.5,HIGH,172,127.0,172,-0.167033,-0.227008,-1.0,0.278215,0.255814,-1.0,2.5,0.183727,0.174419,0.706037,0.732558,0.110236,0.093023,0.0,0.0,0.0,0.0
AG,4,0.75,3.0,LOW,13,12.0,13,-0.570726,-0.603747,-1.0,0.166667,0.153846,-1.0,1.005905,0.083333,0.076923,0.833333,0.846154,0.083333,0.076923,0.0,0.0,0.0,0.0
AG,4,0.75,3.0,MID,33,31.0,33,0.374994,0.350022,-1.0,0.451613,0.454545,-1.0,3.0,0.225806,0.212121,0.516129,0.515152,0.258065,0.272727,0.0,0.0,0.0,0.0
AG,4,0.75,3.0,HIGH,172,127.0,172,-0.186624,-0.222094,-1.0,0.254593,0.238372,-1.0,3.0,0.144357,0.145349,0.729659,0.75,0.125984,0.104651,0.0,0.0,0.0,0.0
AG,4,1.0,1.5,LOW,13,12.0,13,-0.046377,-0.119732,-1.0,0.416667,0.384615,-1.0,1.5,0.333333,0.307692,0.583333,0.615385,0.083333,0.076923,0.0,0.0,0.0,0.0
AG,4,1.0,1.5,MID,33,31.0,33,0.342444,0.31243,0.694427,0.580645,0.575758,-1.0,1.5,0.451613,0.424242,0.419355,0.424242,0.129032,0.151515,0.0,0.0,0.0,0.0
AG,4,1.0,1.5,HIGH,172,127.0,172,-0.211774,-0.191159,-1.0,0.325459,0.331395,-1.0,1.5,0.270341,0.27907,0.650919,0.645349,0.07874,0.075581,0.0,0.0,0.0,0.0
AG,4,1.0,2.0,LOW,13,12.0,13,-0.339406,-0.39022,-1.0,0.333333,0.307692,-1.0,1.55913,0.083333,0.076923,0.666667,0.692308,0.25,0.230769,0.0,0.0,0.0,0.0
AG,4,1.0,2.0,MID,33,31.0,33,0.245426,0.221292,0.019085,0.516129,0.515152,-1.0,2.0,0.290323,0.272727,0.451613,0.454545,0.258065,0.272727,0.0,0.0,0.0,0.0
AG,4,1.0,2.0,HIGH,172,127.0,172,-0.267813,-0.290588,-1.0,0.286089,0.273256,-1.0,2.0,0.175853,0.174419,0.690289,0.703488,0.133858,0.122093,0.0,0.0,0.0,0.0
AG,4,1.0,2.5,LOW,13,12.0,13,-0.394602,-0.441171,-1.0,0.333333,0.307692,-1.0,1.347406,0.0,0.0,0.666667,0.692308,0.333333,0.307692,0.0,0.0,0.0,0.0
AG,4,1.0,2.5,MID,33,31.0,33,0.222902,0.200133,0.019085,0.516129,0.515152,-1.0,2.390642,0.096774,0.090909,0.451613,0.454545,0.451613,0.454545,0.0,0.0,0.0,0.0
AG,4,1.0,2.5,HIGH,172,127.0,172,-0.243868,-0.268293,-1.0,0.286089,0.273256,-1.0,2.5,0.112861,0.110465,0.690289,0.703488,0.19685,0.186047,0.0,0.0,0.0,0.0
AG,4,1.0,3.0,LOW,13,12.0,13,-0.394602,-0.441171,-1.0,0.333333,0.307692,-1.0,1.347406,0.0,0.0,0.666667,0.692308,0.333333,0.307692,0.0,0.0,0.0,0.0
AG,4,1.0,3.0,MID,33,31.0,33,0.144715,0.126684,0.019085,0.516129,0.515152,-1.0,2.091246,0.032258,0.030303,0.451613,0.454545,0.516129,0.515152,0.0,0.0,0.0,0.0
AG,4,1.0,3.0,HIGH,172,127.0,172,-0.265292,-0.305753,-1.0,0.286089,0.273256,-1.0,1.668755,0.070866,0.063953,0.690289,0.703488,0.238845,0.232558,0.0,0.0,0.0,0.0
AG,4,1.25,1.5,LOW,13,12.0,13,-0.38768,-0.434782,-1.0,0.333333,0.307692,-1.0,1.217304,0.083333,0.076923,0.5,0.538462,0.416667,0.384615,0.0,0.0,0.0,0.0
AG,4,1.25,1.5,MID,33,31.0,33,0.14924,0.126727,0.01965,0.548387,0.545455,-1.0,1.5,0.290323,0.272727,0.387097,0.393939,0.322581,0.333333,0.0,0.0,0.0,0.0
AG,4,1.25,1.5,HIGH,172,127.0,172,-0.187014,-0.226362,-1.0,0.356955,0.337209,-1.0,1.5,0.199475,0.19186,0.548556,0.569767,0.251969,0.238372,0.0,0.0,0.0,0.0
AG,4,1.25,2.0,LOW,13,12.0,13,-0.423504,-0.46785,-1.0,0.333333,0.307692,-1.0,1.077924,0.0,0.0,0.5,0.538462,0.5,0.461538,0.0,0.0,0.0,0.0
AG,4,1.25,2.0,MID,33,31.0,33,0.160253,0.137073,0.01965,0.548387,0.545455,-1.0,1.912514,0.096774,0.090909,0.387097,0.393939,0.516129,0.515152,0.0,0.0,0.0,0.0
AG,4,1.25,2.0,HIGH,172,127.0,172,-0.205848,-0.232119,-1.0,0.333333,0.319767,-1.0,2.0,0.112861,0.110465,0.564304,0.581395,0.322835,0.30814,0.0,0.0,0.0,0.0
AG,4,1.25,2.5,LOW,13,12.0,13,-0.423504,-0.46785,-1.0,0.333333,0.307692,-1.0,1.077924,0.0,0.0,0.5,0.538462,0.5,0.461538,0.0,0.0,0.0,0.0
AG,4,1.25,2.5,MID,33,31.0,33,0.100929,0.081344,0.01965,0.548387,0.545455,-1.0,1.672996,0.032258,0.030303,0.387097,0.393939,0.580645,0.575758,0.0,0.0,0.0,0.0
AG,4,1.25,2.5,HIGH,172,127.0,172,-0.215901,-0.255692,-1.0,0.333333,0.319767,-1.0,1.335004,0.070866,0.063953,0.564304,0.581395,0.364829,0.354651,0.0,0.0,0.0,0.0
AG,4,1.25,3.0,LOW,13,12.0,13,-0.423504,-0.46785,-1.0,0.333333,0.307692,-1.0,1.077924,0.0,0.0,0.5,0.538462,0.5,0.461538,0.0,0.0,0.0,0.0
AG,4,1.25,3.0,MID,33,31.0,33,0.117058,0.096495,0.01965,0.548387,0.545455,-1.0,1.672996,0.032258,0.030303,0.387097,0.393939,0.580645,0.575758,0.0,0.0,0.0,0.0
AG,4,1.25,3.0,HIGH,172,127.0,172,-0.222183,-0.254516,-1.0,0.333333,0.319767,-1.0,1.304454,0.03937,0.040698,0.564304,0.581395,0.396325,0.377907,0.0,0.0,0.0,0.0
AG,5,0.75,1.5,LOW,29,25.0,29,0.037879,0.139417,-1.0,0.44,0.482759,-1.0,1.5,0.36,0.37931,0.56,0.517241,0.08,0.103448,0.0,0.0,0.0,0.0
AG,5,0.75,1.5,MID,52,43.0,52,-0.418605,-0.423077,-1.0,0.232558,0.230769,-1.0,1.5,0.232558,0.230769,0.767442,0.769231,0.0,0.0,0.0,0.0,0.0,0.0
AG,5,0.75,1.5,HIGH,150,109.0,150,-0.003803,0.09057,-1.0,0.412844,0.446667,-1.0,1.5,0.376147,0.42,0.577982,0.546667,0.045872,0.033333,0.0,0.0,0.0,0.0
AG,5,0.75,2.0,LOW,29,25.0,29,-0.022121,0.122176,-1.0,0.36,0.413793,-1.0,2.0,0.28,0.310345,0.64,0.586207,0.08,0.103448,0.0,0.0,0.0,0.0
AG,5,0.75,2.0,MID,52,43.0,52,-0.497002,-0.509268,-1.0,0.186047,0.192308,-1.0,2.0,0.116279,0.096154,0.790698,0.788462,0.093023,0.115385,0.0,0.0,0.0,0.0
AG,5,0.75,2.0,HIGH,150,109.0,150,-0.032961,0.023372,-1.0,0.348624,0.373333,-1.0,2.0,0.266055,0.28,0.623853,0.6,0.110092,0.12,0.0,0.0,0.0,0.0
AG,5,0.75,2.5,LOW,29,25.0,29,-0.100348,0.089222,-1.0,0.32,0.37931,-1.0,2.5,0.2,0.241379,0.68,0.62069,0.12,0.137931,0.0,0.0,0.0,0.0
AG,5,0.75,2.5,MID,52,43.0,52,-0.520258,-0.528499,-1.0,0.162791,0.173077,-1.0,1.032221,0.093023,0.076923,0.813953,0.807692,0.093023,0.115385,0.0,0.0,0.0,0.0
AG,5,0.75,2.5,HIGH,150,109.0,150,0.015219,0.072781,-1.0,0.33945,0.36,-1.0,2.5,0.211009,0.226667,0.633028,0.613333,0.155963,0.16,0.0,0.0,0.0,0.0
AG,5,0.75,3.0,LOW,29,25.0,29,-0.000348,0.209912,-1.0,0.32,0.37931,-1.0,3.0,0.2,0.241379,0.68,0.62069,0.12,0.137931,0.0,0.0,0.0,0.0
AG,5,0.75,3.0,MID,52,43.0,52,-0.547549,-0.551066,-1.0,0.162791,0.173077,-1.0,1.032221,0.046512,0.038462,0.813953,0.807692,0.139535,0.153846,0.0,0.0,0.0,0.0
AG,5,0.75,3.0,HIGH,150,109.0,150,0.023429,0.08684,-1.0,0.33945,0.36,-1.0,3.0,0.137615,0.16,0.633028,0.613333,0.229358,0.226667,0.0,0.0,0.0,0.0
AG,5,1.0,1.5,LOW,29,25.0,29,-0.176591,-0.05492,-1.0,0.36,0.413793,-1.0,1.5,0.28,0.310345,0.64,0.586207,0.08,0.103448,0.0,0.0,0.0,0.0
AG,5,1.0,1.5,MID,52,43.0,52,-0.304897,-0.305648,-1.0,0.302326,0.307692,-1.0,1.5,0.186047,0.173077,0.627907,0.615385,0.186047,0.211538,0.0,0.0,0.023256,0.038462
AG,5,1.0,1.5,HIGH,150,109.0,150,0.058046,0.097939,-0.270582,0.440367,0.466667,-1.0,1.5,0.348624,0.36,0.495413,0.48,0.155963,0.16,0.0,0.0,0.0,0.0
AG,5,1.0,2.0,LOW,29,25.0,29,-0.220261,-0.058084,-1.0,0.32,0.37931,-1.0,2.0,0.2,0.241379,0.68,0.62069,0.12,0.137931,0.0,0.0,0.0,0.0
AG,5,1.0,2.0,MID,52,43.0,52,-0.328153,-0.315264,-1.0,0.255814,0.269231,-1.0,2.0,0.139535,0.134615,0.651163,0.634615,0.209302,0.230769,0.0,0.0,0.023256,0.038462
AG,5,1.0,2.0,HIGH,150,109.0,150,0.094255,0.125047,-0.270582,0.422018,0.44,-1.0,2.0,0.229358,0.24,0.495413,0.48,0.275229,0.28,0.0,0.0,0.0,0.0
AG,5,1.0,2.5,LOW,29,25.0,29,-0.268587,-0.159562,-1.0,0.28,0.310345,-1.0,2.06467,0.08,0.103448,0.68,0.62069,0.24,0.275862,0.0,0.0,0.0,0.0
AG,5,1.0,2.5,MID,52,43.0,52,-0.355483,-0.353154,-1.0,0.255814,0.269231,-1.0,1.175624,0.069767,0.057692,0.651163,0.634615,0.27907,0.307692,0.0,0.0,0.023256,0.038462
AG,5,1.0,2.5,HIGH,150,109.0,150,0.120822,0.142597,-0.270582,0.422018,0.44,-1.0,2.5,0.146789,0.153333,0.495413,0.48,0.357798,0.366667,0.0,0.0,0.0,0.0
AG,5,1.0,3.0,LOW,29,25.0,29,-0.228587,-0.107838,-1.0,0.28,0.310345,-1.0,2.06467,0.08,0.103448,0.68,0.62069,0.24,0.275862,0.0,0.0,0.0,0.0
AG,5,1.0,3.0,MID,52,43.0,52,-0.340383,-0.340668,-1.0,0.255814,0.269231,-1.0,1.175624,0.046512,0.038462,0.651163,0.634615,0.302326,0.326923,0.0,0.0,0.023256,0.038462
AG,5,1.0,3.0,HIGH,150,109.0,150,0.149158,0.176685,-0.270582,0.422018,0.44,-1.0,2.728279,0.100917,0.106667,0.495413,0.48,0.40367,0.413333,0.0,0.0,0.0,0.0
AG,5,1.25,1.5,LOW,29,25.0,29,-0.249709,-0.123622,-1.0,0.36,0.413793,-1.0,1.5,0.2,0.241379,0.6,0.551724,0.2,0.206897,0.0,0.0,0.0,0.0
AG,5,1.25,1.5,MID,52,43.0,52,-0.185155,-0.20919,-1.0,0.372093,0.365385,-1.0,1.5,0.186047,0.173077,0.511628,0.519231,0.302326,0.307692,0.0,0.0,0.0,0.0
AG,5,1.25,1.5,HIGH,150,109.0,150,0.086629,0.115051,0.022432,0.486239,0.506667,-1.0,1.5,0.266055,0.273333,0.40367,0.393333,0.330275,0.333333,0.0,0.0,0.0,0.0
AG,5,1.25,2.0,LOW,29,25.0,29,-0.26837,-0.180667,-1.0,0.32,0.344828,-1.0,1.651736,0.08,0.103448,0.6,0.551724,0.32,0.344828,0.0,0.0,0.0,0.0
AG,5,1.25,2.0,MID,52,43.0,52,-0.16981,-0.20681,-1.0,0.372093,0.365385,-1.0,2.0,0.116279,0.096154,0.511628,0.519231,0.372093,0.384615,0.0,0.0,0.0,0.0
AG,5,1.25,2.0,HIGH,150,109.0,150,0.124579,0.151891,0.022432,0.486239,0.506667,-1.0,2.0,0.155963,0.166667,0.40367,0.393333,0.440367,0.44,0.0,0.0,0.0,0.0
AG,5,1.25,2.5,LOW,29,25.0,29,-0.253713,-0.15079,-1.0,0.32,0.344828,-1.0,1.651736,0.04,0.068966,0.6,0.551724,0.36,0.37931,0.0,0.0,0.0,0.0
AG,5,1.25,2.5,MID,52,43.0,52,-0.171627,-0.208312,-1.0,0.372093,0.365385,-1.0,1.130581,0.046512,0.038462,0.511628,0.519231,0.44186,0.442308,0.0,0.0,0.0,0.0
AG,5,1.25,2.5,HIGH,150,109.0,150,0.118822,0.165171,0.022432,0.486239,0.506667,-1.0,1.800352,0.082569,0.1,0.40367,0.393333,0.513761,0.506667,0.0,0.0,0.0,0.0
AG,5,1.25,3.0,LOW,29,25.0,29,-0.250012,-0.144409,-1.0,0.32,0.344828,-1.0,1.651736,0.0,0.0,0.6,0.551724,0.4,0.448276,0.0,0.0,0.0,0.0
AG,5,1.25,3.0,MID,52,43.0,52,-0.148371,-0.189082,-1.0,0.372093,0.365385,-1.0,1.130581,0.046512,0.038462,0.511628,0.519231,0.44186,0.442308,0.0,0.0,0.0,0.0
AG,5,1.25,3.0,HIGH,150,109.0,150,0.150063,0.205733,0.022432,0.486239,0.506667,-1.0,1.800352,0.06422,0.08,0.40367,0.393333,0.53211,0.526667,0.0,0.0,0.0,0.0
AG,6,0.75,1.5,LOW,45,34.0,45,-0.117647,-0.166667,-1.0,0.352941,0.333333,-1.0,1.5,0.352941,0.333333,0.647059,0.666667,0.0,0.0,0.0,0.0,0.0,0.0
AG,6,0.75,1.5,MID,110,90.0,110,-0.060439,-0.117632,-1.0,0.377778,0.354545,-1.0,1.5,0.355556,0.336364,0.611111,0.636364,0.033333,0.027273,0.0,0.0,0.0,0.0
AG,6,0.75,1.5,HIGH,120,91.0,120,0.038711,0.058523,-1.0,0.417582,0.425,-1.0,1.5,0.406593,0.416667,0.582418,0.575,0.010989,0.008333,0.0,0.0,0.0,0.0
AG,6,0.75,2.0,LOW,45,34.0,45,-0.216588,-0.319199,-1.0,0.235294,0.2,-1.0,2.0,0.235294,0.2,0.676471,0.711111,0.088235,0.088889,0.0,0.0,0.0,0.0
AG,6,0.75,2.0,MID,110,90.0,110,-0.369685,-0.459434,-1.0,0.233333,0.2,-1.0,2.0,0.166667,0.136364,0.744444,0.772727,0.088889,0.090909,0.0,0.0,0.0,0.0
AG,6,0.75,2.0,HIGH,120,91.0,120,0.025641,0.002778,-1.0,0.351648,0.341667,-1.0,2.0,0.307692,0.308333,0.648352,0.658333,0.043956,0.033333,0.0,0.0,0.0,0.0
AG,6,0.75,2.5,LOW,45,34.0,45,-0.254788,-0.336951,-1.0,0.205882,0.177778,-1.0,2.5,0.176471,0.155556,0.705882,0.733333,0.117647,0.111111,0.0,0.0,0.0,0.0
AG,6,0.75,2.5,MID,110,90.0,110,-0.405467,-0.48871,-1.0,0.222222,0.190909,-1.0,2.198045,0.1,0.081818,0.755556,0.781818,0.144444,0.136364,0.0,0.0,0.0,0.0
AG,6,0.75,2.5,HIGH,120,91.0,120,0.101082,0.085133,-1.0,0.340659,0.333333,-1.0,2.5,0.263736,0.266667,0.659341,0.666667,0.076923,0.066667,0.0,0.0,0.0,0.0
AG,6,0.75,3.0,LOW,45,34.0,45,-0.401576,-0.436747,-1.0,0.176471,0.155556,-1.0,1.725891,0.088235,0.088889,0.735294,0.755556,0.176471,0.155556,0.0,0.0,0.0,0.0
AG,6,0.75,3.0,MID,110,90.0,110,-0.366152,-0.456543,-1.0,0.222222,0.190909,-1.0,1.967224,0.088889,0.072727,0.755556,0.781818,0.155556,0.145455,0.0,0.0,0.0,0.0
AG,6,0.75,3.0,HIGH,120,91.0,120,0.027505,0.006556,-1.0,0.32967,0.316667,-1.0,3.0,0.10989,0.125,0.67033,0.683333,0.21978,0.191667,0.0,0.0,0.0,0.0
AG,6,1.0,1.5,LOW,45,34.0,45,-0.131672,-0.210597,-1.0,0.323529,0.288889,-1.0,1.5,0.294118,0.266667,0.588235,0.622222,0.117647,0.111111,0.0,0.0,0.0,0.0
AG,6,1.0,1.5,MID,110,90.0,110,-0.302006,-0.405728,-1.0,0.3,0.254545,-1.0,1.5,0.2,0.163636,0.644444,0.690909,0.155556,0.145455,0.0,0.0,0.0,0.0
AG,6,1.0,1.5,HIGH,120,91.0,120,0.024839,0.01238,-1.0,0.417582,0.408333,-1.0,1.5,0.362637,0.366667,0.571429,0.575,0.065934,0.058333,0.0,0.0,0.0,0.0
AG,6,1.0,2.0,LOW,45,34.0,45,-0.272528,-0.320522,-1.0,0.264706,0.244444,-1.0,2.0,0.117647,0.111111,0.647059,0.666667,0.235294,0.222222,0.0,0.0,0.0,0.0
AG,6,1.0,2.0,MID,110,90.0,110,-0.311652,-0.41362,-1.0,0.288889,0.245455,-1.0,2.0,0.111111,0.090909,0.655556,0.7,0.233333,0.209091,0.0,0.0,0.0,0.0
AG,6,1.0,2.0,HIGH,120,91.0,120,0.077158,0.073486,-1.0,0.417582,0.408333,-1.0,2.0,0.21978,0.233333,0.571429,0.575,0.208791,0.191667,0.0,0.0,0.0,0.0
AG,6,1.0,2.5,LOW,45,34.0,45,-0.276661,-0.312534,-1.0,0.264706,0.244444,-1.0,1.802427,0.088235,0.088889,0.647059,0.666667,0.264706,0.244444,0.0,0.0,0.0,0.0
AG,6,1.0,2.5,MID,110,90.0,110,-0.307219,-0.409993,-1.0,0.277778,0.236364,-1.0,1.586066,0.088889,0.072727,0.655556,0.7,0.255556,0.227273,0.0,0.0,0.0,0.0
AG,6,1.0,2.5,HIGH,120,91.0,120,0.001557,-0.007148,-1.0,0.406593,0.391667,-1.0,1.833239,0.087912,0.1,0.582418,0.591667,0.32967,0.308333,0.0,0.0,0.0,0.0
AG,6,1.0,3.0,LOW,45,34.0,45,-0.247156,-0.27913,-1.0,0.264706,0.244444,-1.0,1.775914,0.058824,0.066667,0.647059,0.666667,0.294118,0.266667,0.0,0.0,0.0,0.0
AG,6,1.0,3.0,MID,110,90.0,110,-0.331829,-0.430128,-1.0,0.266667,0.227273,-1.0,1.401228,0.066667,0.054545,0.666667,0.709091,0.266667,0.236364,0.0,0.0,0.0,0.0
AG,6,1.0,3.0,HIGH,120,91.0,120,-0.025607,-0.059075,-1.0,0.406593,0.391667,-1.0,1.655936,0.021978,0.016667,0.582418,0.591667,0.395604,0.391667,0.0,0.0,0.0,0.0
AG,6,1.25,1.5,LOW,45,34.0,45,-0.205481,-0.28472,-1.0,0.323529,0.288889,-1.0,1.5,0.176471,0.155556,0.529412,0.577778,0.294118,0.266667,0.0,0.0,0.0,0.0
AG,6,1.25,1.5,MID,110,90.0,110,-0.181235,-0.216592,-1.0,0.388889,0.372727,-1.0,1.5,0.155556,0.136364,0.522222,0.545455,0.322222,0.318182,0.0,0.0,0.0,0.0
AG,6,1.25,1.5,HIGH,120,91.0,120,0.123654,0.097913,-0.229952,0.494505,0.483333,-1.0,1.5,0.318681,0.316667,0.428571,0.45,0.252747,0.233333,0.0,0.0,0.0,0.0
AG,6,1.25,2.0,LOW,45,34.0,45,-0.287672,-0.335709,-1.0,0.294118,0.266667,-1.0,1.441942,0.088235,0.088889,0.558824,0.6,0.352941,0.311111,0.0,0.0,0.0,0.0
AG,6,1.25,2.0,MID,110,90.0,110,-0.170183,-0.211137,-1.0,0.377778,0.363636,-1.0,1.673494,0.1,0.081818,0.522222,0.545455,0.377778,0.372727,0.0,0.0,0.0,0.0
AG,6,1.25,2.0,HIGH,120,91.0,120,0.072629,0.052282,-0.229952,0.494505,0.483333,-1.0,1.705208,0.098901,0.108333,0.428571,0.45,0.472527,0.441667,0.0,0.0,0.0,0.0
AG,6,1.25,2.5,LOW,45,34.0,45,-0.258186,-0.302319,-1.0,0.294118,0.266667,-1.0,1.420731,0.058824,0.066667,0.558824,0.6,0.382353,0.333333,0.0,0.0,0.0,0.0
AG,6,1.25,2.5,MID,110,90.0,110,-0.179871,-0.219063,-1.0,0.366667,0.354545,-1.0,1.268853,0.077778,0.063636,0.533333,0.554545,0.388889,0.381818,0.0,0.0,0.0,0.0
AG,6,1.25,2.5,HIGH,120,91.0,120,0.045036,0.006295,-0.229952,0.494505,0.483333,-1.0,1.401852,0.010989,0.008333,0.428571,0.45,0.56044,0.541667,0.0,0.0,0.0,0.0
AG,6,1.25,3.0,LOW,45,34.0,45,-0.228774,-0.268986,-1.0,0.294118,0.266667,-1.0,1.420731,0.058824,0.066667,0.558824,0.6,0.382353,0.333333,0.0,0.0,0.0,0.0
AG,6,1.25,3.0,MID,110,90.0,110,-0.187285,-0.225129,-1.0,0.366667,0.354545,-1.0,1.181365,0.033333,0.027273,0.533333,0.554545,0.433333,0.418182,0.0,0.0,0.0,0.0
AG,6,1.25,3.0,HIGH,120,91.0,120,0.05053,0.010462,-0.229952,0.494505,0.483333,-1.0,1.401852,0.010989,0.008333,0.428571,0.45,0.56044,0.541667,0.0,0.0,0.0,0.0
CU,0,0.75,1.5,LOW,52,43.0,52,-0.005756,0.113272,-1.0,0.418605,0.461538,-1.0,1.5,0.348837,0.403846,0.55814,0.519231,0.093023,0.076923,0.0,0.0,0.0,0.0
CU,0,0.75,1.5,MID,83,64.0,83,-0.07532,-0.256874,-1.0,0.375,0.301205,-1.0,1.5,0.328125,0.26506,0.578125,0.650602,0.078125,0.060241,0.015625,0.024096,0.0,0.0
CU,0,0.75,1.5,HIGH,58,30.0,58,0.333333,0.508621,1.5,0.533333,0.603448,-1.0,1.5,0.533333,0.603448,0.466667,0.396552,0.0,0.0,0.0,0.0,0.0,0.0
CU,0,0.75,2.0,LOW,52,43.0,52,-0.057314,0.045275,-1.0,0.372093,0.403846,-1.0,2.0,0.232558,0.269231,0.604651,0.576923,0.162791,0.153846,0.0,0.0,0.0,0.0
CU,0,0.75,2.0,MID,83,64.0,83,-0.142838,-0.302911,-1.0,0.328125,0.26506,-1.0,2.0,0.21875,0.180723,0.625,0.686747,0.140625,0.108434,0.015625,0.024096,0.0,0.0
CU,0,0.75,2.0,HIGH,58,30.0,58,0.372887,0.575866,1.246328,0.466667,0.534483,-1.0,2.0,0.4,0.482759,0.5,0.448276,0.1,0.068966,0.0,0.0,0.0,0.0
CU,0,0.75,2.5,LOW,52,43.0,52,-0.047841,-0.043045,-1.0,0.348837,0.346154,-1.0,2.5,0.186047,0.192308,0.627907,0.634615,0.186047,0.173077,0.0,0.0,0.0,0.0
CU,0,0.75,2.5,MID,83,64.0,83,-0.063818,-0.235956,-1.0,0.328125,0.26506,-1.0,2.5,0.1875,0.156627,0.625,0.686747,0.171875,0.13253,0.015625,0.024096,0.0,0.0
CU,0,0.75,2.5,HIGH,58,30.0,58,0.295831,0.5552,-0.153028,0.4,0.482759,-1.0,2.5,0.2,0.206897,0.533333,0.482759,0.266667,0.310345,0.0,0.0,0.0,0.0
CU,0,0.75,3.0,LOW,52,43.0,52,0.004252,0.019263,-1.0,0.348837,0.346154,-1.0,3.0,0.162791,0.173077,0.627907,0.634615,0.209302,0.192308,0.0,0.0,0.0,0.0
CU,0,0.75,3.0,MID,83,64.0,83,-0.062213,-0.228694,-1.0,0.3125,0.253012,-1.0,3.0,0.15625,0.13253,0.640625,0.698795,0.1875,0.144578,0.015625,0.024096,0.0,0.0
CU,0,0.75,3.0,HIGH,58,30.0,58,0.377175,0.648999,-0.153028,0.4,0.482759,-1.0,3.0,0.166667,0.189655,0.533333,0.482759,0.3,0.327586,0.0,0.0,0.0,0.0
CU,0,1.0,1.5,LOW,52,43.0,52,0.186145,0.204199,0.289676,0.534884,0.538462,-1.0,1.5,0.302326,0.326923,0.395349,0.403846,0.302326,0.269231,0.0,0.0,0.0,0.0
CU,0,1.0,1.5,MID,83,64.0,83,0.003546,-0.1057,-1.0,0.4375,0.385542,-1.0,1.5,0.3125,0.289157,0.515625,0.578313,0.171875,0.13253,0.0,0.0,0.0,0.0
CU,0,1.0,1.5,HIGH,58,30.0,58,0.417431,0.634761,1.5,0.6,0.689655,-1.0,1.5,0.466667,0.568966,0.366667,0.293103,0.166667,0.137931,0.0,0.0,0.0,0.0
CU,0,1.0,2.0,LOW,52,43.0,52,0.220834,0.155961,0.0,0.511628,0.480769,-1.0,2.0,0.232558,0.230769,0.418605,0.461538,0.348837,0.307692,0.0,0.0,0.0,0.0
CU,0,1.0,2.0,MID,83,64.0,83,0.127466,0.01395,-1.0,0.4375,0.385542,-1.0,2.0,0.265625,0.253012,0.515625,0.578313,0.21875,0.168675,0.0,0.0,0.0,0.0
CU,0,1.0,2.0,HIGH,58,30.0,58,0.354202,0.594005,0.904818,0.533333,0.637931,-1.0,2.0,0.2,0.206897,0.4,0.327586,0.4,0.465517,0.0,0.0,0.0,0.0
CU,0,1.0,2.5,LOW,52,43.0,52,0.23915,0.190338,0.0,0.511628,0.480769,-1.0,2.5,0.162791,0.173077,0.418605,0.461538,0.418605,0.365385,0.0,0.0,0.0,0.0
