wf,action,h,scale,target_bin,risk_bin,n_available,E_R_lower,E_R_upper,ambiguity_gap_R,target_first_rate,gap_invalid_rate
WF0,INWARD,3,0.8,0.5-1,0.25-0.5,86,-0.2286167194060885,-0.12396555661539083,0.10465116279069768,0.2558139534883721,0.0
WF1,INWARD,3,0.8,<0.5,1-2,426,0.051040826010274244,0.05424204552246937,0.0032012195121951218,0.7863849765258216,0.0
WF1,INWARD,3,0.8,0.5-1,2-3,212,-0.09551970655488158,-0.09551970655488158,0.0,0.6509433962264151,0.0
WF1,INWARD,3,0.8,3-5,>=3,26,0.15038036684975342,0.15038036684975342,0.0,0.23076923076923078,0.0
WF1,INWARD,3,0.8,>=5,>=3,26,-0.5213475049540622,-0.5213475049540622,0.0,0.07692307692307693,0.0
WF1,INWARD,3,0.8,>=5,2-3,48,0.21183368305411268,0.21183368305411268,0.0,0.16666666666666666,0.0
WF1,INWARD,3,0.8,<0.5,2-3,59,0.13251077790906854,0.13251077790906854,0.0,0.9152542372881356,0.0
WF1,INWARD,3,0.8,>=5,<0.25,68,8.883457371821397,8.883457371821397,0.0,0.07352941176470588,0.0
WF1,INWARD,3,0.8,1-2,>=3,102,0.23968965014294644,0.23968965014294644,0.0,0.5882352941176471,0.0
WF2,INWARD,3,0.8,>=5,0.25-0.5,124,-1.0,-1.0,0.0,0.0,0.0
WF2,INWARD,3,0.8,>=5,>=3,31,-1.0,-1.0,0.0,0.0,0.0
WF2,INWARD,3,0.8,3-5,2-3,107,-0.000962557904826235,-0.000962557904826235,0.0,0.16822429906542055,0.0
WF3,INWARD,3,0.8,3-5,2-3,91,-0.3062837736035504,-0.3062837736035504,0.0,0.15384615384615385,0.0
WF3,INWARD,3,0.8,0.5-1,0.5-1,777,-0.06668382839133402,-0.06668382839133402,0.0,0.4491634491634492,0.0
WF3,INWARD,3,0.8,1-2,2-3,210,0.15367647634623072,0.15367647634623072,0.0,0.5904761904761905,0.0
WF3,INWARD,3,0.8,<0.5,2-3,67,-0.09650731989697471,-0.09650731989697471,0.0,0.7910447761194029,0.0
WF3,INWARD,3,0.8,>=5,2-3,91,-0.5598563892419965,-0.5598563892419965,0.0,0.04395604395604396,0.0
WF3,INWARD,3,0.8,1-2,>=3,87,0.34551033620078747,0.34551033620078747,0.0,0.45977011494252873,0.0
WF3,INWARD,3,0.8,<0.5,0.5-1,231,-0.14547553651752015,-0.12455201559399923,0.020923520923520927,0.5930735930735931,0.0
WF3,INWARD,3,0.8,2-3,2-3,96,-0.005161198106820703,-0.005161198106820703,0.0,0.3958333333333333,0.0
WF0,INWARD,3,0.8,<0.5,1-2,281,0.0609204975136856,0.0609204975136856,0.0,0.8327402135231317,0.0
WF0,INWARD,3,0.8,<0.5,>=3,19,0.014887436392039469,0.014887436392039469,0.0,0.7894736842105263,0.0
WF0,INWARD,3,0.8,<0.5,0.5-1,160,0.04626016345714387,0.04626016345714387,0.0,0.73125,0.0
WF1,INWARD,3,0.8,0.5-1,0.25-0.5,106,-0.34638098297494796,-0.31807909618249514,0.02830188679245283,0.22641509433962265,0.0
WF0,INWARD,3,0.8,2-3,>=3,38,-0.33897829616849234,-0.33897829616849234,0.0,0.2894736842105263,0.0
WF0,INWARD,3,0.8,<0.5,2-3,55,-0.07509164573626155,-0.07509164573626155,0.0,0.7818181818181819,0.0
WF1,INWARD,3,0.8,0.5-1,>=3,55,0.1674769317000012,0.1674769317000012,0.0,0.8909090909090909,0.0
WF1,INWARD,3,0.8,3-5,2-3,73,-0.12416588273670803,-0.12416588273670803,0.0,0.1643835616438356,0.0
WF2,INWARD,3,0.8,<0.5,2-3,86,0.08901383635721871,0.08901383635721871,0.0,0.9302325581395349,0.0
WF2,INWARD,3,0.8,1-2,>=3,123,0.17128204415254847,0.17128204415254847,0.0,0.6666666666666666,0.0
WF2,INWARD,3,0.8,0.5-1,2-3,178,0.08549399818637102,0.08549399818637102,0.0,0.7078651685393258,0.0
WF2,INWARD,3,0.8,2-3,2-3,157,0.15570018066038355,0.15570018066038355,0.0,0.3630573248407643,0.0
WF2,INWARD,3,0.8,0.5-1,>=3,42,0.09425405393036404,0.09425405393036404,0.0,0.6666666666666666,0.0
WF3,INWARD,3,0.8,1-2,0.25-0.5,631,-0.14511271765617487,-0.1386818494889723,0.006430868167202572,0.19334389857369255,0.0
WF3,INWARD,3,0.8,2-3,>=3,51,0.3162469773941245,0.3162469773941245,0.0,0.47058823529411764,0.0
WF0,INWARD,3,1.2,1-2,1-2,1871,-0.032019618252037134,-0.030741662980471637,0.0012779552715654952,0.3896312132549439,0.0
WF0,INWARD,3,1.2,0.5-1,1-2,1033,0.010818400734847793,0.021568619736540277,0.01075021900169248,0.6447241045498547,0.0
WF0,INWARD,3,1.2,2-3,<0.25,90,0.7045324153757888,0.7045324153757888,0.0,0.1,0.0
WF0,INWARD,3,1.2,2-3,1-2,1053,0.027844379452698857,0.027844379452698857,0.0,0.23931623931623933,0.0
WF0,INWARD,3,1.2,>=5,1-2,148,-0.49222501395687657,-0.49222501395687657,0.0,0.07432432432432433,0.0
WF0,INWARD,3,1.2,>=5,0.5-1,120,-0.7394547325102881,-0.7394547325102881,0.0,0.025,0.0
WF0,INWARD,3,1.2,3-5,0.5-1,535,-0.27099848302617296,-0.27099848302617296,0.0,0.09719626168224299,0.0
WF0,INWARD,3,1.2,0.5-1,0.5-1,201,0.014503299357991536,0.023669966024658196,0.009166666666666667,0.5373134328358209,0.0
WF0,INWARD,3,1.2,3-5,1-2,736,-0.2912140109721623,-0.2912140109721623,0.0,0.11277173913043478,0.0
WF0,INWARD,3,1.2,2-3,0.5-1,681,-0.09465312843750445,-0.09465312843750445,0.0,0.18061674008810572,0.0
WF0,INWARD,3,1.2,>=5,<0.25,12,-1.0,-1.0,0.0,0.0,0.0
WF0,INWARD,3,1.2,0.5-1,2-3,111,0.1252863864519046,0.15197529387475694,0.02668890742285238,0.8468468468468469,0.0
WF0,INWARD,3,1.2,1-2,0.5-1,1126,0.06258913181490758,0.07212202028011254,0.009532888465204958,0.35790408525754885,0.0
WF0,INWARD,3,1.2,1-2,0.25-0.5,176,-0.1504531435210376,-0.1081679433411006,0.042285200179937026,0.20454545454545456,0.0
WF0,INWARD,3,1.2,1-2,2-3,231,-0.04088803282022645,-0.04088803282022645,0.0,0.45454545454545453,0.0
WF0,INWARD,3,1.2,0.5-1,>=3,36,0.025900700916803576,0.025900700916803576,0.0,0.8055555555555556,0.0
WF0,INWARD,3,1.2,2-3,0.25-0.5,221,-0.4734108527131783,-0.4734108527131783,0.0,0.06787330316742081,0.0
WF0,INWARD,3,1.2,3-5,>=3,53,-0.26361770099891174,-0.26361770099891174,0.0,0.16981132075471697,0.0
WF0,INWARD,3,1.2,1-2,>=3,80,0.2598209016869989,0.2598209016869989,0.0,0.575,0.0
WF1,INWARD,3,1.2,2-3,0.25-0.5,204,0.02910862880166136,0.02910862880166136,0.0,0.12254901960784313,0.0
WF1,INWARD,3,1.2,1-2,<0.25,49,0.9217687074829933,1.1666666666666667,0.24489795918367346,0.20408163265306123,0.0
WF1,INWARD,3,1.2,>=5,0.5-1,122,-0.6793671204748839,-0.6793671204748839,0.0,0.04918032786885246,0.0
WF1,INWARD,3,1.2,0.5-1,1-2,1137,-0.005142258009417441,-0.0037679361287664497,0.0013743218806509946,0.613896218117854,0.0
WF1,INWARD,3,1.2,1-2,0.25-0.5,242,-0.06473029045643153,-0.035684647302904555,0.029045643153526972,0.2024793388429752,0.0
WF1,INWARD,3,1.2,2-3,0.5-1,689,-0.38588015684887583,-0.375427195176402,0.010452961672473868,0.12481857764876633,0.0
WF1,INWARD,3,1.2,1-2,2-3,341,0.16575544980979512,0.16575544980979512,0.0,0.501466275659824,0.0
WF1,INWARD,3,1.2,>=5,0.25-0.5,39,0.008443134535367491,0.008443134535367491,0.0,0.05128205128205128,0.0
WF1,INWARD,3,1.2,3-5,1-2,621,-0.6549618699641436,-0.6549618699641436,0.0,0.06280193236714976,0.0
WF1,INWARD,3,1.2,<0.5,0.5-1,24,0.19450943673690793,0.19450943673690793,0.0,0.8333333333333334,0.0
WF1,INWARD,3,1.2,2-3,<0.25,105,-0.5343642611683849,-0.5343642611683849,0.0,0.0380952380952381,0.0
WF1,INWARD,3,1.2,3-5,0.5-1,505,-0.5211564460164574,-0.5211564460164574,0.0,0.0594059405940594,0.0
WF1,INWARD,3,1.2,1-2,1-2,2282,0.036313730700613875,0.04055295800509156,0.0042392273044776834,0.4395267309377739,0.0
WF1,INWARD,3,1.2,2-3,1-2,1328,-0.05543890378726159,-0.05210557045392825,0.0033333333333333335,0.23042168674698796,0.0
WF1,INWARD,3,1.2,>=5,1-2,231,-0.7073014483337876,-0.7073014483337876,0.0,0.030303030303030304,0.0
WF1,INWARD,3,1.2,2-3,2-3,103,-0.1509350594251837,-0.1509350594251837,0.0,0.2524271844660194,0.0
WF1,INWARD,3,1.2,3-5,0.25-0.5,104,-0.34320932653216646,-0.34320932653216646,0.0,0.057692307692307696,0.0
WF2,INWARD,3,1.2,3-5,1-2,828,-0.4185344102323906,-0.4185344102323906,0.0,0.10507246376811594,0.0
WF1,INWARD,3,1.2,1-2,0.5-1,1092,-0.2468417372890098,-0.24416182168807907,0.0026799156009307224,0.24084249084249085,0.0
WF2,INWARD,3,1.2,2-3,1-2,1222,-0.09007854686276376,-0.09007854686276376,0.0,0.2332242225859247,0.0
WF2,INWARD,3,1.2,1-2,2-3,260,-0.030377763665337613,-0.030377763665337613,0.0,0.5576923076923077,0.0
WF2,INWARD,3,1.2,1-2,0.5-1,918,-0.1516476638436622,-0.14913624831854802,0.0025114155251141556,0.2962962962962963,0.0
WF2,INWARD,3,1.2,1-2,1-2,2199,-0.08054549221593697,-0.07843597451784057,0.0021095176980964053,0.39517962710322874,0.0
WF2,INWARD,3,1.2,3-5,0.25-0.5,211,-0.7077803591307293,-0.7077803591307293,0.0,0.02843601895734597,0.0
WF2,INWARD,3,1.2,3-5,0.5-1,519,-0.3018866873147837,-0.3018866873147837,0.0,0.10404624277456648,0.0
WF2,INWARD,3,1.2,3-5,<0.25,113,2.19811320754717,2.19811320754717,0.0,0.10619469026548672,0.0
WF2,INWARD,3,1.2,>=5,1-2,255,-0.8513587757472914,-0.8513587757472914,0.0,0.0196078431372549,0.0
WF3,INWARD,3,1.2,2-3,1-2,1142,0.04636849926234571,0.04636849926234571,0.0,0.23467600700525393,0.0
WF2,INWARD,3,1.2,0.5-1,1-2,1022,0.11892345653656929,0.12049645810957085,0.001573001573001573,0.6908023483365949,0.0
WF2,INWARD,3,1.2,3-5,>=3,34,0.016823028868747425,0.016823028868747425,0.0,0.29411764705882354,0.0
WF2,INWARD,3,1.2,>=5,0.5-1,191,-0.9328341941163905,-0.9328341941163905,0.0,0.005235602094240838,0.0
WF2,INWARD,3,1.2,>=5,2-3,69,-0.4945317840054682,-0.4945317840054682,0.0,0.057971014492753624,0.0
WF2,INWARD,3,1.2,2-3,0.5-1,627,-0.16487617759893894,-0.16487617759893894,0.0,0.17543859649122806,0.0
WF2,INWARD,3,1.2,2-3,>=3,49,0.04413413321882421,0.04413413321882421,0.0,0.24489795918367346,0.0
WF2,INWARD,3,1.2,2-3,<0.25,105,1.4375,1.4375,0.0,0.14285714285714285,0.0
WF2,INWARD,3,1.2,0.5-1,0.5-1,312,0.2415630187310035,0.24803551064038862,0.006472491909385114,0.6474358974358975,0.0
WF3,INWARD,3,1.2,>=5,1-2,252,-0.5359336576436384,-0.5359336576436384,0.0,0.05555555555555555,0.0
WF3,INWARD,3,1.2,3-5,1-2,785,-0.0673222121840571,-0.0673222121840571,0.0,0.1732484076433121,0.0
WF3,INWARD,3,1.2,2-3,0.5-1,692,-0.016907790243400198,-0.016907790243400198,0.0,0.25578034682080925,0.0
WF3,INWARD,3,1.2,1-2,1-2,2144,0.03524743965089513,0.03890003705349253,0.0036525974025974025,0.42863805970149255,0.0
WF3,INWARD,3,1.2,0.5-1,1-2,933,0.03372685729690431,0.035536812048035535,0.0018099547511312218,0.6152197213290461,0.0
WF3,INWARD,3,1.2,3-5,0.5-1,564,-0.31879531541191636,-0.31879531541191636,0.0,0.09574468085106383,0.0
WF3,INWARD,3,1.2,0.5-1,>=3,38,0.06177033712812541,0.06177033712812541,0.0,0.8421052631578947,0.0
WF3,INWARD,3,1.2,3-5,>=3,29,0.36462537870020834,0.36462537870020834,0.0,0.27586206896551724,0.0
WF3,INWARD,3,1.2,>=5,>=3,41,0.1739709897604634,0.1739709897604634,0.0,0.12195121951219512,0.0
WF3,INWARD,3,1.2,1-2,0.5-1,1129,-0.03269634973843246,-0.03036643361541289,0.002329916123019571,0.31443755535872453,0.0
WF3,INWARD,3,1.2,3-5,0.25-0.5,173,0.4627456463908657,0.4627456463908657,0.0,0.09826589595375723,0.0
WF3,INWARD,3,1.2,>=5,2-3,113,-0.7096925120532317,-0.7096925120532317,0.0,0.035398230088495575,0.0
WF3,INWARD,3,1.2,3-5,<0.25,101,-1.0,-1.0,0.0,0.0,0.0
WF3,INWARD,3,1.2,<0.5,1-2,418,0.09327177561645102,0.09994653289800441,0.006674757281553398,0.8397129186602871,0.0
WF0,INWARD,3,1.2,>=5,>=3,23,-0.52,-0.52,0.0,0.08695652173913043,0.0
WF0,INWARD,3,1.2,>=5,0.25-0.5,49,-1.0,-1.0,0.0,0.0,0.0
WF0,INWARD,3,1.2,>=5,2-3,33,-0.5628957278059183,-0.5628957278059183,0.0,0.09090909090909091,0.0
WF0,INWARD,3,1.2,3-5,2-3,116,-0.08060886648048585,-0.08060886648048585,0.0,0.25862068965517243,0.0
WF0,INWARD,3,1.2,3-5,0.25-0.5,107,-0.2608032424915798,-0.2608032424915798,0.0,0.07476635514018691,0.0
WF1,INWARD,3,1.2,<0.5,1-2,490,0.008582227558086315,0.011357068995718447,0.0027748414376321355,0.7612244897959184,0.0
WF1,INWARD,3,1.2,0.5-1,2-3,267,-0.02034993865681854,-0.02034993865681854,0.0,0.704119850187266,0.0
WF1,INWARD,3,1.2,3-5,>=3,26,0.15038036684975342,0.15038036684975342,0.0,0.23076923076923078,0.0
WF1,INWARD,3,1.2,>=5,>=3,26,-0.5213475049540622,-0.5213475049540622,0.0,0.07692307692307693,0.0
WF1,INWARD,3,1.2,>=5,2-3,51,0.16336033573194825,0.16336033573194825,0.0,0.1568627450980392,0.0
WF1,INWARD,3,1.2,<0.5,2-3,80,0.11209060421379975,0.11209060421379975,0.0,0.9125,0.0
WF1,INWARD,3,1.2,>=5,<0.25,20,27.167853509690975,27.167853509690975,0.0,0.25,0.0
WF1,INWARD,3,1.2,1-2,>=3,102,0.23968965014294644,0.23968965014294644,0.0,0.5882352941176471,0.0
WF2,INWARD,3,1.2,>=5,>=3,34,-1.0,-1.0,0.0,0.0,0.0
WF2,INWARD,3,1.2,>=5,<0.25,15,1.7857142857142858,1.7857142857142858,0.0,0.06666666666666667,0.0
WF2,INWARD,3,1.2,3-5,2-3,108,-0.0009625579048262445,-0.0009625579048262445,0.0,0.16666666666666666,0.0
WF3,INWARD,3,1.2,3-5,2-3,102,-0.0664755846688582,-0.0664755846688582,0.0,0.21568627450980393,0.0
WF3,INWARD,3,1.2,2-3,0.25-0.5,179,-0.0434949119672154,-0.0434949119672154,0.0,0.12290502793296089,0.0
WF3,INWARD,3,1.2,1-2,2-3,248,0.16693560716399616,0.16693560716399616,0.0,0.6088709677419355,0.0
WF3,INWARD,3,1.2,>=5,0.5-1,127,0.6851906863934951,0.6851906863934951,0.0,0.12598425196850394,0.0
WF3,INWARD,3,1.2,<0.5,2-3,77,-0.08277415930072385,-0.08277415930072385,0.0,0.8051948051948052,0.0
WF3,INWARD,3,1.2,0.5-1,0.5-1,270,0.08645231152460209,0.08645231152460209,0.0,0.5666666666666667,0.0
WF3,INWARD,3,1.2,>=5,0.25-0.5,30,-0.19999373992519207,-0.19999373992519207,0.0,0.06666666666666667,0.0
WF3,INWARD,3,1.2,1-2,>=3,90,0.34346255353774685,0.34346255353774685,0.0,0.4777777777777778,0.0
WF3,INWARD,3,1.2,2-3,2-3,114,-0.0668117251598501,-0.0668117251598501,0.0,0.35964912280701755,0.0
WF0,INWARD,3,1.2,<0.5,1-2,335,0.04943669358623512,0.04943669358623512,0.0,0.826865671641791,0.0
WF0,INWARD,3,1.2,<0.5,>=3,19,0.014887436392039469,0.014887436392039469,0.0,0.7894736842105263,0.0
WF1,INWARD,3,1.2,3-5,<0.25,59,-0.44910210616418267,-0.44910210616418267,0.0,0.01694915254237288,0.0
WF2,INWARD,3,1.2,2-3,0.25-0.5,197,-0.45189532078149197,-0.42075829910529755,0.031137021676194438,0.07106598984771574,0.0
WF3,INWARD,3,1.2,>=5,<0.25,30,-1.0,-1.0,0.0,0.0,0.0
WF0,INWARD,3,1.2,2-3,>=3,39,-0.33897829616849234,-0.33897829616849234,0.0,0.28205128205128205,0.0
WF0,INWARD,3,1.2,1-2,<0.25,45,0.3824175824175825,0.3824175824175825,0.0,0.13333333333333333,0.0
WF0,INWARD,3,1.2,3-5,<0.25,53,-1.0,-1.0,0.0,0.0,0.0
WF0,INWARD,3,1.2,<0.5,2-3,68,-0.07885960451084092,-0.07885960451084092,0.0,0.7647058823529411,0.0
WF1,INWARD,3,1.2,0.5-1,0.5-1,350,0.11549969142384113,0.12093402654117337,0.005434335117332235,0.5628571428571428,0.0
WF1,INWARD,3,1.2,0.5-1,>=3,56,0.1674769317000012,0.1674769317000012,0.0,0.875,0.0
WF1,INWARD,3,1.2,3-5,2-3,76,-0.07271982736209895,-0.07271982736209895,0.0,0.17105263157894737,0.0
WF2,INWARD,3,1.2,<0.5,2-3,97,0.09255552927185574,0.09255552927185574,0.0,0.9381443298969072,0.0
WF2,INWARD,3,1.2,1-2,>=3,137,0.18907584240602832,0.18907584240602832,0.0,0.6861313868613139,0.0
WF2,INWARD,3,1.2,0.5-1,2-3,204,0.09837890176554036,0.09837890176554036,0.0,0.7107843137254902,0.0
WF2,INWARD,3,1.2,>=5,0.25-0.5,77,-1.0,-1.0,0.0,0.0,0.0
WF2,INWARD,3,1.2,2-3,2-3,167,0.14283356103182576,0.14283356103182576,0.0,0.3652694610778443,0.0
WF2,INWARD,3,1.2,0.5-1,>=3,43,0.09981575111540605,0.09981575111540605,0.0,0.6744186046511628,0.0
WF3,INWARD,3,1.2,2-3,>=3,60,0.1589673384960272,0.1589673384960272,0.0,0.45,0.0
WF3,INWARD,3,1.2,1-2,0.25-0.5,170,-0.4766053391053391,-0.44523279008573124,0.03137254901960784,0.13529411764705881,0.0
WF3,INWARD,3,1.2,1-2,<0.25,52,0.14530563730850196,0.14530563730850196,0.0,0.19230769230769232,0.0
WF0,OUTWARD,5,0.2,>=5,<0.25,147,0.2689655172413793,0.2689655172413793,0.0,0.013605442176870748,0.0
WF0,OUTWARD,5,0.2,0.5-1,0.25-0.5,501,0.00016859766546233095,0.00016859766546233095,0.0,0.3213572854291417,0.0
WF0,OUTWARD,5,0.2,2-3,1-2,550,-0.20315369937636418,-0.20315369937636418,0.0,0.2290909090909091,0.0
WF0,OUTWARD,5,0.2,3-5,0.5-1,639,-0.3495911128223884,-0.3495911128223884,0.0,0.09389671361502347,0.0
WF0,OUTWARD,5,0.2,2-3,0.5-1,870,-0.24609439517313203,-0.24609439517313203,0.0,0.17126436781609194,0.0
WF0,OUTWARD,5,0.2,1-2,1-2,952,0.07338086690416441,0.07338086690416441,0.0,0.47689075630252103,0.0
WF0,OUTWARD,5,0.2,0.5-1,2-3,92,0.1333193478728283,0.1333193478728283,0.0,0.7608695652173914,0.0
WF0,OUTWARD,5,0.2,1-2,0.25-0.5,1295,0.0433391556393374,0.04943592564841769,0.006096770009080296,0.21853281853281853,0.0
WF0,OUTWARD,5,0.2,3-5,<0.25,279,-0.8968555454100213,-0.8968555454100213,0.0,0.014336917562724014,0.0
WF0,OUTWARD,5,0.2,<0.5,0.25-0.5,261,-0.24517217832265703,-0.24517217832265703,0.0,0.37547892720306514,0.0
WF0,OUTWARD,5,0.2,<0.5,1-2,234,0.08515930742612458,0.08515930742612458,0.0,0.8076923076923077,0.0
WF0,OUTWARD,5,0.2,1-2,0.5-1,1600,-0.13592076957744992,-0.13592076957744992,0.0,0.28375,0.0
WF0,OUTWARD,5,0.2,2-3,0.25-0.5,706,-0.2594539422749542,-0.1994917348615408,0.05996220741341346,0.11898016997167139,0.0
WF0,OUTWARD,5,0.2,0.5-1,0.5-1,940,0.04785434685095108,0.054235896335948844,0.00638154948499776,0.4925531914893617,0.0
WF0,OUTWARD,5,0.2,3-5,1-2,331,-0.1014330267455097,-0.1014330267455097,0.0,0.1661631419939577,0.0
WF0,OUTWARD,5,0.2,1-2,<0.25,1126,-0.2246536569135214,-0.21444344670331114,0.01021021021021021,0.10479573712255773,0.0
WF0,OUTWARD,5,0.2,2-3,<0.25,722,-0.40116386321037484,-0.3771304253838335,0.024033437826541274,0.054016620498614956,0.0
WF0,OUTWARD,5,0.2,0.5-1,<0.25,354,0.2419119052870266,0.2645107753435238,0.022598870056497175,0.1694915254237288,0.0
WF0,OUTWARD,5,0.2,>=5,1-2,129,-0.5497377832803498,-0.5497377832803498,0.0,0.06976744186046512,0.0
WF0,OUTWARD,5,0.2,3-5,0.25-0.5,481,-0.4447626324818702,-0.4447626324818702,0.0,0.06860706860706861,0.0
WF0,OUTWARD,5,0.2,>=5,0.25-0.5,179,0.09849050011817045,0.09849050011817045,0.0,0.061452513966480445,0.0
WF0,OUTWARD,5,0.2,0.5-1,1-2,561,0.014399522736073186,0.02715450109105154,0.012754978354978354,0.6452762923351159,0.0
WF1,OUTWARD,5,0.2,3-5,0.25-0.5,484,-0.5677964142571812,-0.5677964142571812,0.0,0.04132231404958678,0.0
WF1,OUTWARD,5,0.2,2-3,<0.25,773,-0.39864941451065283,-0.39864941451065283,0.0,0.054333764553686936,0.0
WF1,OUTWARD,5,0.2,1-2,0.25-0.5,1576,-0.2799923762343592,-0.2538680376100206,0.026124338624338623,0.15355329949238578,0.0
WF1,OUTWARD,5,0.2,1-2,<0.25,1285,-0.3839314152505034,-0.3839314152505034,0.0,0.09416342412451362,0.0
WF1,OUTWARD,5,0.2,>=5,0.5-1,316,-0.438052136931894,-0.438052136931894,0.0,0.056962025316455694,0.0
WF1,OUTWARD,5,0.2,0.5-1,<0.25,360,-0.38186991779439694,-0.3479810289055081,0.033888888888888885,0.1361111111111111,0.0
WF1,OUTWARD,5,0.2,<0.5,0.5-1,557,-0.1335782218345352,-0.0916869983850106,0.04189122344952462,0.5816876122082585,0.0
WF1,OUTWARD,5,0.2,>=5,1-2,273,-0.835626835109211,-0.835626835109211,0.0,0.014652014652014652,0.0
WF1,OUTWARD,5,0.2,0.5-1,0.5-1,1357,-0.16807718336821495,-0.15357390719631492,0.014503276171900061,0.4067796610169492,0.0
WF1,OUTWARD,5,0.2,0.5-1,0.25-0.5,833,-0.08918402089463194,-0.07606388969331994,0.013120131201312012,0.28211284513805523,0.0
WF1,OUTWARD,5,0.2,<0.5,2-3,84,-0.08958795637701121,-0.08958795637701121,0.0,0.7976190476190477,0.0
WF1,OUTWARD,5,0.2,1-2,0.5-1,2103,-0.08696033266328061,-0.08696033266328061,0.0,0.2943414170233,0.0
WF1,OUTWARD,5,0.2,1-2,1-2,1126,-0.04533139190752663,-0.037658922532929594,0.007672469374597034,0.413854351687389,0.0
WF1,OUTWARD,5,0.2,2-3,0.5-1,1054,-0.03861854167150755,-0.03579947159848289,0.0028190700730246513,0.20683111954459202,0.0
WF1,OUTWARD,5,0.2,>=5,<0.25,147,-1.0,-1.0,0.0,0.0,0.0
WF1,OUTWARD,5,0.2,1-2,2-3,232,-0.06109376066008392,-0.06109376066008392,0.0,0.5517241379310345,0.0
WF1,OUTWARD,5,0.2,3-5,1-2,388,-0.15494738086090862,-0.15494738086090862,0.0,0.18041237113402062,0.0
WF1,OUTWARD,5,0.2,0.5-1,1-2,853,-0.032799457867181206,-0.032799457867181206,0.0,0.5592028135990621,0.0
WF1,OUTWARD,5,0.2,2-3,0.25-0.5,925,-0.3249379932162464,-0.3249379932162464,0.0,0.10594594594594595,0.0
WF1,OUTWARD,5,0.2,3-5,<0.25,378,1.8132247833059727,1.8132247833059727,0.0,0.0291005291005291,0.0
WF1,OUTWARD,5,0.2,<0.5,0.25-0.5,166,0.1315541367009013,0.32282278205690873,0.19126864535600743,0.6204819277108434,0.0
WF1,OUTWARD,5,0.2,3-5,0.5-1,677,-0.21685985988982198,-0.21685985988982198,0.0,0.1019202363367799,0.0
WF1,OUTWARD,5,0.2,<0.5,1-2,374,-0.04280632408519277,-0.04280632408519277,0.0,0.7593582887700535,0.0
WF1,OUTWARD,5,0.2,0.5-1,>=3,57,0.11733227141040849,0.11733227141040849,0.0,0.8245614035087719,0.0
WF1,OUTWARD,5,0.2,2-3,1-2,570,-0.1754474589460897,-0.1754474589460897,0.0,0.21929824561403508,0.0
WF1,OUTWARD,5,0.2,>=5,2-3,72,-0.7,-0.7,0.0,0.027777777777777776,0.0
WF2,OUTWARD,5,0.2,3-5,1-2,423,-0.03616810113441287,-0.03616810113441287,0.0,0.2033096926713948,0.0
WF2,OUTWARD,5,0.2,2-3,0.5-1,899,-0.05349592712130697,-0.05349592712130697,0.0,0.1935483870967742,0.0
WF2,OUTWARD,5,0.2,1-2,1-2,1013,0.07618822746772735,0.07618822746772735,0.0,0.47186574531095754,0.0
WF2,OUTWARD,5,0.2,3-5,<0.25,467,-0.4252757598535769,-0.4252757598535769,0.0,0.04068522483940043,0.0
WF2,OUTWARD,5,0.2,1-2,0.5-1,2072,-0.09461529241311499,-0.09325196589641425,0.0013633265167007499,0.2886100386100386,0.0
WF2,OUTWARD,5,0.2,3-5,0.25-0.5,539,-0.3664134649413025,-0.3664134649413025,0.0,0.06493506493506493,0.0
WF2,OUTWARD,5,0.2,2-3,1-2,507,-0.09609922521595937,-0.09609922521595937,0.0,0.26429980276134124,0.0
WF2,OUTWARD,5,0.2,<0.5,2-3,74,0.07910969813997694,0.07910969813997694,0.0,0.918918918918919,0.0
WF2,OUTWARD,5,0.2,1-2,0.25-0.5,1633,-0.09674904034683184,-0.0910872406541303,0.005661799692701524,0.1886099203919167,0.0
WF2,OUTWARD,5,0.2,<0.5,0.5-1,429,-0.014659257686815322,0.0352233714211659,0.04988262910798122,0.675990675990676,0.0
WF2,OUTWARD,5,0.2,3-5,0.5-1,622,-0.12396162329053245,-0.12396162329053245,0.0,0.12218649517684887,0.0
WF3,OUTWARD,5,0.2,2-3,<0.25,829,-0.49982582096046746,-0.49982582096046746,0.0,0.05307599517490953,0.0
WF2,OUTWARD,5,0.2,0.5-1,1-2,622,-0.09337323085768591,-0.09337323085768591,0.0,0.5418006430868167,0.0
WF3,OUTWARD,5,0.2,1-2,0.5-1,1980,0.00019099249386554464,0.001814369117242168,0.0016233766233766235,0.31616161616161614,0.0
WF2,OUTWARD,5,0.2,0.5-1,0.5-1,1060,-0.010577338257219637,0.014394882630140908,0.02497222088736053,0.47924528301886793,0.0
WF2,OUTWARD,5,0.2,0.5-1,<0.25,469,0.49841061778286466,0.5410545410238028,0.042643923240938165,0.2814498933901919,0.0
WF2,OUTWARD,5,0.2,<0.5,0.25-0.5,197,0.29960700579822475,0.29960700579822475,0.0,0.583756345177665,0.0
WF2,OUTWARD,5,0.2,1-2,<0.25,1270,-0.2354649951942809,-0.2354649951942809,0.0,0.08818897637795275,0.0
WF2,OUTWARD,5,0.2,2-3,<0.25,770,-0.6653201758515156,-0.6653201758515156,0.0,0.046753246753246755,0.0
WF2,OUTWARD,5,0.2,>=5,1-2,157,-0.7735469901999263,-0.7735469901999263,0.0,0.03184713375796178,0.0
