risk_ATR,block,symbol,geo_bin,n,delivery_rate,no_delivery_rate
0.5,TB2,MA,"(0.5,1]",340,0.6882352941176471,0.31176470588235294
0.5,TB2,MA,"(1,2]",543,0.6648250460405156,0.3351749539594844
0.5,TB2,MA,>2,609,0.3760262725779967,0.6239737274220033
0.5,TB2,NI,<=0.25,82,0.8292682926829268,0.1707317073170732
0.5,TB2,NI,"(0.25,0.5]",95,0.6631578947368421,0.33684210526315794
0.5,TB2,NI,"(0.5,1]",218,0.6697247706422018,0.3302752293577982
0.5,TB2,NI,"(1,2]",372,0.5053763440860215,0.4946236559139785
0.5,TB2,NI,>2,772,0.2927461139896373,0.7072538860103628
0.5,TB2,P,<=0.25,62,0.7903225806451613,0.20967741935483875
0.5,TB2,P,"(0.25,0.5]",88,0.8181818181818182,0.18181818181818177
0.5,TB2,P,"(0.5,1]",268,0.7313432835820896,0.26865671641791045
0.5,TB2,P,"(1,2]",300,0.5966666666666667,0.4033333333333333
0.5,TB2,P,>2,689,0.37590711175616837,0.6240928882438317
0.5,TB2,RB,<=0.25,31,0.9032258064516129,0.09677419354838712
0.5,TB2,RB,"(0.25,0.5]",238,0.8277310924369747,0.17226890756302526
0.5,TB2,RB,"(0.5,1]",480,0.6875,0.3125
0.5,TB2,RB,"(1,2]",576,0.6232638888888888,0.37673611111111116
0.5,TB2,RB,>2,624,0.33653846153846156,0.6634615384615384
0.5,TB2,RU,<=0.25,26,0.8846153846153846,0.11538461538461542
0.5,TB2,RU,"(0.25,0.5]",161,0.7453416149068323,0.25465838509316774
0.5,TB2,RU,"(0.5,1]",209,0.7416267942583732,0.2583732057416268
0.5,TB2,RU,"(1,2]",483,0.5838509316770186,0.4161490683229814
0.5,TB2,RU,>2,680,0.3235294117647059,0.6764705882352942
0.5,TB2,SC,<=0.25,24,0.8333333333333334,0.16666666666666663
0.5,TB2,SC,"(0.25,0.5]",76,0.6447368421052632,0.35526315789473684
0.5,TB2,SC,"(0.5,1]",178,0.6741573033707865,0.3258426966292135
0.5,TB2,SC,"(1,2]",364,0.4945054945054945,0.5054945054945055
0.5,TB2,SC,>2,890,0.3303370786516854,0.6696629213483146
0.5,TB2,SN,<=0.25,41,0.8536585365853658,0.14634146341463417
0.5,TB2,SN,"(0.25,0.5]",66,0.42424242424242425,0.5757575757575757
0.5,TB2,SN,"(0.5,1]",127,0.6929133858267716,0.30708661417322836
0.5,TB2,SN,"(1,2]",343,0.60932944606414,0.39067055393586003
0.5,TB2,SN,>2,864,0.35648148148148145,0.6435185185185186
0.5,TB2,TA,<=0.25,20,1.0,0.0
0.5,TB2,TA,"(0.25,0.5]",268,0.7126865671641791,0.2873134328358209
0.5,TB2,TA,"(0.5,1]",409,0.7114914425427873,0.2885085574572127
0.5,TB2,TA,"(1,2]",522,0.5938697318007663,0.4061302681992337
0.5,TB2,TA,>2,635,0.37480314960629924,0.6251968503937008
0.5,TB3,AG,<=0.25,56,0.5892857142857143,0.4107142857142857
0.5,TB3,AG,"(0.25,0.5]",38,0.5526315789473685,0.4473684210526315
0.5,TB3,AG,"(0.5,1]",103,0.5728155339805825,0.4271844660194175
0.5,TB3,AG,"(1,2]",219,0.6666666666666666,0.33333333333333337
0.5,TB3,AG,>2,687,0.32168850072780203,0.6783114992721979
0.5,TB3,AL,<=0.25,48,0.6875,0.3125
0.5,TB3,AL,"(0.25,0.5]",104,0.8653846153846154,0.13461538461538458
0.5,TB3,AL,"(0.5,1]",200,0.71,0.29000000000000004
0.5,TB3,AL,"(1,2]",308,0.5454545454545454,0.4545454545454546
0.5,TB3,AL,>2,668,0.3532934131736527,0.6467065868263473
0.5,TB3,AU,<=0.25,10,1.0,0.0
0.5,TB3,AU,"(0.25,0.5]",55,0.8363636363636363,0.1636363636363637
0.5,TB3,AU,"(0.5,1]",93,0.6666666666666666,0.33333333333333337
0.5,TB3,AU,"(1,2]",210,0.6428571428571429,0.3571428571428571
0.5,TB3,AU,>2,931,0.2631578947368421,0.736842105263158
0.5,TB3,CF,<=0.25,16,1.0,0.0
0.5,TB3,CF,"(0.25,0.5]",137,0.583941605839416,0.416058394160584
0.5,TB3,CF,"(0.5,1]",647,0.6970633693972179,0.3029366306027821
0.5,TB3,CF,"(1,2]",535,0.5831775700934579,0.41682242990654206
0.5,TB3,CF,>2,517,0.38878143133462284,0.6112185686653772
0.5,TB3,CU,<=0.25,36,0.9166666666666666,0.08333333333333337
0.5,TB3,CU,"(0.25,0.5]",42,0.5714285714285714,0.4285714285714286
0.5,TB3,CU,"(0.5,1]",152,0.631578947368421,0.368421052631579
0.5,TB3,CU,"(1,2]",292,0.6643835616438356,0.3356164383561644
0.5,TB3,CU,>2,704,0.3068181818181818,0.6931818181818181
0.5,TB3,I,<=0.25,24,1.0,0.0
0.5,TB3,I,"(0.25,0.5]",250,0.94,0.06000000000000005
0.5,TB3,I,"(0.5,1]",771,0.7237354085603113,0.27626459143968873
0.5,TB3,I,"(1,2]",857,0.5787631271878646,0.4212368728121354
0.5,TB3,I,>2,565,0.3858407079646018,0.6141592920353982
0.5,TB3,M,<=0.25,30,1.0,0.0
0.5,TB3,M,"(0.25,0.5]",284,0.8697183098591549,0.13028169014084512
0.5,TB3,M,"(0.5,1]",488,0.7663934426229508,0.23360655737704916
0.5,TB3,M,"(1,2]",538,0.654275092936803,0.34572490706319703
0.5,TB3,M,>2,554,0.3447653429602888,0.6552346570397112
0.5,TB3,MA,<=0.25,94,0.8936170212765957,0.1063829787234043
0.5,TB3,MA,"(0.25,0.5]",238,0.6974789915966386,0.3025210084033614
0.5,TB3,MA,"(0.5,1]",342,0.7777777777777778,0.2222222222222222
0.5,TB3,MA,"(1,2]",365,0.5232876712328767,0.47671232876712333
0.5,TB3,MA,>2,622,0.36012861736334406,0.639871382636656
0.5,TB3,NI,<=0.25,59,0.5084745762711864,0.4915254237288136
0.5,TB3,NI,"(0.25,0.5]",69,0.6666666666666666,0.33333333333333337
0.5,TB3,NI,"(0.5,1]",157,0.6942675159235668,0.30573248407643316
0.5,TB3,NI,"(1,2]",311,0.5434083601286174,0.4565916398713826
0.5,TB3,NI,>2,806,0.28287841191067,0.71712158808933
0.5,TB3,P,<=0.25,41,0.8048780487804879,0.19512195121951215
0.5,TB3,P,"(0.25,0.5]",121,0.8016528925619835,0.19834710743801653
0.5,TB3,P,"(0.5,1]",232,0.7198275862068966,0.2801724137931034
0.5,TB3,P,"(1,2]",398,0.5904522613065326,0.4095477386934674
0.5,TB3,P,>2,599,0.31719532554257096,0.682804674457429
0.5,TB3,RB,<=0.25,42,0.9285714285714286,0.0714285714285714
0.5,TB3,RB,"(0.25,0.5]",258,0.7906976744186046,0.2093023255813954
0.5,TB3,RB,"(0.5,1]",583,0.7632933104631218,0.23670668953687823
0.5,TB3,RB,"(1,2]",664,0.6340361445783133,0.36596385542168675
0.5,TB3,RB,>2,509,0.3516699410609037,0.6483300589390963
0.5,TB3,RU,<=0.25,41,0.5609756097560976,0.4390243902439024
0.5,TB3,RU,"(0.25,0.5]",167,0.7365269461077845,0.26347305389221554
0.5,TB3,RU,"(0.5,1]",249,0.678714859437751,0.321285140562249
0.5,TB3,RU,"(1,2]",438,0.5684931506849316,0.43150684931506844
0.5,TB3,RU,>2,667,0.3523238380809595,0.6476761619190405
0.5,TB3,SC,<=0.25,35,0.4857142857142857,0.5142857142857142
0.5,TB3,SC,"(0.25,0.5]",91,0.7142857142857143,0.2857142857142857
0.5,TB3,SC,"(0.5,1]",145,0.6344827586206897,0.3655172413793103
0.5,TB3,SC,"(1,2]",394,0.5736040609137056,0.42639593908629436
0.5,TB3,SC,>2,913,0.32858707557502737,0.6714129244249727
0.5,TB3,SN,<=0.25,18,0.7777777777777778,0.2222222222222222
0.5,TB3,SN,"(0.25,0.5]",35,0.6571428571428571,0.34285714285714286
0.5,TB3,SN,"(0.5,1]",101,0.6336633663366337,0.36633663366336633
0.5,TB3,SN,"(1,2]",213,0.5868544600938967,0.41314553990610325
0.5,TB3,SN,>2,743,0.297442799461642,0.702557200538358
0.5,TB3,TA,<=0.25,56,0.7321428571428571,0.2678571428571429
0.5,TB3,TA,"(0.25,0.5]",136,0.8308823529411765,0.16911764705882348
0.5,TB3,TA,"(0.5,1]",275,0.64,0.36
0.5,TB3,TA,"(1,2]",420,0.638095238095238,0.36190476190476195
0.5,TB3,TA,>2,652,0.36809815950920244,0.6319018404907976
0.5,TB4,AG,<=0.25,21,0.8571428571428571,0.1428571428571429
0.5,TB4,AG,"(0.25,0.5]",19,0.6842105263157895,0.3157894736842105
0.5,TB4,AG,"(0.5,1]",126,0.7619047619047619,0.23809523809523814
0.5,TB4,AG,"(1,2]",264,0.45075757575757575,0.5492424242424243
0.5,TB4,AG,>2,1015,0.3142857142857143,0.6857142857142857
0.5,TB4,AL,<=0.25,53,0.9811320754716981,0.018867924528301883
0.5,TB4,AL,"(0.25,0.5]",140,0.7428571428571429,0.2571428571428571
0.5,TB4,AL,"(0.5,1]",269,0.6914498141263941,0.30855018587360594
0.5,TB4,AL,"(1,2]",480,0.6333333333333333,0.3666666666666667
0.5,TB4,AL,>2,707,0.3323903818953324,0.6676096181046676
0.5,TB4,AU,<=0.25,43,0.8837209302325582,0.11627906976744184
0.5,TB4,AU,"(0.25,0.5]",39,0.6923076923076923,0.3076923076923077
0.5,TB4,AU,"(0.5,1]",106,0.660377358490566,0.339622641509434
0.5,TB4,AU,"(1,2]",286,0.5454545454545454,0.4545454545454546
0.5,TB4,AU,>2,970,0.3061855670103093,0.6938144329896907
0.5,TB4,CF,<=0.25,10,0.6,0.4
0.5,TB4,CF,"(0.25,0.5]",188,0.7446808510638298,0.25531914893617025
0.5,TB4,CF,"(0.5,1]",325,0.676923076923077,0.32307692307692304
0.5,TB4,CF,"(1,2]",455,0.643956043956044,0.356043956043956
0.5,TB4,CF,>2,523,0.3690248565965583,0.6309751434034416
0.5,TB4,CU,<=0.25,55,0.8,0.19999999999999996
0.5,TB4,CU,"(0.25,0.5]",89,0.6966292134831461,0.3033707865168539
0.5,TB4,CU,"(0.5,1]",166,0.8012048192771084,0.1987951807228916
0.5,TB4,CU,"(1,2]",357,0.6302521008403361,0.3697478991596639
0.5,TB4,CU,>2,856,0.2803738317757009,0.719626168224299
0.5,TB4,I,<=0.25,2,1.0,0.0
0.5,TB4,I,"(0.25,0.5]",230,0.8608695652173913,0.13913043478260867
0.5,TB4,I,"(0.5,1]",780,0.767948717948718,0.232051282051282
0.5,TB4,I,"(1,2]",715,0.593006993006993,0.406993006993007
0.5,TB4,I,>2,467,0.38329764453961457,0.6167023554603854
0.5,TB4,M,<=0.25,8,1.0,0.0
0.5,TB4,M,"(0.25,0.5]",138,0.7536231884057971,0.24637681159420288
0.5,TB4,M,"(0.5,1]",459,0.7320261437908496,0.2679738562091504
0.5,TB4,M,"(1,2]",515,0.5631067961165048,0.4368932038834952
0.5,TB4,M,>2,564,0.3528368794326241,0.6471631205673759
0.5,TB4,MA,<=0.25,30,0.9333333333333333,0.06666666666666665
0.5,TB4,MA,"(0.25,0.5]",89,0.7303370786516854,0.2696629213483146
0.5,TB4,MA,"(0.5,1]",184,0.7282608695652174,0.2717391304347826
0.5,TB4,MA,"(1,2]",281,0.46619217081850534,0.5338078291814947
0.5,TB4,MA,>2,772,0.36139896373056996,0.6386010362694301
0.5,TB4,NI,<=0.25,19,0.3684210526315789,0.631578947368421
0.5,TB4,NI,"(0.25,0.5]",55,0.8909090909090909,0.10909090909090913
0.5,TB4,NI,"(0.5,1]",150,0.7466666666666667,0.2533333333333333
0.5,TB4,NI,"(1,2]",324,0.49691358024691357,0.5030864197530864
0.5,TB4,NI,>2,869,0.3613348676639816,0.6386651323360184
0.5,TB4,P,<=0.25,40,0.7,0.30000000000000004
0.5,TB4,P,"(0.25,0.5]",67,0.9253731343283582,0.07462686567164178
0.5,TB4,P,"(0.5,1]",137,0.7153284671532847,0.2846715328467153
0.5,TB4,P,"(1,2]",358,0.5223463687150838,0.4776536312849162
0.5,TB4,P,>2,703,0.30440967283072545,0.6955903271692745
0.5,TB4,RB,<=0.25,41,1.0,0.0
0.5,TB4,RB,"(0.25,0.5]",383,0.8642297650130548,0.13577023498694518
0.5,TB4,RB,"(0.5,1]",793,0.7919293820933165,0.20807061790668346
0.5,TB4,RB,"(1,2]",779,0.6957637997432606,0.30423620025673936
0.5,TB4,RB,>2,456,0.4517543859649123,0.5482456140350878
0.5,TB4,RU,<=0.25,63,0.9365079365079365,0.06349206349206349
0.5,TB4,RU,"(0.25,0.5]",129,0.7751937984496124,0.22480620155038755
0.5,TB4,RU,"(0.5,1]",273,0.5860805860805861,0.4139194139194139
0.5,TB4,RU,"(1,2]",393,0.4961832061068702,0.5038167938931297
0.5,TB4,RU,>2,627,0.3652312599681021,0.634768740031898
0.5,TB4,SC,<=0.25,90,0.7777777777777778,0.2222222222222222
0.5,TB4,SC,"(0.25,0.5]",91,0.7692307692307693,0.23076923076923073
0.5,TB4,SC,"(0.5,1]",166,0.8132530120481928,0.18674698795180722
0.5,TB4,SC,"(1,2]",295,0.5694915254237288,0.43050847457627117
0.5,TB4,SC,>2,789,0.32192648922686945,0.6780735107731306
0.5,TB4,SN,<=0.25,40,0.875,0.125
0.5,TB4,SN,"(0.25,0.5]",37,0.7027027027027027,0.29729729729729726
0.5,TB4,SN,"(0.5,1]",94,0.5957446808510638,0.4042553191489362
0.5,TB4,SN,"(1,2]",273,0.5787545787545788,0.4212454212454212
0.5,TB4,SN,>2,900,0.37222222222222223,0.6277777777777778
0.5,TB4,TA,<=0.25,96,0.8958333333333334,0.10416666666666663
0.5,TB4,TA,"(0.25,0.5]",112,0.7857142857142857,0.2142857142857143
0.5,TB4,TA,"(0.5,1]",237,0.5991561181434599,0.4008438818565401
0.5,TB4,TA,"(1,2]",358,0.5782122905027933,0.4217877094972067
0.5,TB4,TA,>2,652,0.3006134969325153,0.6993865030674846
0.75,TB1,AG,<=0.25,109,0.944954128440367,0.05504587155963303
0.75,TB1,AG,"(0.25,0.5]",99,0.8686868686868687,0.13131313131313127
0.75,TB1,AG,"(0.5,1]",251,0.6932270916334662,0.3067729083665338
0.75,TB1,AG,"(1,2]",363,0.5867768595041323,0.4132231404958677
0.75,TB1,AG,>2,559,0.38640429338103754,0.6135957066189625
0.75,TB1,AL,<=0.25,88,1.0,0.0
0.75,TB1,AL,"(0.25,0.5]",242,0.8429752066115702,0.15702479338842978
0.75,TB1,AL,"(0.5,1]",474,0.79957805907173,0.20042194092827004
0.75,TB1,AL,"(1,2]",471,0.6794055201698513,0.32059447983014866
0.75,TB1,AL,>2,383,0.3681462140992167,0.6318537859007833
0.75,TB1,AU,<=0.25,43,0.9302325581395349,0.06976744186046513
0.75,TB1,AU,"(0.25,0.5]",75,0.92,0.07999999999999996
0.75,TB1,AU,"(0.5,1]",171,0.783625730994152,0.216374269005848
0.75,TB1,AU,"(1,2]",283,0.6113074204946997,0.38869257950530034
0.75,TB1,AU,>2,554,0.3953068592057762,0.6046931407942238
0.75,TB1,CF,<=0.25,43,1.0,0.0
0.75,TB1,CF,"(0.25,0.5]",398,0.8869346733668342,0.11306532663316582
0.75,TB1,CF,"(0.5,1]",735,0.8380952380952381,0.16190476190476188
0.75,TB1,CF,"(1,2]",539,0.6920222634508348,0.30797773654916516
0.75,TB1,CF,>2,246,0.5203252032520326,0.4796747967479674
0.75,TB1,CU,<=0.25,126,0.9523809523809523,0.04761904761904767
0.75,TB1,CU,"(0.25,0.5]",120,0.7583333333333333,0.2416666666666667
0.75,TB1,CU,"(0.5,1]",216,0.7824074074074074,0.21759259259259256
0.75,TB1,CU,"(1,2]",305,0.6426229508196721,0.35737704918032787
0.75,TB1,CU,>2,452,0.415929203539823,0.584070796460177
0.75,TB1,I,<=0.25,62,0.9193548387096774,0.08064516129032262
0.75,TB1,I,"(0.25,0.5]",417,0.8705035971223022,0.1294964028776978
0.75,TB1,I,"(0.5,1]",510,0.8,0.19999999999999996
0.75,TB1,I,"(1,2]",443,0.6478555304740407,0.35214446952595935
0.75,TB1,I,>2,251,0.450199203187251,0.549800796812749
0.75,TB1,M,<=0.25,83,0.9879518072289156,0.012048192771084376
0.75,TB1,M,"(0.25,0.5]",179,0.8938547486033519,0.1061452513966481
0.75,TB1,M,"(0.5,1]",339,0.8495575221238938,0.1504424778761062
0.75,TB1,M,"(1,2]",313,0.6773162939297125,0.3226837060702875
0.75,TB1,M,>2,383,0.3629242819843342,0.6370757180156659
0.75,TB1,MA,<=0.25,110,0.8545454545454545,0.1454545454545455
0.75,TB1,MA,"(0.25,0.5]",243,0.8641975308641975,0.13580246913580252
0.75,TB1,MA,"(0.5,1]",399,0.7844611528822055,0.21553884711779447
0.75,TB1,MA,"(1,2]",434,0.695852534562212,0.30414746543778803
0.75,TB1,MA,>2,277,0.4151624548736462,0.5848375451263538
0.75,TB1,NI,<=0.25,75,0.7733333333333333,0.22666666666666668
0.75,TB1,NI,"(0.25,0.5]",88,0.8522727272727273,0.1477272727272727
0.75,TB1,NI,"(0.5,1]",205,0.7609756097560976,0.23902439024390243
0.75,TB1,NI,"(1,2]",358,0.5167597765363129,0.4832402234636871
0.75,TB1,NI,>2,456,0.40789473684210525,0.5921052631578947
0.75,TB1,P,<=0.25,108,0.9259259259259259,0.07407407407407407
0.75,TB1,P,"(0.25,0.5]",138,0.782608695652174,0.21739130434782605
0.75,TB1,P,"(0.5,1]",233,0.7124463519313304,0.28755364806866957
0.75,TB1,P,"(1,2]",319,0.5736677115987461,0.4263322884012539
0.75,TB1,P,>2,408,0.4852941176470588,0.5147058823529411
0.75,TB1,RB,<=0.25,95,0.8631578947368421,0.13684210526315788
0.75,TB1,RB,"(0.25,0.5]",195,0.8923076923076924,0.10769230769230764
0.75,TB1,RB,"(0.5,1]",337,0.8308605341246291,0.16913946587537088
0.75,TB1,RB,"(1,2]",449,0.6748329621380846,0.32516703786191536
0.75,TB1,RB,>2,311,0.4115755627009646,0.5884244372990354
0.75,TB1,RU,<=0.25,63,0.9365079365079365,0.06349206349206349
0.75,TB1,RU,"(0.25,0.5]",149,0.8657718120805369,0.13422818791946312
0.75,TB1,RU,"(0.5,1]",257,0.8210116731517509,0.17898832684824906
0.75,TB1,RU,"(1,2]",375,0.7013333333333334,0.29866666666666664
0.75,TB1,RU,>2,398,0.41457286432160806,0.585427135678392
0.75,TB1,SC,<=0.25,123,0.8943089430894309,0.10569105691056913
0.75,TB1,SC,"(0.25,0.5]",126,0.8492063492063492,0.1507936507936508
0.75,TB1,SC,"(0.5,1]",207,0.8067632850241546,0.19323671497584538
0.75,TB1,SC,"(1,2]",248,0.5040322580645161,0.4959677419354839
0.75,TB1,SC,>2,596,0.3808724832214765,0.6191275167785235
0.75,TB1,SN,<=0.25,71,0.8450704225352113,0.15492957746478875
0.75,TB1,SN,"(0.25,0.5]",66,0.9090909090909091,0.09090909090909094
0.75,TB1,SN,"(0.5,1]",244,0.6147540983606558,0.38524590163934425
0.75,TB1,SN,"(1,2]",346,0.6213872832369942,0.3786127167630058
0.75,TB1,SN,>2,527,0.36622390891840606,0.6337760910815939
0.75,TB1,TA,<=0.25,55,0.9818181818181818,0.018181818181818188
0.75,TB1,TA,"(0.25,0.5]",251,0.8326693227091634,0.16733067729083662
0.75,TB1,TA,"(0.5,1]",343,0.8367346938775511,0.16326530612244894
0.75,TB1,TA,"(1,2]",419,0.6229116945107399,0.3770883054892601
0.75,TB1,TA,>2,336,0.45535714285714285,0.5446428571428572
0.75,TB2,AG,<=0.25,59,0.8135593220338984,0.18644067796610164
0.75,TB2,AG,"(0.25,0.5]",85,0.8588235294117647,0.14117647058823535
0.75,TB2,AG,"(0.5,1]",213,0.8215962441314554,0.17840375586854462
0.75,TB2,AG,"(1,2]",334,0.5538922155688623,0.44610778443113774
0.75,TB2,AG,>2,528,0.4659090909090909,0.5340909090909092
0.75,TB2,AL,<=0.25,69,0.9855072463768116,0.01449275362318836
0.75,TB2,AL,"(0.25,0.5]",426,0.9107981220657277,0.08920187793427226
0.75,TB2,AL,"(0.5,1]",706,0.8470254957507082,0.15297450424929182
0.75,TB2,AL,"(1,2]",496,0.7096774193548387,0.29032258064516125
0.75,TB2,AL,>2,349,0.3868194842406877,0.6131805157593123
0.75,TB2,AU,<=0.25,60,0.7833333333333333,0.21666666666666667
0.75,TB2,AU,"(0.25,0.5]",86,0.7558139534883721,0.2441860465116279
0.75,TB2,AU,"(0.5,1]",241,0.9128630705394191,0.08713692946058094
0.75,TB2,AU,"(1,2]",257,0.6070038910505836,0.3929961089494164
0.75,TB2,AU,>2,663,0.334841628959276,0.6651583710407241
0.75,TB2,CF,<=0.25,37,1.0,0.0
0.75,TB2,CF,"(0.25,0.5]",563,0.8880994671403197,0.11190053285968027
0.75,TB2,CF,"(0.5,1]",761,0.8475689881734559,0.15243101182654406
0.75,TB2,CF,"(1,2]",658,0.6793313069908815,0.3206686930091185
0.75,TB2,CF,>2,238,0.5126050420168067,0.4873949579831933
0.75,TB2,CU,<=0.25,100,0.79,0.20999999999999996
0.75,TB2,CU,"(0.25,0.5]",212,0.8726415094339622,0.12735849056603776
0.75,TB2,CU,"(0.5,1]",317,0.8138801261829653,0.18611987381703465
0.75,TB2,CU,"(1,2]",395,0.6253164556962025,0.37468354430379747
0.75,TB2,CU,>2,492,0.4959349593495935,0.5040650406504066
0.75,TB2,I,<=0.25,92,0.967391304347826,0.03260869565217395
0.75,TB2,I,"(0.25,0.5]",612,0.8725490196078431,0.12745098039215685
0.75,TB2,I,"(0.5,1]",751,0.844207723035952,0.15579227696404796
0.75,TB2,I,"(1,2]",591,0.7292724196277496,0.2707275803722504
0.75,TB2,I,>2,208,0.3125,0.6875
0.75,TB2,M,<=0.25,127,0.905511811023622,0.09448818897637801
0.75,TB2,M,"(0.25,0.5]",439,0.9066059225512528,0.09339407744874717
0.75,TB2,M,"(0.5,1]",522,0.8505747126436781,0.14942528735632188
0.75,TB2,M,"(1,2]",452,0.668141592920354,0.331858407079646
0.75,TB2,M,>2,281,0.4483985765124555,0.5516014234875445
0.75,TB2,MA,<=0.25,118,0.9576271186440678,0.0423728813559322
0.75,TB2,MA,"(0.25,0.5]",340,0.8676470588235294,0.13235294117647056
0.75,TB2,MA,"(0.5,1]",460,0.8630434782608696,0.13695652173913042
0.75,TB2,MA,"(1,2]",434,0.6751152073732719,0.3248847926267281
0.75,TB2,MA,>2,391,0.47570332480818417,0.5242966751918159
0.75,TB2,NI,<=0.25,122,0.8770491803278688,0.12295081967213117
0.75,TB2,NI,"(0.25,0.5]",163,0.8834355828220859,0.1165644171779141
0.75,TB2,NI,"(0.5,1]",316,0.7120253164556962,0.2879746835443038
0.75,TB2,NI,"(1,2]",396,0.6186868686868687,0.38131313131313127
0.75,TB2,NI,>2,542,0.34686346863468637,0.6531365313653137
0.75,TB2,P,<=0.25,94,0.8723404255319149,0.12765957446808507
0.75,TB2,P,"(0.25,0.5]",197,0.8477157360406091,0.15228426395939088
0.75,TB2,P,"(0.5,1]",279,0.7598566308243727,0.24014336917562729
0.75,TB2,P,"(1,2]",380,0.6657894736842105,0.3342105263157895
0.75,TB2,P,>2,457,0.4201312910284464,0.5798687089715536
0.75,TB2,RB,<=0.25,134,0.9626865671641791,0.03731343283582089
0.75,TB2,RB,"(0.25,0.5]",373,0.839142091152815,0.16085790884718498
0.75,TB2,RB,"(0.5,1]",595,0.8302521008403362,0.16974789915966382
0.75,TB2,RB,"(1,2]",506,0.6343873517786561,0.36561264822134387
0.75,TB2,RB,>2,341,0.3870967741935484,0.6129032258064516
0.75,TB2,RU,<=0.25,110,0.9,0.09999999999999998
0.75,TB2,RU,"(0.25,0.5]",179,0.9106145251396648,0.08938547486033521
0.75,TB2,RU,"(0.5,1]",387,0.7777777777777778,0.2222222222222222
0.75,TB2,RU,"(1,2]",478,0.6903765690376569,0.3096234309623431
0.75,TB2,RU,>2,405,0.39012345679012345,0.6098765432098765
0.75,TB2,SC,<=0.25,67,0.8805970149253731,0.11940298507462688
0.75,TB2,SC,"(0.25,0.5]",118,0.8728813559322034,0.1271186440677966
0.75,TB2,SC,"(0.5,1]",284,0.5880281690140845,0.4119718309859155
0.75,TB2,SC,"(1,2]",352,0.5681818181818182,0.43181818181818177
0.75,TB2,SC,>2,711,0.3755274261603376,0.6244725738396624
0.75,TB2,SN,<=0.25,76,0.8157894736842105,0.1842105263157895
0.75,TB2,SN,"(0.25,0.5]",89,0.7191011235955056,0.2808988764044944
0.75,TB2,SN,"(0.5,1]",252,0.8214285714285714,0.1785714285714286
0.75,TB2,SN,"(1,2]",412,0.6771844660194175,0.3228155339805825
0.75,TB2,SN,>2,612,0.39052287581699346,0.6094771241830066
0.75,TB2,TA,<=0.25,134,0.9701492537313433,0.02985074626865669
0.75,TB2,TA,"(0.25,0.5]",385,0.8987012987012987,0.10129870129870133
0.75,TB2,TA,"(0.5,1]",469,0.7846481876332623,0.21535181236673773
0.75,TB2,TA,"(1,2]",497,0.6619718309859155,0.3380281690140845
0.75,TB2,TA,>2,369,0.34688346883468835,0.6531165311653117
0.75,TB3,AG,<=0.25,74,0.5135135135135135,0.4864864864864865
0.75,TB3,AG,"(0.25,0.5]",58,0.9137931034482759,0.08620689655172409
0.75,TB3,AG,"(0.5,1]",177,0.768361581920904,0.23163841807909602
0.75,TB3,AG,"(1,2]",246,0.6097560975609756,0.3902439024390244
0.75,TB3,AG,>2,548,0.4324817518248175,0.5675182481751825
0.75,TB3,AL,<=0.25,115,0.9391304347826087,0.060869565217391286
0.75,TB3,AL,"(0.25,0.5]",156,0.8589743589743589,0.14102564102564108
0.75,TB3,AL,"(0.5,1]",267,0.7453183520599251,0.25468164794007486
0.75,TB3,AL,"(1,2]",343,0.7055393586005831,0.29446064139941686
0.75,TB3,AL,>2,447,0.4161073825503356,0.5838926174496644
0.75,TB3,AU,<=0.25,38,0.868421052631579,0.13157894736842102
0.75,TB3,AU,"(0.25,0.5]",79,0.7721518987341772,0.22784810126582278
0.75,TB3,AU,"(0.5,1]",160,0.7375,0.26249999999999996
0.75,TB3,AU,"(1,2]",295,0.6847457627118644,0.3152542372881356
0.75,TB3,AU,>2,727,0.2833562585969739,0.7166437414030261
0.75,TB3,CF,<=0.25,80,0.8375,0.16249999999999998
0.75,TB3,CF,"(0.25,0.5]",319,0.8808777429467085,0.11912225705329149
0.75,TB3,CF,"(0.5,1]",719,0.7913769123783032,0.2086230876216968
0.75,TB3,CF,"(1,2]",473,0.6511627906976745,0.34883720930232553
0.75,TB3,CF,>2,261,0.47126436781609193,0.5287356321839081
0.75,TB3,CU,<=0.25,57,0.7719298245614035,0.22807017543859653
0.75,TB3,CU,"(0.25,0.5]",113,0.7876106194690266,0.21238938053097345
0.75,TB3,CU,"(0.5,1]",203,0.7733990147783252,0.22660098522167482
0.75,TB3,CU,"(1,2]",356,0.5842696629213483,0.4157303370786517
0.75,TB3,CU,>2,497,0.3903420523138833,0.6096579476861167
0.75,TB3,I,<=0.25,71,1.0,0.0
0.75,TB3,I,"(0.25,0.5]",560,0.9553571428571429,0.044642857142857095
0.75,TB3,I,"(0.5,1]",877,0.8187001140250855,0.18129988597491453
0.75,TB3,I,"(1,2]",684,0.7149122807017544,0.2850877192982456
0.75,TB3,I,>2,275,0.4509090909090909,0.5490909090909091
0.75,TB3,M,<=0.25,118,0.940677966101695,0.05932203389830504
0.75,TB3,M,"(0.25,0.5]",432,0.9328703703703703,0.06712962962962965
0.75,TB3,M,"(0.5,1]",560,0.8857142857142857,0.11428571428571432
0.75,TB3,M,"(1,2]",473,0.7357293868921776,0.2642706131078224
0.75,TB3,M,>2,311,0.36977491961414793,0.630225080385852
0.75,TB3,MA,<=0.25,163,0.8895705521472392,0.11042944785276076
