frozen_duration_bars,reconfigured_before_resolution,first_reconfig_bar_index,bars_to_first_reconfig,episode_fraction_to_first_reconfig,first_reconfig_side,upper_inward,lower_inward,upper_non_inward,lower_non_inward,any_upper_inward,any_lower_inward,any_inward_reconfig,n_upper_pair_changes,n_lower_pair_changes,n_any_pair_change_bars,new_upper_activation_bar,new_lower_activation_bar,provenance_upper_ok,provenance_lower_ok,frozen_upper_price,frozen_lower_price,first_upper_price,first_lower_price,first_reconfig_close,symbol,decision_bar_index,resolution_bar_index,frozen_outcome,block
87,True,4695,1,0.011494252873563218,2,False,True,False,False,True,True,True,8,6,12,-1,4689,True,False,12930.0009765625,12835.0009765625,12930.0009765625,12875.0009765625,12880.0009765625,CF,4694,4781,0,TB1
17,True,4812,2,0.11764705882352941,1,True,False,False,False,True,False,True,2,0,2,4809,-1,False,True,12950.0009765625,12875.0009765625,12920.0009765625,12875.0009765625,12915.0009765625,CF,4810,4827,1,TB1
16,True,4812,1,0.0625,1,True,False,False,False,True,False,True,2,0,2,4809,-1,False,True,12950.0009765625,12875.0009765625,12920.0009765625,12875.0009765625,12915.0009765625,CF,4811,4827,1,TB1
6,True,4879,1,0.16666666666666666,1,True,False,False,False,True,False,True,1,1,2,4878,-1,False,True,12875.0009765625,12825.0009765625,12845.0009765625,12825.0009765625,12840.0009765625,CF,4878,4884,1,TB1
2,True,4959,1,0.5,1,True,False,False,False,True,False,True,1,0,1,4485,-1,False,True,12995.0009765625,12895.0009765625,12990.0009765625,12895.0009765625,12985.0009765625,CF,4958,4960,0,TB1
85,True,5502,1,0.011764705882352941,1,True,False,False,False,True,True,True,8,4,10,5493,-1,False,True,13010.0009765625,12875.0009765625,12935.0009765625,12875.0009765625,12925.0009765625,CF,5501,5586,0,TB1
27,True,5777,1,0.037037037037037035,1,True,False,False,False,True,False,True,1,0,1,5700,-1,False,True,13530.0009765625,13415.0009765625,13475.0009765625,13415.0009765625,13465.0009765625,CF,5776,5803,1,TB1
37,True,5811,1,0.02702702702702703,2,False,True,False,False,True,True,True,2,3,4,-1,5808,True,False,13465.0009765625,13385.0,13465.0009765625,13405.0009765625,13410.0009765625,CF,5810,5847,1,TB1
63,True,5866,1,0.015873015873015872,1,True,False,False,False,True,True,True,5,4,7,5862,-1,False,True,13465.0009765625,13360.0009765625,13445.0009765625,13360.0009765625,13435.0009765625,CF,5865,5928,1,TB1
8,True,5974,2,0.25,2,False,True,False,False,True,True,True,2,1,3,-1,5958,True,False,13420.0009765625,13325.0009765625,13420.0009765625,13370.0009765625,13395.0009765625,CF,5972,5980,0,TB1
7,True,5974,1,0.14285714285714285,2,False,True,False,False,True,True,True,2,1,3,-1,5958,True,False,13420.0009765625,13325.0009765625,13420.0009765625,13370.0009765625,13395.0009765625,CF,5973,5980,0,TB1
9,True,6038,1,0.1111111111111111,2,False,True,False,False,False,True,True,0,5,5,-1,6027,True,False,13430.0009765625,13380.0009765625,13430.0009765625,13395.0009765625,13405.0009765625,CF,6037,6046,1,TB1
6,True,6041,1,0.16666666666666666,2,False,True,False,False,False,True,True,0,3,3,-1,6027,True,False,13430.0009765625,13380.0009765625,13430.0009765625,13395.0009765625,13400.0009765625,CF,6040,6046,1,TB1
16,True,6161,1,0.0625,2,False,True,False,False,True,True,True,1,2,3,-1,6153,True,False,13480.0009765625,13415.0,13480.0009765625,13445.0009765625,13450.0009765625,CF,6160,6176,1,TB1
22,True,6184,1,0.045454545454545456,2,False,True,False,False,False,True,True,0,1,1,-1,6183,True,False,13450.0009765625,13370.0009765625,13450.0009765625,13400.0009765625,13415.0009765625,CF,6183,6205,0,TB1
127,True,6351,1,0.007874015748031496,2,False,True,False,False,True,True,True,13,9,18,-1,6345,True,False,13380.0009765625,13245.0009765625,13380.0009765625,13260.0009765625,13270.0009765625,CF,6350,6477,1,TB1
39,True,6433,1,0.02564102564102564,1,True,False,False,False,True,True,True,4,2,5,6390,-1,False,True,13380.0009765625,13280.0009765625,13360.0009765625,13280.0009765625,13345.0009765625,CF,6432,6471,1,TB1
73,True,6540,1,0.0136986301369863,2,False,True,False,False,True,True,True,5,6,10,-1,6498,True,False,13355.0009765625,13240.0009765625,13355.0009765625,13255.0009765625,13260.0009765625,CF,6539,6612,1,TB1
14,True,6748,1,0.07142857142857142,2,False,True,False,False,True,True,True,1,5,5,-1,6747,True,False,13310.0009765625,13245.0009765625,13310.0009765625,13260.0009765625,13270.0009765625,CF,6747,6761,1,TB1
9,True,6793,1,0.1111111111111111,1,True,False,False,False,True,False,True,2,0,2,6459,-1,False,True,13375.0009765625,13220.0009765625,13360.0009765625,13220.0009765625,13355.0009765625,CF,6792,6801,0,TB1
17,True,6834,1,0.058823529411764705,2,False,True,False,False,False,True,True,0,3,3,-1,6819,True,False,13385.0009765625,13265.0,13385.0009765625,13350.0009765625,13360.0009765625,CF,6833,6850,0,TB1
51,True,7057,1,0.0196078431372549,2,False,True,False,False,True,True,True,2,7,9,-1,7056,True,False,13595.0009765625,13490.0009765625,13595.0009765625,13530.0009765625,13540.0009765625,CF,7056,7107,1,TB2
57,True,7073,1,0.017543859649122806,2,False,True,False,False,True,True,True,4,4,8,-1,7056,True,False,13595.0009765625,13465.0009765625,13595.0009765625,13490.0009765625,13495.0009765625,CF,7072,7129,1,TB2
38,True,7092,1,0.02631578947368421,2,False,True,False,False,True,True,True,3,2,5,-1,7080,True,False,13545.0009765625,13465.0009765625,13545.0009765625,13490.0009765625,13500.0009765625,CF,7091,7129,1,TB2
12,True,7253,1,0.08333333333333333,1,True,False,False,False,True,True,True,3,1,3,7245,-1,False,True,13560.0009765625,13495.0009765625,13540.0009765625,13495.0009765625,13530.0009765625,CF,7252,7264,1,TB2
23,True,7310,1,0.043478260869565216,1,True,False,False,False,True,True,True,4,1,4,7302,-1,False,True,13555.0009765625,13485.0009765625,13525.0009765625,13485.0009765625,13520.0009765625,CF,7309,7332,0,TB2
8,True,7340,1,0.125,2,False,True,False,False,False,True,True,0,1,1,-1,7332,True,False,13560.0009765625,13495.0009765625,13560.0009765625,13515.0009765625,13525.0009765625,CF,7339,7347,0,TB2
41,True,7361,1,0.024390243902439025,1,True,False,False,False,True,True,True,7,2,8,7356,-1,False,True,13595.0009765625,13515.0009765625,13570.0009765625,13515.0009765625,13560.0009765625,CF,7360,7401,1,TB2
39,True,7363,1,0.02564102564102564,1,True,False,False,False,True,True,True,5,2,6,7356,-1,False,True,13595.0009765625,13515.0009765625,13570.0009765625,13515.0009765625,13565.0009765625,CF,7362,7401,1,TB2
13,True,7389,1,0.07692307692307693,1,True,False,False,False,True,False,True,2,0,2,7383,-1,False,True,13570.0009765625,13515.0009765625,13550.0009765625,13515.0009765625,13545.0009765625,CF,7388,7401,1,TB2
3,True,7752,2,0.6666666666666666,1,True,False,False,False,True,False,True,1,0,1,4092,-1,False,True,13675.0009765625,13635.0,13670.0009765625,13635.0,13665.0009765625,CF,7750,7753,0,TB2
2,True,7752,1,0.5,1,True,False,False,False,True,False,True,1,0,1,4092,-1,False,True,13675.0009765625,13635.0,13670.0009765625,13635.0,13665.0009765625,CF,7751,7753,0,TB2
74,True,7811,1,0.013513513513513514,1,True,False,False,False,True,True,True,8,2,9,3534,-1,False,True,13775.0009765625,13690.0009765625,13730.0009765625,13690.0009765625,13725.0009765625,CF,7810,7884,0,TB2
17,True,8342,1,0.058823529411764705,1,True,False,False,False,True,True,True,2,1,2,8337,-1,False,True,13805.0009765625,13725.0009765625,13780.0009765625,13725.0009765625,13770.0009765625,CF,8341,8358,0,TB2
36,True,8422,1,0.027777777777777776,1,True,False,False,False,True,True,True,4,1,4,8268,-1,False,True,13875.0009765625,13780.0009765625,13850.0009765625,13780.0009765625,13830.0009765625,CF,8421,8457,0,TB2
9,True,8591,2,0.2222222222222222,2,False,True,False,False,False,True,True,0,1,1,-1,8574,True,False,13915.0009765625,13865.0009765625,13915.0009765625,13870.0009765625,13875.0009765625,CF,8589,8598,0,TB2
8,True,8591,1,0.125,2,False,True,False,False,False,True,True,0,1,1,-1,8574,True,False,13915.0009765625,13865.0009765625,13915.0009765625,13870.0009765625,13875.0009765625,CF,8590,8598,0,TB2
30,True,8959,1,0.03333333333333333,2,False,True,False,False,True,True,True,3,2,5,-1,8958,True,False,14265.0009765625,14160.0009765625,14265.0009765625,14175.0009765625,14190.0009765625,CF,8958,8988,1,TB2
15,True,8971,1,0.06666666666666667,1,True,False,False,False,True,False,True,1,0,1,8970,-1,False,True,14265.0009765625,14175.0009765625,14235.0009765625,14175.0009765625,14220.0009765625,CF,8970,8985,1,TB2
147,True,9058,1,0.006802721088435374,1,True,False,False,False,True,True,True,12,9,15,9057,-1,False,True,14295.0009765625,14100.0009765625,14240.0009765625,14100.0009765625,14230.0009765625,CF,9057,9204,0,TB2
25,True,9342,1,0.04,1,True,False,False,False,True,True,True,3,2,4,9333,-1,False,True,14170.0009765625,14040.0009765625,14130.0009765625,14040.0009765625,14110.0009765625,CF,9341,9366,1,TB2
13,True,9736,1,0.07692307692307693,2,False,True,False,False,True,True,True,1,4,5,-1,9717,True,False,13685.0009765625,13640.0009765625,13685.0009765625,13645.0009765625,13665.0009765625,CF,9735,9748,0,TB2
3,True,9746,1,0.3333333333333333,2,False,True,False,False,True,True,True,1,1,2,-1,9708,True,False,13685.0009765625,13555.0009765625,13685.0009765625,13640.0009765625,13655.0009765625,CF,9745,9748,0,TB2
8,True,9833,1,0.125,2,False,True,False,False,False,True,True,0,2,2,-1,9786,True,False,13730.0009765625,13645.0009765625,13730.0009765625,13660.0009765625,13665.0009765625,CF,9832,9840,1,TB2
23,True,9887,1,0.043478260869565216,2,False,True,False,False,False,True,True,0,1,1,-1,9885,True,False,13710.0009765625,13650.0009765625,13710.0009765625,13660.0009765625,13665.0009765625,CF,9886,9909,1,TB2
15,True,9943,1,0.06666666666666667,1,True,False,False,False,True,True,True,1,1,2,9936,-1,False,True,13685.0009765625,13615.0009765625,13680.0009765625,13615.0009765625,13670.0009765625,CF,9942,9957,0,TB2
9,True,10297,1,0.1111111111111111,1,True,False,False,False,True,True,True,1,2,3,10269,-1,False,True,14160.0009765625,14085.0009765625,14135.0009765625,14085.0009765625,14110.0009765625,CF,10296,10305,1,TB2
37,True,10395,2,0.05405405405405406,2,False,True,False,False,True,True,True,2,4,5,-1,10392,True,False,14170.0009765625,14090.0009765625,14170.0009765625,14115.0009765625,14120.0009765625,CF,10393,10430,1,TB2
36,True,10395,1,0.027777777777777776,2,False,True,False,False,True,True,True,2,4,5,-1,10392,True,False,14170.0009765625,14090.0009765625,14170.0009765625,14115.0009765625,14120.0009765625,CF,10394,10430,1,TB2
11,True,10537,1,0.09090909090909091,2,False,True,False,False,True,True,True,1,4,5,-1,10506,True,False,14090.0009765625,14010.0009765625,14090.0009765625,14025.0009765625,14040.0009765625,CF,10536,10547,1,TB2
104,True,10542,1,0.009615384615384616,2,False,True,False,False,True,True,True,14,8,17,-1,10488,True,False,14090.0009765625,13945.0009765625,14090.0009765625,14010.0009765625,14015.0009765625,CF,10541,10645,0,TB2
9,True,10569,1,0.1111111111111111,1,True,False,False,False,True,False,True,5,1,6,10563,-1,False,True,14070.0009765625,13985.0009765625,14030.0009765625,13985.0009765625,14025.0009765625,CF,10568,10577,1,TB2
7,True,10571,1,0.14285714285714285,1,True,False,False,False,True,False,True,3,1,4,10563,-1,False,True,14070.0009765625,13985.0009765625,14030.0009765625,13985.0009765625,14025.0009765625,CF,10570,10577,1,TB2
15,True,10699,1,0.06666666666666667,2,False,True,False,False,False,True,True,0,4,4,-1,10695,True,False,14145.0009765625,14085.0009765625,14145.0009765625,14115.0009765625,14120.0009765625,CF,10698,10713,0,TB2
11,True,10703,1,0.09090909090909091,2,False,True,False,False,False,True,True,0,2,2,-1,10695,True,False,14145.0009765625,14085.0009765625,14145.0009765625,14115.0009765625,14120.0009765625,CF,10702,10713,0,TB2
9,True,10991,1,0.1111111111111111,2,False,True,False,False,False,True,True,0,1,1,-1,10959,True,False,14290.0009765625,14090.0009765625,14290.0009765625,14175.0009765625,14185.0009765625,CF,10990,10999,1,TB2
14,True,11041,1,0.07142857142857142,2,False,True,False,False,False,True,True,0,2,2,-1,11040,True,False,14025.0009765625,13885.0009765625,14025.0009765625,13985.0009765625,13990.0009765625,CF,11040,11054,0,TB2
11,True,11313,1,0.09090909090909091,2,False,True,False,False,True,True,True,2,1,3,-1,11304,True,False,13995.0009765625,13955.0009765625,13995.0009765625,13960.0009765625,13965.0009765625,CF,11312,11323,0,TB2
