candidate_id,symbol,touch_time,break_step,break_from,break_to,gap_minutes,reason,hour
AG:1h:1:-1:2763:2769:5,AG,2026-01-22 14:05:00,12.0,2026-01-22 14:55:00,2026-01-22 21:00:00,365.0,日盘与夜盘之间,14
AG:1h:1:1:2877:2883:4,AG,2026-02-05 01:40:00,11.0,2026-02-05 02:25:00,2026-02-05 09:00:00,395.0,夜盘正常结束,1
AG:1h:1:1:2877:2883:5,AG,2026-02-05 09:25:00,11.0,2026-02-05 10:10:00,2026-02-05 10:30:00,20.0,正常午间休市,9
AG:1h:1:1:2877:2883:6,AG,2026-02-05 10:00:00,4.0,2026-02-05 10:10:00,2026-02-05 10:30:00,20.0,正常午间休市,10
AG:1h:1:-1:2884:2891:1,AG,2026-02-26 02:25:00,2.0,2026-02-26 02:25:00,2026-02-26 09:00:00,395.0,夜盘正常结束,2
AG:1h:1:1:2907:2912:3,AG,2026-02-13 01:35:00,12.0,2026-02-13 02:25:00,2026-02-13 09:00:00,395.0,夜盘正常结束,1
AG:1h:1:1:2907:2912:4,AG,2026-02-13 01:45:00,10.0,2026-02-13 02:25:00,2026-02-13 09:00:00,395.0,夜盘正常结束,1
AG:1h:1:1:2931:2939:1,AG,2026-02-12 09:20:00,12.0,2026-02-12 10:10:00,2026-02-12 10:30:00,20.0,正常午间休市,9
AG:1h:1:-1:3016:3019:1,AG,2026-03-10 09:20:00,12.0,2026-03-10 10:10:00,2026-03-10 10:30:00,20.0,正常午间休市,9
AG:1h:1:-1:3016:3019:3,AG,2026-03-11 10:50:00,9.0,2026-03-11 11:25:00,2026-03-11 13:30:00,125.0,正常午间休市,10
AG:1h:1:-1:3016:3019:4,AG,2026-03-11 11:20:00,3.0,2026-03-11 11:25:00,2026-03-11 13:30:00,125.0,正常午间休市,11
AG:1h:1:1:3066:3071:5,AG,2026-03-12 01:40:00,11.0,2026-03-12 02:25:00,2026-03-12 09:00:00,395.0,夜盘正常结束,1
AG:1h:1:1:3066:3071:6,AG,2026-03-12 09:30:00,10.0,2026-03-12 10:10:00,2026-03-12 10:30:00,20.0,正常午间休市,9
AG:1h:1:1:3066:3071:7,AG,2026-03-12 10:45:00,10.0,2026-03-12 11:25:00,2026-03-12 13:30:00,125.0,正常午间休市,10
AG:1h:1:1:3066:3071:11,AG,2026-03-13 02:15:00,4.0,2026-03-13 02:25:00,2026-03-13 09:00:00,395.0,夜盘正常结束,2
AG:1h:1:1:3066:3071:12,AG,2026-03-13 09:45:00,7.0,2026-03-13 10:10:00,2026-03-13 10:30:00,20.0,正常午间休市,9
AG:1h:1:1:3066:3071:13,AG,2026-03-13 10:40:00,11.0,2026-03-13 11:25:00,2026-03-13 13:30:00,125.0,正常午间休市,10
AG:1h:1:1:3184:3192:6,AG,2026-06-06 01:45:00,10.0,2026-06-06 02:25:00,2026-06-08 09:00:00,3275.0,节假日或周末,1
AG:1h:1:1:3230:3236:1,AG,2026-03-31 10:50:00,9.0,2026-03-31 11:25:00,2026-03-31 13:30:00,125.0,正常午间休市,10
AG:1h:1:1:3230:3236:3,AG,2026-03-31 14:15:00,10.0,2026-03-31 14:55:00,2026-03-31 21:00:00,365.0,日盘与夜盘之间,14
AG:1h:1:1:3230:3236:4,AG,2026-04-02 09:35:00,9.0,2026-04-02 10:10:00,2026-04-02 10:30:00,20.0,正常午间休市,9
AG:1h:1:1:3230:3236:5,AG,2026-04-02 10:15:00,1.0,2026-04-02 10:10:00,2026-04-02 10:30:00,20.0,正常午间休市,10
AG:1h:1:-1:3254:3258:2,AG,2026-04-08 09:50:00,6.0,2026-04-08 10:10:00,2026-04-08 10:30:00,20.0,正常午间休市,9
AG:1h:1:1:3280:3285:6,AG,2026-04-30 01:50:00,9.0,2026-04-30 02:25:00,2026-04-30 09:00:00,395.0,夜盘正常结束,1
AG:1h:1:1:3280:3285:7,AG,2026-05-28 11:20:00,3.0,2026-05-28 11:25:00,2026-05-28 13:30:00,125.0,正常午间休市,11
AG:1h:1:1:3280:3285:8,AG,2026-06-04 09:55:00,5.0,2026-06-04 10:10:00,2026-06-04 10:30:00,20.0,正常午间休市,9
AG:1h:1:1:3280:3285:9,AG,2026-06-04 14:45:00,4.0,2026-06-04 14:55:00,2026-06-04 21:00:00,365.0,日盘与夜盘之间,14
AG:1h:1:1:3308:3317:4,AG,2026-04-13 09:35:00,9.0,2026-04-13 10:10:00,2026-04-13 10:30:00,20.0,正常午间休市,9
AG:1h:1:1:3323:3330:1,AG,2026-04-24 14:50:00,3.0,2026-04-24 14:55:00,2026-04-24 21:00:00,365.0,日盘与夜盘之间,14
AG:1h:1:1:3323:3330:2,AG,2026-04-28 10:05:00,3.0,2026-04-28 10:10:00,2026-04-28 10:30:00,20.0,正常午间休市,10
AG:1h:1:1:3323:3330:3,AG,2026-04-28 10:45:00,10.0,2026-04-28 11:25:00,2026-04-28 13:30:00,125.0,正常午间休市,10
AG:1h:0:1:3263:3333:6,AG,2026-05-20 10:35:00,12.0,2026-05-20 11:25:00,2026-05-20 13:30:00,125.0,正常午间休市,10
AG:1h:0:1:3263:3333:7,AG,2026-05-20 11:10:00,5.0,2026-05-20 11:25:00,2026-05-20 13:30:00,125.0,正常午间休市,11
AG:1h:0:1:3263:3333:8,AG,2026-05-28 09:25:00,11.0,2026-05-28 10:10:00,2026-05-28 10:30:00,20.0,正常午间休市,9
AG:1h:0:1:3263:3333:14,AG,2026-06-04 09:45:00,7.0,2026-06-04 10:10:00,2026-06-04 10:30:00,20.0,正常午间休市,9
AG:1h:0:1:3263:3333:15,AG,2026-06-04 11:15:00,4.0,2026-06-04 11:25:00,2026-06-04 13:30:00,125.0,正常午间休市,11
AG:1h:1:1:3362:3367:1,AG,2026-04-21 11:20:00,3.0,2026-04-21 11:25:00,2026-04-21 13:30:00,125.0,正常午间休市,11
AG:1h:1:1:3362:3367:2,AG,2026-04-21 14:05:00,12.0,2026-04-21 14:55:00,2026-04-21 21:00:00,365.0,日盘与夜盘之间,14
AG:1h:1:1:3362:3367:3,AG,2026-04-21 14:20:00,9.0,2026-04-21 14:55:00,2026-04-21 21:00:00,365.0,日盘与夜盘之间,14
AG:1h:1:-1:3424:3442:1,AG,2026-05-06 11:05:00,6.0,2026-05-06 11:25:00,2026-05-06 13:30:00,125.0,正常午间休市,11
AG:1h:1:-1:3453:3455:1,AG,2026-04-30 15:00:00,1.0,2026-04-30 14:55:00,2026-05-06 09:00:00,8285.0,节假日或周末,15
AG:1h:1:1:3460:3466:1,AG,2026-05-28 09:55:00,5.0,2026-05-28 10:10:00,2026-05-28 10:30:00,20.0,正常午间休市,9
AG:1h:1:1:3460:3466:2,AG,2026-05-28 10:50:00,9.0,2026-05-28 11:25:00,2026-05-28 13:30:00,125.0,正常午间休市,10
AG:1h:1:1:3460:3466:3,AG,2026-05-28 11:00:00,7.0,2026-05-28 11:25:00,2026-05-28 13:30:00,125.0,正常午间休市,11
AG:1h:1:1:3460:3466:4,AG,2026-05-28 11:15:00,4.0,2026-05-28 11:25:00,2026-05-28 13:30:00,125.0,正常午间休市,11
AG:1h:1:1:3499:3504:1,AG,2026-05-15 09:30:00,10.0,2026-05-15 10:10:00,2026-05-15 10:30:00,20.0,正常午间休市,9
AG:1h:1:1:3499:3504:2,AG,2026-05-15 09:55:00,5.0,2026-05-15 10:10:00,2026-05-15 10:30:00,20.0,正常午间休市,9
AG:1h:1:1:3499:3504:3,AG,2026-05-15 11:25:00,2.0,2026-05-15 11:25:00,2026-05-15 13:30:00,125.0,正常午间休市,11
AG:1h:0:1:3460:3504:1,AG,2026-05-28 09:55:00,5.0,2026-05-28 10:10:00,2026-05-28 10:30:00,20.0,正常午间休市,9
AG:1h:0:1:3460:3504:2,AG,2026-05-28 10:50:00,9.0,2026-05-28 11:25:00,2026-05-28 13:30:00,125.0,正常午间休市,10
AG:1h:0:1:3460:3504:3,AG,2026-05-28 11:00:00,7.0,2026-05-28 11:25:00,2026-05-28 13:30:00,125.0,正常午间休市,11
AG:1h:0:1:3460:3504:4,AG,2026-05-28 11:15:00,4.0,2026-05-28 11:25:00,2026-05-28 13:30:00,125.0,正常午间休市,11
AG:1h:1:1:3604:3609:1,AG,2026-05-26 09:40:00,8.0,2026-05-26 10:10:00,2026-05-26 10:30:00,20.0,正常午间休市,9
AG:1h:1:1:3604:3609:3,AG,2026-05-26 14:15:00,10.0,2026-05-26 14:55:00,2026-05-26 21:00:00,365.0,日盘与夜盘之间,14
AG:1h:1:1:3604:3609:4,AG,2026-05-26 14:30:00,7.0,2026-05-26 14:55:00,2026-05-26 21:00:00,365.0,日盘与夜盘之间,14
AG:1h:1:1:3645:3650:7,AG,2026-06-04 09:45:00,7.0,2026-06-04 10:10:00,2026-06-04 10:30:00,20.0,正常午间休市,9
AG:1h:1:1:3645:3650:8,AG,2026-06-04 11:20:00,3.0,2026-06-04 11:25:00,2026-06-04 13:30:00,125.0,正常午间休市,11
AG:1h:1:-1:3746:3753:2,AG,2026-06-11 14:20:00,9.0,2026-06-11 14:55:00,2026-06-11 21:00:00,365.0,日盘与夜盘之间,14
AG:1h:1:-1:3746:3753:3,AG,2026-06-11 14:40:00,5.0,2026-06-11 14:55:00,2026-06-11 21:00:00,365.0,日盘与夜盘之间,14
AG:1h:1:1:3753:3762:1,AG,2026-06-23 09:40:00,8.0,2026-06-23 10:10:00,2026-06-23 10:30:00,20.0,正常午间休市,9
AG:1h:1:1:3801:3805:1,AG,2026-06-18 02:05:00,6.0,2026-06-18 02:25:00,2026-06-18 09:00:00,395.0,夜盘正常结束,2
AG:1h:1:1:3801:3805:2,AG,2026-06-18 02:20:00,3.0,2026-06-18 02:25:00,2026-06-18 09:00:00,395.0,夜盘正常结束,2
AG:1h:1:-1:3805:3806:7,AG,2026-08-26 10:35:00,12.0,2026-08-26 11:25:00,2026-08-26 13:30:00,125.0,正常午间休市,10
AG:1h:1:-1:3805:3806:8,AG,2026-08-27 09:45:00,7.0,2026-08-27 10:10:00,2026-08-27 10:30:00,20.0,正常午间休市,9
AG:1h:1:-1:3805:3806:12,AG,2026-08-28 14:50:00,3.0,2026-08-28 14:55:00,2026-08-28 21:00:00,365.0,日盘与夜盘之间,14
AG:1h:0:-1:3805:3826:7,AG,2026-08-26 10:35:00,12.0,2026-08-26 11:25:00,2026-08-26 13:30:00,125.0,正常午间休市,10
AG:1h:0:-1:3805:3826:8,AG,2026-08-27 09:45:00,7.0,2026-08-27 10:10:00,2026-08-27 10:30:00,20.0,正常午间休市,9
AG:1h:0:-1:3805:3826:12,AG,2026-08-28 14:50:00,3.0,2026-08-28 14:55:00,2026-08-28 21:00:00,365.0,日盘与夜盘之间,14
AG:1h:1:1:3857:3863:2,AG,2026-06-30 09:45:00,7.0,2026-06-30 10:10:00,2026-06-30 10:30:00,20.0,正常午间休市,9
AG:1h:1:1:3857:3863:3,AG,2026-06-30 10:15:00,1.0,2026-06-30 10:10:00,2026-06-30 10:30:00,20.0,正常午间休市,10
AG:1h:1:1:3857:3863:7,AG,2026-07-14 09:40:00,8.0,2026-07-14 10:10:00,2026-07-14 10:30:00,20.0,正常午间休市,9
AG:1h:1:1:3857:3863:9,AG,2026-07-16 09:20:00,12.0,2026-07-16 10:10:00,2026-07-16 10:30:00,20.0,正常午间休市,9
AG:1h:1:1:3857:3863:10,AG,2026-07-16 14:20:00,9.0,2026-07-16 14:55:00,2026-07-16 21:00:00,365.0,日盘与夜盘之间,14
AG:1h:1:1:3878:3884:1,AG,2026-07-01 09:55:00,5.0,2026-07-01 10:10:00,2026-07-01 10:30:00,20.0,正常午间休市,9
AG:1h:1:1:3878:3884:2,AG,2026-07-01 10:10:00,2.0,2026-07-01 10:10:00,2026-07-01 10:30:00,20.0,正常午间休市,10
AG:1h:1:1:3878:3884:4,AG,2026-07-01 14:10:00,11.0,2026-07-01 14:55:00,2026-07-01 21:00:00,365.0,日盘与夜盘之间,14
AG:1h:1:1:3903:3905:2,AG,2026-07-08 09:35:00,9.0,2026-07-08 10:10:00,2026-07-08 10:30:00,20.0,正常午间休市,9
AG:1h:1:1:3903:3905:3,AG,2026-07-08 10:15:00,1.0,2026-07-08 10:10:00,2026-07-08 10:30:00,20.0,正常午间休市,10
AG:1h:1:1:3909:3911:2,AG,2026-07-07 11:25:00,2.0,2026-07-07 11:25:00,2026-07-07 13:30:00,125.0,正常午间休市,11
AG:1h:1:-1:3932:3933:1,AG,2026-08-05 14:45:00,4.0,2026-08-05 14:55:00,2026-08-05 21:00:00,365.0,日盘与夜盘之间,14
AG:1h:1:-1:3938:3949:2,AG,2026-08-05 11:15:00,4.0,2026-08-05 11:25:00,2026-08-05 13:30:00,125.0,正常午间休市,11
AG:1h:1:-1:4009:4015:1,AG,2026-07-21 10:40:00,11.0,2026-07-21 11:25:00,2026-07-21 13:30:00,125.0,正常午间休市,10
AG:1h:1:1:4197:4208:2,AG,2026-08-14 09:40:00,8.0,2026-08-14 10:10:00,2026-08-14 10:30:00,20.0,正常午间休市,9
AG:1h:1:1:4197:4208:3,AG,2026-08-14 10:35:00,12.0,2026-08-14 11:25:00,2026-08-14 13:30:00,125.0,正常午间休市,10
AG:1h:1:1:4197:4208:4,AG,2026-08-14 11:00:00,7.0,2026-08-14 11:25:00,2026-08-14 13:30:00,125.0,正常午间休市,11
AG:1h:1:1:4197:4208:7,AG,2026-08-19 09:30:00,10.0,2026-08-19 10:10:00,2026-08-19 10:30:00,20.0,正常午间休市,9
AG:1h:1:1:4215:4219:1,AG,2026-08-12 10:35:00,12.0,2026-08-12 11:25:00,2026-08-12 13:30:00,125.0,正常午间休市,10
AG:1h:1:1:4215:4219:3,AG,2026-08-13 10:35:00,12.0,2026-08-13 11:25:00,2026-08-13 13:30:00,125.0,正常午间休市,10
AG:1h:1:1:4257:4259:1,AG,2026-08-18 09:50:00,6.0,2026-08-18 10:10:00,2026-08-18 10:30:00,20.0,正常午间休市,9
AG:1h:1:-1:4259:4268:2,AG,2026-08-20 09:40:00,8.0,2026-08-20 10:10:00,2026-08-20 10:30:00,20.0,正常午间休市,9
AG:1h:1:-1:4312:4319:1,AG,2026-08-26 09:55:00,5.0,2026-08-26 10:10:00,2026-08-26 10:30:00,20.0,正常午间休市,9
AG:1h:1:-1:4312:4319:5,AG,2026-08-28 10:10:00,2.0,2026-08-28 10:10:00,2026-08-28 10:30:00,20.0,正常午间休市,10
AG:1h:1:-1:4312:4319:6,AG,2026-08-28 10:35:00,12.0,2026-08-28 11:25:00,2026-08-28 13:30:00,125.0,正常午间休市,10
AG:1h:1:-1:4312:4319:8,AG,2026-08-28 14:10:00,11.0,2026-08-28 14:55:00,2026-08-28 21:00:00,365.0,日盘与夜盘之间,14
CU:5m:1:1:83:88:1,CU,2025-01-03 11:25:00,2.0,2025-01-03 11:25:00,2025-01-03 13:30:00,125.0,正常午间休市,11
CU:5m:1:1:103:108:1,CU,2025-01-03 11:15:00,4.0,2025-01-03 11:25:00,2025-01-03 13:30:00,125.0,正常午间休市,11
CU:5m:1:1:162:188:1,CU,2025-01-06 14:25:00,8.0,2025-01-06 14:55:00,2025-01-06 21:00:00,365.0,日盘与夜盘之间,14
CU:5m:1:-1:244:246:2,CU,2025-01-07 00:30:00,7.0,2025-01-07 00:55:00,2025-01-07 09:00:00,485.0,夜盘正常结束,0
CU:5m:1:-1:288:294:2,CU,2025-01-07 14:30:00,7.0,2025-01-07 14:55:00,2025-01-07 21:00:00,365.0,日盘与夜盘之间,14
CU:5m:1:1:311:322:1,CU,2025-01-08 11:30:00,1.0,2025-01-08 11:25:00,2025-01-08 13:30:00,125.0,正常午间休市,11
CU:5m:1:-1:380:397:1,CU,2025-01-08 14:45:00,4.0,2025-01-08 14:55:00,2025-01-08 21:00:00,365.0,日盘与夜盘之间,14
CU:5m:1:-1:380:397:2,CU,2025-01-08 15:00:00,1.0,2025-01-08 14:55:00,2025-01-08 21:00:00,365.0,日盘与夜盘之间,15
CU:5m:1:1:556:558:1,CU,2025-01-10 10:05:00,3.0,2025-01-10 10:10:00,2025-01-10 10:30:00,20.0,正常午间休市,10
CU:5m:1:1:610:615:5,CU,2025-01-23 10:05:00,3.0,2025-01-23 10:10:00,2025-01-23 10:30:00,20.0,正常午间休市,10
CU:5m:1:1:610:615:6,CU,2025-01-23 10:40:00,11.0,2025-01-23 11:25:00,2025-01-23 13:30:00,125.0,正常午间休市,10
CU:5m:1:1:748:754:3,CU,2025-01-15 10:45:00,10.0,2025-01-15 11:25:00,2025-01-15 13:30:00,125.0,正常午间休市,10
CU:5m:1:1:802:809:1,CU,2025-01-15 10:40:00,11.0,2025-01-15 11:25:00,2025-01-15 13:30:00,125.0,正常午间休市,10
CU:5m:0:1:702:824:1,CU,2025-01-15 11:30:00,1.0,2025-01-15 11:25:00,2025-01-15 13:30:00,125.0,正常午间休市,11
CU:5m:1:1:872:883:1,CU,2025-01-23 10:05:00,3.0,2025-01-23 10:10:00,2025-01-23 10:30:00,20.0,正常午间休市,10
CU:5m:0:1:872:893:1,CU,2025-01-23 10:05:00,3.0,2025-01-23 10:10:00,2025-01-23 10:30:00,20.0,正常午间休市,10
CU:5m:1:-1:955:959:1,CU,2025-01-16 14:35:00,6.0,2025-01-16 14:55:00,2025-01-16 21:00:00,365.0,日盘与夜盘之间,14
CU:5m:1:1:986:996:1,CU,2025-01-17 00:45:00,4.0,2025-01-17 00:55:00,2025-01-17 09:00:00,485.0,夜盘正常结束,0
CU:5m:1:1:986:996:2,CU,2025-01-17 01:00:00,1.0,2025-01-17 00:55:00,2025-01-17 09:00:00,485.0,夜盘正常结束,1
CU:5m:1:1:986:996:3,CU,2025-01-17 09:40:00,8.0,2025-01-17 10:10:00,2025-01-17 10:30:00,20.0,正常午间休市,9
CU:5m:1:-1:1067:1068:2,CU,2025-02-06 14:35:00,6.0,2025-02-06 14:55:00,2025-02-06 21:00:00,365.0,日盘与夜盘之间,14
CU:5m:1:-1:1067:1068:3,CU,2025-02-07 09:50:00,6.0,2025-02-07 10:10:00,2025-02-07 10:30:00,20.0,正常午间休市,9
CU:5m:1:1:1162:1166:5,CU,2025-01-23 00:20:00,9.0,2025-01-23 00:55:00,2025-01-23 09:00:00,485.0,夜盘正常结束,0
CU:5m:1:1:1174:1180:3,CU,2025-01-21 09:25:00,11.0,2025-01-21 10:10:00,2025-01-21 10:30:00,20.0,正常午间休市,9
CU:5m:1:1:1174:1180:4,CU,2025-01-21 10:45:00,10.0,2025-01-21 11:25:00,2025-01-21 13:30:00,125.0,正常午间休市,10
CU:5m:1:1:1174:1180:6,CU,2025-01-21 15:00:00,1.0,2025-01-21 14:55:00,2025-01-21 21:00:00,365.0,日盘与夜盘之间,15
CU:5m:1:-1:1206:1209:1,CU,2025-01-21 09:20:00,12.0,2025-01-21 10:10:00,2025-01-21 10:30:00,20.0,正常午间休市,9
CU:5m:1:-1:1206:1209:2,CU,2025-01-21 09:30:00,10.0,2025-01-21 10:10:00,2025-01-21 10:30:00,20.0,正常午间休市,9
CU:5m:1:-1:1206:1209:3,CU,2025-01-21 09:50:00,6.0,2025-01-21 10:10:00,2025-01-21 10:30:00,20.0,正常午间休市,9
CU:5m:1:-1:1206:1209:4,CU,2025-01-21 10:05:00,3.0,2025-01-21 10:10:00,2025-01-21 10:30:00,20.0,正常午间休市,10
CU:5m:0:1:1236:1241:1,CU,2025-01-21 15:00:00,1.0,2025-01-21 14:55:00,2025-01-21 21:00:00,365.0,日盘与夜盘之间,15
CU:5m:1:-1:1241:1254:1,CU,2025-01-24 14:35:00,6.0,2025-01-24 14:55:00,2025-01-24 21:00:00,365.0,日盘与夜盘之间,14
CU:5m:1:1:1265:1282:1,CU,2025-01-23 00:20:00,9.0,2025-01-23 00:55:00,2025-01-23 09:00:00,485.0,夜盘正常结束,0
CU:5m:1:-1:1329:1339:1,CU,2025-01-22 14:45:00,4.0,2025-01-22 14:55:00,2025-01-22 21:00:00,365.0,日盘与夜盘之间,14
CU:5m:1:-1:1329:1339:5,CU,2025-01-24 10:50:00,9.0,2025-01-24 11:25:00,2025-01-24 13:30:00,125.0,正常午间休市,10
CU:5m:1:-1:1329:1339:6,CU,2025-01-24 11:00:00,7.0,2025-01-24 11:25:00,2025-01-24 13:30:00,125.0,正常午间休市,11
CU:5m:1:-1:1359:1365:1,CU,2025-01-24 10:50:00,9.0,2025-01-24 11:25:00,2025-01-24 13:30:00,125.0,正常午间休市,10
CU:5m:1:-1:1359:1365:2,CU,2025-01-24 11:00:00,7.0,2025-01-24 11:25:00,2025-01-24 13:30:00,125.0,正常午间休市,11
CU:5m:1:-1:1389:1397:1,CU,2025-01-24 00:50:00,3.0,2025-01-24 00:55:00,2025-01-24 09:00:00,485.0,夜盘正常结束,0
CU:5m:1:-1:1389:1397:3,CU,2025-01-24 10:05:00,3.0,2025-01-24 10:10:00,2025-01-24 10:30:00,20.0,正常午间休市,10
CU:5m:1:-1:1389:1397:4,CU,2025-01-24 10:35:00,12.0,2025-01-24 11:25:00,2025-01-24 13:30:00,125.0,正常午间休市,10
CU:5m:0:-1:1306:1397:1,CU,2025-01-24 14:10:00,11.0,2025-01-24 14:55:00,2025-01-24 21:00:00,365.0,日盘与夜盘之间,14
CU:5m:1:1:1450:1458:2,CU,2025-02-05 10:40:00,11.0,2025-02-05 11:25:00,2025-02-05 13:30:00,125.0,正常午间休市,10
CU:5m:1:1:1450:1458:3,CU,2025-02-05 11:10:00,5.0,2025-02-05 11:25:00,2025-02-05 13:30:00,125.0,正常午间休市,11
CU:5m:1:1:1466:1476:1,CU,2025-01-24 00:15:00,10.0,2025-01-24 00:55:00,2025-01-24 09:00:00,485.0,夜盘正常结束,0
CU:5m:1:1:1466:1476:2,CU,2025-01-24 09:30:00,10.0,2025-01-24 10:10:00,2025-01-24 10:30:00,20.0,正常午间休市,9
CU:5m:1:-1:1585:1592:1,CU,2025-01-27 10:35:00,12.0,2025-01-27 11:25:00,2025-01-27 13:30:00,125.0,正常午间休市,10
CU:5m:1:-1:1614:1626:1,CU,2025-02-06 00:50:00,3.0,2025-02-06 00:55:00,2025-02-06 09:00:00,485.0,夜盘正常结束,0
CU:5m:1:-1:1635:1642:1,CU,2025-02-05 11:30:00,1.0,2025-02-05 11:25:00,2025-02-05 13:30:00,125.0,正常午间休市,11
CU:5m:1:-1:1635:1642:2,CU,2025-02-05 14:35:00,6.0,2025-02-05 14:55:00,2025-02-05 21:00:00,365.0,日盘与夜盘之间,14
CU:5m:1:-1:1635:1642:3,CU,2025-02-05 14:50:00,3.0,2025-02-05 14:55:00,2025-02-05 21:00:00,365.0,日盘与夜盘之间,14
CU:5m:1:-1:1635:1642:4,CU,2025-02-06 00:05:00,12.0,2025-02-06 00:55:00,2025-02-06 09:00:00,485.0,夜盘正常结束,0
CU:5m:1:-1:1635:1642:5,CU,2025-02-06 00:30:00,7.0,2025-02-06 00:55:00,2025-02-06 09:00:00,485.0,夜盘正常结束,0
CU:5m:1:-1:1665:1671:1,CU,2025-02-06 00:05:00,12.0,2025-02-06 00:55:00,2025-02-06 09:00:00,485.0,夜盘正常结束,0
CU:5m:1:1:1695:1705:1,CU,2025-02-06 00:20:00,9.0,2025-02-06 00:55:00,2025-02-06 09:00:00,485.0,夜盘正常结束,0
CU:5m:1:-1:1758:1764:1,CU,2025-02-07 09:45:00,7.0,2025-02-07 10:10:00,2025-02-07 10:30:00,20.0,正常午间休市,9
CU:5m:1:1:1864:1865:2,CU,2025-02-08 00:05:00,12.0,2025-02-08 00:55:00,2025-02-10 09:00:00,3365.0,节假日或周末,0
CU:5m:1:1:1864:1865:3,CU,2025-02-08 00:20:00,9.0,2025-02-08 00:55:00,2025-02-10 09:00:00,3365.0,节假日或周末,0
CU:5m:1:1:1864:1865:4,CU,2025-02-08 00:30:00,7.0,2025-02-08 00:55:00,2025-02-10 09:00:00,3365.0,节假日或周末,0
CU:5m:1:-1:1906:1913:1,CU,2025-02-11 00:40:00,5.0,2025-02-11 00:55:00,2025-02-11 09:00:00,485.0,夜盘正常结束,0
CU:5m:1:-1:1906:1913:3,CU,2025-02-13 14:15:00,10.0,2025-02-13 14:55:00,2025-02-13 21:00:00,365.0,日盘与夜盘之间,14
CU:5m:1:1:1938:1947:1,CU,2025-02-11 10:35:00,12.0,2025-02-11 11:25:00,2025-02-11 13:30:00,125.0,正常午间休市,10
CU:5m:1:1:1962:1979:1,CU,2025-02-11 00:55:00,2.0,2025-02-11 00:55:00,2025-02-11 09:00:00,485.0,夜盘正常结束,0
CU:5m:1:1:1962:1979:2,CU,2025-02-11 09:20:00,12.0,2025-02-11 10:10:00,2025-02-11 10:30:00,20.0,正常午间休市,9
CU:5m:1:-1:1993:1998:2,CU,2025-02-13 00:55:00,2.0,2025-02-13 00:55:00,2025-02-13 09:00:00,485.0,夜盘正常结束,0
CU:5m:0:-1:1993:2043:1,CU,2025-02-13 00:55:00,2.0,2025-02-13 00:55:00,2025-02-13 09:00:00,485.0,夜盘正常结束,0
CU:5m:1:1:2052:2069:1,CU,2025-02-18 09:50:00,6.0,2025-02-18 10:10:00,2025-02-18 10:30:00,20.0,正常午间休市,9
CU:5m:1:1:2052:2069:2,CU,2025-02-26 00:35:00,6.0,2025-02-26 00:55:00,2025-02-26 09:00:00,485.0,夜盘正常结束,0
CU:5m:1:1:2092:2103:4,CU,2025-02-18 09:30:00,10.0,2025-02-18 10:10:00,2025-02-18 10:30:00,20.0,正常午间休市,9
CU:5m:1:1:2128:2132:1,CU,2025-02-17 14:30:00,7.0,2025-02-17 14:55:00,2025-02-17 21:00:00,365.0,日盘与夜盘之间,14
CU:5m:1:1:2176:2181:1,CU,2025-02-13 09:25:00,11.0,2025-02-13 10:10:00,2025-02-13 10:30:00,20.0,正常午间休市,9
CU:5m:0:1:2044:2184:1,CU,2025-02-18 09:35:00,9.0,2025-02-18 10:10:00,2025-02-18 10:30:00,20.0,正常午间休市,9
CU:5m:0:1:2044:2184:2,CU,2025-02-18 09:50:00,6.0,2025-02-18 10:10:00,2025-02-18 10:30:00,20.0,正常午间休市,9
CU:5m:0:1:2044:2184:4,CU,2025-02-26 00:35:00,6.0,2025-02-26 00:55:00,2025-02-26 09:00:00,485.0,夜盘正常结束,0
CU:5m:0:1:2044:2184:7,CU,2025-03-05 00:10:00,11.0,2025-03-05 00:55:00,2025-03-05 09:00:00,485.0,夜盘正常结束,0
CU:5m:1:-1:2197:2200:1,CU,2025-02-13 11:00:00,7.0,2025-02-13 11:25:00,2025-02-13 13:30:00,125.0,正常午间休市,11
CU:5m:1:-1:2197:2200:2,CU,2025-02-13 11:15:00,4.0,2025-02-13 11:25:00,2025-02-13 13:30:00,125.0,正常午间休市,11
CU:5m:1:-1:2323:2333:1,CU,2025-03-06 09:20:00,12.0,2025-03-06 10:10:00,2025-03-06 10:30:00,20.0,正常午间休市,9
CU:5m:0:-1:2323:2352:1,CU,2025-03-06 09:20:00,12.0,2025-03-06 10:10:00,2025-03-06 10:30:00,20.0,正常午间休市,9
CU:5m:1:1:2370:2373:1,CU,2025-02-17 09:40:00,8.0,2025-02-17 10:10:00,2025-02-17 10:30:00,20.0,正常午间休市,9
CU:5m:1:-1:2414:2415:2,CU,2025-02-19 00:20:00,9.0,2025-02-19 00:55:00,2025-02-19 09:00:00,485.0,夜盘正常结束,0
CU:5m:1:-1:2451:2460:1,CU,2025-02-18 00:55:00,2.0,2025-02-18 00:55:00,2025-02-18 09:00:00,485.0,夜盘正常结束,0
CU:5m:0:-1:2423:2472:4,CU,2025-02-19 00:05:00,12.0,2025-02-19 00:55:00,2025-02-19 09:00:00,485.0,夜盘正常结束,0
CU:5m:1:1:2536:2545:1,CU,2025-02-19 11:20:00,3.0,2025-02-19 11:25:00,2025-02-19 13:30:00,125.0,正常午间休市,11
