symbol,source_tf,direction,policy,stop_atr,target_r,horizon,n,n_weighted,n_result,mean_R,mean_R_event,median_R,positive_R_rate,p10_R,p90_R,target_hit_rate,stop_hit_rate,timeout_rate,both_hit_rate,gap_stop_rate,gap_target_rate
ALL,5m,follow,conservative,1.25,2.5,12,6736,4565.4497,6736,-0.002991,0.002157,-1.0,0.40291,-1.0,2.5,0.109264,0.508759,0.380493,0.001485,0.000148,0.000742
ALL,15m,follow,conservative,1.25,2.5,12,3169,1881.513,3169,0.033522,0.014038,-0.956435,0.414011,-1.0,2.299613,0.098454,0.497949,0.40202,0.001578,0.000316,0.001262
ALL,1h,follow,conservative,1.25,2.5,12,1309,834.0373,1309,-0.027831,-0.006397,-0.73035,0.399542,-1.0,2.098436,0.097785,0.488159,0.412529,0.001528,0.0,0.0
ALL,5m,follow,conservative,1.25,3.0,12,6736,4565.4497,6736,0.002758,0.010393,-1.0,0.400089,-1.0,2.010975,0.071704,0.510986,0.416122,0.001188,0.000148,0.000148
ALL,15m,follow,conservative,1.25,3.0,12,3169,1881.513,3169,0.037297,0.023917,-0.98108,0.413064,-1.0,1.876347,0.061218,0.498264,0.43894,0.001578,0.000316,0.0
ALL,1h,follow,conservative,1.25,3.0,12,1309,834.0373,1309,-0.019653,0.006537,-0.740203,0.398014,-1.0,1.913606,0.064935,0.489687,0.44385,0.001528,0.0,0.0
ALL,5m,follow,conservative,1.5,1.0,12,6736,4565.4497,6736,0.000378,0.007412,0.049292,0.502672,-1.0,1.0,0.402167,0.404246,0.192993,0.000594,0.001188,0.000297
ALL,15m,follow,conservative,1.5,1.0,12,3169,1881.513,3169,0.021633,0.011195,0.042039,0.503629,-1.0,1.0,0.398864,0.395708,0.204165,0.001262,0.001893,0.0
ALL,1h,follow,conservative,1.5,1.0,12,1309,834.0373,1309,-0.029566,-0.006059,0.0,0.484339,-1.0,1.0,0.381971,0.391138,0.224599,0.002292,0.001528,0.0
ALL,5m,follow,conservative,1.5,1.5,12,6736,4565.4497,6736,-0.005885,0.002086,-0.206326,0.450267,-1.0,1.5,0.232037,0.432452,0.335214,0.000297,0.001188,0.000594
ALL,15m,follow,conservative,1.5,1.5,12,3169,1881.513,3169,0.02022,0.00963,-0.170465,0.455664,-1.0,1.5,0.22657,0.420322,0.353108,0.0,0.002209,0.000316
ALL,1h,follow,conservative,1.5,1.5,12,1309,834.0373,1309,-0.063074,-0.033914,-0.184259,0.431627,-1.0,1.5,0.200153,0.419404,0.380443,0.0,0.001528,0.0
ALL,5m,follow,conservative,1.5,2.0,12,6736,4565.4497,6736,-0.005427,0.003139,-0.257424,0.438094,-1.0,2.0,0.128414,0.437203,0.434086,0.000297,0.001188,0.000445
ALL,15m,follow,conservative,1.5,2.0,12,3169,1881.513,3169,0.030045,0.018025,-0.21416,0.44746,-1.0,2.0,0.121174,0.424109,0.454718,0.0,0.002209,0.000631
ALL,1h,follow,conservative,1.5,2.0,12,1309,834.0373,1309,-0.045068,-0.014761,-0.205132,0.425516,-1.0,2.0,0.113827,0.42246,0.463713,0.0,0.001528,0.0
ALL,5m,follow,conservative,1.5,2.5,12,6736,4565.4497,6736,0.000977,0.010318,-0.273254,0.43364,-1.0,1.723703,0.075564,0.440321,0.484115,0.0,0.001188,0.000594
ALL,15m,follow,conservative,1.5,2.5,12,3169,1881.513,3169,0.031236,0.025457,-0.224762,0.445251,-1.0,1.584532,0.066583,0.425371,0.508047,0.0,0.002209,0.000316
ALL,1h,follow,conservative,1.5,2.5,12,1309,834.0373,1309,-0.036178,-0.003909,-0.224552,0.423224,-1.0,1.607439,0.067991,0.424752,0.507257,0.0,0.001528,0.0
ALL,5m,follow,conservative,1.5,3.0,12,6736,4565.4497,6736,0.006957,0.013927,-0.276345,0.432898,-1.0,1.660915,0.04424,0.440469,0.515143,0.000148,0.001188,0.0
ALL,15m,follow,conservative,1.5,3.0,12,3169,1881.513,3169,0.027852,0.023115,-0.225404,0.444304,-1.0,1.552657,0.038182,0.425371,0.535816,0.000631,0.002209,0.0
ALL,1h,follow,conservative,1.5,3.0,12,1309,834.0373,1309,-0.03881,-0.007596,-0.224552,0.423224,-1.0,1.558009,0.035141,0.424752,0.540107,0.0,0.001528,0.0
ALL,5m,follow,conservative,2.0,1.0,12,6736,4565.4497,6736,-0.010565,-0.004298,0.0,0.499852,-1.0,1.0,0.294537,0.319923,0.385243,0.000297,0.0,0.000148
ALL,15m,follow,conservative,2.0,1.0,12,3169,1881.513,3169,0.017661,0.005216,0.029702,0.502998,-1.0,1.0,0.295361,0.311455,0.392553,0.000631,0.000316,0.0
ALL,1h,follow,conservative,2.0,1.0,12,1309,834.0373,1309,-0.060747,-0.042898,-0.011583,0.470588,-1.0,1.0,0.261268,0.315508,0.42246,0.000764,0.000764,0.0
ALL,5m,follow,conservative,2.0,1.5,12,6736,4565.4497,6736,-0.014552,-0.008611,-0.00304,0.474911,-1.0,1.5,0.134353,0.328385,0.537114,0.000148,0.0,0.000445
ALL,15m,follow,conservative,2.0,1.5,12,3169,1881.513,3169,0.01928,0.006441,0.0,0.48438,-1.0,1.5,0.127801,0.319028,0.553171,0.0,0.000316,0.000631
ALL,1h,follow,conservative,2.0,1.5,12,1309,834.0373,1309,-0.049199,-0.031108,-0.091311,0.454545,-1.0,1.5,0.119175,0.32162,0.559206,0.0,0.000764,0.0
ALL,5m,follow,conservative,2.0,2.0,12,6736,4565.4497,6736,-0.007831,-0.003354,-0.035451,0.469715,-1.0,1.292846,0.064727,0.329869,0.605255,0.000148,0.0,0.0
ALL,15m,follow,conservative,2.0,2.0,12,3169,1881.513,3169,0.01945,0.008725,0.0,0.481224,-1.0,1.191679,0.055538,0.319344,0.624487,0.000631,0.000316,0.0
ALL,1h,follow,conservative,2.0,2.0,12,1309,834.0373,1309,-0.048515,-0.032014,-0.09507,0.452254,-1.0,1.200486,0.051948,0.323911,0.624141,0.0,0.000764,0.0
ALL,5m,follow,conservative,2.0,2.5,12,6736,4565.4497,6736,-0.007458,-0.001721,-0.036083,0.46927,-1.0,1.245609,0.029988,0.330166,0.639697,0.000148,0.0,0.0
ALL,15m,follow,conservative,2.0,2.5,12,3169,1881.513,3169,0.019241,0.011937,0.0,0.480909,-1.0,1.183389,0.027769,0.319659,0.651941,0.000631,0.000316,0.0
ALL,1h,follow,conservative,2.0,2.5,12,1309,834.0373,1309,-0.046437,-0.027652,-0.09507,0.452254,-1.0,1.169199,0.02521,0.323911,0.650879,0.0,0.000764,0.0
ALL,5m,follow,conservative,2.0,3.0,12,6736,4565.4497,6736,-0.011335,-0.004025,-0.036987,0.468973,-1.0,1.217614,0.0144,0.330463,0.655137,0.0,0.0,0.0
ALL,15m,follow,conservative,2.0,3.0,12,3169,1881.513,3169,0.017268,0.011083,0.0,0.480909,-1.0,1.175881,0.013253,0.32029,0.666456,0.0,0.000316,0.0
ALL,1h,follow,conservative,2.0,3.0,12,1309,834.0373,1309,-0.04478,-0.026142,-0.09507,0.452254,-1.0,1.168762,0.012223,0.323911,0.663866,0.0,0.000764,0.0
ALL,5m,follow,conservative,0.5,1.0,24,2411,1660.5597,2411,-0.077617,-0.060954,-1.0,0.469515,-1.0,1.0,0.469515,0.436333,0.0,0.094152,0.001244,0.00083
ALL,15m,follow,conservative,0.5,1.0,24,1192,725.7025,1192,-0.002692,-0.010035,-1.0,0.494966,-1.0,1.0,0.494966,0.41443,0.0,0.090604,0.000839,0.000839
ALL,1h,follow,conservative,0.5,1.0,24,498,337.7378,498,-0.092148,-0.088353,-1.0,0.455823,-1.0,1.0,0.455823,0.483936,0.0,0.060241,0.0,0.0
ALL,5m,follow,conservative,0.5,1.5,24,2411,1660.5597,2411,-0.015444,0.000545,-1.0,0.400249,-1.0,1.5,0.400249,0.564496,0.0,0.035255,0.001659,0.0
ALL,15m,follow,conservative,0.5,1.5,24,1192,725.7025,1192,0.057067,0.050725,-1.0,0.420302,-1.0,1.5,0.420302,0.540268,0.0,0.03943,0.000839,0.0
ALL,1h,follow,conservative,0.5,1.5,24,498,337.7378,498,-0.082316,-0.056225,-1.0,0.37751,-1.0,1.5,0.37751,0.594378,0.0,0.028112,0.0,0.0
ALL,5m,follow,conservative,0.5,2.0,24,2411,1660.5597,2411,0.008535,0.021735,-1.0,0.340523,-1.0,2.0,0.340523,0.642887,0.000415,0.016176,0.001659,0.000415
ALL,15m,follow,conservative,0.5,2.0,24,1192,725.7025,1192,0.054714,0.063281,-1.0,0.354866,-1.0,2.0,0.354027,0.628356,0.000839,0.016779,0.000839,0.0
ALL,1h,follow,conservative,0.5,2.0,24,498,337.7378,498,-0.030908,-0.018072,-1.0,0.327309,-1.0,2.0,0.327309,0.656627,0.0,0.016064,0.0,0.0
ALL,5m,follow,conservative,0.5,2.5,24,2411,1660.5597,2411,0.02125,0.042703,-1.0,0.297802,-1.0,2.5,0.297802,0.694732,0.000415,0.007051,0.001659,0.001244
ALL,15m,follow,conservative,0.5,2.5,24,1192,725.7025,1192,0.087099,0.099126,-1.0,0.314597,-1.0,2.5,0.312919,0.674497,0.001678,0.010906,0.000839,0.001678
ALL,1h,follow,conservative,0.5,2.5,24,498,337.7378,498,-0.069233,-0.034459,-1.0,0.277108,-1.0,2.5,0.2751,0.712851,0.002008,0.01004,0.0,0.002008
ALL,5m,follow,conservative,0.5,3.0,24,2411,1660.5597,2411,0.032181,0.059081,-1.0,0.265865,-1.0,3.0,0.262961,0.728743,0.003318,0.004977,0.001659,0.0
ALL,15m,follow,conservative,0.5,3.0,24,1192,725.7025,1192,0.087907,0.093006,-1.0,0.275168,-1.0,3.0,0.269295,0.716443,0.005872,0.008389,0.000839,0.0
ALL,1h,follow,conservative,0.5,3.0,24,498,337.7378,498,-0.105017,-0.041758,-1.0,0.242972,-1.0,3.0,0.236948,0.751004,0.006024,0.006024,0.0,0.0
ALL,5m,follow,conservative,0.75,1.0,24,2411,1660.5597,2411,-0.014388,0.004483,1.0,0.502281,-1.0,1.0,0.501866,0.479054,0.00083,0.01825,0.0,0.0
ALL,15m,follow,conservative,0.75,1.0,24,1192,725.7025,1192,0.057859,0.05453,1.0,0.526846,-1.0,1.0,0.526846,0.452181,0.000839,0.020134,0.0,0.0
ALL,1h,follow,conservative,0.75,1.0,24,498,337.7378,498,-0.059058,-0.044159,-1.0,0.477912,-1.0,1.0,0.477912,0.506024,0.002008,0.014056,0.0,0.0
ALL,5m,follow,conservative,0.75,1.5,24,2411,1660.5597,2411,0.014976,0.023566,-1.0,0.409374,-1.0,1.5,0.408544,0.582746,0.002074,0.006636,0.0,0.00083
ALL,15m,follow,conservative,0.75,1.5,24,1192,725.7025,1192,0.071089,0.070747,-1.0,0.428691,-1.0,1.5,0.426174,0.561242,0.004195,0.008389,0.0,0.000839
ALL,1h,follow,conservative,0.75,1.5,24,498,337.7378,498,-0.039691,-0.025933,-1.0,0.389558,-1.0,1.5,0.389558,0.598394,0.002008,0.01004,0.004016,0.002008
ALL,5m,follow,conservative,0.75,2.0,24,2411,1660.5597,2411,0.027469,0.038949,-1.0,0.349233,-1.0,2.0,0.339693,0.644131,0.012443,0.003733,0.0,0.0
ALL,15m,follow,conservative,0.75,2.0,24,1192,725.7025,1192,0.064017,0.05656,-1.0,0.356544,-1.0,2.0,0.340604,0.633389,0.019295,0.006711,0.0,0.0
ALL,1h,follow,conservative,0.75,2.0,24,498,337.7378,498,-0.099674,-0.077623,-1.0,0.315261,-1.0,2.0,0.297189,0.674699,0.022088,0.006024,0.004016,0.0
ALL,5m,follow,conservative,0.75,2.5,24,2411,1660.5597,2411,0.000959,0.001881,-1.0,0.296972,-1.0,2.5,0.267524,0.694318,0.035255,0.002903,0.0,0.0
ALL,15m,follow,conservative,0.75,2.5,24,1192,725.7025,1192,0.083358,0.049312,-1.0,0.311242,-1.0,2.5,0.281879,0.681208,0.033557,0.003356,0.0,0.0
ALL,1h,follow,conservative,0.75,2.5,24,498,337.7378,498,-0.182369,-0.168382,-1.0,0.25502,-1.0,2.5,0.210843,0.732932,0.052209,0.004016,0.004016,0.0
ALL,5m,follow,conservative,0.75,3.0,24,2411,1660.5597,2411,0.006598,0.013894,-1.0,0.273745,-1.0,3.0,0.226047,0.717545,0.054749,0.001659,0.0,0.00083
ALL,15m,follow,conservative,0.75,3.0,24,1192,725.7025,1192,0.102085,0.069777,-1.0,0.288591,-1.0,3.0,0.239094,0.705537,0.055369,0.0,0.0,0.0
ALL,1h,follow,conservative,0.75,3.0,24,498,337.7378,498,-0.19844,-0.177139,-1.0,0.230924,-1.0,3.0,0.174699,0.761044,0.064257,0.0,0.004016,0.0
ALL,5m,follow,conservative,1.0,1.0,24,2411,1660.5597,2411,0.011615,0.026357,1.0,0.512236,-1.0,1.0,0.510577,0.479054,0.005392,0.004977,0.002489,0.000415
ALL,15m,follow,conservative,1.0,1.0,24,1192,725.7025,1192,0.028291,0.044561,1.0,0.520973,-1.0,1.0,0.519295,0.470638,0.005872,0.004195,0.001678,0.000839
ALL,1h,follow,conservative,1.0,1.0,24,498,337.7378,498,-0.018511,-0.003613,-0.871632,0.497992,-1.0,1.0,0.497992,0.495984,0.002008,0.004016,0.004016,0.002008
ALL,5m,follow,conservative,1.0,1.5,24,2411,1660.5597,2411,0.030593,0.047125,-1.0,0.422646,-1.0,1.5,0.403982,0.56574,0.028619,0.001659,0.002489,0.0
ALL,15m,follow,conservative,1.0,1.5,24,1192,725.7025,1192,0.047434,0.053266,-1.0,0.42198,-1.0,1.5,0.401007,0.555369,0.040268,0.003356,0.001678,0.0
ALL,1h,follow,conservative,1.0,1.5,24,498,337.7378,498,-0.093455,-0.048177,-1.0,0.391566,-1.0,1.5,0.359438,0.594378,0.042169,0.004016,0.004016,0.0
ALL,5m,follow,conservative,1.0,2.0,24,2411,1660.5597,2411,0.024848,0.034121,-1.0,0.36209,-1.0,2.0,0.307341,0.617586,0.072999,0.002074,0.002489,0.00083
ALL,15m,follow,conservative,1.0,2.0,24,1192,725.7025,1192,0.088719,0.071469,-1.0,0.369128,-1.0,2.0,0.322148,0.60151,0.073826,0.002517,0.001678,0.000839
ALL,1h,follow,conservative,1.0,2.0,24,498,337.7378,498,-0.163881,-0.124669,-1.0,0.319277,-1.0,2.0,0.240964,0.65261,0.10241,0.004016,0.004016,0.0
ALL,5m,follow,conservative,1.0,2.5,24,2411,1660.5597,2411,0.028261,0.038666,-1.0,0.336375,-1.0,2.5,0.237246,0.644131,0.118208,0.000415,0.002489,0.001244
ALL,15m,follow,conservative,1.0,2.5,24,1192,725.7025,1192,0.101255,0.072486,-1.0,0.343121,-1.0,2.5,0.244966,0.627517,0.127517,0.0,0.001678,0.0
ALL,1h,follow,conservative,1.0,2.5,24,498,337.7378,498,-0.140847,-0.116484,-1.0,0.303213,-1.0,2.5,0.178715,0.670683,0.150602,0.0,0.004016,0.0
ALL,5m,follow,conservative,1.0,3.0,24,2411,1660.5597,2411,0.017724,0.02719,-1.0,0.323102,-1.0,3.0,0.172957,0.656159,0.170469,0.000415,0.002489,0.000415
ALL,15m,follow,conservative,1.0,3.0,24,1192,725.7025,1192,0.086943,0.05618,-1.0,0.328859,-1.0,3.0,0.178691,0.639262,0.182047,0.0,0.001678,0.0
ALL,1h,follow,conservative,1.0,3.0,24,498,337.7378,498,-0.1784,-0.156075,-1.0,0.287149,-1.0,3.0,0.120482,0.684739,0.194779,0.0,0.004016,0.0
ALL,5m,follow,conservative,1.25,1.0,24,2411,1660.5597,2411,0.014034,0.017908,0.473741,0.506844,-1.0,1.0,0.498134,0.476981,0.022812,0.002074,0.0,0.001659
ALL,15m,follow,conservative,1.25,1.0,24,1192,725.7025,1192,0.049441,0.046177,1.0,0.520134,-1.0,1.0,0.50755,0.457215,0.03104,0.004195,0.0,0.002517
ALL,1h,follow,conservative,1.25,1.0,24,498,337.7378,498,-0.088636,-0.055851,-0.857976,0.471888,-1.0,1.0,0.449799,0.495984,0.050201,0.004016,0.0,0.004016
ALL,5m,follow,conservative,1.25,1.5,24,2411,1660.5597,2411,0.012571,0.010612,-1.0,0.416839,-1.0,1.5,0.356698,0.553297,0.089175,0.00083,0.0,0.0
ALL,15m,follow,conservative,1.25,1.5,24,1192,725.7025,1192,0.055911,0.029559,-1.0,0.420302,-1.0,1.5,0.364933,0.536074,0.097315,0.001678,0.0,0.0
ALL,1h,follow,conservative,1.25,1.5,24,498,337.7378,498,-0.185889,-0.14336,-1.0,0.361446,-1.0,1.5,0.271084,0.578313,0.148594,0.002008,0.002008,0.0
ALL,5m,follow,conservative,1.25,2.0,24,2411,1660.5597,2411,0.021997,0.019989,-1.0,0.383243,-1.0,2.0,0.257155,0.581916,0.160514,0.000415,0.0,0.001244
ALL,15m,follow,conservative,1.25,2.0,24,1192,725.7025,1192,0.085021,0.049106,-1.0,0.389262,-1.0,2.0,0.263423,0.562919,0.173658,0.0,0.0,0.0
ALL,1h,follow,conservative,1.25,2.0,24,498,337.7378,498,-0.155133,-0.116311,-1.0,0.343373,-1.0,2.0,0.196787,0.592369,0.210843,0.0,0.002008,0.0
ALL,5m,follow,conservative,1.25,2.5,24,2411,1660.5597,2411,0.013913,0.004003,-1.0,0.367068,-1.0,2.5,0.171298,0.594774,0.233513,0.000415,0.0,0.000415
ALL,15m,follow,conservative,1.25,2.5,24,1192,725.7025,1192,0.073315,0.026023,-1.0,0.369966,-1.0,2.5,0.174497,0.577181,0.248322,0.0,0.0,0.000839
ALL,1h,follow,conservative,1.25,2.5,24,498,337.7378,498,-0.185195,-0.163024,-1.0,0.325301,-1.0,2.5,0.116466,0.606426,0.277108,0.0,0.002008,0.0
ALL,5m,follow,conservative,1.25,3.0,24,2411,1660.5597,2411,0.037313,0.02708,-1.0,0.361676,-1.0,3.0,0.131481,0.599751,0.268768,0.0,0.0,0.0
ALL,15m,follow,conservative,1.25,3.0,24,1192,725.7025,1192,0.084596,0.038311,-1.0,0.366611,-1.0,3.0,0.122483,0.579698,0.297819,0.0,0.0,0.0
ALL,1h,follow,conservative,1.25,3.0,24,498,337.7378,498,-0.206302,-0.179126,-1.0,0.317269,-1.0,1.687403,0.070281,0.61245,0.317269,0.0,0.002008,0.0
ALL,5m,follow,conservative,1.5,1.0,24,2411,1660.5597,2411,0.022996,0.033434,0.312498,0.514724,-1.0,1.0,0.480713,0.447532,0.07051,0.001244,0.001244,0.0
ALL,15m,follow,conservative,1.5,1.0,24,1192,725.7025,1192,0.032803,0.047278,0.387107,0.51594,-1.0,1.0,0.479866,0.430369,0.086409,0.003356,0.002517,0.0
ALL,1h,follow,conservative,1.5,1.0,24,498,337.7378,498,-0.122876,-0.072886,-0.489075,0.459839,-1.0,1.0,0.411647,0.475904,0.106426,0.006024,0.002008,0.0
ALL,5m,follow,conservative,1.5,1.5,24,2411,1660.5597,2411,0.020439,0.025628,-1.0,0.437578,-1.0,1.5,0.322273,0.508917,0.168395,0.000415,0.001244,0.00083
ALL,15m,follow,conservative,1.5,1.5,24,1192,725.7025,1192,0.068673,0.059196,-0.462195,0.446309,-1.0,1.5,0.332215,0.483221,0.184564,0.0,0.003356,0.0
ALL,1h,follow,conservative,1.5,1.5,24,498,337.7378,498,-0.190328,-0.144532,-1.0,0.369478,-1.0,1.5,0.226908,0.534137,0.238956,0.0,0.002008,0.0
ALL,5m,follow,conservative,1.5,2.0,24,2411,1660.5597,2411,0.012834,0.015457,-1.0,0.414766,-1.0,2.0,0.199502,0.524264,0.275819,0.000415,0.001244,0.000415
ALL,15m,follow,conservative,1.5,2.0,24,1192,725.7025,1192,0.066232,0.045882,-1.0,0.421141,-1.0,2.0,0.208054,0.501678,0.290268,0.0,0.003356,0.0
ALL,1h,follow,conservative,1.5,2.0,24,498,337.7378,498,-0.191206,-0.159725,-1.0,0.355422,-1.0,2.0,0.126506,0.544177,0.329317,0.0,0.002008,0.0
ALL,5m,follow,conservative,1.5,2.5,24,2411,1660.5597,2411,0.037997,0.034275,-1.0,0.406056,-1.0,2.5,0.142265,0.531315,0.326421,0.0,0.001244,0.000415
ALL,15m,follow,conservative,1.5,2.5,24,1192,725.7025,1192,0.076269,0.051581,-1.0,0.412752,-1.0,2.5,0.135067,0.506711,0.358221,0.0,0.003356,0.0
ALL,1h,follow,conservative,1.5,2.5,24,498,337.7378,498,-0.208149,-0.180667,-1.0,0.345382,-1.0,1.423886,0.070281,0.552209,0.37751,0.0,0.002008,0.0
ALL,5m,follow,conservative,1.5,3.0,24,2411,1660.5597,2411,0.039245,0.036391,-1.0,0.399419,-1.0,2.458607,0.095811,0.534218,0.369971,0.0,0.001244,0.0
ALL,15m,follow,conservative,1.5,3.0,24,1192,725.7025,1192,0.086892,0.060543,-1.0,0.407718,-1.0,2.530389,0.089765,0.509228,0.401007,0.0,0.003356,0.0
ALL,1h,follow,conservative,1.5,3.0,24,498,337.7378,498,-0.213791,-0.192371,-1.0,0.339357,-1.0,1.335792,0.040161,0.552209,0.407631,0.0,0.002008,0.0
ALL,5m,follow,conservative,2.0,1.0,24,2411,1660.5597,2411,0.005518,0.003999,0.034498,0.503526,-1.0,1.0,0.391124,0.403567,0.204479,0.00083,0.0,0.00083
ALL,15m,follow,conservative,2.0,1.0,24,1192,725.7025,1192,0.031328,0.023141,0.072266,0.50755,-1.0,1.0,0.40604,0.386745,0.205537,0.001678,0.0,0.000839
ALL,1h,follow,conservative,2.0,1.0,24,498,337.7378,498,-0.16233,-0.129197,-0.223895,0.431727,-1.0,1.0,0.289157,0.419679,0.289157,0.002008,0.0,0.0
ALL,5m,follow,conservative,2.0,1.5,24,2411,1660.5597,2411,-0.000521,-0.003998,-0.127837,0.463708,-1.0,1.5,0.212775,0.428453,0.358358,0.000415,0.0,0.000415
ALL,15m,follow,conservative,2.0,1.5,24,1192,725.7025,1192,0.040777,0.016304,-0.118083,0.466443,-1.0,1.5,0.220638,0.410235,0.369128,0.0,0.0,0.0
ALL,1h,follow,conservative,2.0,1.5,24,498,337.7378,498,-0.17127,-0.150713,-0.359477,0.401606,-1.0,1.5,0.130522,0.437751,0.431727,0.0,0.0,0.0
ALL,5m,follow,conservative,2.0,2.0,24,2411,1660.5597,2411,0.014243,0.005471,-0.19496,0.451265,-1.0,2.0,0.126504,0.434674,0.438822,0.0,0.0,0.0
ALL,15m,follow,conservative,2.0,2.0,24,1192,725.7025,1192,0.055911,0.023102,-0.146552,0.454698,-1.0,2.0,0.125,0.415268,0.459732,0.0,0.0,0.0
ALL,1h,follow,conservative,2.0,2.0,24,498,337.7378,498,-0.187983,-0.177058,-0.378495,0.385542,-1.0,1.074332,0.058233,0.443775,0.497992,0.0,0.0,0.0
ALL,5m,follow,conservative,2.0,2.5,24,2411,1660.5597,2411,0.012007,0.007284,-0.221428,0.447532,-1.0,1.653876,0.071754,0.437163,0.491083,0.0,0.0,0.0
ALL,15m,follow,conservative,2.0,2.5,24,1192,725.7025,1192,0.062192,0.030599,-0.159067,0.45302,-1.0,1.836998,0.071309,0.416107,0.512584,0.0,0.0,0.0
ALL,1h,follow,conservative,2.0,2.5,24,498,337.7378,498,-0.188083,-0.172998,-0.378495,0.385542,-1.0,1.049139,0.028112,0.443775,0.528112,0.0,0.0,0.0
ALL,5m,follow,conservative,2.0,3.0,24,2411,1660.5597,2411,0.012425,0.012292,-0.222092,0.447117,-1.0,1.578136,0.04355,0.437578,0.518872,0.0,0.0,0.0
ALL,15m,follow,conservative,2.0,3.0,24,1192,725.7025,1192,0.056514,0.031823,-0.159067,0.45302,-1.0,1.693067,0.040268,0.416107,0.543624,0.0,0.0,0.0
ALL,1h,follow,conservative,2.0,3.0,24,498,337.7378,498,-0.184954,-0.167273,-0.378495,0.385542,-1.0,1.043363,0.02008,0.443775,0.536145,0.0,0.0,0.0
ALL,5m,fade,conservative,0.5,1.0,6,9898,7043.2474,9898,-0.112087,-0.128097,-1.0,0.43534,-1.0,1.0,0.433926,0.463831,0.003637,0.098606,0.000404,0.000606
ALL,15m,fade,conservative,0.5,1.0,6,4632,2935.432,4632,-0.147659,-0.14155,-1.0,0.429188,-1.0,1.0,0.426382,0.467832,0.004102,0.101684,0.000432,0.000648
ALL,1h,fade,conservative,0.5,1.0,6,1953,1333.3206,1953,-0.015942,-0.04688,-1.0,0.475678,-1.0,1.0,0.473118,0.445981,0.00512,0.075781,0.0,0.0
ALL,5m,fade,conservative,0.5,1.5,6,9898,7043.2474,9898,-0.061192,-0.072178,-1.0,0.370984,-1.0,1.5,0.365225,0.578804,0.012427,0.043544,0.000404,0.000303
ALL,15m,fade,conservative,0.5,1.5,6,4632,2935.432,4632,-0.109208,-0.097044,-1.0,0.362694,-1.0,1.5,0.355138,0.584629,0.011226,0.049007,0.000432,0.000216
ALL,1h,fade,conservative,0.5,1.5,6,1953,1333.3206,1953,0.027985,-0.004719,-1.0,0.399898,-1.0,1.5,0.389657,0.557604,0.015361,0.037378,0.0,0.0
ALL,5m,fade,conservative,0.5,2.0,6,9898,7043.2474,9898,-0.035985,-0.051473,-1.0,0.321176,-1.0,2.0,0.300768,0.643261,0.032128,0.023843,0.000606,0.000707
ALL,15m,fade,conservative,0.5,2.0,6,4632,2935.432,4632,-0.073186,-0.066931,-1.0,0.316494,-1.0,2.0,0.29728,0.644214,0.028066,0.03044,0.000648,0.000216
ALL,1h,fade,conservative,0.5,2.0,6,1953,1333.3206,1953,0.04645,0.019472,-1.0,0.34767,-1.0,2.0,0.322069,0.62468,0.033794,0.019457,0.000512,0.001536
ALL,5m,fade,conservative,0.5,2.5,6,9898,7043.2474,9898,-0.021717,-0.03335,-1.0,0.290362,-1.0,2.5,0.248838,0.679733,0.057688,0.01374,0.000606,0.000101
ALL,15m,fade,conservative,0.5,2.5,6,4632,2935.432,4632,-0.055173,-0.047808,-1.0,0.285838,-1.0,2.5,0.246762,0.682211,0.054188,0.016839,0.000648,0.000216
ALL,1h,fade,conservative,0.5,2.5,6,1953,1333.3206,1953,0.070177,0.046323,-1.0,0.316948,-1.0,2.5,0.267793,0.65745,0.06298,0.011777,0.000512,0.0
ALL,5m,fade,conservative,0.5,3.0,6,9898,7043.2474,9898,-0.011219,-0.02097,-1.0,0.269954,-1.0,3.0,0.207012,0.702061,0.082643,0.008285,0.000606,0.000707
ALL,15m,fade,conservative,0.5,3.0,6,4632,2935.432,4632,-0.049465,-0.044292,-1.0,0.265112,-1.0,3.0,0.200561,0.705527,0.083333,0.010579,0.000648,0.001079
ALL,1h,fade,conservative,0.5,3.0,6,1953,1333.3206,1953,0.085716,0.056219,-1.0,0.293395,-1.0,3.0,0.221198,0.682028,0.089606,0.007168,0.000512,0.000512
ALL,5m,fade,conservative,0.75,1.0,6,9898,7043.2474,9898,-0.027646,-0.041535,-1.0,0.476258,-1.0,1.0,0.461103,0.485553,0.036068,0.017276,0.000707,0.000707
ALL,15m,fade,conservative,0.75,1.0,6,4632,2935.432,4632,-0.055277,-0.052985,-1.0,0.47215,-1.0,1.0,0.452073,0.485751,0.041451,0.020725,0.000864,0.000648
ALL,1h,fade,conservative,0.75,1.0,6,1953,1333.3206,1953,0.023001,-0.001181,0.0,0.497696,-1.0,1.0,0.474142,0.461342,0.048131,0.016385,0.001024,0.0
ALL,5m,fade,conservative,0.75,1.5,6,9898,7043.2474,9898,-0.011235,-0.025221,-1.0,0.399374,-1.0,1.5,0.343605,0.55395,0.095373,0.007072,0.000909,0.00101
ALL,15m,fade,conservative,0.75,1.5,6,4632,2935.432,4632,-0.028518,-0.028416,-1.0,0.398316,-1.0,1.5,0.341969,0.552893,0.096503,0.008636,0.001079,0.001079
ALL,1h,fade,conservative,0.75,1.5,6,1953,1333.3206,1953,0.046959,0.027355,-1.0,0.422939,-1.0,1.5,0.357911,0.53149,0.105991,0.004608,0.001024,0.001024
