symbol,touch_behavior,direction,policy,stop_atr,target_r,horizon,n,n_weighted,n_result,mean_R,mean_R_event,median_R,positive_R_rate,p10_R,p90_R,target_hit_rate,stop_hit_rate,timeout_rate,both_hit_rate,gap_stop_rate,gap_target_rate
ALL,CLOSE_BEYOND,follow,conservative,1.0,3.0,12,1149,503.903,1149,-0.077144,-0.008666,-1.0,0.334204,-1.0,3.0,0.127937,0.615318,0.24282,0.013925,0.0,0.0
ALL,NO_BREACH,follow,conservative,1.25,1.0,12,8971,6242.9531,8971,0.006491,0.009421,0.067227,0.502508,-1.0,1.0,0.444321,0.436629,0.118159,0.000892,0.000223,0.001003
ALL,BREACH_RECLAIM,follow,conservative,1.25,1.0,12,1094,534.1439,1094,0.054763,0.053822,0.452288,0.526508,-1.0,1.0,0.47532,0.428702,0.095978,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,1.25,1.0,12,1149,503.903,1149,-0.080032,-0.054476,-0.752187,0.469974,-1.0,1.0,0.442124,0.475196,0.060052,0.022628,0.0,0.0
ALL,NO_BREACH,follow,conservative,1.25,1.5,12,8971,6242.9531,8971,0.002619,0.001291,-0.481596,0.43518,-1.0,1.5,0.278899,0.480548,0.24033,0.000223,0.000223,0.000669
ALL,BREACH_RECLAIM,follow,conservative,1.25,1.5,12,1094,534.1439,1094,0.042801,0.043188,-0.654572,0.444241,-1.0,1.5,0.324497,0.491773,0.183729,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,1.25,1.5,12,1149,503.903,1149,-0.077114,-0.034985,-1.0,0.411662,-1.0,1.5,0.314186,0.531767,0.136641,0.017406,0.0,0.0
ALL,NO_BREACH,follow,conservative,1.25,2.0,12,8971,6242.9531,8971,0.005276,0.005714,-0.673933,0.415896,-1.0,2.0,0.173002,0.491807,0.33508,0.000111,0.000223,0.00078
ALL,BREACH_RECLAIM,follow,conservative,1.25,2.0,12,1094,534.1439,1094,0.024153,0.034567,-1.0,0.415905,-1.0,2.0,0.19287,0.512797,0.294333,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,1.25,2.0,12,1149,503.903,1149,-0.076032,-0.03396,-1.0,0.37859,-1.0,2.0,0.206266,0.549173,0.230635,0.013925,0.0,0.0
ALL,NO_BREACH,follow,conservative,1.25,2.5,12,8971,6242.9531,8971,0.006571,0.003897,-0.77736,0.409319,-1.0,2.448068,0.099209,0.495374,0.405306,0.000111,0.000223,0.00078
ALL,BREACH_RECLAIM,follow,conservative,1.25,2.5,12,1094,534.1439,1094,0.054261,0.050171,-1.0,0.408592,-1.0,2.5,0.130713,0.515539,0.353748,0.0,0.0,0.001828
ALL,CLOSE_BEYOND,follow,conservative,1.25,2.5,12,1149,503.903,1149,-0.086931,-0.034123,-1.0,0.374238,-1.0,2.5,0.124456,0.553525,0.308094,0.013925,0.0,0.0
ALL,NO_BREACH,follow,conservative,1.25,3.0,12,8971,6242.9531,8971,0.013489,0.013001,-0.809857,0.407758,-1.0,1.907486,0.063092,0.496712,0.440196,0.0,0.000223,0.0
ALL,BREACH_RECLAIM,follow,conservative,1.25,3.0,12,1094,534.1439,1094,0.041286,0.050934,-1.0,0.402194,-1.0,2.255722,0.085923,0.52011,0.393967,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,1.25,3.0,12,1149,503.903,1149,-0.079165,-0.015659,-1.0,0.371628,-1.0,1.98142,0.088773,0.554395,0.343777,0.013055,0.0,0.00087
ALL,NO_BREACH,follow,conservative,1.5,1.0,12,8971,6242.9531,8971,0.004788,0.005535,0.0,0.499387,-1.0,1.0,0.392933,0.39427,0.212462,0.000334,0.001672,0.000223
ALL,BREACH_RECLAIM,follow,conservative,1.5,1.0,12,1094,534.1439,1094,0.026318,0.039018,0.188521,0.518282,-1.0,1.0,0.417733,0.403108,0.179159,0.0,0.000914,0.0
ALL,CLOSE_BEYOND,follow,conservative,1.5,1.0,12,1149,503.903,1149,-0.051949,-0.01294,-0.038249,0.495213,-1.0,1.0,0.427328,0.444735,0.120975,0.006963,0.0,0.0
ALL,NO_BREACH,follow,conservative,1.5,1.5,12,8971,6242.9531,8971,-0.002476,-0.002779,-0.186569,0.45034,-1.0,1.5,0.21759,0.41924,0.363059,0.000111,0.001784,0.000446
ALL,BREACH_RECLAIM,follow,conservative,1.5,1.5,12,1094,534.1439,1094,0.008426,0.040628,-0.15968,0.461609,-1.0,1.5,0.258684,0.439671,0.301645,0.0,0.000914,0.000914
ALL,CLOSE_BEYOND,follow,conservative,1.5,1.5,12,1149,503.903,1149,-0.060469,-0.016836,-0.571745,0.43255,-1.0,1.5,0.268059,0.480418,0.250653,0.00087,0.0,0.0
ALL,NO_BREACH,follow,conservative,1.5,2.0,12,8971,6242.9531,8971,0.00162,-7.2e-05,-0.224112,0.439862,-1.0,2.0,0.11749,0.423364,0.459035,0.000111,0.001784,0.000557
ALL,BREACH_RECLAIM,follow,conservative,1.5,2.0,12,1094,534.1439,1094,0.027007,0.048336,-0.175477,0.448812,-1.0,2.0,0.14808,0.444241,0.407678,0.0,0.000914,0.0
ALL,CLOSE_BEYOND,follow,conservative,1.5,2.0,12,1149,503.903,1149,-0.060282,0.005835,-0.60799,0.425587,-1.0,2.0,0.158399,0.48564,0.355091,0.00087,0.0,0.0
ALL,NO_BREACH,follow,conservative,1.5,2.5,12,8971,6242.9531,8971,0.008742,0.007795,-0.234276,0.437298,-1.0,1.651459,0.066213,0.425259,0.508527,0.0,0.001784,0.000111
ALL,BREACH_RECLAIM,follow,conservative,1.5,2.5,12,1094,534.1439,1094,0.020368,0.048469,-0.211869,0.439671,-1.0,1.913071,0.08958,0.451554,0.458867,0.0,0.000914,0.002742
ALL,CLOSE_BEYOND,follow,conservative,1.5,2.5,12,1149,503.903,1149,-0.064297,0.019237,-0.629169,0.419495,-1.0,1.796664,0.101828,0.488251,0.409922,0.0,0.0,0.00087
ALL,NO_BREACH,follow,conservative,1.5,3.0,12,8971,6242.9531,8971,0.010676,0.007944,-0.237165,0.436406,-1.0,1.581807,0.036116,0.425371,0.538179,0.000334,0.001784,0.0
ALL,BREACH_RECLAIM,follow,conservative,1.5,3.0,12,1094,534.1439,1094,0.029392,0.06411,-0.211869,0.439671,-1.0,1.793173,0.062157,0.451554,0.486289,0.0,0.000914,0.0
ALL,CLOSE_BEYOND,follow,conservative,1.5,3.0,12,1149,503.903,1149,-0.060624,0.013684,-0.629169,0.419495,-1.0,1.649961,0.063534,0.488251,0.448216,0.0,0.0,0.0
ALL,NO_BREACH,follow,conservative,2.0,1.0,12,8971,6242.9531,8971,-0.008294,-0.009775,0.0,0.493033,-1.0,1.0,0.280459,0.30933,0.410099,0.000111,0.000223,0.000111
ALL,BREACH_RECLAIM,follow,conservative,2.0,1.0,12,1094,534.1439,1094,0.023158,0.036132,0.132936,0.528336,-1.0,1.0,0.327239,0.325411,0.347349,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,2.0,1.0,12,1149,503.903,1149,-0.052113,-0.017769,0.030801,0.501305,-1.0,1.0,0.337685,0.369017,0.289817,0.003481,0.0,0.0
ALL,NO_BREACH,follow,conservative,2.0,1.5,12,8971,6242.9531,8971,-0.009098,-0.011893,0.0,0.472188,-1.0,1.5,0.12284,0.316576,0.560473,0.000111,0.000223,0.000557
ALL,BREACH_RECLAIM,follow,conservative,2.0,1.5,12,1094,534.1439,1094,0.023261,0.034402,0.028415,0.500914,-1.0,1.5,0.156307,0.340037,0.503656,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,2.0,1.5,12,1149,503.903,1149,-0.053217,-0.008056,-0.06633,0.474326,-1.0,1.5,0.167972,0.375979,0.456049,0.0,0.0,0.0
ALL,NO_BREACH,follow,conservative,2.0,2.0,12,8971,6242.9531,8971,-0.003947,-0.007861,-0.030774,0.468733,-1.0,1.236333,0.054955,0.317467,0.627243,0.000334,0.000223,0.0
ALL,BREACH_RECLAIM,follow,conservative,2.0,2.0,12,1094,534.1439,1094,0.026389,0.043173,0.0,0.491773,-1.0,1.509865,0.086837,0.343693,0.56947,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,2.0,2.0,12,1149,503.903,1149,-0.057691,-0.0118,-0.071859,0.468233,-1.0,1.3355,0.08007,0.37772,0.542211,0.0,0.0,0.0
ALL,NO_BREACH,follow,conservative,2.0,2.5,12,8971,6242.9531,8971,-0.004446,-0.007962,-0.032484,0.468287,-1.0,1.19066,0.023297,0.317802,0.658566,0.000334,0.000223,0.0
ALL,BREACH_RECLAIM,follow,conservative,2.0,2.5,12,1094,534.1439,1094,0.031782,0.05638,0.0,0.491773,-1.0,1.37533,0.052102,0.343693,0.604205,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,2.0,2.5,12,1149,503.903,1149,-0.051197,-0.000185,-0.071859,0.468233,-1.0,1.250882,0.049608,0.37772,0.572672,0.0,0.0,0.0
ALL,NO_BREACH,follow,conservative,2.0,3.0,12,8971,6242.9531,8971,-0.006513,-0.009238,-0.032546,0.468064,-1.0,1.185537,0.01059,0.318248,0.671163,0.0,0.000223,0.0
ALL,BREACH_RECLAIM,follow,conservative,2.0,3.0,12,1094,534.1439,1094,0.024838,0.056361,0.0,0.491773,-1.0,1.342487,0.031079,0.343693,0.625229,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,2.0,3.0,12,1149,503.903,1149,-0.057972,-0.004347,-0.071859,0.468233,-1.0,1.237089,0.022628,0.37772,0.599652,0.0,0.0,0.0
ALL,NO_BREACH,follow,conservative,0.5,1.0,24,3251,2324.9679,3251,-0.051243,-0.048919,-1.0,0.475546,-1.0,1.0,0.475546,0.445094,0.0,0.07936,0.000308,0.0
ALL,BREACH_RECLAIM,follow,conservative,0.5,1.0,24,457,220.0048,457,-0.05129,-0.001939,-1.0,0.498906,-1.0,1.0,0.498906,0.393873,0.0,0.107221,0.006565,0.006565
ALL,CLOSE_BEYOND,follow,conservative,0.5,1.0,24,393,179.0274,393,-0.17617,-0.109415,-1.0,0.445293,-1.0,1.0,0.445293,0.407125,0.0,0.147583,0.0,0.0
ALL,NO_BREACH,follow,conservative,0.5,1.5,24,3251,2324.9679,3251,0.004153,0.010422,-1.0,0.404183,-1.0,1.5,0.404183,0.569671,0.0,0.026146,0.000615,0.0
ALL,BREACH_RECLAIM,follow,conservative,0.5,1.5,24,457,220.0048,457,0.03058,0.028214,-1.0,0.411379,-1.0,1.5,0.411379,0.522976,0.0,0.065646,0.006565,0.0
ALL,CLOSE_BEYOND,follow,conservative,0.5,1.5,24,393,179.0274,393,-0.158731,-0.033079,-1.0,0.386768,-1.0,1.5,0.386768,0.534351,0.0,0.07888,0.0,0.0
ALL,NO_BREACH,follow,conservative,0.5,2.0,24,3251,2324.9679,3251,0.014229,0.016592,-1.0,0.338973,-1.0,2.0,0.338665,0.648108,0.000615,0.012612,0.000615,0.000308
ALL,BREACH_RECLAIM,follow,conservative,0.5,2.0,24,457,220.0048,457,0.15104,0.135435,-1.0,0.378556,-1.0,2.0,0.378556,0.601751,0.0,0.019694,0.006565,0.0
ALL,CLOSE_BEYOND,follow,conservative,0.5,2.0,24,393,179.0274,393,-0.127747,0.007634,-1.0,0.335878,-1.0,2.0,0.335878,0.620865,0.0,0.043257,0.0,0.0
ALL,NO_BREACH,follow,conservative,0.5,2.5,24,3251,2324.9679,3251,0.019025,0.024934,-1.0,0.293141,-1.0,2.5,0.292218,0.701938,0.00123,0.004614,0.000615,0.001846
ALL,BREACH_RECLAIM,follow,conservative,0.5,2.5,24,457,220.0048,457,0.1976,0.186858,-1.0,0.339168,-1.0,2.5,0.339168,0.647702,0.0,0.013129,0.006565,0.0
ALL,CLOSE_BEYOND,follow,conservative,0.5,2.5,24,393,179.0274,393,-0.070347,0.09542,-1.0,0.312977,-1.0,2.5,0.312977,0.651399,0.0,0.035623,0.0,0.0
ALL,NO_BREACH,follow,conservative,0.5,3.0,24,3251,2324.9679,3251,0.021752,0.031221,-1.0,0.259612,-1.0,3.0,0.254998,0.737312,0.004922,0.002768,0.000615,0.0
ALL,BREACH_RECLAIM,follow,conservative,0.5,3.0,24,457,220.0048,457,0.13992,0.128871,-1.0,0.282276,-1.0,3.0,0.282276,0.706783,0.0,0.010941,0.006565,0.0
ALL,CLOSE_BEYOND,follow,conservative,0.5,3.0,24,393,179.0274,393,0.002281,0.183509,-1.0,0.29771,-1.0,3.0,0.292621,0.6743,0.005089,0.02799,0.0,0.0
ALL,NO_BREACH,follow,conservative,0.75,1.0,24,3251,2324.9679,3251,0.005814,0.010399,1.0,0.505075,-1.0,1.0,0.504768,0.479852,0.000923,0.014457,0.0,0.0
ALL,BREACH_RECLAIM,follow,conservative,0.75,1.0,24,457,220.0048,457,0.064033,0.107241,1.0,0.553611,-1.0,1.0,0.553611,0.428884,0.002188,0.015317,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,0.75,1.0,24,393,179.0274,393,-0.16452,-0.073791,-1.0,0.463104,-1.0,1.0,0.463104,0.483461,0.0,0.053435,0.0,0.0
ALL,NO_BREACH,follow,conservative,0.75,1.5,24,3251,2324.9679,3251,0.025831,0.023533,-1.0,0.409412,-1.0,1.5,0.408182,0.58382,0.002768,0.005229,0.000615,0.00123
ALL,BREACH_RECLAIM,follow,conservative,0.75,1.5,24,457,220.0048,457,0.123648,0.136168,-1.0,0.455142,-1.0,1.5,0.452954,0.538293,0.004376,0.004376,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,0.75,1.5,24,393,179.0274,393,-0.135208,-0.026718,-1.0,0.389313,-1.0,1.5,0.389313,0.580153,0.0,0.030534,0.0,0.0
ALL,NO_BREACH,follow,conservative,0.75,2.0,24,3251,2324.9679,3251,0.021317,0.017621,-1.0,0.343894,-1.0,2.0,0.329745,0.651184,0.015995,0.003076,0.000615,0.0
ALL,BREACH_RECLAIM,follow,conservative,0.75,2.0,24,457,220.0048,457,0.109307,0.107887,-1.0,0.369803,-1.0,2.0,0.363239,0.612691,0.021882,0.002188,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,0.75,2.0,24,393,179.0274,393,-0.084914,0.040915,-1.0,0.348601,-1.0,2.0,0.343511,0.628499,0.005089,0.022901,0.0,0.0
ALL,NO_BREACH,follow,conservative,0.75,2.5,24,3251,2324.9679,3251,0.000548,-0.016178,-1.0,0.294986,-1.0,2.5,0.25869,0.699477,0.039988,0.001846,0.000615,0.0
ALL,BREACH_RECLAIM,follow,conservative,0.75,2.5,24,457,220.0048,457,0.09276,0.07559,-1.0,0.310722,-1.0,2.5,0.295405,0.66302,0.039387,0.002188,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,0.75,2.5,24,393,179.0274,393,-0.118357,-0.006337,-1.0,0.287532,-1.0,2.5,0.279898,0.697201,0.007634,0.015267,0.0,0.0
ALL,NO_BREACH,follow,conservative,0.75,3.0,24,3251,2324.9679,3251,0.014301,-0.000862,-1.0,0.274377,-1.0,3.0,0.217164,0.719471,0.062442,0.000923,0.000615,0.000615
ALL,BREACH_RECLAIM,follow,conservative,0.75,3.0,24,457,220.0048,457,0.108113,0.109973,-1.0,0.286652,-1.0,3.0,0.262582,0.68709,0.04814,0.002188,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,0.75,3.0,24,393,179.0274,393,-0.217934,-0.048339,-1.0,0.244275,-1.0,3.0,0.231552,0.755725,0.012723,0.0,0.0,0.0
ALL,NO_BREACH,follow,conservative,1.0,1.0,24,3251,2324.9679,3251,0.013139,0.018061,1.0,0.507844,-1.0,1.0,0.505998,0.484774,0.006152,0.003076,0.002461,0.000923
ALL,BREACH_RECLAIM,follow,conservative,1.0,1.0,24,457,220.0048,457,0.11388,0.177567,1.0,0.588621,-1.0,1.0,0.588621,0.407002,0.002188,0.002188,0.004376,0.0
ALL,CLOSE_BEYOND,follow,conservative,1.0,1.0,24,393,179.0274,393,-0.123092,-0.063613,-1.0,0.468193,-1.0,1.0,0.468193,0.51145,0.0,0.020356,0.0,0.0
ALL,NO_BREACH,follow,conservative,1.0,1.5,24,3251,2324.9679,3251,0.021377,0.023606,-1.0,0.414334,-1.0,1.5,0.390649,0.573054,0.035374,0.000923,0.002461,0.0
ALL,BREACH_RECLAIM,follow,conservative,1.0,1.5,24,457,220.0048,457,0.078099,0.154336,-1.0,0.459519,-1.0,1.5,0.444201,0.512035,0.043764,0.0,0.004376,0.0
ALL,CLOSE_BEYOND,follow,conservative,1.0,1.5,24,393,179.0274,393,-0.073863,0.014874,-1.0,0.407125,-1.0,1.5,0.402036,0.572519,0.007634,0.017812,0.0,0.0
ALL,NO_BREACH,follow,conservative,1.0,2.0,24,3251,2324.9679,3251,0.020291,0.00852,-1.0,0.355583,-1.0,2.0,0.293756,0.621347,0.083051,0.001846,0.002461,0.000923
ALL,BREACH_RECLAIM,follow,conservative,1.0,2.0,24,457,220.0048,457,0.092971,0.177884,-1.0,0.400438,-1.0,2.0,0.36105,0.562363,0.076586,0.0,0.004376,0.0
ALL,CLOSE_BEYOND,follow,conservative,1.0,2.0,24,393,179.0274,393,-0.096826,-0.009215,-1.0,0.338422,-1.0,2.0,0.318066,0.64631,0.025445,0.010178,0.0,0.0
ALL,NO_BREACH,follow,conservative,1.0,2.5,24,3251,2324.9679,3251,0.029669,0.0133,-1.0,0.333436,-1.0,2.5,0.222086,0.643802,0.133805,0.000308,0.002461,0.000923
ALL,BREACH_RECLAIM,follow,conservative,1.0,2.5,24,457,220.0048,457,0.115052,0.18966,-1.0,0.374179,-1.0,2.5,0.282276,0.588621,0.129103,0.0,0.004376,0.0
ALL,CLOSE_BEYOND,follow,conservative,1.0,2.5,24,393,179.0274,393,-0.119812,-0.021102,-1.0,0.295165,-1.0,2.5,0.259542,0.694656,0.045802,0.0,0.0,0.0
ALL,NO_BREACH,follow,conservative,1.0,3.0,24,3251,2324.9679,3251,0.008916,-0.011043,-1.0,0.319286,-1.0,3.0,0.156875,0.655798,0.187019,0.000308,0.002461,0.0
ALL,BREACH_RECLAIM,follow,conservative,1.0,3.0,24,457,220.0048,457,0.132212,0.219681,-1.0,0.36105,-1.0,3.0,0.221007,0.601751,0.177243,0.0,0.004376,0.0
ALL,CLOSE_BEYOND,follow,conservative,1.0,3.0,24,393,179.0274,393,-0.097978,-0.024673,-1.0,0.282443,-1.0,3.0,0.201018,0.707379,0.091603,0.0,0.0,0.002545
ALL,NO_BREACH,follow,conservative,1.25,1.0,24,3251,2324.9679,3251,0.011451,0.007289,0.083318,0.501077,-1.0,1.0,0.487542,0.479545,0.032298,0.000615,0.0,0.002768
ALL,BREACH_RECLAIM,follow,conservative,1.25,1.0,24,457,220.0048,457,0.091759,0.151398,1.0,0.573304,-1.0,1.0,0.571116,0.40919,0.019694,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,1.25,1.0,24,393,179.0274,393,-0.098104,-0.057205,-1.0,0.473282,-1.0,1.0,0.468193,0.498728,0.007634,0.025445,0.0,0.0
ALL,NO_BREACH,follow,conservative,1.25,1.5,24,3251,2324.9679,3251,0.001947,-0.010886,-1.0,0.410335,-1.0,1.5,0.338973,0.552445,0.108274,0.000308,0.000308,0.0
ALL,BREACH_RECLAIM,follow,conservative,1.25,1.5,24,457,220.0048,457,0.053164,0.10712,-1.0,0.439825,-1.0,1.5,0.40919,0.50547,0.085339,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,1.25,1.5,24,393,179.0274,393,-0.098063,-0.061417,-1.0,0.384224,-1.0,1.5,0.358779,0.59542,0.035623,0.010178,0.0,0.0
ALL,NO_BREACH,follow,conservative,1.25,2.0,24,3251,2324.9679,3251,0.021904,0.003797,-1.0,0.381114,-1.0,2.0,0.242079,0.575208,0.182405,0.000308,0.000308,0.000923
ALL,BREACH_RECLAIM,follow,conservative,1.25,2.0,24,457,220.0048,457,0.076192,0.130079,-1.0,0.411379,-1.0,2.0,0.295405,0.533917,0.170678,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,1.25,2.0,24,393,179.0274,393,-0.122085,-0.058488,-1.0,0.335878,-1.0,2.0,0.279898,0.648855,0.071247,0.0,0.0,0.0
ALL,NO_BREACH,follow,conservative,1.25,2.5,24,3251,2324.9679,3251,0.004868,-0.019562,-1.0,0.364503,-1.0,2.5,0.157182,0.588127,0.254383,0.000308,0.000308,0.000615
ALL,BREACH_RECLAIM,follow,conservative,1.25,2.5,24,457,220.0048,457,0.100082,0.131946,-1.0,0.389497,-1.0,2.5,0.205689,0.547046,0.247265,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,1.25,2.5,24,393,179.0274,393,-0.109352,-0.094707,-1.0,0.318066,-1.0,2.5,0.188295,0.666667,0.145038,0.0,0.0,0.0
ALL,NO_BREACH,follow,conservative,1.25,3.0,24,3251,2324.9679,3251,0.023604,-0.002688,-1.0,0.359889,-1.0,3.0,0.115964,0.591818,0.292218,0.0,0.000308,0.0
ALL,BREACH_RECLAIM,follow,conservative,1.25,3.0,24,457,220.0048,457,0.09008,0.149966,-1.0,0.382932,-1.0,3.0,0.153173,0.553611,0.293217,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,1.25,3.0,24,393,179.0274,393,-0.11741,-0.096804,-1.0,0.310433,-1.0,3.0,0.129771,0.6743,0.195929,0.0,0.0,0.0
ALL,NO_BREACH,follow,conservative,1.5,1.0,24,3251,2324.9679,3251,0.011934,0.017545,0.133702,0.50446,-1.0,1.0,0.465088,0.448477,0.085512,0.000923,0.002153,0.0
ALL,BREACH_RECLAIM,follow,conservative,1.5,1.0,24,457,220.0048,457,0.00728,0.082256,1.0,0.533917,-1.0,1.0,0.503282,0.413567,0.083151,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,1.5,1.0,24,393,179.0274,393,-0.049468,0.01536,0.187948,0.51145,-1.0,1.0,0.493639,0.463104,0.025445,0.017812,0.0,0.0
ALL,NO_BREACH,follow,conservative,1.5,1.5,24,3251,2324.9679,3251,0.013209,0.007285,-1.0,0.430329,-1.0,1.5,0.303906,0.502307,0.193479,0.000308,0.002461,0.000615
ALL,BREACH_RECLAIM,follow,conservative,1.5,1.5,24,457,220.0048,457,0.054943,0.129241,-0.188453,0.466083,-1.0,1.5,0.382932,0.47046,0.146608,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,1.5,1.5,24,393,179.0274,393,-0.130163,-0.056929,-1.0,0.40458,-1.0,1.5,0.312977,0.562341,0.124682,0.0,0.0,0.0
ALL,NO_BREACH,follow,conservative,1.5,2.0,24,3251,2324.9679,3251,0.003034,-0.010452,-1.0,0.406644,-1.0,2.0,0.183328,0.518302,0.298062,0.000308,0.002461,0.0
ALL,BREACH_RECLAIM,follow,conservative,1.5,2.0,24,457,220.0048,457,0.071805,0.135231,-0.542879,0.446389,-1.0,2.0,0.2407,0.483589,0.275711,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,1.5,2.0,24,393,179.0274,393,-0.100848,-0.039201,-1.0,0.389313,-1.0,2.0,0.21883,0.577608,0.203562,0.0,0.0,0.002545
ALL,NO_BREACH,follow,conservative,1.5,2.5,24,3251,2324.9679,3251,0.023547,0.006297,-1.0,0.399877,-1.0,2.5,0.127653,0.523839,0.348508,0.0,0.002461,0.000308
ALL,BREACH_RECLAIM,follow,conservative,1.5,2.5,24,457,220.0048,457,0.062094,0.128477,-0.596627,0.426696,-1.0,2.5,0.157549,0.492341,0.350109,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,1.5,2.5,24,393,179.0274,393,-0.113177,-0.06371,-1.0,0.37659,-1.0,2.5,0.132316,0.590331,0.277354,0.0,0.0,0.0
ALL,NO_BREACH,follow,conservative,1.5,3.0,24,3251,2324.9679,3251,0.02852,0.014424,-1.0,0.396186,-1.0,2.330113,0.088588,0.526607,0.384805,0.0,0.002461,0.0
ALL,BREACH_RECLAIM,follow,conservative,1.5,3.0,24,457,220.0048,457,0.062693,0.154253,-0.596627,0.424508,-1.0,2.184676,0.109409,0.49453,0.396061,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,1.5,3.0,24,393,179.0274,393,-0.134503,-0.135576,-1.0,0.346056,-1.0,1.985815,0.050891,0.590331,0.358779,0.0,0.0,0.0
ALL,NO_BREACH,follow,conservative,2.0,1.0,24,3251,2324.9679,3251,-0.002836,-0.009396,0.0,0.493387,-1.0,1.0,0.376807,0.398954,0.223931,0.000308,0.0,0.000923
ALL,BREACH_RECLAIM,follow,conservative,2.0,1.0,24,457,220.0048,457,-0.013375,0.035571,0.195896,0.514223,-1.0,1.0,0.428884,0.393873,0.177243,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,2.0,1.0,24,393,179.0274,393,-0.074799,-0.032635,-0.06173,0.496183,-1.0,1.0,0.381679,0.422392,0.185751,0.010178,0.0,0.0
ALL,NO_BREACH,follow,conservative,2.0,1.5,24,3251,2324.9679,3251,-0.006781,-0.021865,-0.147041,0.454937,-1.0,1.5,0.196863,0.420486,0.382344,0.000308,0.0,0.0
ALL,BREACH_RECLAIM,follow,conservative,2.0,1.5,24,457,220.0048,457,0.009541,0.054831,-0.107334,0.4814,-1.0,1.5,0.249453,0.420131,0.330416,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,2.0,1.5,24,393,179.0274,393,-0.086299,-0.048944,-0.35699,0.445293,-1.0,1.5,0.221374,0.46056,0.318066,0.0,0.0,0.002545
ALL,NO_BREACH,follow,conservative,2.0,2.0,24,3251,2324.9679,3251,0.009071,-0.008006,-0.203353,0.446632,-1.0,2.0,0.118733,0.425408,0.45586,0.0,0.0,0.0
ALL,BREACH_RECLAIM,follow,conservative,2.0,2.0,24,457,220.0048,457,0.002671,0.059957,-0.118083,0.463895,-1.0,2.0,0.137856,0.426696,0.435449,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,2.0,2.0,24,393,179.0274,393,-0.116962,-0.124224,-0.474013,0.402036,-1.0,1.715942,0.086514,0.473282,0.440204,0.0,0.0,0.0
ALL,NO_BREACH,follow,conservative,2.0,2.5,24,3251,2324.9679,3251,0.008263,-0.0071,-0.214619,0.443248,-1.0,1.625366,0.065211,0.427561,0.507229,0.0,0.0,0.0
ALL,BREACH_RECLAIM,follow,conservative,2.0,2.5,24,457,220.0048,457,0.009102,0.082662,-0.118083,0.463895,-1.0,1.587629,0.091904,0.426696,0.4814,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,2.0,2.5,24,393,179.0274,393,-0.109846,-0.11911,-0.474013,0.402036,-1.0,1.445439,0.045802,0.473282,0.480916,0.0,0.0,0.0
ALL,NO_BREACH,follow,conservative,2.0,3.0,24,3251,2324.9679,3251,0.004457,-0.008026,-0.214619,0.442941,-1.0,1.552501,0.035374,0.427868,0.536758,0.0,0.0,0.0
ALL,BREACH_RECLAIM,follow,conservative,2.0,3.0,24,457,220.0048,457,0.032823,0.120208,-0.118083,0.463895,-1.0,1.578521,0.085339,0.426696,0.487965,0.0,0.0,0.0
ALL,CLOSE_BEYOND,follow,conservative,2.0,3.0,24,393,179.0274,393,-0.102809,-0.113429,-0.474013,0.402036,-1.0,1.445439,0.022901,0.473282,0.503817,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,0.5,1.0,6,13880,10051.9912,13880,-0.104674,-0.10864,-1.0,0.445173,-1.0,1.0,0.443732,0.469813,0.00353,0.082925,0.000216,0.00036
ALL,BREACH_RECLAIM,fade,conservative,0.5,1.0,6,1272,647.7368,1272,-0.169165,-0.219199,-1.0,0.389937,-1.0,1.0,0.387579,0.468553,0.003931,0.139937,0.002358,0.003145
