symbol,direction,policy,stop_atr,target_r,horizon,n,n_weighted,n_result,mean_R,mean_R_event,median_R,positive_R_rate,p10_R,p90_R,target_hit_rate,stop_hit_rate,timeout_rate,both_hit_rate,gap_stop_rate,gap_target_rate
AG,fade,optimistic,1.0,3.0,12,3985,2644.0,3985,0.027046,-0.017422,-1.0,0.32522,-1.0,3.0,0.153074,0.626851,0.219573,0.000502,0.001506,0.0
CU,fade,optimistic,1.0,3.0,12,3266,2173.0,3266,-0.020911,-0.011816,-1.0,0.323025,-1.0,3.0,0.143295,0.605021,0.251684,0.0,0.000612,0.0
RB,fade,optimistic,1.0,3.0,12,1939,1196.0,1939,0.031894,0.078099,-1.0,0.363074,-1.0,3.0,0.124807,0.531717,0.343476,0.0,0.0,0.0
M,fade,optimistic,1.0,3.0,12,2024,1268.0,2024,-0.022143,-0.008234,-1.0,0.326581,-1.0,3.0,0.146739,0.620553,0.232708,0.0,0.0,0.0
ALL,fade,optimistic,1.0,3.0,12,11214,7281.0,11214,0.004963,0.002385,-1.0,0.331371,-1.0,3.0,0.144195,0.602907,0.25272,0.000178,0.000713,0.0
AG,fade,conservative,1.25,1.0,12,3985,2644.0,3985,0.01515,-0.004862,-0.03017,0.492346,-1.0,1.0,0.452447,0.451945,0.093099,0.002509,0.000753,0.0
CU,fade,conservative,1.25,1.0,12,3266,2173.0,3266,-0.024698,-0.032186,-0.173956,0.471831,-1.0,1.0,0.432639,0.457134,0.108696,0.001531,0.001837,0.000306
RB,fade,conservative,1.25,1.0,12,1939,1196.0,1939,0.01826,0.04603,0.171671,0.506447,-1.0,1.0,0.443012,0.384734,0.164518,0.007736,0.0,0.000516
M,fade,conservative,1.25,1.0,12,2024,1268.0,2024,-0.045483,-0.05611,-0.385819,0.471838,-1.0,1.0,0.423419,0.481225,0.093379,0.001976,0.0,0.0
ALL,fade,conservative,1.25,1.0,12,11214,7281.0,11214,-0.006791,-0.01327,-0.085131,0.485108,-1.0,1.0,0.439807,0.44712,0.110041,0.003032,0.000803,0.000178
AG,fade,exclude,1.25,1.0,12,3985,2644.0,3975,0.016688,-0.002358,-0.015268,0.493585,-1.0,1.0,0.452447,0.451945,0.093099,0.002509,0.000753,0.0
CU,fade,exclude,1.25,1.0,12,3266,2173.0,3261,-0.023349,-0.030702,-0.173031,0.472554,-1.0,1.0,0.432639,0.457134,0.108696,0.001531,0.001837,0.000306
RB,fade,exclude,1.25,1.0,12,1939,1196.0,1924,0.019112,0.054185,0.191919,0.510395,-1.0,1.0,0.443012,0.384734,0.164518,0.007736,0.0,0.000516
M,fade,exclude,1.25,1.0,12,2024,1268.0,2020,-0.043975,-0.054241,-0.385819,0.472772,-1.0,1.0,0.423419,0.481225,0.093379,0.001976,0.0,0.0
ALL,fade,exclude,1.25,1.0,12,11214,7281.0,11180,-0.005425,-0.010269,-0.072042,0.486583,-1.0,1.0,0.439807,0.44712,0.110041,0.003032,0.000803,0.000178
AG,fade,optimistic,1.25,1.0,12,3985,2644.0,3985,0.018176,0.000157,0.0,0.494856,-1.0,1.0,0.452447,0.451945,0.093099,0.002509,0.000753,0.0
CU,fade,optimistic,1.25,1.0,12,3266,2173.0,3266,-0.021937,-0.029124,-0.166234,0.473362,-1.0,1.0,0.432639,0.457134,0.108696,0.001531,0.001837,0.000306
RB,fade,optimistic,1.25,1.0,12,1939,1196.0,1939,0.019932,0.061502,0.221111,0.514183,-1.0,1.0,0.443012,0.384734,0.164518,0.007736,0.0,0.000516
M,fade,optimistic,1.25,1.0,12,2024,1268.0,2024,-0.042329,-0.052157,-0.361502,0.473814,-1.0,1.0,0.423419,0.481225,0.093379,0.001976,0.0,0.0
ALL,fade,optimistic,1.25,1.0,12,11214,7281.0,11214,-0.004044,-0.007206,-0.053871,0.48814,-1.0,1.0,0.439807,0.44712,0.110041,0.003032,0.000803,0.000178
AG,fade,conservative,1.25,1.5,12,3985,2644.0,3985,0.029167,0.00018,-1.0,0.42409,-1.0,1.5,0.315433,0.502635,0.179925,0.002008,0.000753,0.0
CU,fade,conservative,1.25,1.5,12,3266,2173.0,3266,-0.033385,-0.030478,-1.0,0.40049,-1.0,1.5,0.300061,0.509798,0.190141,0.0,0.001837,0.0
RB,fade,conservative,1.25,1.5,12,1939,1196.0,1939,0.025096,0.061977,-0.191356,0.43837,-1.0,1.5,0.297576,0.427024,0.2754,0.0,0.0,0.0
M,fade,conservative,1.25,1.5,12,2024,1268.0,2024,-0.026441,-0.031442,-1.0,0.410573,-1.0,1.5,0.301383,0.524209,0.174407,0.0,0.0,0.000988
ALL,fade,conservative,1.25,1.5,12,11214,7281.0,11214,0.000145,-0.003771,-0.735969,0.417246,-1.0,1.5,0.305333,0.495541,0.198413,0.000713,0.000803,0.000178
AG,fade,exclude,1.25,1.5,12,3985,2644.0,3977,0.030336,0.002192,-1.0,0.424943,-1.0,1.5,0.315433,0.502635,0.179925,0.002008,0.000753,0.0
CU,fade,exclude,1.25,1.5,12,3266,2173.0,3266,-0.033385,-0.030478,-1.0,0.40049,-1.0,1.5,0.300061,0.509798,0.190141,0.0,0.001837,0.0
RB,fade,exclude,1.25,1.5,12,1939,1196.0,1939,0.025096,0.061977,-0.191356,0.43837,-1.0,1.5,0.297576,0.427024,0.2754,0.0,0.0,0.0
M,fade,exclude,1.25,1.5,12,2024,1268.0,2024,-0.026441,-0.031442,-1.0,0.410573,-1.0,1.5,0.301383,0.524209,0.174407,0.0,0.0,0.000988
ALL,fade,exclude,1.25,1.5,12,11214,7281.0,11206,0.000558,-0.00306,-0.73088,0.417544,-1.0,1.5,0.305333,0.495541,0.198413,0.000713,0.000803,0.000178
AG,fade,optimistic,1.25,1.5,12,3985,2644.0,3985,0.032003,0.005199,-1.0,0.426098,-1.0,1.5,0.315433,0.502635,0.179925,0.002008,0.000753,0.0
CU,fade,optimistic,1.25,1.5,12,3266,2173.0,3266,-0.033385,-0.030478,-1.0,0.40049,-1.0,1.5,0.300061,0.509798,0.190141,0.0,0.001837,0.0
RB,fade,optimistic,1.25,1.5,12,1939,1196.0,1939,0.025096,0.061977,-0.191356,0.43837,-1.0,1.5,0.297576,0.427024,0.2754,0.0,0.0,0.0
M,fade,optimistic,1.25,1.5,12,2024,1268.0,2024,-0.026441,-0.031442,-1.0,0.410573,-1.0,1.5,0.301383,0.524209,0.174407,0.0,0.0,0.000988
ALL,fade,optimistic,1.25,1.5,12,11214,7281.0,11214,0.001176,-0.001988,-0.715108,0.41796,-1.0,1.5,0.305333,0.495541,0.198413,0.000713,0.000803,0.000178
AG,fade,conservative,1.25,2.0,12,3985,2644.0,3985,0.027491,0.002339,-1.0,0.391217,-1.0,2.0,0.225345,0.524467,0.248683,0.001506,0.000753,0.000502
CU,fade,conservative,1.25,2.0,12,3266,2173.0,3266,-0.033328,-0.030685,-1.0,0.371096,-1.0,2.0,0.203001,0.522658,0.274342,0.0,0.001837,0.0
RB,fade,conservative,1.25,2.0,12,1939,1196.0,1939,0.019755,0.053804,-0.322696,0.409489,-1.0,2.0,0.181021,0.44198,0.376998,0.0,0.0,0.0
M,fade,conservative,1.25,2.0,12,2024,1268.0,2024,-0.016602,-0.026824,-1.0,0.38587,-1.0,2.0,0.201581,0.530632,0.267787,0.0,0.0,0.000988
ALL,fade,conservative,1.25,2.0,12,11214,7281.0,11214,0.00039,-0.003644,-1.0,0.387551,-1.0,2.0,0.206884,0.51079,0.281791,0.000535,0.000803,0.000357
AG,fade,exclude,1.25,2.0,12,3985,2644.0,3979,0.028658,0.003851,-1.0,0.391807,-1.0,2.0,0.225345,0.524467,0.248683,0.001506,0.000753,0.000502
CU,fade,exclude,1.25,2.0,12,3266,2173.0,3266,-0.033328,-0.030685,-1.0,0.371096,-1.0,2.0,0.203001,0.522658,0.274342,0.0,0.001837,0.0
RB,fade,exclude,1.25,2.0,12,1939,1196.0,1939,0.019755,0.053804,-0.322696,0.409489,-1.0,2.0,0.181021,0.44198,0.376998,0.0,0.0,0.0
M,fade,exclude,1.25,2.0,12,2024,1268.0,2024,-0.016602,-0.026824,-1.0,0.38587,-1.0,2.0,0.201581,0.530632,0.267787,0.0,0.0,0.000988
ALL,fade,exclude,1.25,2.0,12,11214,7281.0,11208,0.000802,-0.00311,-1.0,0.387759,-1.0,2.0,0.206884,0.51079,0.281791,0.000535,0.000803,0.000357
AG,fade,optimistic,1.25,2.0,12,3985,2644.0,3985,0.030895,0.006856,-1.0,0.392723,-1.0,2.0,0.225345,0.524467,0.248683,0.001506,0.000753,0.000502
CU,fade,optimistic,1.25,2.0,12,3266,2173.0,3266,-0.033328,-0.030685,-1.0,0.371096,-1.0,2.0,0.203001,0.522658,0.274342,0.0,0.001837,0.0
RB,fade,optimistic,1.25,2.0,12,1939,1196.0,1939,0.019755,0.053804,-0.322696,0.409489,-1.0,2.0,0.181021,0.44198,0.376998,0.0,0.0,0.0
M,fade,optimistic,1.25,2.0,12,2024,1268.0,2024,-0.016602,-0.026824,-1.0,0.38587,-1.0,2.0,0.201581,0.530632,0.267787,0.0,0.0,0.000988
ALL,fade,optimistic,1.25,2.0,12,11214,7281.0,11214,0.001626,-0.002039,-1.0,0.388086,-1.0,2.0,0.206884,0.51079,0.281791,0.000535,0.000803,0.000357
AG,fade,conservative,1.25,2.5,12,3985,2644.0,3985,0.031177,0.006137,-1.0,0.377415,-1.0,2.5,0.156587,0.534003,0.308908,0.000502,0.000753,0.0
CU,fade,conservative,1.25,2.5,12,3266,2173.0,3266,-0.016885,-0.013885,-1.0,0.36436,-1.0,2.5,0.14207,0.526026,0.331904,0.0,0.001837,0.000306
RB,fade,conservative,1.25,2.5,12,1939,1196.0,1939,0.031282,0.071097,-0.337741,0.405364,-1.0,2.5,0.120681,0.444559,0.43476,0.0,0.0,0.0
M,fade,conservative,1.25,2.5,12,2024,1268.0,2024,-0.013903,-0.013574,-1.0,0.374506,-1.0,2.5,0.142292,0.534091,0.323617,0.0,0.0,0.0
ALL,fade,conservative,1.25,2.5,12,11214,7281.0,11214,0.008999,0.00798,-1.0,0.37792,-1.0,2.5,0.143571,0.51623,0.340021,0.000178,0.000803,8.9e-05
AG,fade,exclude,1.25,2.5,12,3985,2644.0,3983,0.031958,0.006642,-1.0,0.377605,-1.0,2.5,0.156587,0.534003,0.308908,0.000502,0.000753,0.0
CU,fade,exclude,1.25,2.5,12,3266,2173.0,3266,-0.016885,-0.013885,-1.0,0.36436,-1.0,2.5,0.14207,0.526026,0.331904,0.0,0.001837,0.000306
RB,fade,exclude,1.25,2.5,12,1939,1196.0,1939,0.031282,0.071097,-0.337741,0.405364,-1.0,2.5,0.120681,0.444559,0.43476,0.0,0.0,0.0
M,fade,exclude,1.25,2.5,12,2024,1268.0,2024,-0.013903,-0.013574,-1.0,0.374506,-1.0,2.5,0.142292,0.534091,0.323617,0.0,0.0,0.0
ALL,fade,exclude,1.25,2.5,12,11214,7281.0,11212,0.009277,0.00816,-1.0,0.377988,-1.0,2.5,0.143571,0.51623,0.340021,0.000178,0.000803,8.9e-05
AG,fade,optimistic,1.25,2.5,12,3985,2644.0,3985,0.033825,0.007894,-1.0,0.377917,-1.0,2.5,0.156587,0.534003,0.308908,0.000502,0.000753,0.0
CU,fade,optimistic,1.25,2.5,12,3266,2173.0,3266,-0.016885,-0.013885,-1.0,0.36436,-1.0,2.5,0.14207,0.526026,0.331904,0.0,0.001837,0.000306
RB,fade,optimistic,1.25,2.5,12,1939,1196.0,1939,0.031282,0.071097,-0.337741,0.405364,-1.0,2.5,0.120681,0.444559,0.43476,0.0,0.0,0.0
M,fade,optimistic,1.25,2.5,12,2024,1268.0,2024,-0.013903,-0.013574,-1.0,0.374506,-1.0,2.5,0.142292,0.534091,0.323617,0.0,0.0,0.0
ALL,fade,optimistic,1.25,2.5,12,11214,7281.0,11214,0.009961,0.008605,-1.0,0.378099,-1.0,2.5,0.143571,0.51623,0.340021,0.000178,0.000803,8.9e-05
AG,fade,conservative,1.25,3.0,12,3985,2644.0,3985,0.02588,-0.005538,-1.0,0.370389,-1.0,3.0,0.105646,0.539523,0.35458,0.000251,0.000753,0.000251
CU,fade,conservative,1.25,3.0,12,3266,2173.0,3266,-0.013863,-0.018778,-1.0,0.36038,-1.0,2.401301,0.093999,0.527863,0.378138,0.0,0.001837,0.0
RB,fade,conservative,1.25,3.0,12,1939,1196.0,1939,0.036462,0.079625,-0.341613,0.404332,-1.0,1.914164,0.079938,0.445075,0.474987,0.0,0.0,0.0
M,fade,conservative,1.25,3.0,12,2024,1268.0,2024,-0.00523,-0.028535,-1.0,0.365613,-1.0,2.37567,0.083004,0.541008,0.375988,0.0,0.0,0.0
ALL,fade,conservative,1.25,3.0,12,11214,7281.0,11214,0.010339,0.00118,-1.0,0.372481,-1.0,2.374803,0.093722,0.520064,0.386124,8.9e-05,0.000803,8.9e-05
AG,fade,exclude,1.25,3.0,12,3985,2644.0,3984,0.026268,-0.005289,-1.0,0.370482,-1.0,3.0,0.105646,0.539523,0.35458,0.000251,0.000753,0.000251
CU,fade,exclude,1.25,3.0,12,3266,2173.0,3266,-0.013863,-0.018778,-1.0,0.36038,-1.0,2.401301,0.093999,0.527863,0.378138,0.0,0.001837,0.0
RB,fade,exclude,1.25,3.0,12,1939,1196.0,1939,0.036462,0.079625,-0.341613,0.404332,-1.0,1.914164,0.079938,0.445075,0.474987,0.0,0.0,0.0
M,fade,exclude,1.25,3.0,12,2024,1268.0,2024,-0.00523,-0.028535,-1.0,0.365613,-1.0,2.37567,0.083004,0.541008,0.375988,0.0,0.0,0.0
ALL,fade,exclude,1.25,3.0,12,11214,7281.0,11213,0.010478,0.00127,-1.0,0.372514,-1.0,2.374803,0.093722,0.520064,0.386124,8.9e-05,0.000803,8.9e-05
AG,fade,optimistic,1.25,3.0,12,3985,2644.0,3985,0.027393,-0.004535,-1.0,0.37064,-1.0,3.0,0.105646,0.539523,0.35458,0.000251,0.000753,0.000251
CU,fade,optimistic,1.25,3.0,12,3266,2173.0,3266,-0.013863,-0.018778,-1.0,0.36038,-1.0,2.401301,0.093999,0.527863,0.378138,0.0,0.001837,0.0
RB,fade,optimistic,1.25,3.0,12,1939,1196.0,1939,0.036462,0.079625,-0.341613,0.404332,-1.0,1.914164,0.079938,0.445075,0.474987,0.0,0.0,0.0
M,fade,optimistic,1.25,3.0,12,2024,1268.0,2024,-0.00523,-0.028535,-1.0,0.365613,-1.0,2.37567,0.083004,0.541008,0.375988,0.0,0.0,0.0
ALL,fade,optimistic,1.25,3.0,12,11214,7281.0,11214,0.010889,0.001537,-1.0,0.37257,-1.0,2.376017,0.093722,0.520064,0.386124,8.9e-05,0.000803,8.9e-05
AG,fade,conservative,1.5,1.0,12,3985,2644.0,3985,0.015302,0.001419,-0.012723,0.490339,-1.0,1.0,0.415307,0.401255,0.18143,0.002008,0.000251,0.001004
CU,fade,conservative,1.5,1.0,12,3266,2173.0,3266,-0.028181,-0.036273,-0.121582,0.462952,-1.0,1.0,0.388242,0.410594,0.200245,0.000919,0.0,0.002143
RB,fade,conservative,1.5,1.0,12,1939,1196.0,1939,0.014823,0.042468,0.0,0.499226,-1.0,1.0,0.390407,0.340382,0.269211,0.0,0.000516,0.001031
M,fade,conservative,1.5,1.0,12,2024,1268.0,2024,-0.019495,-0.034091,-0.129251,0.478261,-1.0,1.0,0.399704,0.431324,0.168972,0.0,0.0,0.001482
ALL,fade,conservative,1.5,1.0,12,11214,7281.0,11214,-0.003814,-0.00887,-0.039693,0.481719,-1.0,1.0,0.400303,0.398876,0.199839,0.000981,0.000178,0.001427
AG,fade,exclude,1.5,1.0,12,3985,2644.0,3977,0.016455,0.003434,0.0,0.491325,-1.0,1.0,0.415307,0.401255,0.18143,0.002008,0.000251,0.001004
CU,fade,exclude,1.5,1.0,12,3266,2173.0,3263,-0.027286,-0.035387,-0.121518,0.463377,-1.0,1.0,0.388242,0.410594,0.200245,0.000919,0.0,0.002143
RB,fade,exclude,1.5,1.0,12,1939,1196.0,1939,0.014823,0.042468,0.0,0.499226,-1.0,1.0,0.390407,0.340382,0.269211,0.0,0.000516,0.001031
M,fade,exclude,1.5,1.0,12,2024,1268.0,2024,-0.019495,-0.034091,-0.129251,0.478261,-1.0,1.0,0.399704,0.431324,0.168972,0.0,0.0,0.001482
ALL,fade,exclude,1.5,1.0,12,11214,7281.0,11203,-0.00313,-0.007897,-0.036712,0.482192,-1.0,1.0,0.400303,0.398876,0.199839,0.000981,0.000178,0.001427
AG,fade,optimistic,1.5,1.0,12,3985,2644.0,3985,0.017571,0.005434,0.0,0.492346,-1.0,1.0,0.415307,0.401255,0.18143,0.002008,0.000251,0.001004
CU,fade,optimistic,1.5,1.0,12,3266,2173.0,3266,-0.026341,-0.034436,-0.11949,0.46387,-1.0,1.0,0.388242,0.410594,0.200245,0.000919,0.0,0.002143
RB,fade,optimistic,1.5,1.0,12,1939,1196.0,1939,0.014823,0.042468,0.0,0.499226,-1.0,1.0,0.390407,0.340382,0.269211,0.0,0.000516,0.001031
M,fade,optimistic,1.5,1.0,12,2024,1268.0,2024,-0.019495,-0.034091,-0.129251,0.478261,-1.0,1.0,0.399704,0.431324,0.168972,0.0,0.0,0.001482
ALL,fade,optimistic,1.5,1.0,12,11214,7281.0,11214,-0.002441,-0.006908,-0.027987,0.4827,-1.0,1.0,0.400303,0.398876,0.199839,0.000981,0.000178,0.001427
AG,fade,conservative,1.5,1.5,12,3985,2644.0,3985,0.026114,0.00291,-0.29251,0.43212,-1.0,1.5,0.271769,0.434128,0.292095,0.002008,0.000251,0.0
CU,fade,conservative,1.5,1.5,12,3266,2173.0,3266,-0.021351,-0.021818,-0.349695,0.411513,-1.0,1.5,0.253521,0.437232,0.308941,0.000306,0.0,0.000306
RB,fade,conservative,1.5,1.5,12,1939,1196.0,1939,0.028847,0.069008,-0.082508,0.451264,-1.0,1.5,0.24033,0.354822,0.404848,0.0,0.000516,0.0
M,fade,conservative,1.5,1.5,12,2024,1268.0,2024,-0.016029,-0.026366,-0.456461,0.423913,-1.0,1.5,0.253458,0.456028,0.290514,0.0,0.0,0.000494
ALL,fade,conservative,1.5,1.5,12,11214,7281.0,11214,0.005058,0.001853,-0.28321,0.427947,-1.0,1.5,0.257714,0.425272,0.316212,0.000803,0.000178,0.000178
AG,fade,exclude,1.5,1.5,12,3985,2644.0,3977,0.02728,0.004928,-0.279544,0.43299,-1.0,1.5,0.271769,0.434128,0.292095,0.002008,0.000251,0.0
CU,fade,exclude,1.5,1.5,12,3266,2173.0,3265,-0.0209,-0.021518,-0.349695,0.411639,-1.0,1.5,0.253521,0.437232,0.308941,0.000306,0.0,0.000306
RB,fade,exclude,1.5,1.5,12,1939,1196.0,1939,0.028847,0.069008,-0.082508,0.451264,-1.0,1.5,0.24033,0.354822,0.404848,0.0,0.000516,0.0
M,fade,exclude,1.5,1.5,12,2024,1268.0,2024,-0.016029,-0.026366,-0.456461,0.423913,-1.0,1.5,0.253458,0.456028,0.290514,0.0,0.0,0.000494
ALL,fade,exclude,1.5,1.5,12,11214,7281.0,11205,0.005611,0.002658,-0.281391,0.428291,-1.0,1.5,0.257714,0.425272,0.316212,0.000803,0.000178,0.000178
AG,fade,optimistic,1.5,1.5,12,3985,2644.0,3985,0.028951,0.007929,-0.273556,0.434128,-1.0,1.5,0.271769,0.434128,0.292095,0.002008,0.000251,0.0
CU,fade,optimistic,1.5,1.5,12,3266,2173.0,3266,-0.0202,-0.021052,-0.349695,0.411819,-1.0,1.5,0.253521,0.437232,0.308941,0.000306,0.0,0.000306
RB,fade,optimistic,1.5,1.5,12,1939,1196.0,1939,0.028847,0.069008,-0.082508,0.451264,-1.0,1.5,0.24033,0.354822,0.404848,0.0,0.000516,0.0
M,fade,optimistic,1.5,1.5,12,2024,1268.0,2024,-0.016029,-0.026366,-0.456461,0.423913,-1.0,1.5,0.253458,0.456028,0.290514,0.0,0.0,0.000494
ALL,fade,optimistic,1.5,1.5,12,11214,7281.0,11214,0.006432,0.00386,-0.281173,0.42875,-1.0,1.5,0.257714,0.425272,0.316212,0.000803,0.000178,0.000178
AG,fade,conservative,1.5,2.0,12,3985,2644.0,3985,0.019925,-0.000787,-0.415482,0.407528,-1.0,2.0,0.172647,0.449937,0.376913,0.000502,0.000251,0.0
CU,fade,conservative,1.5,2.0,12,3266,2173.0,3266,-0.010712,-0.012787,-0.392765,0.395591,-1.0,2.0,0.161359,0.444274,0.394366,0.0,0.0,0.0
RB,fade,conservative,1.5,2.0,12,1939,1196.0,1939,0.03229,0.078476,-0.121136,0.440433,-1.0,2.0,0.140278,0.360495,0.499226,0.0,0.000516,0.0
M,fade,conservative,1.5,2.0,12,2024,1268.0,2024,-0.005534,-0.017482,-0.510412,0.406621,-1.0,2.0,0.160079,0.459486,0.380435,0.0,0.0,0.0
ALL,fade,conservative,1.5,2.0,12,11214,7281.0,11214,0.008379,0.00641,-0.334573,0.409577,-1.0,2.0,0.161495,0.434546,0.403781,0.000178,0.000178,0.0
AG,fade,exclude,1.5,2.0,12,3985,2644.0,3983,0.020698,-0.000286,-0.414014,0.407733,-1.0,2.0,0.172647,0.449937,0.376913,0.000502,0.000251,0.0
CU,fade,exclude,1.5,2.0,12,3266,2173.0,3266,-0.010712,-0.012787,-0.392765,0.395591,-1.0,2.0,0.161359,0.444274,0.394366,0.0,0.0,0.0
RB,fade,exclude,1.5,2.0,12,1939,1196.0,1939,0.03229,0.078476,-0.121136,0.440433,-1.0,2.0,0.140278,0.360495,0.499226,0.0,0.000516,0.0
M,fade,exclude,1.5,2.0,12,2024,1268.0,2024,-0.005534,-0.017482,-0.510412,0.406621,-1.0,2.0,0.160079,0.459486,0.380435,0.0,0.0,0.0
ALL,fade,exclude,1.5,2.0,12,11214,7281.0,11212,0.008656,0.00659,-0.33425,0.40965,-1.0,2.0,0.161495,0.434546,0.403781,0.000178,0.000178,0.0
AG,fade,optimistic,1.5,2.0,12,3985,2644.0,3985,0.022195,0.000718,-0.412261,0.40803,-1.0,2.0,0.172647,0.449937,0.376913,0.000502,0.000251,0.0
CU,fade,optimistic,1.5,2.0,12,3266,2173.0,3266,-0.010712,-0.012787,-0.392765,0.395591,-1.0,2.0,0.161359,0.444274,0.394366,0.0,0.0,0.0
RB,fade,optimistic,1.5,2.0,12,1939,1196.0,1939,0.03229,0.078476,-0.121136,0.440433,-1.0,2.0,0.140278,0.360495,0.499226,0.0,0.000516,0.0
M,fade,optimistic,1.5,2.0,12,2024,1268.0,2024,-0.005534,-0.017482,-0.510412,0.406621,-1.0,2.0,0.160079,0.459486,0.380435,0.0,0.0,0.0
ALL,fade,optimistic,1.5,2.0,12,11214,7281.0,11214,0.009203,0.006945,-0.333927,0.409756,-1.0,2.0,0.161495,0.434546,0.403781,0.000178,0.000178,0.0
AG,fade,conservative,1.5,2.5,12,3985,2644.0,3985,0.015221,-0.009191,-0.462951,0.398243,-1.0,2.5,0.110163,0.456964,0.432622,0.000251,0.000251,0.000251
CU,fade,conservative,1.5,2.5,12,3266,2173.0,3266,-0.008162,-0.017223,-0.410846,0.390692,-1.0,2.127308,0.098285,0.445499,0.456216,0.0,0.0,0.0
RB,fade,conservative,1.5,2.5,12,1939,1196.0,1939,0.034266,0.084706,-0.124712,0.437855,-1.0,1.613554,0.082001,0.361527,0.556472,0.0,0.000516,0.0
M,fade,conservative,1.5,2.5,12,2024,1268.0,2024,-0.005466,-0.027634,-0.520413,0.401186,-1.0,1.992951,0.084486,0.461462,0.454051,0.0,0.0,0.0
ALL,fade,conservative,1.5,2.5,12,11214,7281.0,11214,0.007768,0.001377,-0.358198,0.403424,-1.0,2.079382,0.0972,0.437935,0.464776,8.9e-05,0.000178,8.9e-05
AG,fade,exclude,1.5,2.5,12,3985,2644.0,3984,0.015605,-0.008942,-0.459042,0.398343,-1.0,2.5,0.110163,0.456964,0.432622,0.000251,0.000251,0.000251
CU,fade,exclude,1.5,2.5,12,3266,2173.0,3266,-0.008162,-0.017223,-0.410846,0.390692,-1.0,2.127308,0.098285,0.445499,0.456216,0.0,0.0,0.0
RB,fade,exclude,1.5,2.5,12,1939,1196.0,1939,0.034266,0.084706,-0.124712,0.437855,-1.0,1.613554,0.082001,0.361527,0.556472,0.0,0.000516,0.0
M,fade,exclude,1.5,2.5,12,2024,1268.0,2024,-0.005466,-0.027634,-0.520413,0.401186,-1.0,1.992951,0.084486,0.461462,0.454051,0.0,0.0,0.0
ALL,fade,exclude,1.5,2.5,12,11214,7281.0,11213,0.007906,0.001466,-0.358198,0.40346,-1.0,2.08023,0.0972,0.437935,0.464776,8.9e-05,0.000178,8.9e-05
AG,fade,optimistic,1.5,2.5,12,3985,2644.0,3985,0.016544,-0.008312,-0.455133,0.398494,-1.0,2.5,0.110163,0.456964,0.432622,0.000251,0.000251,0.000251
CU,fade,optimistic,1.5,2.5,12,3266,2173.0,3266,-0.008162,-0.017223,-0.410846,0.390692,-1.0,2.127308,0.098285,0.445499,0.456216,0.0,0.0,0.0
RB,fade,optimistic,1.5,2.5,12,1939,1196.0,1939,0.034266,0.084706,-0.124712,0.437855,-1.0,1.613554,0.082001,0.361527,0.556472,0.0,0.000516,0.0
M,fade,optimistic,1.5,2.5,12,2024,1268.0,2024,-0.005466,-0.027634,-0.520413,0.401186,-1.0,1.992951,0.084486,0.461462,0.454051,0.0,0.0,0.0
ALL,fade,optimistic,1.5,2.5,12,11214,7281.0,11214,0.008249,0.001689,-0.358129,0.403513,-1.0,2.087818,0.0972,0.437935,0.464776,8.9e-05,0.000178,8.9e-05
AG,fade,conservative,1.5,3.0,12,3985,2644.0,3985,0.024893,0.002978,-0.492607,0.395734,-1.0,1.913647,0.077039,0.458971,0.463739,0.000251,0.000251,0.0
CU,fade,conservative,1.5,3.0,12,3266,2173.0,3266,0.005141,-0.004341,-0.410846,0.390692,-1.0,1.825584,0.068892,0.445499,0.485609,0.0,0.0,0.000306
RB,fade,conservative,1.5,3.0,12,1939,1196.0,1939,0.026664,0.075426,-0.134899,0.434244,-1.0,1.520397,0.043837,0.364621,0.591542,0.0,0.000516,0.0
M,fade,conservative,1.5,3.0,12,2024,1268.0,2024,-0.014355,-0.028031,-0.527273,0.398715,-1.0,1.751251,0.052372,0.461462,0.486166,0.0,0.0,0.0
ALL,fade,conservative,1.5,3.0,12,11214,7281.0,11214,0.012454,0.007777,-0.370018,0.401462,-1.0,1.774768,0.064473,0.439183,0.496255,8.9e-05,0.000178,8.9e-05
AG,fade,exclude,1.5,3.0,12,3985,2644.0,3984,0.02528,0.00323,-0.485964,0.395833,-1.0,1.914358,0.077039,0.458971,0.463739,0.000251,0.000251,0.0
CU,fade,exclude,1.5,3.0,12,3266,2173.0,3266,0.005141,-0.004341,-0.410846,0.390692,-1.0,1.825584,0.068892,0.445499,0.485609,0.0,0.0,0.000306
RB,fade,exclude,1.5,3.0,12,1939,1196.0,1939,0.026664,0.075426,-0.134899,0.434244,-1.0,1.520397,0.043837,0.364621,0.591542,0.0,0.000516,0.0
M,fade,exclude,1.5,3.0,12,2024,1268.0,2024,-0.014355,-0.028031,-0.527273,0.398715,-1.0,1.751251,0.052372,0.461462,0.486166,0.0,0.0,0.0
ALL,fade,exclude,1.5,3.0,12,11214,7281.0,11213,0.012593,0.007867,-0.369547,0.401498,-1.0,1.774768,0.064473,0.439183,0.496255,8.9e-05,0.000178,8.9e-05
AG,fade,optimistic,1.5,3.0,12,3985,2644.0,3985,0.026405,0.003982,-0.479322,0.395985,-1.0,1.920781,0.077039,0.458971,0.463739,0.000251,0.000251,0.0
CU,fade,optimistic,1.5,3.0,12,3266,2173.0,3266,0.005141,-0.004341,-0.410846,0.390692,-1.0,1.825584,0.068892,0.445499,0.485609,0.0,0.0,0.000306
