symbol,direction,policy,stop_atr,target_r,horizon,n,n_weighted,n_result,mean_R,mean_R_event,median_R,positive_R_rate,p10_R,p90_R,target_hit_rate,stop_hit_rate,timeout_rate,both_hit_rate,gap_stop_rate,gap_target_rate
M,fade,exclude,0.5,3.0,12,2024,1268.0,2003,-0.109521,-0.075515,-1.0,0.237644,-1.0,3.0,0.218874,0.749012,0.021739,0.010375,0.001482,0.0
ALL,fade,exclude,0.5,3.0,12,11214,7281.0,11105,-0.047957,-0.052151,-1.0,0.243044,-1.0,3.0,0.224362,0.743446,0.022472,0.00972,0.000803,0.000803
AG,fade,optimistic,0.5,3.0,12,3985,2644.0,3985,0.040911,0.013441,-1.0,0.258469,-1.0,3.0,0.23187,0.737767,0.017566,0.012798,0.000753,0.000753
CU,fade,optimistic,0.5,3.0,12,3266,2173.0,3266,-0.061897,-0.062154,-1.0,0.240355,-1.0,3.0,0.215554,0.752603,0.022658,0.009186,0.000919,0.001225
RB,fade,optimistic,0.5,3.0,12,1939,1196.0,1939,-0.046458,-0.007452,-1.0,0.255802,-1.0,3.0,0.2295,0.733883,0.033007,0.00361,0.0,0.001031
M,fade,optimistic,0.5,3.0,12,2024,1268.0,2024,-0.094807,-0.043605,-1.0,0.245553,-1.0,3.0,0.218874,0.749012,0.021739,0.010375,0.001482,0.0
ALL,fade,optimistic,0.5,3.0,12,11214,7281.0,11214,-0.027759,-0.022484,-1.0,0.250401,-1.0,3.0,0.224362,0.743446,0.022472,0.00972,0.000803,0.000803
AG,fade,conservative,0.75,1.0,12,3985,2644.0,3985,-0.030564,-0.070425,-1.0,0.464492,-1.0,1.0,0.460728,0.505897,0.007528,0.025847,0.0,0.0
CU,fade,conservative,0.75,1.0,12,3266,2173.0,3266,-0.050264,-0.065152,-1.0,0.466626,-1.0,1.0,0.465401,0.516228,0.004899,0.013472,0.000612,0.001225
RB,fade,conservative,0.75,1.0,12,1939,1196.0,1939,-0.029994,-0.009474,-0.678927,0.493038,-1.0,1.0,0.489428,0.465704,0.01444,0.030428,0.0,0.0
M,fade,conservative,0.75,1.0,12,2024,1268.0,2024,-0.09784,-0.096829,-1.0,0.453063,-1.0,1.0,0.444664,0.525198,0.009881,0.020257,0.001976,0.000494
ALL,fade,conservative,0.75,1.0,12,11214,7281.0,11214,-0.048066,-0.063116,-1.0,0.467986,-1.0,1.0,0.464152,0.50544,0.008382,0.022026,0.000535,0.000446
AG,fade,exclude,0.75,1.0,12,3985,2644.0,3882,-0.008053,-0.04576,-1.0,0.476816,-1.0,1.0,0.460728,0.505897,0.007528,0.025847,0.0,0.0
CU,fade,exclude,0.75,1.0,12,3266,2173.0,3222,-0.039657,-0.052385,-1.0,0.472998,-1.0,1.0,0.465401,0.516228,0.004899,0.013472,0.000612,0.001225
RB,fade,exclude,0.75,1.0,12,1939,1196.0,1880,-0.014335,0.021612,1.0,0.508511,-1.0,1.0,0.489428,0.465704,0.01444,0.030428,0.0,0.0
M,fade,exclude,0.75,1.0,12,2024,1268.0,1983,-0.081173,-0.078155,-1.0,0.462431,-1.0,1.0,0.444664,0.525198,0.009881,0.020257,0.001976,0.000494
ALL,fade,exclude,0.75,1.0,12,11214,7281.0,10967,-0.031302,-0.042015,-1.0,0.478526,-1.0,1.0,0.464152,0.50544,0.008382,0.022026,0.000535,0.000446
AG,fade,optimistic,0.75,1.0,12,3985,2644.0,3985,0.014822,-0.018731,-1.0,0.490339,-1.0,1.0,0.460728,0.505897,0.007528,0.025847,0.0,0.0
CU,fade,optimistic,0.75,1.0,12,3266,2173.0,3266,-0.028174,-0.038208,-1.0,0.480098,-1.0,1.0,0.465401,0.516228,0.004899,0.013472,0.000612,0.001225
RB,fade,optimistic,0.75,1.0,12,1939,1196.0,1939,0.001779,0.051382,1.0,0.523466,-1.0,1.0,0.489428,0.465704,0.01444,0.030428,0.0,0.0
M,fade,optimistic,0.75,1.0,12,2024,1268.0,2024,-0.061562,-0.056315,-1.0,0.47332,-1.0,1.0,0.444664,0.525198,0.009881,0.020257,0.001976,0.000494
ALL,fade,optimistic,0.75,1.0,12,11214,7281.0,11214,-0.013455,-0.019064,-1.0,0.490012,-1.0,1.0,0.464152,0.50544,0.008382,0.022026,0.000535,0.000446
AG,fade,conservative,0.75,1.5,12,3985,2644.0,3985,-0.010948,-0.055778,-1.0,0.380427,-1.0,1.5,0.367378,0.598745,0.021832,0.012045,0.0,0.000753
CU,fade,conservative,0.75,1.5,12,3266,2173.0,3266,-0.039352,-0.053672,-1.0,0.379363,-1.0,1.5,0.369259,0.603184,0.020514,0.007042,0.000612,0.002756
RB,fade,conservative,0.75,1.5,12,1939,1196.0,1939,0.001066,0.019344,-1.0,0.407427,-1.0,1.5,0.386282,0.557504,0.047963,0.008252,0.0,0.000516
M,fade,conservative,0.75,1.5,12,2024,1268.0,2024,-0.083385,-0.073947,-1.0,0.375,-1.0,1.5,0.358696,0.612648,0.023221,0.005435,0.003458,0.0
ALL,fade,conservative,0.75,1.5,12,11214,7281.0,11214,-0.030067,-0.045455,-1.0,0.383806,-1.0,1.5,0.369627,0.595416,0.026217,0.008739,0.000803,0.001159
AG,fade,exclude,0.75,1.5,12,3985,2644.0,3937,-0.000744,-0.044266,-1.0,0.385065,-1.0,1.5,0.367378,0.598745,0.021832,0.012045,0.0,0.000753
CU,fade,exclude,0.75,1.5,12,3266,2173.0,3243,-0.034465,-0.04696,-1.0,0.382054,-1.0,1.5,0.369259,0.603184,0.020514,0.007042,0.000612,0.002756
RB,fade,exclude,0.75,1.5,12,1939,1196.0,1923,0.002743,0.027825,-1.0,0.410816,-1.0,1.5,0.386282,0.557504,0.047963,0.008252,0.0,0.000516
M,fade,exclude,0.75,1.5,12,2024,1268.0,2013,-0.077565,-0.068887,-1.0,0.377049,-1.0,1.5,0.358696,0.612648,0.023221,0.005435,0.003458,0.0
ALL,fade,exclude,0.75,1.5,12,11214,7281.0,11116,-0.02363,-0.037039,-1.0,0.38719,-1.0,1.5,0.369627,0.595416,0.026217,0.008739,0.000803,0.001159
AG,fade,optimistic,0.75,1.5,12,3985,2644.0,3985,0.014581,-0.025665,-1.0,0.392472,-1.0,1.5,0.367378,0.598745,0.021832,0.012045,0.0,0.000753
CU,fade,optimistic,0.75,1.5,12,3266,2173.0,3266,-0.026697,-0.036066,-1.0,0.386405,-1.0,1.5,0.369259,0.603184,0.020514,0.007042,0.000612,0.002756
RB,fade,optimistic,0.75,1.5,12,1939,1196.0,1939,0.005247,0.039973,-1.0,0.415678,-1.0,1.5,0.386282,0.557504,0.047963,0.008252,0.0,0.000516
M,fade,optimistic,0.75,1.5,12,2024,1268.0,2024,-0.067612,-0.06036,-1.0,0.380435,-1.0,1.5,0.358696,0.612648,0.023221,0.005435,0.003458,0.0
ALL,fade,optimistic,0.75,1.5,12,11214,7281.0,11214,-0.013586,-0.023607,-1.0,0.392545,-1.0,1.5,0.369627,0.595416,0.026217,0.008739,0.000803,0.001159
AG,fade,conservative,0.75,2.0,12,3985,2644.0,3985,0.011334,-0.034649,-1.0,0.333501,-1.0,2.0,0.299624,0.647679,0.047177,0.005521,0.0,0.001004
CU,fade,conservative,0.75,2.0,12,3266,2173.0,3266,-0.06032,-0.073694,-1.0,0.316595,-1.0,2.0,0.287201,0.661359,0.047459,0.00398,0.000612,0.001531
RB,fade,conservative,0.75,2.0,12,1939,1196.0,1939,-0.004697,0.023199,-1.0,0.351728,-1.0,2.0,0.301186,0.610624,0.08819,0.0,0.0,0.001031
M,fade,conservative,0.75,2.0,12,2024,1268.0,2024,-0.047485,-0.026144,-1.0,0.333992,-1.0,2.0,0.304348,0.652668,0.042984,0.0,0.003458,0.0
ALL,fade,conservative,0.75,2.0,12,11214,7281.0,11214,-0.022928,-0.034483,-1.0,0.331817,-1.0,2.0,0.297129,0.646157,0.053594,0.003121,0.000803,0.000981
AG,fade,exclude,0.75,2.0,12,3985,2644.0,3963,0.01556,-0.02929,-1.0,0.335352,-1.0,2.0,0.299624,0.647679,0.047177,0.005521,0.0,0.001004
CU,fade,exclude,0.75,2.0,12,3266,2173.0,3253,-0.058153,-0.069992,-1.0,0.31786,-1.0,2.0,0.287201,0.661359,0.047459,0.00398,0.000612,0.001531
RB,fade,exclude,0.75,2.0,12,1939,1196.0,1939,-0.004697,0.023199,-1.0,0.351728,-1.0,2.0,0.301186,0.610624,0.08819,0.0,0.0,0.001031
M,fade,exclude,0.75,2.0,12,2024,1268.0,2024,-0.047485,-0.026144,-1.0,0.333992,-1.0,2.0,0.304348,0.652668,0.042984,0.0,0.003458,0.0
ALL,fade,exclude,0.75,2.0,12,11214,7281.0,11179,-0.020776,-0.03146,-1.0,0.332856,-1.0,2.0,0.297129,0.646157,0.053594,0.003121,0.000803,0.000981
AG,fade,optimistic,0.75,2.0,12,3985,2644.0,3985,0.023815,-0.018087,-1.0,0.339021,-1.0,2.0,0.299624,0.647679,0.047177,0.005521,0.0,0.001004
CU,fade,optimistic,0.75,2.0,12,3266,2173.0,3266,-0.053417,-0.061753,-1.0,0.320576,-1.0,2.0,0.287201,0.661359,0.047459,0.00398,0.000612,0.001531
RB,fade,optimistic,0.75,2.0,12,1939,1196.0,1939,-0.004697,0.023199,-1.0,0.351728,-1.0,2.0,0.301186,0.610624,0.08819,0.0,0.0,0.001031
M,fade,optimistic,0.75,2.0,12,2024,1268.0,2024,-0.047485,-0.026144,-1.0,0.333992,-1.0,2.0,0.304348,0.652668,0.042984,0.0,0.003458,0.0
ALL,fade,optimistic,0.75,2.0,12,11214,7281.0,11214,-0.016335,-0.02512,-1.0,0.334938,-1.0,2.0,0.297129,0.646157,0.053594,0.003121,0.000803,0.000981
AG,fade,conservative,0.75,2.5,12,3985,2644.0,3985,0.028175,-0.023845,-1.0,0.306901,-1.0,2.5,0.241154,0.675784,0.080803,0.002258,0.0,0.0
CU,fade,conservative,0.75,2.5,12,3266,2173.0,3266,-0.064121,-0.071206,-1.0,0.282609,-1.0,2.5,0.233313,0.693815,0.07226,0.000612,0.000612,0.0
RB,fade,conservative,0.75,2.5,12,1939,1196.0,1939,0.015358,0.06497,-1.0,0.330067,-1.0,2.5,0.247035,0.626612,0.126354,0.0,0.0,0.0
M,fade,conservative,0.75,2.5,12,2024,1268.0,2024,-0.044839,-0.013568,-1.0,0.303854,-1.0,2.5,0.243083,0.678854,0.078063,0.0,0.003458,0.000988
ALL,fade,conservative,0.75,2.5,12,11214,7281.0,11214,-0.014191,-0.020427,-1.0,0.303282,-1.0,2.5,0.240235,0.673087,0.085696,0.000981,0.000803,0.000178
AG,fade,exclude,0.75,2.5,12,3985,2644.0,3976,0.029733,-0.021636,-1.0,0.307596,-1.0,2.5,0.241154,0.675784,0.080803,0.002258,0.0,0.0
CU,fade,exclude,0.75,2.5,12,3266,2173.0,3264,-0.06369,-0.070637,-1.0,0.282782,-1.0,2.5,0.233313,0.693815,0.07226,0.000612,0.000612,0.0
RB,fade,exclude,0.75,2.5,12,1939,1196.0,1939,0.015358,0.06497,-1.0,0.330067,-1.0,2.5,0.247035,0.626612,0.126354,0.0,0.0,0.0
M,fade,exclude,0.75,2.5,12,2024,1268.0,2024,-0.044839,-0.013568,-1.0,0.303854,-1.0,2.5,0.243083,0.678854,0.078063,0.0,0.003458,0.000988
ALL,fade,exclude,0.75,2.5,12,11214,7281.0,11203,-0.013514,-0.019465,-1.0,0.303579,-1.0,2.5,0.240235,0.673087,0.085696,0.000981,0.000803,0.000178
AG,fade,optimistic,0.75,2.5,12,3985,2644.0,3985,0.03347,-0.015941,-1.0,0.309159,-1.0,2.5,0.241154,0.675784,0.080803,0.002258,0.0,0.0
CU,fade,optimistic,0.75,2.5,12,3266,2173.0,3266,-0.06251,-0.069063,-1.0,0.283221,-1.0,2.5,0.233313,0.693815,0.07226,0.000612,0.000612,0.0
RB,fade,optimistic,0.75,2.5,12,1939,1196.0,1939,0.015358,0.06497,-1.0,0.330067,-1.0,2.5,0.247035,0.626612,0.126354,0.0,0.0,0.0
M,fade,optimistic,0.75,2.5,12,2024,1268.0,2024,-0.044839,-0.013568,-1.0,0.303854,-1.0,2.5,0.243083,0.678854,0.078063,0.0,0.003458,0.000988
ALL,fade,optimistic,0.75,2.5,12,11214,7281.0,11214,-0.011788,-0.016994,-1.0,0.304263,-1.0,2.5,0.240235,0.673087,0.085696,0.000981,0.000803,0.000178
AG,fade,conservative,0.75,3.0,12,3985,2644.0,3985,0.042803,-0.011267,-1.0,0.288833,-1.0,3.0,0.201757,0.691092,0.105144,0.002008,0.0,0.0
CU,fade,conservative,0.75,3.0,12,3266,2173.0,3266,-0.054309,-0.054995,-1.0,0.266993,-1.0,3.0,0.192897,0.704532,0.101653,0.000919,0.000612,0.000306
RB,fade,conservative,0.75,3.0,12,1939,1196.0,1939,0.009401,0.05742,-1.0,0.308406,-1.0,3.0,0.188757,0.636926,0.174317,0.0,0.0,0.0
M,fade,conservative,0.75,3.0,12,2024,1268.0,2024,-0.045541,-0.009882,-1.0,0.287055,-1.0,3.0,0.193182,0.690711,0.116107,0.0,0.003458,0.000494
ALL,fade,conservative,0.75,3.0,12,11214,7281.0,11214,-0.007052,-0.011876,-1.0,0.285536,-1.0,3.0,0.195381,0.685572,0.118067,0.000981,0.000803,0.000178
AG,fade,exclude,0.75,3.0,12,3985,2644.0,3977,0.043987,-0.009278,-1.0,0.289414,-1.0,3.0,0.201757,0.691092,0.105144,0.002008,0.0,0.0
CU,fade,exclude,0.75,3.0,12,3266,2173.0,3263,-0.053438,-0.054126,-1.0,0.267239,-1.0,3.0,0.192897,0.704532,0.101653,0.000919,0.000612,0.000306
RB,fade,exclude,0.75,3.0,12,1939,1196.0,1939,0.009401,0.05742,-1.0,0.308406,-1.0,3.0,0.188757,0.636926,0.174317,0.0,0.0,0.0
M,fade,exclude,0.75,3.0,12,2024,1268.0,2024,-0.045541,-0.009882,-1.0,0.287055,-1.0,3.0,0.193182,0.690711,0.116107,0.0,0.003458,0.000494
ALL,fade,exclude,0.75,3.0,12,11214,7281.0,11203,-0.006369,-0.010906,-1.0,0.285816,-1.0,3.0,0.195381,0.685572,0.118067,0.000981,0.000803,0.000178
AG,fade,optimistic,0.75,3.0,12,3985,2644.0,3985,0.047341,-0.003237,-1.0,0.290841,-1.0,3.0,0.201757,0.691092,0.105144,0.002008,0.0,0.0
CU,fade,optimistic,0.75,3.0,12,3266,2173.0,3266,-0.050627,-0.051321,-1.0,0.267912,-1.0,3.0,0.192897,0.704532,0.101653,0.000919,0.000612,0.000306
RB,fade,optimistic,0.75,3.0,12,1939,1196.0,1939,0.009401,0.05742,-1.0,0.308406,-1.0,3.0,0.188757,0.636926,0.174317,0.0,0.0,0.0
M,fade,optimistic,0.75,3.0,12,2024,1268.0,2024,-0.045541,-0.009882,-1.0,0.287055,-1.0,3.0,0.193182,0.690711,0.116107,0.0,0.003458,0.000494
ALL,fade,optimistic,0.75,3.0,12,11214,7281.0,11214,-0.004305,-0.007952,-1.0,0.286517,-1.0,3.0,0.195381,0.685572,0.118067,0.000981,0.000803,0.000178
AG,fade,conservative,1.0,1.0,12,3985,2644.0,3985,0.000807,-0.032012,-0.781015,0.481556,-1.0,1.0,0.467754,0.493099,0.033375,0.005772,0.000502,0.001255
CU,fade,conservative,1.0,1.0,12,3266,2173.0,3266,-0.030473,-0.038676,-0.603899,0.475199,-1.0,1.0,0.459277,0.491733,0.045928,0.003062,0.000306,0.001837
RB,fade,conservative,1.0,1.0,12,1939,1196.0,1939,0.014776,0.043202,0.374366,0.513667,-1.0,1.0,0.485302,0.430634,0.075812,0.008252,0.0,0.0
M,fade,conservative,1.0,1.0,12,2024,1268.0,2024,-0.065355,-0.054749,-1.0,0.472826,-1.0,1.0,0.453063,0.508399,0.035079,0.003458,0.0,0.0
ALL,fade,conservative,1.0,1.0,12,11214,7281.0,11214,-0.017756,-0.025051,-0.393605,0.483681,-1.0,1.0,0.465668,0.484662,0.044676,0.004994,0.000268,0.000981
AG,fade,exclude,1.0,1.0,12,3985,2644.0,3962,0.006517,-0.026392,-0.427595,0.484351,-1.0,1.0,0.467754,0.493099,0.033375,0.005772,0.000502,0.001255
CU,fade,exclude,1.0,1.0,12,3266,2173.0,3256,-0.027789,-0.035724,-0.57322,0.476658,-1.0,1.0,0.459277,0.491733,0.045928,0.003062,0.000306,0.001837
RB,fade,exclude,1.0,1.0,12,1939,1196.0,1923,0.016475,0.051882,0.483402,0.517941,-1.0,1.0,0.485302,0.430634,0.075812,0.008252,0.0,0.0
M,fade,exclude,1.0,1.0,12,2024,1268.0,2017,-0.062398,-0.051469,-1.0,0.474467,-1.0,1.0,0.453063,0.508399,0.035079,0.003458,0.0,0.0
ALL,fade,exclude,1.0,1.0,12,11214,7281.0,11158,-0.0141,-0.020158,-0.270448,0.486109,-1.0,1.0,0.465668,0.484662,0.044676,0.004994,0.000268,0.000981
AG,fade,optimistic,1.0,1.0,12,3985,2644.0,3985,0.012153,-0.020468,-0.286827,0.487327,-1.0,1.0,0.467754,0.493099,0.033375,0.005772,0.000502,0.001255
CU,fade,optimistic,1.0,1.0,12,3266,2173.0,3266,-0.024951,-0.032553,-0.527993,0.478261,-1.0,1.0,0.459277,0.491733,0.045928,0.003062,0.000306,0.001837
RB,fade,optimistic,1.0,1.0,12,1939,1196.0,1939,0.01812,0.059706,0.564028,0.521919,-1.0,1.0,0.485302,0.430634,0.075812,0.008252,0.0,0.0
M,fade,optimistic,1.0,1.0,12,2024,1268.0,2024,-0.059046,-0.047832,-1.0,0.476285,-1.0,1.0,0.453063,0.508399,0.035079,0.003458,0.0,0.0
ALL,fade,optimistic,1.0,1.0,12,11214,7281.0,11214,-0.01034,-0.015064,-0.203702,0.488675,-1.0,1.0,0.465668,0.484662,0.044676,0.004994,0.000268,0.000981
AG,fade,conservative,1.0,1.5,12,3985,2644.0,3985,0.012844,-0.024688,-1.0,0.400753,-1.0,1.5,0.350063,0.564617,0.082811,0.002509,0.001506,0.001004
CU,fade,conservative,1.0,1.5,12,3266,2173.0,3266,-0.03691,-0.035944,-1.0,0.391917,-1.0,1.5,0.338947,0.558481,0.100735,0.001837,0.000612,0.002143
RB,fade,conservative,1.0,1.5,12,1939,1196.0,1939,0.011006,0.038706,-1.0,0.421867,-1.0,1.5,0.347602,0.503868,0.14853,0.0,0.0,0.001031
M,fade,conservative,1.0,1.5,12,2024,1268.0,2024,-0.042968,-0.0349,-1.0,0.395257,-1.0,1.5,0.350296,0.578557,0.071146,0.0,0.0,0.001482
ALL,fade,conservative,1.0,1.5,12,11214,7281.0,11214,-0.012027,-0.018848,-1.0,0.400838,-1.0,1.5,0.346442,0.554842,0.097289,0.001427,0.000713,0.001427
AG,fade,exclude,1.0,1.5,12,3985,2644.0,3975,0.014378,-0.022235,-1.0,0.401761,-1.0,1.5,0.350063,0.564617,0.082811,0.002509,0.001506,0.001004
CU,fade,exclude,1.0,1.5,12,3266,2173.0,3260,-0.035578,-0.03417,-1.0,0.392638,-1.0,1.5,0.338947,0.558481,0.100735,0.001837,0.000612,0.002143
RB,fade,exclude,1.0,1.5,12,1939,1196.0,1939,0.011006,0.038706,-1.0,0.421867,-1.0,1.5,0.347602,0.503868,0.14853,0.0,0.0,0.001031
M,fade,exclude,1.0,1.5,12,2024,1268.0,2024,-0.042968,-0.0349,-1.0,0.395257,-1.0,1.5,0.350296,0.578557,0.071146,0.0,0.0,0.001482
ALL,fade,exclude,1.0,1.5,12,11214,7281.0,11198,-0.011076,-0.017446,-1.0,0.401411,-1.0,1.5,0.346442,0.554842,0.097289,0.001427,0.000713,0.001427
AG,fade,optimistic,1.0,1.5,12,3985,2644.0,3985,0.016626,-0.018415,-1.0,0.403262,-1.0,1.5,0.350063,0.564617,0.082811,0.002509,0.001506,0.001004
CU,fade,optimistic,1.0,1.5,12,3266,2173.0,3266,-0.033458,-0.031351,-1.0,0.393754,-1.0,1.5,0.338947,0.558481,0.100735,0.001837,0.000612,0.002143
RB,fade,optimistic,1.0,1.5,12,1939,1196.0,1939,0.011006,0.038706,-1.0,0.421867,-1.0,1.5,0.347602,0.503868,0.14853,0.0,0.0,0.001031
M,fade,optimistic,1.0,1.5,12,2024,1268.0,2024,-0.042968,-0.0349,-1.0,0.395257,-1.0,1.5,0.350296,0.578557,0.071146,0.0,0.0,0.001482
ALL,fade,optimistic,1.0,1.5,12,11214,7281.0,11214,-0.009623,-0.015281,-1.0,0.402265,-1.0,1.5,0.346442,0.554842,0.097289,0.001427,0.000713,0.001427
AG,fade,conservative,1.0,2.0,12,3985,2644.0,3985,0.033688,-0.011093,-1.0,0.363614,-1.0,2.0,0.267503,0.594228,0.136261,0.002008,0.001506,0.0
CU,fade,conservative,1.0,2.0,12,3266,2173.0,3266,-0.034499,-0.020275,-1.0,0.353337,-1.0,2.0,0.257808,0.588794,0.15248,0.000919,0.000612,0.0
RB,fade,conservative,1.0,2.0,12,1939,1196.0,1939,0.029423,0.069731,-1.0,0.387829,-1.0,2.0,0.255802,0.518308,0.22589,0.0,0.0,0.0
M,fade,conservative,1.0,2.0,12,2024,1268.0,2024,-0.048671,-0.038624,-1.0,0.350791,-1.0,2.0,0.256423,0.611166,0.132411,0.0,0.0,0.000988
ALL,fade,conservative,1.0,2.0,12,11214,7281.0,11214,-0.001706,-0.004761,-1.0,0.362493,-1.0,2.0,0.260656,0.582575,0.155787,0.000981,0.000713,0.000178
AG,fade,exclude,1.0,2.0,12,3985,2644.0,3977,0.034862,-0.009103,-1.0,0.364345,-1.0,2.0,0.267503,0.594228,0.136261,0.002008,0.001506,0.0
CU,fade,exclude,1.0,2.0,12,3266,2173.0,3263,-0.034054,-0.019374,-1.0,0.353662,-1.0,2.0,0.257808,0.588794,0.15248,0.000919,0.000612,0.0
RB,fade,exclude,1.0,2.0,12,1939,1196.0,1939,0.029423,0.069731,-1.0,0.387829,-1.0,2.0,0.255802,0.518308,0.22589,0.0,0.0,0.0
M,fade,exclude,1.0,2.0,12,2024,1268.0,2024,-0.048671,-0.038624,-1.0,0.350791,-1.0,2.0,0.256423,0.611166,0.132411,0.0,0.0,0.000988
ALL,fade,exclude,1.0,2.0,12,11214,7281.0,11203,-0.001157,-0.003784,-1.0,0.362849,-1.0,2.0,0.260656,0.582575,0.155787,0.000981,0.000713,0.000178
AG,fade,optimistic,1.0,2.0,12,3985,2644.0,3985,0.037092,-0.00507,-1.0,0.365621,-1.0,2.0,0.267503,0.594228,0.136261,0.002008,0.001506,0.0
CU,fade,optimistic,1.0,2.0,12,3266,2173.0,3266,-0.033118,-0.017519,-1.0,0.354256,-1.0,2.0,0.257808,0.588794,0.15248,0.000919,0.000612,0.0
RB,fade,optimistic,1.0,2.0,12,1939,1196.0,1939,0.029423,0.069731,-1.0,0.387829,-1.0,2.0,0.255802,0.518308,0.22589,0.0,0.0,0.0
M,fade,optimistic,1.0,2.0,12,2024,1268.0,2024,-0.048671,-0.038624,-1.0,0.350791,-1.0,2.0,0.256423,0.611166,0.132411,0.0,0.0,0.000988
ALL,fade,optimistic,1.0,2.0,12,11214,7281.0,11214,-5.8e-05,-0.001818,-1.0,0.363474,-1.0,2.0,0.260656,0.582575,0.155787,0.000981,0.000713,0.000178
AG,fade,conservative,1.0,2.5,12,3985,2644.0,3985,0.022235,-0.020382,-1.0,0.338018,-1.0,2.5,0.201757,0.615558,0.181179,0.001506,0.001506,0.000502
CU,fade,conservative,1.0,2.5,12,3266,2173.0,3266,-0.041096,-0.032754,-1.0,0.328536,-1.0,2.5,0.187385,0.601653,0.210961,0.0,0.000612,0.0
RB,fade,conservative,1.0,2.5,12,1939,1196.0,1939,0.014673,0.058361,-1.0,0.365652,-1.0,2.5,0.168644,0.530686,0.30067,0.0,0.0,0.0
M,fade,conservative,1.0,2.5,12,2024,1268.0,2024,-0.036294,-0.028934,-1.0,0.335474,-1.0,2.5,0.188241,0.617589,0.19417,0.0,0.0,0.000988
ALL,fade,conservative,1.0,2.5,12,11214,7281.0,11214,-0.008101,-0.011913,-1.0,0.339576,-1.0,2.5,0.189406,0.5972,0.212859,0.000535,0.000713,0.000357
AG,fade,exclude,1.0,2.5,12,3985,2644.0,3979,0.023396,-0.018905,-1.0,0.338527,-1.0,2.5,0.201757,0.615558,0.181179,0.001506,0.001506,0.000502
CU,fade,exclude,1.0,2.5,12,3266,2173.0,3266,-0.041096,-0.032754,-1.0,0.328536,-1.0,2.5,0.187385,0.601653,0.210961,0.0,0.000612,0.0
RB,fade,exclude,1.0,2.5,12,1939,1196.0,1939,0.014673,0.058361,-1.0,0.365652,-1.0,2.5,0.168644,0.530686,0.30067,0.0,0.0,0.0
M,fade,exclude,1.0,2.5,12,2024,1268.0,2024,-0.036294,-0.028934,-1.0,0.335474,-1.0,2.5,0.188241,0.617589,0.19417,0.0,0.0,0.000988
ALL,fade,exclude,1.0,2.5,12,11214,7281.0,11208,-0.007692,-0.011384,-1.0,0.339757,-1.0,2.5,0.189406,0.5972,0.212859,0.000535,0.000713,0.000357
AG,fade,optimistic,1.0,2.5,12,3985,2644.0,3985,0.026206,-0.015112,-1.0,0.339523,-1.0,2.5,0.201757,0.615558,0.181179,0.001506,0.001506,0.000502
CU,fade,optimistic,1.0,2.5,12,3266,2173.0,3266,-0.041096,-0.032754,-1.0,0.328536,-1.0,2.5,0.187385,0.601653,0.210961,0.0,0.000612,0.0
RB,fade,optimistic,1.0,2.5,12,1939,1196.0,1939,0.014673,0.058361,-1.0,0.365652,-1.0,2.5,0.168644,0.530686,0.30067,0.0,0.0,0.0
M,fade,optimistic,1.0,2.5,12,2024,1268.0,2024,-0.036294,-0.028934,-1.0,0.335474,-1.0,2.5,0.188241,0.617589,0.19417,0.0,0.0,0.000988
ALL,fade,optimistic,1.0,2.5,12,11214,7281.0,11214,-0.006659,-0.010041,-1.0,0.340111,-1.0,2.5,0.189406,0.5972,0.212859,0.000535,0.000713,0.000357
AG,fade,conservative,1.0,3.0,12,3985,2644.0,3985,0.02402,-0.01943,-1.0,0.324718,-1.0,3.0,0.153074,0.626851,0.219573,0.000502,0.001506,0.0
CU,fade,conservative,1.0,3.0,12,3266,2173.0,3266,-0.020911,-0.011816,-1.0,0.323025,-1.0,3.0,0.143295,0.605021,0.251684,0.0,0.000612,0.0
RB,fade,conservative,1.0,3.0,12,1939,1196.0,1939,0.031894,0.078099,-1.0,0.363074,-1.0,3.0,0.124807,0.531717,0.343476,0.0,0.0,0.0
M,fade,conservative,1.0,3.0,12,2024,1268.0,2024,-0.022143,-0.008234,-1.0,0.326581,-1.0,3.0,0.146739,0.620553,0.232708,0.0,0.0,0.0
ALL,fade,conservative,1.0,3.0,12,11214,7281.0,11214,0.003865,0.001672,-1.0,0.331193,-1.0,3.0,0.144195,0.602907,0.25272,0.000178,0.000713,0.0
AG,fade,exclude,1.0,3.0,12,3985,2644.0,3983,0.024795,-0.018937,-1.0,0.324881,-1.0,3.0,0.153074,0.626851,0.219573,0.000502,0.001506,0.0
CU,fade,exclude,1.0,3.0,12,3266,2173.0,3266,-0.020911,-0.011816,-1.0,0.323025,-1.0,3.0,0.143295,0.605021,0.251684,0.0,0.000612,0.0
RB,fade,exclude,1.0,3.0,12,1939,1196.0,1939,0.031894,0.078099,-1.0,0.363074,-1.0,3.0,0.124807,0.531717,0.343476,0.0,0.0,0.0
M,fade,exclude,1.0,3.0,12,2024,1268.0,2024,-0.022143,-0.008234,-1.0,0.326581,-1.0,3.0,0.146739,0.620553,0.232708,0.0,0.0,0.0
ALL,fade,exclude,1.0,3.0,12,11214,7281.0,11212,0.00414,0.001851,-1.0,0.331252,-1.0,3.0,0.144195,0.602907,0.25272,0.000178,0.000713,0.0
