symbol,quant_bin,direction,policy,stop_atr,target_r,horizon,n,n_weighted,n_result,mean_R,mean_R_event,median_R,positive_R_rate,p10_R,p90_R,target_hit_rate,stop_hit_rate,timeout_rate,both_hit_rate,gap_stop_rate,gap_target_rate
ALL,HIGH,follow,conservative,1.25,2.5,12,2085,1507.0,2085,0.01929,0.024289,-0.488482,0.428297,-1.0,1.868034,0.082014,0.481055,0.43693,0.0,0.0,0.000959
ALL,LOW,follow,conservative,1.25,3.0,12,700,566.0,700,-0.00369,-0.023617,-0.456048,0.398571,-1.0,1.841491,0.051429,0.461429,0.487143,0.0,0.0,0.0
ALL,MID,follow,conservative,1.25,3.0,12,1453,1143.0,1453,-0.005108,-0.004336,-0.573479,0.410874,-1.0,1.86888,0.060564,0.487268,0.452168,0.0,0.0,0.0
ALL,HIGH,follow,conservative,1.25,3.0,12,2085,1507.0,2085,0.025525,0.029973,-0.488482,0.426859,-1.0,1.760177,0.047002,0.481055,0.471942,0.0,0.0,0.0
ALL,LOW,follow,conservative,1.5,1.0,12,700,566.0,700,-0.049063,-0.050423,-0.152276,0.458571,-1.0,1.0,0.334286,0.38,0.285714,0.0,0.0,0.0
ALL,MID,follow,conservative,1.5,1.0,12,1453,1143.0,1453,-0.005406,-0.006614,0.0,0.497591,-1.0,1.0,0.370957,0.390915,0.238128,0.0,0.002753,0.0
ALL,HIGH,follow,conservative,1.5,1.0,12,2085,1507.0,2085,0.012227,0.015192,0.081427,0.507914,-1.0,1.0,0.388969,0.38753,0.220624,0.002878,0.0,0.00048
ALL,LOW,follow,conservative,1.5,1.5,12,700,566.0,700,-0.058051,-0.072507,-0.266224,0.421429,-1.0,1.5,0.164286,0.394286,0.441429,0.0,0.0,0.0
ALL,MID,follow,conservative,1.5,1.5,12,1453,1143.0,1453,-0.000379,0.003521,-0.145786,0.462491,-1.0,1.5,0.20234,0.406745,0.390915,0.0,0.002753,0.0
ALL,HIGH,follow,conservative,1.5,1.5,12,2085,1507.0,2085,0.006648,0.009999,-0.140737,0.459952,-1.0,1.5,0.213909,0.416307,0.369784,0.0,0.00048,0.00048
ALL,LOW,follow,conservative,1.5,2.0,12,700,566.0,700,-0.034486,-0.051347,-0.270031,0.415714,-1.0,1.780606,0.095714,0.395714,0.508571,0.0,0.0,0.0
ALL,MID,follow,conservative,1.5,2.0,12,1453,1143.0,1453,-0.006103,0.001075,-0.177397,0.44735,-1.0,2.0,0.113558,0.411562,0.47488,0.0,0.002753,0.000688
ALL,HIGH,follow,conservative,1.5,2.0,12,2085,1507.0,2085,0.005772,0.004935,-0.169663,0.454676,-1.0,1.758203,0.095444,0.417746,0.486811,0.0,0.00048,0.0
ALL,LOW,follow,conservative,1.5,2.5,12,700,566.0,700,-0.025514,-0.041421,-0.270031,0.415714,-1.0,1.546816,0.051429,0.395714,0.552857,0.0,0.0,0.0
ALL,MID,follow,conservative,1.5,2.5,12,1453,1143.0,1453,-0.002672,0.004037,-0.179274,0.445974,-1.0,1.579905,0.063317,0.412939,0.523744,0.0,0.002753,0.000688
ALL,HIGH,follow,conservative,1.5,2.5,12,2085,1507.0,2085,0.007505,0.008579,-0.169663,0.452758,-1.0,1.502111,0.047482,0.418225,0.534293,0.0,0.00048,0.0
ALL,LOW,follow,conservative,1.5,3.0,12,700,566.0,700,-0.028809,-0.053066,-0.271194,0.411429,-1.0,1.531171,0.025714,0.395714,0.574286,0.004286,0.0,0.0
ALL,MID,follow,conservative,1.5,3.0,12,1453,1143.0,1453,0.009201,0.016284,-0.179274,0.445974,-1.0,1.547369,0.039229,0.412939,0.547832,0.0,0.002753,0.0
ALL,HIGH,follow,conservative,1.5,3.0,12,2085,1507.0,2085,0.008638,0.01037,-0.169663,0.452758,-1.0,1.466814,0.022542,0.418225,0.559233,0.0,0.00048,0.0
ALL,LOW,follow,conservative,2.0,1.0,12,700,566.0,700,-0.056956,-0.067711,-0.107497,0.457143,-1.0,1.0,0.212857,0.285714,0.501429,0.0,0.0,0.0
ALL,MID,follow,conservative,2.0,1.0,12,1453,1143.0,1453,-0.016566,-0.014605,0.0,0.487268,-1.0,1.0,0.264281,0.292498,0.443221,0.0,0.0,0.0
ALL,HIGH,follow,conservative,2.0,1.0,12,2085,1507.0,2085,-0.005852,0.000656,0.030738,0.507914,-1.0,1.0,0.269544,0.30024,0.428297,0.001918,0.0,0.0
ALL,LOW,follow,conservative,2.0,1.5,12,700,566.0,700,-0.039768,-0.050501,-0.117127,0.448571,-1.0,1.48376,0.1,0.29,0.61,0.0,0.0,0.0
ALL,MID,follow,conservative,2.0,1.5,12,1453,1143.0,1453,-0.018675,-0.016406,0.0,0.467309,-1.0,1.5,0.117688,0.295251,0.587061,0.0,0.0,0.000688
ALL,HIGH,follow,conservative,2.0,1.5,12,2085,1507.0,2085,-0.003621,0.000165,0.0,0.494964,-1.0,1.42277,0.097842,0.304556,0.597602,0.0,0.0,0.0
ALL,LOW,follow,conservative,2.0,2.0,12,700,566.0,700,-0.035646,-0.052515,-0.120448,0.444286,-1.0,1.160112,0.037143,0.29,0.668571,0.004286,0.0,0.0
ALL,MID,follow,conservative,2.0,2.0,12,1453,1143.0,1453,-0.011822,-0.008788,0.0,0.466621,-1.0,1.187434,0.056435,0.295251,0.648314,0.0,0.0,0.0
ALL,HIGH,follow,conservative,2.0,2.0,12,2085,1507.0,2085,-0.001119,0.00477,0.0,0.493046,-1.0,1.137447,0.039808,0.304556,0.655635,0.0,0.0,0.0
ALL,LOW,follow,conservative,2.0,2.5,12,700,566.0,700,-0.036509,-0.051798,-0.120448,0.444286,-1.0,1.148378,0.011429,0.29,0.694286,0.004286,0.0,0.0
ALL,MID,follow,conservative,2.0,2.5,12,1453,1143.0,1453,-0.00319,0.000462,0.0,0.466621,-1.0,1.179995,0.03097,0.295251,0.673778,0.0,0.0,0.0
ALL,HIGH,follow,conservative,2.0,2.5,12,2085,1507.0,2085,-8.6e-05,0.006561,0.0,0.493046,-1.0,1.129878,0.016307,0.304556,0.679137,0.0,0.0,0.0
ALL,LOW,follow,conservative,2.0,3.0,12,700,566.0,700,-0.034871,-0.05057,-0.120448,0.444286,-1.0,1.148378,0.005714,0.294286,0.7,0.0,0.0,0.0
ALL,MID,follow,conservative,2.0,3.0,12,1453,1143.0,1453,-0.003511,0.001897,0.0,0.466621,-1.0,1.16805,0.015829,0.295251,0.688919,0.0,0.0,0.0
ALL,HIGH,follow,conservative,2.0,3.0,12,2085,1507.0,2085,0.004321,0.012096,0.0,0.493046,-1.0,1.129878,0.011511,0.304556,0.683933,0.0,0.0,0.0
ALL,LOW,follow,conservative,0.5,1.0,24,146,115.0,146,-0.252174,-0.205479,-1.0,0.39726,-1.0,1.0,0.39726,0.541096,0.0,0.061644,0.0,0.0
ALL,MID,follow,conservative,0.5,1.0,24,593,479.0,593,-0.043841,-0.062395,-1.0,0.468803,-1.0,1.0,0.468803,0.473862,0.0,0.057336,0.0,0.0
ALL,HIGH,follow,conservative,0.5,1.0,24,1252,924.0,1252,-0.054151,-0.056023,-1.0,0.472045,-1.0,1.0,0.472045,0.424121,0.0,0.103834,0.003195,0.0
ALL,LOW,follow,conservative,0.5,1.5,24,146,115.0,146,-0.195652,-0.126712,-1.0,0.349315,-1.0,1.5,0.349315,0.650685,0.0,0.0,0.0,0.0
ALL,MID,follow,conservative,0.5,1.5,24,593,479.0,593,0.038453,0.020099,-1.0,0.408094,-1.0,1.5,0.408094,0.568297,0.0,0.023609,0.001686,0.0
ALL,HIGH,follow,conservative,0.5,1.5,24,1252,924.0,1252,-0.019699,-0.015688,-1.0,0.39377,-1.0,1.5,0.39377,0.564696,0.0,0.041534,0.003195,0.0
ALL,LOW,follow,conservative,0.5,2.0,24,146,115.0,146,-0.13913,-0.09589,-1.0,0.30137,-1.0,2.0,0.30137,0.69863,0.0,0.0,0.0,0.0
ALL,MID,follow,conservative,0.5,2.0,24,593,479.0,593,0.033234,-0.003509,-1.0,0.332209,-1.0,2.0,0.332209,0.655987,0.0,0.011804,0.001686,0.0
ALL,HIGH,follow,conservative,0.5,2.0,24,1252,924.0,1252,0.008176,0.023521,-1.0,0.341054,-1.0,2.0,0.341054,0.642971,0.000799,0.015176,0.003195,0.000799
ALL,LOW,follow,conservative,0.5,2.5,24,146,115.0,146,-0.144645,-0.108002,-1.0,0.253425,-1.0,2.5,0.253425,0.746575,0.0,0.0,0.0,0.013699
ALL,MID,follow,conservative,0.5,2.5,24,593,479.0,593,0.059765,0.027196,-1.0,0.293423,-1.0,2.5,0.293423,0.701518,0.0,0.005059,0.001686,0.001686
ALL,HIGH,follow,conservative,0.5,2.5,24,1252,924.0,1252,0.010857,0.030159,-1.0,0.294728,-1.0,2.5,0.29393,0.698882,0.001597,0.005591,0.003195,0.000799
ALL,LOW,follow,conservative,0.5,3.0,24,146,115.0,146,-0.113867,-0.067579,-1.0,0.239726,-1.0,3.0,0.219178,0.760274,0.020548,0.0,0.0,0.0
ALL,MID,follow,conservative,0.5,3.0,24,593,479.0,593,0.039972,0.015424,-1.0,0.254637,-1.0,3.0,0.251265,0.74199,0.003373,0.003373,0.001686,0.0
ALL,HIGH,follow,conservative,0.5,3.0,24,1252,924.0,1252,0.035951,0.056181,-1.0,0.265974,-1.0,3.0,0.261981,0.729233,0.004792,0.003994,0.003195,0.0
ALL,LOW,follow,conservative,0.75,1.0,24,146,115.0,146,-0.182609,-0.123288,-1.0,0.438356,-1.0,1.0,0.438356,0.554795,0.0,0.006849,0.0,0.0
ALL,MID,follow,conservative,0.75,1.0,24,593,479.0,593,-0.020635,-0.050395,-1.0,0.475548,-1.0,1.0,0.473862,0.507589,0.001686,0.016863,0.0,0.0
ALL,HIGH,follow,conservative,0.75,1.0,24,1252,924.0,1252,-0.005374,0.014139,1.0,0.50639,-1.0,1.0,0.50639,0.469649,0.002396,0.021565,0.0,0.0
ALL,LOW,follow,conservative,0.75,1.5,24,146,115.0,146,-0.107499,-0.09058,-1.0,0.363014,-1.0,1.5,0.363014,0.630137,0.0,0.006849,0.0,0.013699
ALL,MID,follow,conservative,0.75,1.5,24,593,479.0,593,0.016943,-0.026786,-1.0,0.389545,-1.0,1.5,0.387858,0.60371,0.003373,0.005059,0.0,0.0
ALL,HIGH,follow,conservative,0.75,1.5,24,1252,924.0,1252,0.01957,0.040636,-1.0,0.416134,-1.0,1.5,0.413738,0.574281,0.00639,0.005591,0.001597,0.000799
ALL,LOW,follow,conservative,0.75,2.0,24,146,115.0,146,-0.087712,-0.06348,-1.0,0.321918,-1.0,2.0,0.294521,0.671233,0.027397,0.006849,0.0,0.0
ALL,MID,follow,conservative,0.75,2.0,24,593,479.0,593,-0.009789,-0.057956,-1.0,0.320405,-1.0,2.0,0.300169,0.674536,0.021922,0.003373,0.0,0.0
ALL,HIGH,follow,conservative,0.75,2.0,24,1252,924.0,1252,0.007817,0.02296,-1.0,0.345847,-1.0,2.0,0.332268,0.645367,0.018371,0.003994,0.001597,0.0
ALL,LOW,follow,conservative,0.75,2.5,24,146,115.0,146,-0.175121,-0.228292,-1.0,0.239726,-1.0,2.5,0.191781,0.753425,0.047945,0.006849,0.0,0.0
ALL,MID,follow,conservative,0.75,2.5,24,593,479.0,593,-0.021886,-0.067478,-1.0,0.288364,-1.0,2.5,0.237774,0.706577,0.052277,0.003373,0.0,0.0
ALL,HIGH,follow,conservative,0.75,2.5,24,1252,924.0,1252,-0.00072,-0.022769,-1.0,0.289137,-1.0,2.5,0.260383,0.699681,0.036741,0.003195,0.001597,0.0
ALL,LOW,follow,conservative,0.75,3.0,24,146,115.0,146,-0.262291,-0.290649,-1.0,0.212329,-1.0,3.0,0.136986,0.787671,0.075342,0.0,0.0,0.0
ALL,MID,follow,conservative,0.75,3.0,24,593,479.0,593,-0.005693,-0.059228,-1.0,0.266442,-1.0,3.0,0.197302,0.72344,0.075885,0.003373,0.0,0.0
ALL,HIGH,follow,conservative,0.75,3.0,24,1252,924.0,1252,0.031949,0.015665,-1.0,0.273962,-1.0,3.0,0.226038,0.718051,0.055911,0.0,0.001597,0.0
ALL,LOW,follow,conservative,1.0,1.0,24,146,115.0,146,-0.113043,-0.09589,-1.0,0.452055,-1.0,1.0,0.452055,0.541096,0.0,0.006849,0.0,0.0
ALL,MID,follow,conservative,1.0,1.0,24,593,479.0,593,-0.005157,-0.054871,-1.0,0.472175,-1.0,1.0,0.470489,0.522766,0.005059,0.001686,0.006745,0.0
ALL,HIGH,follow,conservative,1.0,1.0,24,1252,924.0,1252,-0.00639,0.016522,1.0,0.505591,-1.0,1.0,0.504792,0.480831,0.007987,0.00639,0.001597,0.000799
ALL,LOW,follow,conservative,1.0,1.5,24,146,115.0,146,-0.04543,-0.051505,-1.0,0.390411,-1.0,1.5,0.349315,0.60274,0.041096,0.006849,0.0,0.0
ALL,MID,follow,conservative,1.0,1.5,24,593,479.0,593,0.004072,-0.042287,-1.0,0.391231,-1.0,1.5,0.362563,0.602024,0.035413,0.0,0.006745,0.0
ALL,HIGH,follow,conservative,1.0,1.5,24,1252,924.0,1252,-0.019713,-0.004934,-1.0,0.399361,-1.0,1.5,0.38099,0.576677,0.038339,0.003994,0.001597,0.0
ALL,LOW,follow,conservative,1.0,2.0,24,146,115.0,146,-0.139335,-0.202028,-1.0,0.287671,-1.0,2.0,0.212329,0.691781,0.089041,0.006849,0.0,0.013699
ALL,MID,follow,conservative,1.0,2.0,24,593,479.0,593,0.017857,-0.025037,-1.0,0.354132,-1.0,2.0,0.27656,0.625632,0.097808,0.0,0.006745,0.0
ALL,HIGH,follow,conservative,1.0,2.0,24,1252,924.0,1252,-0.012024,-0.027024,-1.0,0.337061,-1.0,2.0,0.283546,0.631789,0.08147,0.003195,0.001597,0.0
ALL,LOW,follow,conservative,1.0,2.5,24,146,115.0,146,-0.233314,-0.270164,-1.0,0.260274,-1.0,2.5,0.136986,0.726027,0.136986,0.0,0.0,0.0
ALL,MID,follow,conservative,1.0,2.5,24,593,479.0,593,0.051035,0.003559,-1.0,0.333895,-1.0,2.5,0.222597,0.644182,0.133221,0.0,0.006745,0.0
ALL,HIGH,follow,conservative,1.0,2.5,24,1252,924.0,1252,0.00319,-0.009531,-1.0,0.314696,-1.0,2.5,0.226038,0.654952,0.11901,0.0,0.001597,0.000799
ALL,LOW,follow,conservative,1.0,3.0,24,146,115.0,146,-0.240806,-0.265791,-1.0,0.253425,-1.0,3.0,0.109589,0.726027,0.164384,0.0,0.0,0.0
ALL,MID,follow,conservative,1.0,3.0,24,593,479.0,593,0.026549,-0.001483,-1.0,0.322091,-1.0,3.0,0.158516,0.652614,0.18887,0.0,0.006745,0.0
ALL,HIGH,follow,conservative,1.0,3.0,24,1252,924.0,1252,0.005807,-0.012623,-1.0,0.308307,-1.0,3.0,0.161342,0.660543,0.178115,0.0,0.001597,0.0
ALL,LOW,follow,conservative,1.25,1.0,24,146,115.0,146,-0.071555,-0.071628,-1.0,0.458904,-1.0,1.0,0.458904,0.527397,0.013699,0.0,0.0,0.013699
ALL,MID,follow,conservative,1.25,1.0,24,593,479.0,593,0.001973,-0.039993,-1.0,0.478921,-1.0,1.0,0.470489,0.505902,0.023609,0.0,0.0,0.001686
ALL,HIGH,follow,conservative,1.25,1.0,24,1252,924.0,1252,-0.009063,0.006737,0.0,0.498403,-1.0,1.0,0.484026,0.472045,0.039936,0.003994,0.0,0.003195
ALL,LOW,follow,conservative,1.25,1.5,24,146,115.0,146,-0.101048,-0.161345,-1.0,0.356164,-1.0,1.5,0.260274,0.616438,0.123288,0.0,0.0,0.0
ALL,MID,follow,conservative,1.25,1.5,24,593,479.0,593,-0.014973,-0.053646,-1.0,0.408094,-1.0,1.5,0.315346,0.564924,0.11973,0.0,0.0,0.0
ALL,HIGH,follow,conservative,1.25,1.5,24,1252,924.0,1252,-0.024818,-0.040909,-1.0,0.388978,-1.0,1.5,0.329872,0.556709,0.110224,0.003195,0.0,0.0
ALL,LOW,follow,conservative,1.25,2.0,24,146,115.0,146,-0.144968,-0.188047,-1.0,0.328767,-1.0,2.0,0.157534,0.623288,0.219178,0.0,0.0,0.0
ALL,MID,follow,conservative,1.25,2.0,24,593,479.0,593,0.026894,-0.018014,-1.0,0.381113,-1.0,2.0,0.241147,0.581788,0.177066,0.0,0.0,0.0
ALL,HIGH,follow,conservative,1.25,2.0,24,1252,924.0,1252,-0.002401,-0.009502,-1.0,0.365016,-1.0,2.0,0.242812,0.579073,0.178115,0.0,0.0,0.000799
ALL,LOW,follow,conservative,1.25,2.5,24,146,115.0,146,-0.144857,-0.177686,-1.0,0.321918,-1.0,2.5,0.109589,0.623288,0.267123,0.0,0.0,0.0
ALL,MID,follow,conservative,1.25,2.5,24,593,479.0,593,0.021219,-0.007296,-1.0,0.369309,-1.0,2.5,0.165261,0.588533,0.246206,0.0,0.0,0.003373
ALL,HIGH,follow,conservative,1.25,2.5,24,1252,924.0,1252,-0.003471,-0.011812,-1.0,0.358626,-1.0,2.5,0.158946,0.584665,0.25639,0.0,0.0,0.0
ALL,LOW,follow,conservative,1.25,3.0,24,146,115.0,146,-0.142581,-0.188868,-1.0,0.321918,-1.0,1.958251,0.068493,0.623288,0.308219,0.0,0.0,0.0
ALL,MID,follow,conservative,1.25,3.0,24,593,479.0,593,0.046198,0.022272,-1.0,0.369309,-1.0,3.0,0.124789,0.588533,0.286678,0.0,0.0,0.0
ALL,HIGH,follow,conservative,1.25,3.0,24,1252,924.0,1252,-0.0073,-0.022943,-1.0,0.349042,-1.0,3.0,0.101438,0.594249,0.304313,0.0,0.0,0.0
ALL,LOW,follow,conservative,1.5,1.0,24,146,115.0,146,-0.073686,-0.081382,-0.530296,0.458904,-1.0,1.0,0.390411,0.493151,0.116438,0.0,0.0,0.0
ALL,MID,follow,conservative,1.5,1.0,24,593,479.0,593,0.006926,-0.011293,0.0,0.49747,-1.0,1.0,0.448567,0.468803,0.082631,0.0,0.001686,0.0
ALL,HIGH,follow,conservative,1.5,1.0,24,1252,924.0,1252,-0.037556,-0.032871,-0.152663,0.47524,-1.0,1.0,0.438498,0.464856,0.091853,0.004792,0.0,0.0
ALL,LOW,follow,conservative,1.5,1.5,24,146,115.0,146,-0.146257,-0.200496,-1.0,0.349315,-1.0,1.5,0.205479,0.575342,0.219178,0.0,0.0,0.0
ALL,MID,follow,conservative,1.5,1.5,24,593,479.0,593,0.014712,0.005735,-1.0,0.436762,-1.0,1.5,0.301855,0.50253,0.195616,0.0,0.001686,0.0
ALL,HIGH,follow,conservative,1.5,1.5,24,1252,924.0,1252,-0.023232,-0.034132,-1.0,0.403355,-1.0,1.5,0.293131,0.521565,0.185304,0.0,0.000799,0.0
ALL,LOW,follow,conservative,1.5,2.0,24,146,115.0,146,-0.163458,-0.203772,-1.0,0.335616,-1.0,2.0,0.130137,0.582192,0.287671,0.0,0.0,0.0
ALL,MID,follow,conservative,1.5,2.0,24,593,479.0,593,0.013838,0.007204,-1.0,0.419899,-1.0,2.0,0.183811,0.510961,0.305228,0.0,0.001686,0.0
ALL,HIGH,follow,conservative,1.5,2.0,24,1252,924.0,1252,-0.029348,-0.039856,-1.0,0.384984,-1.0,2.0,0.178914,0.535942,0.285144,0.0,0.000799,0.0
ALL,LOW,follow,conservative,1.5,2.5,24,146,115.0,146,-0.156848,-0.207665,-1.0,0.335616,-1.0,1.640222,0.075342,0.582192,0.342466,0.0,0.0,0.0
ALL,MID,follow,conservative,1.5,2.5,24,593,479.0,593,0.046261,0.044429,-1.0,0.419899,-1.0,2.5,0.129848,0.510961,0.359191,0.0,0.001686,0.001686
ALL,HIGH,follow,conservative,1.5,2.5,24,1252,924.0,1252,-0.028692,-0.04519,-1.0,0.375399,-1.0,2.5,0.107827,0.544728,0.347444,0.0,0.000799,0.0
ALL,LOW,follow,conservative,1.5,3.0,24,146,115.0,146,-0.133271,-0.18567,-1.0,0.335616,-1.0,1.640222,0.061644,0.582192,0.356164,0.0,0.0,0.0
ALL,MID,follow,conservative,1.5,3.0,24,593,479.0,593,0.075126,0.078142,-1.0,0.419899,-1.0,2.470473,0.097808,0.510961,0.391231,0.0,0.001686,0.0
ALL,HIGH,follow,conservative,1.5,3.0,24,1252,924.0,1252,-0.022757,-0.03302,-1.0,0.373003,-1.0,2.09552,0.07508,0.546326,0.378594,0.0,0.000799,0.0
ALL,LOW,follow,conservative,2.0,1.0,24,146,115.0,146,-0.181142,-0.213876,-1.0,0.383562,-1.0,1.0,0.280822,0.513699,0.205479,0.0,0.0,0.013699
ALL,MID,follow,conservative,2.0,1.0,24,593,479.0,593,-0.028148,-0.040809,-0.089795,0.480607,-1.0,1.0,0.355818,0.409781,0.234401,0.0,0.0,0.0
ALL,HIGH,follow,conservative,2.0,1.0,24,1252,924.0,1252,-0.023442,-0.027313,-0.059569,0.479233,-1.0,1.0,0.354633,0.392971,0.249201,0.003195,0.0,0.0
ALL,LOW,follow,conservative,2.0,1.5,24,146,115.0,146,-0.197275,-0.21294,-1.0,0.363014,-1.0,1.5,0.143836,0.520548,0.335616,0.0,0.0,0.0
ALL,MID,follow,conservative,2.0,1.5,24,593,479.0,593,-0.009568,-0.02128,-0.177085,0.453626,-1.0,1.5,0.193929,0.416526,0.389545,0.0,0.0,0.0
ALL,HIGH,follow,conservative,2.0,1.5,24,1252,924.0,1252,-0.017949,-0.022416,-0.144247,0.452077,-1.0,1.5,0.190895,0.412939,0.396166,0.0,0.0,0.0
ALL,LOW,follow,conservative,2.0,2.0,24,146,115.0,146,-0.189112,-0.21433,-1.0,0.363014,-1.0,1.312086,0.068493,0.520548,0.410959,0.0,0.0,0.0
ALL,MID,follow,conservative,2.0,2.0,24,593,479.0,593,0.022263,0.017134,-0.177085,0.451939,-1.0,2.0,0.126476,0.416526,0.456998,0.0,0.0,0.0
ALL,HIGH,follow,conservative,2.0,2.0,24,1252,924.0,1252,-0.011637,-0.019455,-0.195496,0.442492,-1.0,2.0,0.103035,0.41853,0.478435,0.0,0.0,0.0
ALL,LOW,follow,conservative,2.0,2.5,24,146,115.0,146,-0.176043,-0.200611,-1.0,0.363014,-1.0,1.312086,0.034247,0.520548,0.445205,0.0,0.0,0.0
ALL,MID,follow,conservative,2.0,2.5,24,593,479.0,593,0.035361,0.031696,-0.205595,0.44688,-1.0,1.726502,0.086003,0.418212,0.495784,0.0,0.0,0.0
ALL,HIGH,follow,conservative,2.0,2.5,24,1252,924.0,1252,-0.00216,-0.00854,-0.197555,0.440895,-1.0,1.616613,0.059105,0.419329,0.521565,0.0,0.0,0.0
ALL,LOW,follow,conservative,2.0,3.0,24,146,115.0,146,-0.17818,-0.21069,-1.0,0.363014,-1.0,1.274258,0.013699,0.520548,0.465753,0.0,0.0,0.0
ALL,MID,follow,conservative,2.0,3.0,24,593,479.0,593,0.023282,0.015982,-0.205595,0.44688,-1.0,1.547799,0.038786,0.418212,0.543002,0.0,0.0,0.0
ALL,HIGH,follow,conservative,2.0,3.0,24,1252,924.0,1252,0.001889,-0.00066,-0.197555,0.440895,-1.0,1.555587,0.036741,0.419329,0.54393,0.0,0.0,0.0
ALL,LOW,fade,conservative,0.5,1.0,6,911,742.0,911,0.003606,0.016648,1.0,0.507135,-1.0,1.0,0.50494,0.436883,0.006586,0.051592,0.0,0.0
ALL,MID,fade,conservative,0.5,1.0,6,1859,1459.0,1859,-0.072008,-0.070511,-1.0,0.46369,-1.0,1.0,0.463152,0.462076,0.003228,0.071544,0.001076,0.000538
ALL,HIGH,fade,conservative,0.5,1.0,6,2409,1735.0,2409,-0.117297,-0.135632,-1.0,0.430884,-1.0,1.0,0.430469,0.461187,0.003321,0.105023,0.0,0.00166
ALL,LOW,fade,conservative,0.5,1.5,6,911,742.0,911,0.016475,0.025786,-1.0,0.412733,-1.0,1.5,0.397366,0.560922,0.025247,0.016465,0.0,0.001098
ALL,MID,fade,conservative,0.5,1.5,6,1859,1459.0,1859,-0.030945,-0.012643,-1.0,0.393222,-1.0,1.5,0.386767,0.561054,0.018289,0.033889,0.001076,0.000538
ALL,HIGH,fade,conservative,0.5,1.5,6,2409,1735.0,2409,-0.066731,-0.087041,-1.0,0.364467,-1.0,1.5,0.361146,0.589041,0.008717,0.041096,0.0,0.0
ALL,LOW,fade,conservative,0.5,2.0,6,911,742.0,911,0.051728,0.069859,-1.0,0.368825,-1.0,2.0,0.327113,0.609221,0.05708,0.006586,0.0,0.0
ALL,MID,fade,conservative,0.5,2.0,6,1859,1459.0,1859,0.010595,0.03059,-1.0,0.347499,-1.0,2.0,0.324906,0.617536,0.040344,0.017214,0.001614,0.001076
ALL,HIGH,fade,conservative,0.5,2.0,6,2409,1735.0,2409,-0.029768,-0.066291,-1.0,0.315899,-1.0,2.0,0.300125,0.648817,0.025737,0.025322,0.0,0.000415
ALL,LOW,fade,conservative,0.5,2.5,6,911,742.0,911,0.037099,0.048578,-1.0,0.326015,-1.0,2.5,0.25247,0.649835,0.094402,0.003293,0.0,0.0
ALL,MID,fade,conservative,0.5,2.5,6,1859,1459.0,1859,0.017628,0.042296,-1.0,0.311996,-1.0,2.5,0.265734,0.656805,0.068316,0.009145,0.001614,0.0
ALL,HIGH,fade,conservative,0.5,2.5,6,2409,1735.0,2409,-0.033126,-0.074511,-1.0,0.278124,-1.0,2.5,0.241594,0.686592,0.054795,0.01702,0.0,0.0
ALL,LOW,fade,conservative,0.5,3.0,6,911,742.0,911,0.054991,0.081176,-1.0,0.311745,-1.0,3.0,0.20966,0.660812,0.127333,0.002195,0.0,0.0
ALL,MID,fade,conservative,0.5,3.0,6,1859,1459.0,1859,0.017242,0.046444,-1.0,0.291017,-1.0,3.0,0.214632,0.681011,0.10113,0.003228,0.001614,0.0
ALL,HIGH,fade,conservative,0.5,3.0,6,2409,1735.0,2409,-0.024094,-0.079656,-1.0,0.257368,-1.0,3.0,0.191781,0.712329,0.085928,0.009963,0.0,0.0
ALL,LOW,fade,conservative,0.75,1.0,6,911,742.0,911,0.043577,0.048659,0.376019,0.514819,-1.0,1.0,0.48079,0.424808,0.091109,0.003293,0.0,0.002195
ALL,MID,fade,conservative,0.75,1.0,6,1859,1459.0,1859,-0.015257,-0.002888,0.0,0.490048,-1.0,1.0,0.476062,0.468531,0.04411,0.011296,0.001076,0.001076
ALL,HIGH,fade,conservative,0.75,1.0,6,2409,1735.0,2409,-0.025235,-0.042757,-1.0,0.479037,-1.0,1.0,0.460357,0.487754,0.035284,0.016604,0.00083,0.0
ALL,LOW,fade,conservative,0.75,1.5,6,911,742.0,911,0.044289,0.055951,-0.538426,0.432492,-1.0,1.5,0.336992,0.486279,0.175631,0.001098,0.0,0.0
ALL,MID,fade,conservative,0.75,1.5,6,1859,1459.0,1859,0.011817,0.020939,-1.0,0.412587,-1.0,1.5,0.351802,0.528779,0.114578,0.004841,0.001076,0.000538
ALL,HIGH,fade,conservative,0.75,1.5,6,2409,1735.0,2409,-0.004205,-0.031584,-1.0,0.403072,-1.0,1.5,0.341636,0.552927,0.09589,0.009548,0.00083,0.00083
ALL,LOW,fade,conservative,0.75,2.0,6,911,742.0,911,0.069443,0.086195,-1.0,0.405049,-1.0,2.0,0.249177,0.503842,0.246981,0.0,0.0,0.0
ALL,MID,fade,conservative,0.75,2.0,6,1859,1459.0,1859,0.017209,0.029098,-1.0,0.374933,-1.0,2.0,0.254438,0.558365,0.185584,0.001614,0.001076,0.000538
ALL,HIGH,fade,conservative,0.75,2.0,6,2409,1735.0,2409,-0.00356,-0.033657,-1.0,0.362391,-1.0,2.0,0.246575,0.58406,0.163968,0.005396,0.00083,0.0
ALL,LOW,fade,conservative,0.75,2.5,6,911,742.0,911,0.082988,0.094888,-1.0,0.388584,-1.0,2.5,0.182217,0.511526,0.306257,0.0,0.0,0.0
