kappa,model,direction,decile,rows,distinct_episodes,raw_episode_weight,mean_prediction,actual_mean_y,weighted_actual_mean_y,positive_y_rate,spread,rho_D,monotonicity_violations
0.05,M0,long,8,8971,827,414.64357810874037,-0.9126405940003882,-2.221314044824473,-0.9113498216868751,0.15327165310444765,1.636528965562781,0.9878787878787878,1
0.05,M0,long,9,8938,808,561.9338497366427,-0.6318507366659386,-2.1826190792976305,-0.6808086420094744,0.17084358916983666,1.636528965562781,0.9878787878787878,1
0.05,M1,long,0,8963,718,139.45512758275663,-2.599246684461459,-2.574675884458177,-2.5894426849065764,0.1175945553943992,2.4146117684011457,0.9878787878787878,1
0.05,M1,long,1,8962,870,134.46657130274392,-2.3073361477665184,-2.60299880126242,-2.4621268441307085,0.1173845123856282,2.4146117684011457,0.9878787878787878,1
0.05,M1,long,2,8962,992,136.79176409142997,-2.185513164849896,-2.7067993853019927,-2.551918237952664,0.10834635126087927,2.4146117684011457,0.9878787878787878,1
0.05,M1,long,3,8962,1074,144.57377706755048,-2.074409389286064,-2.751229902713416,-2.4558642524747496,0.11225172952465967,2.4146117684011457,0.9878787878787878,1
0.05,M1,long,4,8962,1181,159.01845619973693,-1.9476497770218473,-2.64071959836156,-2.2512424693974307,0.10756527560812319,2.4146117684011457,0.9878787878787878,1
0.05,M1,long,5,8962,1263,187.87637355530995,-1.792805047972126,-2.671876679508377,-1.9740088896686272,0.11972773934389645,2.4146117684011457,0.9878787878787878,1
0.05,M1,long,6,8963,1354,211.81492019656383,-1.5931645908784224,-2.708621558217614,-1.935782052902435,0.12763583621555283,2.4146117684011457,0.9878787878787878,1
0.05,M1,long,7,8961,1511,299.35319798815874,-1.3209922984418336,-2.345554051577672,-1.4848735686506327,0.13848900792322286,2.4146117684011457,0.9878787878787878,1
0.05,M1,long,8,8962,1719,466.579105760639,-0.9523335655222218,-2.2171731019856002,-0.957793779505325,0.15822361080116046,2.4146117684011457,0.9878787878787878,1
0.05,M1,long,9,8962,1672,739.0707062551105,-0.3545230750367082,-2.0744749556951425,-0.17483091650543053,0.19683106449453247,2.4146117684011457,0.9878787878787878,1
0.05,M0,short,0,8963,476,165.1903389224559,-2.5586240188645246,-2.649894415848988,-2.2163816986124334,0.11826397411580944,1.6088099788063344,0.9757575757575757,2
0.05,M0,short,1,8970,625,173.62119212712656,-2.1426155325377496,-2.6928539612163904,-2.0590221473606065,0.11638795986622073,1.6088099788063344,0.9757575757575757,2
0.05,M0,short,2,8954,704,159.62069036284822,-1.9920252798587392,-2.7532406826494364,-2.164294497489962,0.11257538530265802,1.6088099788063344,0.9757575757575757,2
0.05,M0,short,3,8962,761,172.93214159737644,-1.8705916710266586,-2.5865118150690396,-1.8926969363817752,0.12229413077438071,1.6088099788063344,0.9757575757575757,2
0.05,M0,short,4,8963,827,195.9290654658075,-1.740904624619309,-2.6276473244366714,-1.7277372539513003,0.11871025326341626,1.6088099788063344,0.9757575757575757,2
0.05,M0,short,5,8966,861,215.22382515591693,-1.593217311956665,-2.7504607357017994,-1.8738614410563401,0.12748159714476912,1.6088099788063344,0.9757575757575757,2
0.05,M0,short,6,8966,855,263.79901798118453,-1.4196672479367145,-2.5008880974444367,-1.4738399323071394,0.13004684363149677,1.6088099788063344,0.9757575757575757,2
0.05,M0,short,7,8953,888,348.7770967756145,-1.2274865253690637,-2.518471609680283,-1.1815439795247025,0.1320227856584385,1.6088099788063344,0.9757575757575757,2
0.05,M0,short,8,8962,804,370.06770384677696,-1.0270683176327373,-2.3062420884087813,-0.9791822015651621,0.1421557688016068,1.6088099788063344,0.9757575757575757,2
0.05,M0,short,9,8962,808,553.8389277648923,-0.7142702042588832,-2.0125186413331053,-0.607571719806099,0.16012050881499665,1.6088099788063344,0.9757575757575757,2
0.05,M1,short,0,8963,598,136.50029820653748,-2.9812073759127564,-3.0222352142612334,-2.999543496565038,0.10409461117929265,2.907503269212626,0.9878787878787878,1
0.05,M1,short,1,8962,802,141.3228171677637,-2.3524099159157386,-2.8238379240915448,-2.563332089508312,0.11292122294130774,2.907503269212626,0.9878787878787878,1
0.05,M1,short,2,8962,913,139.97628502635934,-2.2191215389432664,-2.908042633915874,-2.819746880382102,0.11080116045525552,2.907503269212626,0.9878787878787878,1
0.05,M1,short,3,8963,1052,153.4000294111181,-2.1097439334961354,-2.772307618292086,-2.5375915442401604,0.11246234519692068,2.907503269212626,0.9878787878787878,1
0.05,M1,short,4,8961,1135,164.7350203532222,-1.9992445564760613,-2.592461281033707,-2.291860982829347,0.11349179779042518,2.907503269212626,0.9878787878787878,1
0.05,M1,short,5,8962,1209,184.8309752316788,-1.8740170843612065,-2.551947556471991,-2.1053710041653755,0.11716134791341218,2.907503269212626,0.9878787878787878,1
0.05,M1,short,6,8964,1303,217.5774507973268,-1.7183460651305777,-2.5067874376592525,-1.9693872310111833,0.12226684515841142,2.907503269212626,0.9878787878787878,1
0.05,M1,short,7,8960,1452,293.07620755037794,-1.4877760223596155,-2.280742683344319,-1.4461904893747022,0.13292410714285716,2.907503269212626,0.9878787878787878,1
0.05,M1,short,8,8962,1671,435.9427576323824,-1.1136367491748764,-2.165894518703365,-0.9039930588655619,0.15945101539834858,2.907503269212626,0.9878787878787878,1
0.05,M1,short,9,8962,1701,751.6381586232332,-0.5643751803638918,-1.7744144174003071,-0.09204022735241205,0.19448783753626422,2.907503269212626,0.9878787878787878,1
